,FOXI1 (2299)
ACH-000004,0.12468389179000001
ACH-000007,0.26203963303000005
ACH-000009,0.140851511115
ACH-000011,0.144779605139
ACH-000012,0.21220944537300002
ACH-000013,0.240070203461
ACH-000014,0.24745878807500002
ACH-000015,0.105533806866
ACH-000017,0.158925363552
ACH-000018,0.136314467333
ACH-000019,0.340361795904
ACH-000021,0.0393204366035
ACH-000022,0.020909919674099997
ACH-000025,0.13371387150699998
ACH-000028,0.149917308972
ACH-000030,0.111474044711
ACH-000035,0.275585717869
ACH-000036,0.125312190322
ACH-000037,-0.028868854813700003
ACH-000039,0.0167785872608
ACH-000040,0.245978235877
ACH-000041,0.308530792459
ACH-000042,0.007887010299469999
ACH-000045,-0.0732985976427
ACH-000047,0.0745020081639
ACH-000052,0.46829140128300006
ACH-000053,0.0154344270172
ACH-000054,0.0469533731543
ACH-000055,0.12852082161599998
ACH-000060,0.30545835950800004
ACH-000067,0.35151614115900004
ACH-000070,0.0199654358818
ACH-000075,0.328828805129
ACH-000078,0.09613217327710001
ACH-000082,0.173263054184
ACH-000085,0.460793386256
ACH-000086,0.194104873356
ACH-000087,0.056331461689300005
ACH-000092,0.167016005575
ACH-000095,0.173933164698
ACH-000097,0.167430891373
ACH-000098,0.016238337430700002
ACH-000099,-0.0026527124702499997
ACH-000108,0.038383359435
ACH-000113,0.0455706119616
ACH-000115,0.150844706296
ACH-000116,0.138847072341
ACH-000118,0.16234566252399998
ACH-000120,0.0630432669302
ACH-000123,-0.0008035075424319999
ACH-000127,0.115671939885
ACH-000128,0.08902302077310001
ACH-000132,0.162054181177
ACH-000133,0.0997207387141
ACH-000137,0.34298671351800003
ACH-000138,0.144248801311
ACH-000142,0.05346524625059999
ACH-000143,0.156188843908
ACH-000146,-0.026180549130700004
ACH-000148,0.045115912422699994
ACH-000150,0.007799500441130001
ACH-000152,0.0157121070232
ACH-000153,0.17095024481499999
ACH-000159,0.000273587385595
ACH-000160,0.132290841027
ACH-000163,-0.0593630443783
ACH-000167,-0.24777503930300002
ACH-000168,-0.254628356298
ACH-000169,0.17507563229000003
ACH-000178,0.195521312081
ACH-000182,0.11084989509000001
ACH-000183,0.0340897819824
ACH-000188,0.223317019894
ACH-000189,0.0523290392007
ACH-000190,0.05178585866259999
ACH-000198,0.08156029285739999
ACH-000204,0.224480226887
ACH-000206,0.145130215002
ACH-000207,0.23709006541400002
ACH-000211,0.21163034728900001
ACH-000215,0.010502493113899999
ACH-000221,0.189017819526
ACH-000222,-0.08244800055030001
ACH-000223,0.0020270902713099997
ACH-000226,0.124595199966
ACH-000227,0.17155896447000002
ACH-000228,0.429170209402
ACH-000231,0.11498386796900001
ACH-000232,0.165801042863
ACH-000233,0.018133878724099998
ACH-000234,0.243625117915
ACH-000235,0.120206017631
ACH-000237,0.0156985603253
ACH-000238,0.049045189015
ACH-000243,0.100293104792
ACH-000244,0.318988717
ACH-000246,0.207885632592
ACH-000248,0.0823909239368
ACH-000250,0.11147849793199999
ACH-000251,-0.45568824198700003
ACH-000253,-0.0247963296026
ACH-000255,0.237161363749
ACH-000256,0.0325991501735
ACH-000257,-0.026352373243299997
ACH-000258,-0.0901022972365
ACH-000259,0.060121767353999996
ACH-000260,0.150393601907
ACH-000261,0.18781538602400003
ACH-000262,0.0277028742014
ACH-000263,0.190302668268
ACH-000264,0.178839934294
ACH-000265,0.0670307076219
ACH-000266,0.026019392166400004
ACH-000272,0.076616413732
ACH-000273,0.0869906974863
ACH-000274,0.147954292
ACH-000277,0.0922644895658
ACH-000278,0.298330150258
ACH-000279,-0.037264797166199994
ACH-000280,-0.09182768179310001
ACH-000281,-0.07618636014489999
ACH-000288,0.0364653410289
ACH-000291,0.09795189774319998
ACH-000293,-0.102834228268
ACH-000294,0.07959003549
ACH-000295,0.279308354817
ACH-000296,0.394479205535
ACH-000302,0.142479373233
ACH-000304,0.41121918291799997
ACH-000307,0.14548867313
ACH-000308,0.129655148107
ACH-000310,0.07587988641710001
ACH-000311,-0.00812044451228
ACH-000312,0.0848116120789
ACH-000315,-0.162770709727
ACH-000316,-0.07466065503330001
ACH-000317,0.123088311419
ACH-000318,0.34802819409
ACH-000319,0.230625044307
ACH-000320,-0.0400741603836
ACH-000322,-0.04860192313180001
ACH-000323,-0.0676236903371
ACH-000324,0.150208318458
ACH-000329,0.294195794736
ACH-000330,0.205408601204
ACH-000331,0.23996310137899998
ACH-000332,0.0581194792755
ACH-000334,0.237027179623
ACH-000335,0.00876140347596
ACH-000336,0.161164208688
ACH-000337,0.315927251008
ACH-000339,0.117064163914
ACH-000341,0.18611107289
ACH-000348,0.09241251069760001
ACH-000350,-0.029583906639099995
ACH-000352,0.190802125326
ACH-000356,0.411172452305
ACH-000361,0.116235079784
ACH-000362,0.00112655062299
ACH-000363,0.0881200181226
ACH-000364,0.27088056179000003
ACH-000365,0.0737728916378
ACH-000366,0.177155864584
ACH-000368,0.087458723648
ACH-000374,0.20345896614700001
ACH-000375,0.0010609589793700001
ACH-000376,0.0267636622988
ACH-000381,0.00834660766056
ACH-000383,0.045832725435800005
ACH-000387,0.219944537341
ACH-000389,0.0677551747371
ACH-000390,0.189755769903
ACH-000393,0.0702343132087
ACH-000395,0.130610065017
ACH-000397,0.192937815464
ACH-000401,0.42229695383500004
ACH-000402,0.0116438371466
ACH-000403,0.179186496592
ACH-000404,0.111271879026
ACH-000406,0.0808143140953
ACH-000407,0.171671522446
ACH-000408,-0.20193317493500001
ACH-000410,0.26689101235999996
ACH-000411,0.18341709299800002
ACH-000414,0.057935852665300006
ACH-000415,0.241064700658
ACH-000416,0.033802431626
ACH-000420,0.16642679452099998
ACH-000421,0.289260107213
ACH-000424,0.33984772495800003
ACH-000425,0.11984588152799999
ACH-000426,0.0806704859958
ACH-000427,0.245526747885
ACH-000433,0.0869826886066
ACH-000436,-0.113877827494
ACH-000444,0.0577359111189
ACH-000445,0.103781951298
ACH-000448,0.29686774989799997
ACH-000450,0.20813675138300003
ACH-000452,0.154852018369
ACH-000454,0.0355493186043
ACH-000458,0.18403841359700002
ACH-000459,-0.20410934288899998
ACH-000460,0.07460459481449999
ACH-000461,0.16922298750599998
ACH-000463,-0.07839872775569999
ACH-000464,-0.0101493369763
ACH-000466,0.0161325398324
ACH-000467,0.17310087029100002
ACH-000468,-0.00925432430608
ACH-000469,-0.0029485110168999996
ACH-000470,0.0240357180168
ACH-000471,0.12632717425
ACH-000472,0.09017520377360001
ACH-000473,0.136527498931
ACH-000475,0.141009242203
ACH-000476,0.0778940677294
ACH-000477,0.40594273010700005
ACH-000480,0.310980228135
ACH-000481,0.225833954777
ACH-000483,0.149669261507
ACH-000484,-0.07438241919960001
ACH-000485,0.263802078487
ACH-000486,0.325869404091
ACH-000487,0.0816858789353
ACH-000488,0.198892535911
ACH-000490,0.209396675852
ACH-000491,0.182559163143
ACH-000495,0.107717942134
ACH-000496,0.0756512299781
ACH-000499,0.0740018606975
ACH-000500,0.0867213014941
ACH-000502,0.0836828270174
ACH-000503,0.191604801543
ACH-000505,0.13910475658399998
ACH-000507,-0.04727507693440001
ACH-000510,0.0624848070124
ACH-000511,0.12077370475
ACH-000512,-0.101633335629
ACH-000516,0.17243702950599998
ACH-000517,0.160183848395
ACH-000518,0.007185184523359999
ACH-000520,0.15820398724999998
ACH-000521,0.0626248567401
ACH-000522,0.138778967383
ACH-000524,0.0609893719941
ACH-000527,0.0911990878002
ACH-000528,0.110227959129
ACH-000537,-0.0317802775386
ACH-000541,0.359629855973
ACH-000542,0.149966320916
ACH-000544,0.17196211586399998
ACH-000545,0.21519084130899999
ACH-000547,0.294667250796
ACH-000548,0.06667122121180001
ACH-000549,0.14974063364
ACH-000550,-0.00748354511632
ACH-000552,0.097583357294
ACH-000556,0.246141660085
ACH-000557,0.104081930768
ACH-000570,0.0327118018361
ACH-000571,0.026634702670900002
ACH-000573,0.057076413996400004
ACH-000576,0.157146199931
ACH-000580,-0.0332105457382
ACH-000584,0.11632559124500001
ACH-000585,0.292567411579
ACH-000588,0.149973451541
ACH-000589,0.0830581715416
ACH-000591,0.156162580167
ACH-000593,0.136408816184
ACH-000600,0.14156348881
ACH-000601,0.0152067169839
ACH-000604,0.240331900702
ACH-000605,-0.00029563004486099997
ACH-000606,0.0854769723422
ACH-000608,0.26689800033000005
ACH-000614,0.374759832258
ACH-000616,0.155490290296
ACH-000618,0.12259271964299999
ACH-000619,0.0841174322827
ACH-000620,-0.0133925930367
ACH-000621,0.0353755741728
ACH-000622,0.22915888835
ACH-000623,0.09980555546679999
ACH-000624,0.18627712419300002
ACH-000627,-0.09175970119020001
ACH-000630,0.100890857722
ACH-000632,0.149980745478
ACH-000633,0.0400143641892
ACH-000637,0.24034091289
ACH-000638,0.0769092906782
ACH-000646,-0.00439199077339
ACH-000647,0.0881191442498
ACH-000648,0.0199263265274
ACH-000649,0.008541641938020001
ACH-000651,0.158167314845
ACH-000652,0.29663666328899996
ACH-000653,0.17764030497299999
ACH-000657,0.132474165192
ACH-000658,0.0689950729902
ACH-000661,0.0539832869281
ACH-000662,0.13145324157500002
ACH-000663,0.144499692147
ACH-000665,0.205519303267
ACH-000671,0.11839696718
ACH-000673,0.11999053049599999
ACH-000676,0.137626442923
