,IGFN1 (91156)
ACH-000004,-0.161089058537
ACH-000007,-0.213240661853
ACH-000009,-0.293239662161
ACH-000011,0.08750258297810001
ACH-000012,0.0159445034674
ACH-000013,-0.104360793466
ACH-000014,-0.038350356239300006
ACH-000015,-0.0676158733865
ACH-000017,-0.129502953398
ACH-000018,0.009021083701600001
ACH-000019,-0.206875751189
ACH-000021,-0.0112164388534
ACH-000022,-0.0533143681345
ACH-000025,-0.09587758848439999
ACH-000028,-0.013150989209799999
ACH-000030,-0.021519165246099998
ACH-000035,0.00189051651549
ACH-000036,-0.056187568421
ACH-000037,0.0606073991273
ACH-000039,-0.0469286373941
ACH-000040,0.15827670027000001
ACH-000041,-0.066343829984
ACH-000042,-0.19583858335700002
ACH-000045,0.139540314295
ACH-000047,-0.0800670913979
ACH-000052,-0.27349526754299996
ACH-000053,-0.061145746138500004
ACH-000054,0.0224344446048
ACH-000055,-0.048548104428400005
ACH-000060,0.0372429289189
ACH-000067,-0.00090219721993
ACH-000070,0.09560473974310002
ACH-000075,0.051043949373900006
ACH-000078,-0.031483616274599995
ACH-000082,0.046401387882199996
ACH-000085,-0.20667731138300002
ACH-000086,-0.398754327945
ACH-000087,-0.0110761814738
ACH-000092,-0.0640405766668
ACH-000095,0.0038431349167899996
ACH-000097,-0.041105183838
ACH-000098,-0.0934492662187
ACH-000099,-0.08979155064510001
ACH-000108,-0.148192794492
ACH-000113,-0.12043611715
ACH-000115,-0.0680004521583
ACH-000116,-0.152648460028
ACH-000118,-0.0377193299071
ACH-000120,-0.18770341411
ACH-000123,0.00660654286604
ACH-000127,0.0113515413258
ACH-000128,0.0042427761134
ACH-000132,-0.11933988530999999
ACH-000133,0.163788492387
ACH-000137,-0.0199740069156
ACH-000138,-0.133216317248
ACH-000142,-0.122870916304
ACH-000143,0.137654893388
ACH-000146,-0.0811967468271
ACH-000148,-0.115411631231
ACH-000150,0.108937651183
ACH-000152,-0.008889227915950001
ACH-000153,0.0511435828439
ACH-000159,-0.010998462451
ACH-000160,0.04906161448
ACH-000163,-0.0499443970637
ACH-000167,0.07635932607280001
ACH-000168,0.0496701797745
ACH-000169,-0.09911571431810001
ACH-000178,-0.0101138919127
ACH-000182,-0.025132655381999998
ACH-000183,-0.10832418309
ACH-000188,-0.08305509591730001
ACH-000189,-0.235057565147
ACH-000190,-0.27340799619899997
ACH-000198,-0.0678316417074
ACH-000204,0.141635403552
ACH-000206,0.0537700172401
ACH-000207,0.09470949977939999
ACH-000211,0.0133298343346
ACH-000215,-0.103156425256
ACH-000221,0.067343269512
ACH-000222,-0.00236271866083
ACH-000223,0.060781400208800004
ACH-000226,-0.177800766066
ACH-000227,-0.0884412427968
ACH-000228,-0.13079284270199998
ACH-000231,0.004296134079
ACH-000232,0.049598626724800005
ACH-000233,-0.14061383455499998
ACH-000234,0.0190066947243
ACH-000235,-0.108952685981
ACH-000237,-0.030793042960700002
ACH-000238,-0.0332885058574
ACH-000243,-0.022572244931400004
ACH-000244,-0.0207637490172
