,ALDOA (226)
ACH-000223,-0.9232248982119999
ACH-000226,-1.55740590454
ACH-000227,-1.45546428778
ACH-000228,-1.18777362783
ACH-000231,-1.4855239505700002
ACH-000232,-1.45088624833
ACH-000233,-1.05200191121
ACH-000234,-1.3048168038099999
ACH-000235,-1.32698096579
ACH-000237,-1.5803245478
ACH-000238,-1.22102059275
ACH-000243,-1.3850115227500002
ACH-000244,-1.7223395520900002
ACH-000246,-1.2508207354
ACH-000248,-1.5889770189899999
ACH-000250,-1.22325727046
ACH-000251,-1.16897620424
ACH-000253,-1.53821755793
ACH-000255,-1.58549882379
ACH-000256,-1.35397159463
ACH-000257,-1.43942841178
ACH-000258,-1.8091480766299999
ACH-000259,-1.17584106222
ACH-000260,-1.4441102681600002
ACH-000261,-1.7308406645200003
ACH-000262,-1.5423717113799997
ACH-000263,-1.11020955433
ACH-000264,-0.7419314231209999
ACH-000265,-1.53236545373
ACH-000266,-1.22393934467
ACH-000272,-1.21624666088
ACH-000273,-1.4547359829299997
ACH-000274,-2.0186634164400004
ACH-000277,-1.1847458447700001
ACH-000278,-1.71616221743
ACH-000279,-1.84698169151
ACH-000280,-1.78911016575
ACH-000281,-1.6719963001
ACH-000288,-1.40364890627
ACH-000291,-1.27143592359
ACH-000293,-1.6293509083000002
ACH-000294,-1.20189840495
ACH-000295,-1.19252309908
ACH-000296,-1.4858192225600002
ACH-000302,-0.9886183198459999
ACH-000304,-1.3630585144
ACH-000307,-1.56763811383
ACH-000308,-0.709870840685
ACH-000310,-1.68633233373
ACH-000311,-1.56410793551
ACH-000312,-1.3920905078
ACH-000315,-1.47218614083
ACH-000316,-1.64070449212
ACH-000317,-1.4280010592899999
ACH-000318,-0.9724546395389999
ACH-000319,-1.6038611914399998
ACH-000320,-1.18048217278
ACH-000322,-1.89006277426
ACH-000323,-1.76422398963
ACH-000324,-1.4739934220500002
ACH-000329,-1.9051869532199999
ACH-000330,-1.42993914377
ACH-000331,-1.1766432867
ACH-000332,-1.3742231395
ACH-000334,-1.04431298058
ACH-000335,-1.21094155525
ACH-000336,-1.6913379620500002
ACH-000337,-1.1522002796
ACH-000339,-1.5759853371
ACH-000341,-1.2152737861299998
ACH-000348,-1.77127765837
ACH-000350,-1.18801445832
ACH-000352,-1.27108629642
ACH-000356,-1.34423077168
ACH-000361,-2.15382685728
ACH-000362,-1.18374125508
ACH-000363,-0.620446350975
ACH-000364,-1.4536584021399999
ACH-000365,-1.4347701772600001
ACH-000366,-1.68592027271
ACH-000368,-1.69347659664
ACH-000374,-1.1085881325799998
ACH-000375,-1.6180649247499999
ACH-000376,-1.26600050494
ACH-000381,-1.63609609425
ACH-000383,-1.74442004601
ACH-000387,-1.4956356309
ACH-000389,-1.28003595275
ACH-000390,-0.908746821414
ACH-000393,-1.62886457118
ACH-000395,-1.5560070862200002
ACH-000397,-1.54050894646
ACH-000401,-1.4980049622
ACH-000402,-1.13062835089
ACH-000403,-1.34608771843
ACH-000404,-1.4416787773700002
ACH-000406,-1.37866115003
ACH-000407,-1.52171993585
ACH-000408,-1.52270845683
ACH-000410,-1.4924776134399997
ACH-000411,-1.51678699558
ACH-000414,-1.15824010204
ACH-000415,-1.4053024118000002
ACH-000416,-1.55694091367
ACH-000420,-1.51183165197
ACH-000421,-1.07862769235
ACH-000424,-1.50614525185
ACH-000425,-0.789301828655
ACH-000426,-1.3817838622799998
ACH-000427,-0.9336447523739999
ACH-000433,-1.46962042171
ACH-000436,-1.34786889613
ACH-000444,-1.6202917231799998
ACH-000445,-1.3471542292200003
ACH-000448,-1.1158390008399999
ACH-000450,-1.4699426611700002
ACH-000452,-1.17809781029
ACH-000454,-0.8411659703929999
ACH-000458,-1.52116377294
ACH-000459,-1.21815407072
ACH-000460,-1.3814793282100002
ACH-000461,-1.3267932039
ACH-000463,-1.5034579456200001
ACH-000464,-1.4093414767399999
ACH-000466,-1.37925570238
ACH-000467,-1.34277892127
ACH-000468,-1.28980803394
ACH-000469,-1.5316888878900001
ACH-000470,-1.4504374096500001
ACH-000471,-1.28412846776
ACH-000472,-1.8934204598500002
ACH-000473,-1.5154671164700002
ACH-000475,-0.6949533286249999
ACH-000476,-1.00443144141
ACH-000477,-1.29455102532
ACH-000480,-1.33525366241
ACH-000481,-1.7369103643700001
ACH-000483,-1.03615405926
ACH-000484,-1.81983380504
ACH-000485,-1.7820726074400002
ACH-000486,-1.37750861704
ACH-000487,-1.52177965382
ACH-000488,-1.49279530786
ACH-000490,-1.50858723761
ACH-000491,-0.8358000578820001
ACH-000495,-1.17539457362
ACH-000496,-1.69831879197
ACH-000499,-1.35905447898
ACH-000500,-1.80927954342
ACH-000502,-1.1283533045
ACH-000503,-1.4588569608000002
ACH-000505,-1.62314369512
ACH-000507,-1.29005237795
ACH-000510,-1.71099719332
ACH-000511,-1.55133116778
ACH-000512,-1.3583681428999999
ACH-000516,-1.6781139067500002
ACH-000517,-1.55816037779
ACH-000518,-1.20925202411
ACH-000520,-1.6605472141
ACH-000521,-1.29230710669
ACH-000522,-1.77948133393
ACH-000524,-0.8187759711049999
ACH-000527,-1.46739265127
ACH-000528,-1.1055113381200001
ACH-000537,-1.88374259368
ACH-000541,-1.33897322652
ACH-000542,-1.63142853074
ACH-000544,-1.2817435819
ACH-000545,-1.73712040168
ACH-000547,-1.07288140805
ACH-000548,-1.1253873675200001
ACH-000549,-1.5343724886899999
ACH-000550,-1.69007680621
ACH-000552,-1.67636967092
ACH-000556,-1.4370830704100002
ACH-000557,-1.8756430826800001
ACH-000570,-1.7201116644299999
ACH-000571,-2.37517184319
ACH-000573,-1.4120868358899998
ACH-000576,-1.40855385129
ACH-000580,-0.934947169647
ACH-000584,-1.51769507157
ACH-000585,-1.38118978159
ACH-000588,-1.49789737626
ACH-000589,-1.3371220343799999
ACH-000591,-1.50138031194
ACH-000593,-0.8880293958759999
ACH-000600,-1.40137206949
ACH-000601,-1.40227153304
ACH-000604,-0.8800708101770001
ACH-000605,-1.57784655426
ACH-000606,-1.4482549904700002
ACH-000608,-1.60492713029
ACH-000614,-1.0876146956100001
ACH-000616,-1.3753941646099999
ACH-000618,-1.39477879947
ACH-000619,-1.16681396824
ACH-000620,-1.48022821896
ACH-000621,-1.9612387709599999
ACH-000622,-1.3544854571899998
ACH-000623,-1.5928856113
ACH-000624,-1.44081608482
ACH-000627,-1.31528057544
ACH-000630,-1.5050836184
ACH-000632,-1.6659930490700001
ACH-000633,-0.9593183513150001
ACH-000637,-1.0365134274299999
ACH-000638,-1.15644314031
ACH-000646,-0.9246365343080001
ACH-000647,-0.6846002716399999
ACH-000648,-1.74152325645
ACH-000649,-1.57511414439
ACH-000651,-0.867039109937
ACH-000652,-1.22486451395
ACH-000653,-0.8906974912710001
ACH-000657,-1.5928662261200002
ACH-000658,-1.14537764859
ACH-000661,-1.25402994539
ACH-000662,-1.24623739757
ACH-000663,-1.0316429630700001
ACH-000665,-1.5931073382700003
ACH-000671,-1.51947753887
ACH-000673,-1.50841593932
ACH-000676,-1.36675339324
ACH-000677,-0.466158810524
ACH-000681,-1.32519639096
ACH-000682,-1.39949015414
ACH-000683,-1.7176939979899999
ACH-000684,-1.7419399409599998
ACH-000688,-1.93150060058
ACH-000693,-1.20065918619
ACH-000694,-1.35506549516
ACH-000695,-1.54336248004
ACH-000696,-1.23440305629
ACH-000697,-1.27794683158
ACH-000699,-0.989800818227
ACH-000701,-1.4200548573700003
ACH-000706,-0.955174372786
ACH-000711,-1.5728765211700002
ACH-000713,-1.5398758567700002
ACH-000714,-1.22442654767
ACH-000718,-1.54188997063
ACH-000720,-1.56306770329
ACH-000721,-1.1795812663299998
ACH-000724,-1.18576408954
ACH-000725,-0.802002659752
ACH-000732,-1.21379084675
ACH-000734,-1.07948253356
ACH-000735,-1.09995890366
ACH-000736,-1.41095773238
ACH-000738,-1.61891965611
ACH-000746,-1.9401070505200002
ACH-000747,-1.5091747754499998
ACH-000748,-1.48676555658
ACH-000753,-1.4668904632
ACH-000756,-1.30932980576
ACH-000757,-1.46416302676
ACH-000758,-1.23760770544
ACH-000760,-1.9480377189400002
ACH-000763,-1.0426093369399998
ACH-000764,-1.71655133954
ACH-000765,-1.6261749358500002
ACH-000766,-1.06321255208
ACH-000767,-1.34908815731
ACH-000768,-1.6975838700299999
ACH-000769,-1.56738110361
ACH-000770,-1.33819845268
ACH-000771,-1.3884182070500002
ACH-000773,-1.28129048836
ACH-000776,-1.37231041182
ACH-000777,-1.34210831604
ACH-000778,-1.87054995632
ACH-000781,-1.2675012298200001
ACH-000782,-1.4171253806200002
ACH-000783,-0.912798528852
ACH-000784,-1.42129290772
ACH-000785,-1.0187169708600001
ACH-000787,-1.37207071493
ACH-000788,-1.64045866063
ACH-000791,-1.63162686761
ACH-000792,-1.54210460816
ACH-000794,-1.55620567826
ACH-000796,-1.4664134992700002
ACH-000799,-1.59558665537
ACH-000800,-1.03681936756
ACH-000802,-1.30982294696
ACH-000804,-1.53367151592
ACH-000805,-1.48615250393
ACH-000809,-1.3813911860699999
ACH-000810,-1.42177086579
ACH-000811,-1.78266245545
ACH-000817,-1.2653421770200002
ACH-000819,-0.79470181448
ACH-000820,-1.39353597187
ACH-000821,-0.92989579037
ACH-000822,-0.997038389313
ACH-000823,-1.31180550314
ACH-000824,-1.3754696305899998
ACH-000827,-1.4745358826
ACH-000829,-1.5649743285
ACH-000831,-1.41838507042
ACH-000832,-1.22498064851
ACH-000833,-1.49618761337
ACH-000834,-1.27817450513
ACH-000835,-1.27639969275
ACH-000836,-1.73047676662
ACH-000837,-1.5134878053299998
ACH-000838,-0.9086009957260001
ACH-000839,-1.2822717377
ACH-000840,-1.3851485204700003
ACH-000841,-1.41066972503
ACH-000843,-1.29936620856
ACH-000846,-1.3432851476299998
ACH-000847,-1.3991483474000002
ACH-000848,-1.5238417484
ACH-000849,-1.2399068622
ACH-000851,-1.39019082616
ACH-000855,-1.6246852187600003
ACH-000856,-1.24466278717
ACH-000858,-1.14768543284
ACH-000859,-1.3794165202000002
ACH-000861,-1.68838936002
ACH-000862,-0.940180869109
ACH-000865,-1.33720855682
ACH-000866,-1.6029044708200002
ACH-000867,-1.1983065878399999
ACH-000869,-2.03778764618
ACH-000872,-1.65442151042
ACH-000873,-1.1428868178799998
ACH-000876,-0.333176715733
ACH-000878,-1.42167680632
ACH-000880,-1.4818002766100002
ACH-000881,-1.4742912108300001
ACH-000882,-1.49867761212
ACH-000884,-1.70119071919
ACH-000885,-1.3090059447
ACH-000887,-1.5287908634399998
ACH-000888,-1.72599114096
ACH-000889,-1.51974661407
ACH-000890,-1.51224469677
ACH-000896,-1.60484745973
ACH-000898,-1.48741751911
ACH-000900,-1.47898921024
ACH-000901,-1.9017360185699999
ACH-000905,-1.3906094284700001
ACH-000906,-1.52009050168
ACH-000907,-1.3673771505899999
ACH-000910,-1.0365483179700001
ACH-000911,-1.3874923370299999
ACH-000912,-1.30111868544
ACH-000913,-1.54482683386
ACH-000915,-1.34867981021
ACH-000916,-1.7423346752400002
ACH-000917,-1.2148886529
ACH-000921,-1.4392723997799999
ACH-000924,-1.12885956796
ACH-000926,-1.4562840728
ACH-000928,-1.03642314539
ACH-000929,-1.6446788604
ACH-000932,-0.8802941056899999
ACH-000935,-1.49090857465
ACH-000936,-1.55453782551
ACH-000937,-1.5046480520299998
ACH-000938,-1.43054585561
ACH-000939,-1.26048484855
ACH-000941,-0.7686855461959999
ACH-000943,-0.955324385564
ACH-000946,-1.5468148114500002
ACH-000947,-1.45680051061
ACH-000948,-1.21026507062
ACH-000950,-1.44681283549
ACH-000953,-2.0212179495400004
ACH-000957,-1.20017567401
ACH-000958,-1.31248653585
ACH-000960,-1.74849909371
ACH-000963,-1.63389679363
ACH-000968,-0.673246884485
ACH-000969,-1.63816306385
ACH-000973,-1.3987632257
ACH-000974,-1.4395826462299999
ACH-000975,-1.35179479507
ACH-000976,-1.5368092914200002
ACH-000978,-1.4184027732700002
ACH-000980,-1.5372640892200002
ACH-000984,-1.55444667521
ACH-000986,-1.31698001336
ACH-000988,-1.05673562844
ACH-000993,-1.68291060706
ACH-000994,-1.39619967303
ACH-000996,-1.40273119151
ACH-001001,-1.62476543546
ACH-001020,-1.7118459354299997
ACH-001028,-1.17023619266
ACH-001031,-1.3947627308300001
ACH-001038,-1.52195064564
ACH-001048,-1.4255946266100001
ACH-001050,-1.7595673114099997
ACH-001053,-1.34827551598
ACH-001054,-1.63185198562
ACH-001061,-1.41973418986
ACH-001067,-1.34898825919
ACH-001075,-1.3679129836300001
ACH-001096,-1.3168697166299999
ACH-001128,-1.6116200382499999
ACH-001134,-1.1379745766399998
ACH-001151,-1.32907940126
ACH-001163,-1.5444483600799999
ACH-001164,-1.50793098301
ACH-001173,-1.58788423016
ACH-001183,-1.53799244569
ACH-001184,-1.60536711661
ACH-001190,-1.81853613217
ACH-001192,-1.71265219315
ACH-001193,-1.8111253979
ACH-001196,-1.48657379291
ACH-001197,-1.41261725717
ACH-001205,-1.60808467126
ACH-001211,-1.2349641666600002
ACH-001212,-1.49195815116
ACH-001228,-1.8198335008099997
ACH-001232,-1.5646924542700003
ACH-001239,-1.56349541266
ACH-001274,-1.34519980028
ACH-001275,-1.6571895357100002
ACH-001277,-0.9808384163439999
ACH-001278,-1.1520996478799999
ACH-001280,-1.12061106746
ACH-001283,-1.4779065256600001
ACH-001289,-1.19765250253
ACH-001295,-1.63047930271
ACH-001300,-1.25305035658
ACH-001301,-1.48390837092
ACH-001302,-1.49043239943
ACH-001303,-1.48169170321
ACH-001306,-1.6662141797299999
ACH-001318,-1.4701510896
ACH-001322,-1.43252629406
ACH-001328,-1.55794483308
ACH-001332,-1.43690661264
ACH-001333,-1.3205166184100001
ACH-001336,-1.6381299486899998
ACH-001340,-1.3479270325900001
ACH-001346,-1.3485932532799998
ACH-001353,-1.0732190966
ACH-001354,-1.6099992396899998
ACH-001367,-1.3948863948899999
ACH-001368,-1.43954458991
ACH-001374,-1.4872632441999998
ACH-001375,-1.41880470336
ACH-001377,-1.26552966908
ACH-001380,-1.2218624106
ACH-001391,-1.92230313978
ACH-001407,-1.78413797476
ACH-001408,-1.1252916575
ACH-001413,-1.4257059657299997
ACH-001430,-1.6297795990600001
ACH-001431,-1.7385955066
ACH-001450,-1.49234620527
ACH-001496,-1.5495680649399999
ACH-001500,-1.4027428409600002
ACH-001521,-1.1378669921100002
ACH-001523,-1.3718434106
ACH-001532,-1.4361181216299999
ACH-001536,-1.6751124474599999
ACH-001550,-1.3956421701100001
ACH-001552,-1.54701776559
ACH-001554,-1.3754235608
ACH-001645,-1.6924661920500002
ACH-001654,-1.49621103356
ACH-001715,-1.4569176541799997
ACH-001735,-0.663410081661
ACH-001736,-1.6707364709799999
ACH-001737,-1.39527482183
ACH-001740,-1.32344295954
ACH-001745,-1.34205236178
ACH-001750,-1.49222054311
ACH-001765,-1.3589116045200003
ACH-001956,-1.55190688033
ACH-001957,-1.31031116494
