,YDJC (150223)
ACH-000004,0.034465050557400005
ACH-000007,0.0538490085544
ACH-000009,0.188057975836
ACH-000011,0.0007606026147
ACH-000012,0.120701466918
ACH-000013,0.19635547745700002
ACH-000014,-0.099764353924
ACH-000015,0.054881914835900006
ACH-000017,0.14987014950400002
ACH-000018,0.0124549243353
ACH-000019,-0.0663096170803
ACH-000021,-0.0084102223638
ACH-000022,0.070296276866
ACH-000025,-0.054786851144900006
ACH-000028,0.11245764854800001
ACH-000030,0.033783181527
ACH-000035,0.021905038435999998
ACH-000036,-0.09127620173180001
ACH-000037,-0.038826662817
ACH-000039,0.310854184684
ACH-000040,-0.15234775133
ACH-000041,0.035319144856
ACH-000042,0.09153206192749999
ACH-000045,-0.0657445383378
ACH-000047,0.105525001994
ACH-000052,0.00210662702048
ACH-000053,0.018079032585
ACH-000054,0.169352930352
ACH-000055,0.0102153042811
ACH-000060,0.155795879282
ACH-000067,-0.0390026940246
ACH-000070,0.05227098069180001
ACH-000075,-0.169663909666
ACH-000078,0.20437926915
ACH-000082,-0.0323161806741
ACH-000085,0.0920053699013
ACH-000086,0.280898774616
ACH-000087,-0.051553900476199996
ACH-000092,-0.131493630223
ACH-000095,0.151654151458
ACH-000097,0.015597647611799999
ACH-000098,0.106517481714
ACH-000099,0.278946038123
ACH-000108,0.0795057028005
ACH-000113,0.0778000690232
ACH-000115,-0.0588844794605
ACH-000116,0.09654566586760001
ACH-000118,0.022189105921200002
ACH-000120,0.15621887321
ACH-000123,0.0870595814573
ACH-000127,0.174819192815
ACH-000128,0.169613670357
ACH-000132,0.0151575877538
ACH-000133,-0.00997645615076
ACH-000137,0.214213919972
ACH-000138,0.265321625347
ACH-000142,0.184854574139
ACH-000143,0.153202034168
ACH-000146,0.156854621065
ACH-000148,0.155654575096
ACH-000150,0.07427863952389999
ACH-000152,-0.0150626173528
ACH-000153,0.31394544856
ACH-000159,0.300434572298
ACH-000160,0.156792529514
ACH-000163,-0.00316238541418
ACH-000167,-0.129210091263
ACH-000168,0.210919220146
