,NUAK2 (81788)
ACH-000004,-0.100884190829
ACH-000007,0.336482832645
ACH-000009,0.123788513606
ACH-000011,0.09259908215060002
ACH-000012,-0.0666049049705
ACH-000013,0.0037146623488900003
ACH-000014,-0.115153273825
ACH-000015,-0.0212898264825
ACH-000017,-0.18678361336899998
ACH-000018,0.0696863297107
ACH-000019,-0.320726799375
ACH-000021,-0.131657898064
ACH-000022,0.017875015716400003
ACH-000025,0.0408886093275
ACH-000028,-0.118726620437
ACH-000030,0.0913947085475
ACH-000035,-0.11701300929500001
ACH-000036,-0.12809460829500002
ACH-000037,-0.100254126301
ACH-000039,0.0374300525197
ACH-000040,-0.22279199966200003
ACH-000041,-0.29629398981
ACH-000042,-0.211408538379
ACH-000045,-0.0189102979805
ACH-000047,0.0807553752813
ACH-000052,-0.062013419886999994
ACH-000053,-0.100916944563
ACH-000054,-0.0554887735587
ACH-000055,-0.355819792563
ACH-000060,0.213493136616
ACH-000067,0.022361476599499996
ACH-000070,-0.056278643801499995
ACH-000075,0.05058935443530001
ACH-000078,-0.037192205584699996
ACH-000082,-0.120326695577
ACH-000085,-0.274295287895
ACH-000086,-0.128977541475
ACH-000087,-0.20197736889899998
ACH-000092,-0.0168333654837
ACH-000095,-0.101025791775
ACH-000097,-0.0624215806223
ACH-000098,-0.0505698867562
ACH-000099,-0.177943235997
ACH-000108,-0.063394508559
ACH-000113,-0.133589987996
ACH-000115,-0.24138908343499998
ACH-000116,-0.098300724725
ACH-000118,0.0288850527855
ACH-000120,0.005218467538
ACH-000123,0.007396743752
ACH-000127,-0.00505714688049
ACH-000128,-0.107117420032
ACH-000132,-0.07166598953110001
ACH-000133,-0.18003095537500002
ACH-000137,0.00399801705586
ACH-000138,-0.041640105316499997
ACH-000142,0.013263382150900001
ACH-000143,-0.19164388453899997
ACH-000146,-0.10609223302899999
ACH-000148,-0.143955650914
ACH-000150,0.0954067232523
ACH-000152,0.012018552866
ACH-000153,-0.20115727193100003
ACH-000159,-0.0452901273299
ACH-000160,-0.00427650088971
ACH-000163,-0.309320429921
ACH-000167,-0.0218897441084
ACH-000168,-0.0537490627716
ACH-000169,-0.195284985496
ACH-000178,0.0219556725587
ACH-000182,-0.00087685592466
ACH-000183,-0.0321222116579
ACH-000188,0.0417946620657
ACH-000189,-0.121034843877
ACH-000190,-0.062226911550400006
ACH-000198,-0.05723465951219999
ACH-000204,-0.128319829407
ACH-000206,-0.171544063631
ACH-000207,0.000528670656759
ACH-000211,-0.095341952634
ACH-000215,-0.140501086643
ACH-000221,-0.100007212911
ACH-000222,-0.0803984817608
ACH-000223,-0.0767197373945
ACH-000226,-0.324614730503
ACH-000227,-0.235605656833
ACH-000228,-0.0036714363673699996
ACH-000231,-0.0605206229428
ACH-000232,0.0800198054856
ACH-000233,-0.021735179728299997
ACH-000234,0.00561515161584
ACH-000235,-0.142294014075
ACH-000237,-0.09298610198660001
ACH-000238,0.0391740735982
ACH-000243,0.09814534790169999
ACH-000244,-0.163077287477
ACH-000246,0.0599336734548
ACH-000248,-0.111520288522
ACH-000250,0.030859846455700002
ACH-000251,-0.0867220348692
ACH-000253,-0.014695628609
ACH-000255,0.0037712203121099998
ACH-000256,0.019946476613200002
ACH-000257,-0.142689661544
ACH-000258,-0.19254453310800002
ACH-000259,-0.1734790402
ACH-000260,0.0791349916707
ACH-000261,0.0165406349802
ACH-000262,-0.0007332102219789999
ACH-000263,-0.361477745505
ACH-000264,-0.20360258124400002
ACH-000265,-0.00653069970949
ACH-000266,-0.017940391258200003
ACH-000272,-0.16781742242199998
ACH-000273,-0.205325841598
ACH-000274,-0.192895790292
ACH-000277,-0.00759342569098
ACH-000278,0.0998780733681
ACH-000279,-0.212289799507
ACH-000280,-0.00403858829491
ACH-000281,-0.224922355161
ACH-000288,-0.16876578287900001
ACH-000291,-0.0959781467585
ACH-000293,-0.04852121831680001
ACH-000294,0.0824303027227
ACH-000295,-0.079997190849
ACH-000296,0.0901002446592
ACH-000302,0.0617675533471
ACH-000304,-0.221586014754
ACH-000307,-0.121226298049
ACH-000308,-0.08127849203080001
ACH-000310,-0.0418391662019
ACH-000311,0.0107516629917
ACH-000312,-0.20602289382199998
ACH-000315,0.0656688145649
ACH-000316,-0.036465091201400006
ACH-000317,-0.0008916083313989998
ACH-000318,-0.158489281392
ACH-000319,-0.147483513656
ACH-000320,-0.22892660854400002
ACH-000322,-0.022085933977099997
ACH-000323,-0.0525979933632
ACH-000324,0.0069812250271
ACH-000329,-0.0272923852269
ACH-000330,-0.018765556508799998
