,BHLHA15 (168620)
ACH-000004,-0.173868077153
ACH-000007,-0.463479383308
ACH-000009,-0.22496577380600002
ACH-000011,-0.43632851991099997
ACH-000012,-0.386985390866
ACH-000013,-0.251432731788
ACH-000014,-0.420159570169
ACH-000015,-0.254076835731
ACH-000017,-0.0908493445626
ACH-000018,-0.247803384513
ACH-000019,-0.31477700152800003
ACH-000021,-0.548699564179
ACH-000022,-0.322331352191
ACH-000025,-0.40476613273900003
ACH-000028,-0.252938257082
ACH-000030,-0.25747319187600004
ACH-000035,-0.531135597173
ACH-000036,-0.49320289203
ACH-000037,-0.534222409151
ACH-000039,-0.564796564158
ACH-000040,-0.41658364465899994
ACH-000041,-0.494133095454
ACH-000042,-0.436273902958
ACH-000045,-0.424689695992
ACH-000047,-0.42771112313000004
ACH-000052,-0.492676520347
ACH-000053,-0.37988830687200004
ACH-000054,-0.491588786778
ACH-000055,-0.0871624596234
ACH-000060,-0.542538733014
ACH-000067,-0.0818916294685
ACH-000070,-0.36352860460600006
ACH-000075,-0.536500075338
ACH-000078,-0.311418615687
ACH-000082,-0.420664547524
ACH-000085,-0.455594945325
ACH-000086,-0.117071192726
ACH-000087,-0.36817110811899995
ACH-000092,-0.377248319679
ACH-000095,-0.43652803838
ACH-000097,-0.323978148044
ACH-000098,-0.283579639597
ACH-000099,-0.29523647637600003
ACH-000108,-0.393256591592
ACH-000113,-0.28582412141999997
ACH-000115,-0.33464018487
ACH-000116,-0.288600635474
ACH-000118,-0.192691777999
ACH-000120,-0.502086280169
ACH-000123,-0.354156121375
ACH-000127,-0.23729268907499998
ACH-000128,-0.36797991488399995
ACH-000132,-0.337887649673
ACH-000133,-0.320324696743
ACH-000137,-0.242354157945
ACH-000138,-0.417100785157
ACH-000142,-0.44817007063000003
ACH-000143,-0.174046421143
ACH-000146,-0.251071568102
ACH-000148,-0.328760613653
ACH-000150,-0.410419991475
ACH-000152,-0.334659140739
ACH-000153,-0.34819697941600003
ACH-000159,-0.252735141519
ACH-000160,-0.373333484652
ACH-000163,-0.274355280572
ACH-000167,-0.153160107584
ACH-000168,-0.233772750214
ACH-000169,-0.535219863798
ACH-000178,-0.29815977320799997
ACH-000182,-0.229360209082
ACH-000183,-0.409545309805
ACH-000188,-0.448593539054
ACH-000189,-0.31910871985100003
ACH-000190,-0.155395547236
ACH-000198,-0.429432374956
ACH-000204,-0.429113876422
ACH-000206,-0.159757449208
ACH-000207,-0.046359814963499994
ACH-000211,-0.376810196897
ACH-000215,-0.27396191895
ACH-000221,-0.561599678
ACH-000222,-0.8298679033159999
ACH-000223,-0.327648658794
ACH-000226,-0.566342439231
ACH-000227,-0.181079614952
ACH-000228,-0.263842961799
ACH-000231,-0.45259092133199996
ACH-000232,-0.388861700658
ACH-000233,0.0353766124463
ACH-000234,-0.41959923150899997
ACH-000235,-0.323970712481
ACH-000237,-0.282065695693
ACH-000238,-0.479919670798
ACH-000243,-0.29090613881
ACH-000244,-0.262136318427
ACH-000246,-0.41859418513999996
ACH-000248,-0.30121089847800003
ACH-000250,-0.391281465535
ACH-000251,-0.60039444542
ACH-000253,-0.398684723912
ACH-000255,-0.43706678282
ACH-000256,-0.326790137253
ACH-000257,-0.347052400166
ACH-000258,-0.254728014578
ACH-000259,-0.416919651427
ACH-000260,-0.353207985243
ACH-000261,-0.33513268187600004
ACH-000262,-0.528063850443
ACH-000263,-0.235590146921
ACH-000264,-0.364630076259
ACH-000265,-0.27357106017
ACH-000266,-0.408784634894
ACH-000272,-0.322933633437
ACH-000273,-0.47255536661700004
ACH-000274,-0.403404328419
ACH-000277,-0.265978471106
ACH-000278,-0.307328113244
ACH-000279,-0.330734611091
ACH-000280,-0.491966332634
ACH-000281,-0.6706762963440001
ACH-000288,-0.353224337928
ACH-000291,-0.385910406953
ACH-000293,-0.521050683926
ACH-000294,-0.30625319343400004
ACH-000295,-0.153701761999
ACH-000296,-0.0827068963335
ACH-000302,-0.262386315175
ACH-000304,-0.38186370512400003
ACH-000307,-0.478505998111
ACH-000308,-0.31670673293699997
ACH-000310,-0.316160448028
ACH-000311,-0.341424831725
ACH-000312,-0.315220404226
ACH-000315,-0.562035202791
ACH-000316,-0.417536401928
ACH-000317,-0.339383003644
ACH-000318,-0.385487645808
ACH-000319,-0.46416343548699995
ACH-000320,-0.44123134894500005
ACH-000322,-0.29551986091
ACH-000323,-0.316742082313
ACH-000324,-0.38215426990900003
ACH-000329,-0.192194183662
ACH-000330,-0.210874571087
ACH-000331,-0.363167762305
ACH-000332,-0.24840344299699998
ACH-000334,-0.028629482354900003
ACH-000335,-0.466384699886
ACH-000336,-0.48983013926200003
ACH-000337,-0.24896707003199997
ACH-000339,-0.262208554804
ACH-000341,-0.6775876283679999
ACH-000348,-0.425061924968
ACH-000350,-0.42116620092600004
