,CRHBP (1393)
ACH-000004,-0.10058387537
ACH-000007,0.0453986295808
ACH-000009,-0.06166599367409999
ACH-000011,0.022302169729800002
ACH-000012,-0.0776885171135
ACH-000013,0.0660952858883
ACH-000014,-0.06395113397749999
ACH-000015,-0.212440618869
ACH-000017,-0.16977503151700002
ACH-000018,-0.22189434710900002
ACH-000019,0.004306549313140001
ACH-000021,-0.153711211085
ACH-000022,-0.017671443301799997
ACH-000025,0.11148727629899999
ACH-000028,-0.138825783157
ACH-000030,-0.043296839423
ACH-000035,0.08705109311249999
ACH-000036,-0.159327942213
ACH-000037,-0.156127495933
ACH-000039,-0.0425223188589
ACH-000040,-0.10153185437899999
ACH-000041,-0.015038686479700001
ACH-000042,-0.16146498331599998
ACH-000045,-0.131844872291
ACH-000047,-0.052744852331499996
ACH-000052,-0.09285212576549999
ACH-000053,-0.11038159007500001
ACH-000054,-0.146742184956
ACH-000055,0.110613518388
ACH-000060,-0.1572113505
ACH-000067,-0.027009291420999997
ACH-000070,0.119801661548
ACH-000075,0.10316490747899999
ACH-000078,-0.136960521094
ACH-000082,-0.096682682342
ACH-000085,-0.050851459658399996
ACH-000086,-0.0406625851774
ACH-000087,-0.28199596079
ACH-000092,-0.00965561606199
ACH-000095,-0.0514244258435
ACH-000097,-0.073555622123
ACH-000098,-0.217169320518
ACH-000099,0.0241485145371
ACH-000108,-0.142698836163
ACH-000113,-0.11139251495
ACH-000115,-0.154664438387
ACH-000116,-0.047508295983
ACH-000118,-0.133522912679
ACH-000120,-0.09723628981110001
ACH-000123,-0.113538033378
ACH-000127,-0.11280997344100001
ACH-000128,-0.22392531528
ACH-000132,0.0347054593928
ACH-000133,0.0890091733145
ACH-000137,0.0606320858438
ACH-000138,-0.08155271779010001
ACH-000142,-0.152379416724
ACH-000143,0.06297073228519999
ACH-000146,-0.0839075935083
ACH-000148,-0.0823015605863
ACH-000150,-0.010432826722
ACH-000152,-0.146966170579
ACH-000153,-0.174045733415
ACH-000159,-0.124032162108
ACH-000160,0.071574202672
ACH-000163,-0.0935245454612
ACH-000167,-0.09996308158119999
ACH-000168,-0.100848000601
ACH-000169,-0.131949748785
ACH-000178,-0.135864411684
ACH-000182,-0.103494085
ACH-000183,-0.161812328454
ACH-000188,-0.163420483481
ACH-000189,-0.0687586679074
ACH-000190,-0.043779642018099994
ACH-000198,-0.0782546234544
ACH-000204,-0.313688094291
ACH-000206,0.165948439065
ACH-000207,0.036938491255099994
ACH-000211,-0.0192182531742
ACH-000215,0.0137490609845
ACH-000221,0.033913808435800004
ACH-000222,-0.0071802127999
ACH-000223,0.053419377015000005
ACH-000226,-0.138143540904
ACH-000227,-0.0601988411093
ACH-000228,-0.278505577168
ACH-000231,-0.127986072803
ACH-000232,-0.239907630447
ACH-000233,-0.151379847254
ACH-000234,-0.0555204378327
ACH-000235,-0.0994581126736
ACH-000237,-0.04148446378369999
ACH-000238,-0.1183396315
ACH-000243,-0.135639500273
ACH-000244,-0.140398008254
ACH-000246,-0.0921112296107
ACH-000248,0.105827561916
ACH-000250,-0.0033289333582399994
ACH-000251,-0.22470971564800002
ACH-000253,-0.051579497343800004
ACH-000255,-0.118373704341
ACH-000256,-0.048175256932800004
ACH-000257,-0.065011742065
ACH-000258,-0.0424022172958
ACH-000259,-0.06930417028250001
ACH-000260,-0.135863825847
ACH-000261,-0.0680838209159
ACH-000262,0.00602604113975
ACH-000263,0.0688765067229
ACH-000264,-0.180910525495
ACH-000265,-0.168642660967
ACH-000266,-0.134409181402
ACH-000272,-0.0697549660916
ACH-000273,-0.0758008219257
ACH-000274,-0.059115641545400006
ACH-000277,-0.0078401232072
ACH-000278,-0.0821005174515
ACH-000279,-0.0872196410919
ACH-000280,-0.101894618771
ACH-000281,-0.21640562858600002
ACH-000288,-0.116631155426
ACH-000291,-0.06720931043430001
ACH-000293,-0.057224790319800004
ACH-000294,-0.052098111279
ACH-000295,-0.008860255880950001
ACH-000296,-0.333626325455
ACH-000302,-0.09105922033089998
ACH-000304,-0.09908530062030001
ACH-000307,-0.0564263449346
ACH-000308,0.0425043357307
ACH-000310,-0.12094429571399999
ACH-000311,-0.17269097580499998
ACH-000312,-0.0380386862235
ACH-000315,0.013406150888200002
ACH-000316,0.10385635877900001
ACH-000317,-0.013173873958100001
ACH-000318,0.0393177319674
ACH-000319,-0.08501900799380001
ACH-000320,-0.0435654956434
ACH-000322,-0.00577014087359
ACH-000323,-0.214636661536
ACH-000324,-0.0850392078073
ACH-000329,0.0655998081286
ACH-000330,-0.167434658824
ACH-000331,-0.177600739237
ACH-000332,-0.0765940336682
ACH-000334,0.11070391795
ACH-000335,-0.0181594164268
ACH-000336,-0.125657389227
ACH-000337,0.0739599708317
ACH-000339,-0.0261171649797
ACH-000341,0.028388142785
ACH-000348,-0.0940217934812
ACH-000350,-0.315966056454
ACH-000352,0.07674566361610001
ACH-000356,-0.261405633529
ACH-000361,0.013901335307
ACH-000362,-0.021771238933599998
ACH-000363,-0.104998537288
ACH-000364,-0.142391828463
ACH-000365,0.0131059465117
ACH-000366,-0.0774095979137
ACH-000368,-0.0759420027526
ACH-000374,-0.12171065812899999
ACH-000375,-0.09936687688519999
ACH-000376,-0.0618004721651
ACH-000381,-0.121836510039
ACH-000383,-0.0019098352505
ACH-000387,-0.0831686509516
ACH-000389,-0.10070843630899999
ACH-000390,-0.143865224013
ACH-000393,-0.18124325516800002
ACH-000395,0.09416093454600001
ACH-000397,-0.050075044071399996
ACH-000401,-0.166627013102
ACH-000402,-0.137915299488
ACH-000403,-0.066604244935
ACH-000404,0.12924487688
ACH-000406,-0.17232974575999999
ACH-000407,-0.272722713314
ACH-000408,-0.278288946498
ACH-000410,-0.00131055009016
ACH-000411,0.0839610964171
ACH-000414,-0.156931089317
