,SCAP (22937)
ACH-000004,-1.49667775717
ACH-000007,-1.35569931929
ACH-000009,-1.9439344281
ACH-000011,-1.67224507652
ACH-000012,-1.23712136863
ACH-000013,-0.48150995303000005
ACH-000014,-1.6967819009
ACH-000015,-1.68299437348
ACH-000017,-1.01880489815
ACH-000018,-1.45154630792
ACH-000019,-1.04026522261
ACH-000021,-1.11966891159
ACH-000022,-1.9345295801099998
ACH-000025,-1.4046747020700001
ACH-000028,-1.18833917266
ACH-000030,-1.66060176429
ACH-000035,-1.2820995702
ACH-000036,-1.3593520401299999
ACH-000037,-0.559498430678
ACH-000039,-0.8296537658300001
ACH-000040,-1.27223708704
ACH-000041,-0.339815157399
ACH-000042,-0.813457811996
ACH-000045,-1.21893633775
ACH-000047,-1.3096752191
ACH-000052,-1.55545585851
ACH-000053,-0.246029133538
ACH-000054,-1.42360369799
ACH-000055,-0.8615949266249999
ACH-000060,-1.37926620459
ACH-000067,-1.53702205562
ACH-000070,-1.32551200311
ACH-000075,-1.0445063683700002
ACH-000078,-0.296219208105
ACH-000082,-0.43734323617700005
ACH-000085,-1.53670238542
ACH-000086,-1.40995349692
ACH-000087,-0.810845609429
ACH-000092,-1.49405175659
ACH-000095,-0.733603938768
ACH-000097,-1.4869617834
ACH-000098,-1.70022626199
ACH-000099,-0.0355731158607
ACH-000108,-1.6063069243399999
ACH-000113,-1.1005703997799998
ACH-000115,-1.6799336468700001
ACH-000116,-1.40723751678
ACH-000118,-1.4238898316100002
ACH-000120,-0.28937963762200003
ACH-000123,-1.12976042265
ACH-000127,-1.59585874117
ACH-000128,-0.9460503691259999
ACH-000132,-0.34189801014399995
ACH-000133,-1.55554588667
ACH-000137,-0.378553009459
ACH-000138,-1.76670219228
ACH-000142,-1.3877877647999999
ACH-000143,-0.544291691642
ACH-000146,-2.17894149082
ACH-000148,-0.722041164008
ACH-000150,-1.8646585300599998
ACH-000152,-0.669664730216
ACH-000153,-1.6504058510100001
ACH-000159,-0.9221201109620001
ACH-000160,-0.894243005031
ACH-000163,-1.4702767630000002
ACH-000167,-1.38187469523
ACH-000168,-1.30983425795
ACH-000169,-1.37886512347
ACH-000178,-1.24792544392
ACH-000182,-1.4447894245500001
ACH-000183,-1.2454493677399998
ACH-000188,-0.8354474360709999
ACH-000189,-0.582986838451
ACH-000190,-1.61856334685
ACH-000198,-1.06519579057
ACH-000204,-1.37291200783
ACH-000206,-1.35031071081
ACH-000207,-2.05692049415
ACH-000211,-0.462503478952
ACH-000215,-1.38227548105
ACH-000221,-1.7690839420700002
ACH-000222,-1.2041650056
ACH-000223,-0.650048783412
ACH-000226,-0.58992367521
ACH-000227,-0.726462612574
ACH-000228,-0.197968817539
ACH-000231,-0.962708661633
ACH-000232,-1.12961193389
ACH-000233,-0.697642740916
ACH-000234,-0.711798696187
ACH-000235,-0.7342838019300001
ACH-000237,-0.44066777334299995
ACH-000238,-1.3675361723800001
ACH-000243,-1.54553367448
ACH-000244,-1.24912885591
ACH-000246,-0.663687016048
ACH-000248,-1.2417519558399999
ACH-000250,-1.47520659601
ACH-000251,-1.41181175133
