,MTFMT (123263)
ACH-000004,-0.0546529577859
ACH-000007,-0.358558509058
ACH-000009,-0.240651305251
ACH-000011,0.16127094961400001
ACH-000012,-0.236578310269
ACH-000013,-0.07518106199289999
ACH-000014,0.019167090519700003
ACH-000015,-0.202624496684
ACH-000017,-0.0375872378669
ACH-000018,-0.112672694539
ACH-000019,-0.172282292237
ACH-000021,0.085306867996
ACH-000022,-0.16969127319400001
ACH-000025,-0.2858808862
ACH-000028,-0.5827433981600001
ACH-000030,0.0706875963727
ACH-000035,-0.16748707353800002
ACH-000036,0.22085008504700002
ACH-000037,0.036342842603400004
ACH-000039,0.113905998326
ACH-000040,0.047825763969800004
ACH-000041,-0.276911502291
ACH-000042,0.0371183324035
ACH-000045,-0.25915913776599997
ACH-000047,-0.402055230529
ACH-000052,-0.108631940136
ACH-000053,-0.029209492400199998
ACH-000054,0.10667972493799999
ACH-000055,-0.0351301188707
ACH-000060,-0.0536224599144
ACH-000067,-0.108712741933
ACH-000070,-0.0486065757868
ACH-000075,0.0450024820677
ACH-000078,-0.0292894512476
ACH-000082,-0.16372057155300002
ACH-000085,0.0659588963652
ACH-000086,-0.241011475157
ACH-000087,-0.36031470929399995
ACH-000092,-0.0540980703261
ACH-000095,-0.06267535773249999
ACH-000097,-0.028441003312499998
ACH-000098,0.11568284946599999
ACH-000099,-0.103518652599
ACH-000108,-0.020160204165
ACH-000113,-0.5975205618
ACH-000115,-0.38275339280500004
ACH-000116,-0.0724412555599
ACH-000118,-0.224092443461
ACH-000120,-0.0379670572308
ACH-000123,-0.40448285398100003
ACH-000127,-0.635688245968
ACH-000128,-0.17405507679
ACH-000132,-0.140052069738
ACH-000133,-0.0389698149889
ACH-000137,0.170062755398
ACH-000138,-0.0820302096863
ACH-000142,0.261270717951
ACH-000143,-0.0689745013027
ACH-000146,0.00851861823905
ACH-000148,-0.128110193099
ACH-000150,-0.38566215757
ACH-000152,-0.0153778718189
ACH-000153,-0.29602338974500003
ACH-000159,-0.0445713995858
ACH-000160,-0.08604882541060001
ACH-000163,-0.231068663672
ACH-000167,0.05859800562609999
ACH-000168,0.0463101695414
ACH-000169,-0.181769462577
ACH-000178,0.0374172365138
ACH-000182,-0.0250119569612
ACH-000183,0.011047060457799998
ACH-000188,0.0949725432651
ACH-000189,-0.306511250231
ACH-000190,-0.25589499900400003
ACH-000198,0.0554421456975
ACH-000204,-0.5072684012349999
ACH-000206,0.18969710101599999
ACH-000207,-0.256256270905
ACH-000211,0.0442374993278
ACH-000215,0.0344759828525
ACH-000221,-0.432892384081
ACH-000222,0.0907621846556
ACH-000223,-0.100673878243
ACH-000226,0.043915349516099995
ACH-000227,-0.226331671199
ACH-000228,-0.118531074158
ACH-000231,0.0992500898862
ACH-000232,0.07880487291419999
ACH-000233,-0.198919745537
ACH-000234,-0.252795069705
ACH-000235,-0.010990514747699999
ACH-000237,0.10408661487299999
ACH-000238,-0.11526363309
ACH-000243,-0.014276669692299999
ACH-000244,0.0872384870135
ACH-000246,-0.220743496578
ACH-000248,-0.145930048082
ACH-000250,0.0563045046248
ACH-000251,0.207694058482
ACH-000253,0.0184203565238
ACH-000255,-0.0865489974053
ACH-000256,-0.041783525670500005
ACH-000257,-0.161317703162
ACH-000258,-0.18612136053599998
ACH-000259,0.007404678625789999
ACH-000260,-0.08740727303510001
ACH-000261,-0.085068864024
ACH-000262,0.07950222080889999
ACH-000263,-0.20233180211
ACH-000264,0.008059615568949999
ACH-000265,-0.36394743739
ACH-000266,-0.07953118329719999
ACH-000272,-0.148326974793
ACH-000273,0.056247374925300006
ACH-000274,-0.122143818155
ACH-000277,-0.165110490118
ACH-000278,0.146790393431
ACH-000279,-0.32122391255399996
ACH-000280,0.000298822852814
ACH-000281,-0.0933051955339
ACH-000288,-0.21877978254099997
ACH-000291,0.030080457011199997
ACH-000293,-0.041754259879
ACH-000294,0.08251266335639999
ACH-000295,-0.11654667821900001
ACH-000296,0.053783996185900004
ACH-000302,-0.20851498013
ACH-000304,-0.43866519704499995
ACH-000307,0.024799769742
ACH-000308,-0.135476899179
ACH-000310,-0.107076840381
ACH-000311,-0.136789297398
ACH-000312,-0.0553290780694
ACH-000315,0.0641037663718
ACH-000316,-0.0673961079407
ACH-000317,-0.011175814157700002
ACH-000318,-0.054775296006899996
ACH-000319,-0.21211882841
ACH-000320,-0.0266037710886
ACH-000322,-0.19013719942
ACH-000323,-0.14769362738800001
ACH-000324,0.051268668430000004
ACH-000329,-0.10756494627900001
ACH-000330,-0.11826601644300001
ACH-000331,0.11863237076500001
ACH-000332,-0.00865788442218
ACH-000334,-0.284437276627
ACH-000335,-0.182469162524
ACH-000336,-0.13804725935
ACH-000337,-0.053808753992
ACH-000339,0.016517367949099998
ACH-000341,0.0239758726277
ACH-000348,0.0646359164453
ACH-000350,-0.120951895743
ACH-000352,-0.163059902908
ACH-000356,-0.11727990552100001
ACH-000361,-0.0841055522497
ACH-000362,0.069766405111
ACH-000363,-0.021144147806199998
ACH-000364,-0.292147965864
ACH-000365,-0.00400678152589
ACH-000366,0.053943806547999996
ACH-000368,-0.0688696291525
ACH-000374,-0.198100808776
ACH-000375,0.0158474927318
ACH-000376,-0.283997744288
ACH-000381,0.04998222878280001
ACH-000383,-0.21169628710900001
ACH-000387,-0.0648176709214
ACH-000389,-0.119113056328
ACH-000390,-0.153579041368
ACH-000393,-0.0188128826695
ACH-000395,0.12028878976299999
ACH-000397,0.076433590808
ACH-000401,-0.00164473692595
ACH-000402,0.414197709332
ACH-000403,-0.0180184582159
ACH-000404,-0.363198597227
ACH-000406,0.011039602272999998
ACH-000407,-0.141355457147
ACH-000408,0.0676966101928
ACH-000410,-0.221949650179
ACH-000411,0.109226020955
ACH-000414,0.0032089069869200002
ACH-000415,-0.05241039471390001
ACH-000416,-0.0729966712237
ACH-000420,-0.17831825964
ACH-000421,0.00920330059969
ACH-000424,-0.15615866075999998
ACH-000425,-0.137520033141
ACH-000426,-0.032486272125
ACH-000427,-0.203541223316
ACH-000433,-0.115395135136
ACH-000436,0.0573927456855
ACH-000444,-0.135240932864
ACH-000445,0.0680594073205
ACH-000448,-0.13680020471899998
ACH-000450,-0.569289083502
ACH-000452,-0.030969635973200002
ACH-000454,-0.40244722237400005
ACH-000458,0.033337949442400004
ACH-000459,-0.437297596733
ACH-000460,0.0312646282468
ACH-000461,-0.27076544031
ACH-000463,0.11314770927500001
ACH-000464,-0.11663186176200001
ACH-000466,-0.0799170084165
ACH-000467,-0.036250456744
ACH-000468,-0.16126917349
ACH-000469,-0.15467268965999997
ACH-000470,-0.120667954971
ACH-000471,0.151325540403
ACH-000472,0.00185556104239
ACH-000473,-0.0386695509779
ACH-000475,-0.263692055263
ACH-000476,-0.168366625461
ACH-000477,-0.009055454644799999
ACH-000480,-0.149373869007
ACH-000481,-0.21399100354800002
ACH-000483,-0.44657888323
ACH-000484,-0.229061135882
ACH-000485,-0.016828078479500002
ACH-000486,-0.24062616895599998
ACH-000487,-0.15846082955
ACH-000488,-0.414236164623
ACH-000490,0.0221651170935
ACH-000491,-0.162995528683
ACH-000495,-0.324527344551
ACH-000496,0.000400209483568
ACH-000499,-0.475271239244
ACH-000500,-0.31858615282499997
ACH-000502,0.09976509233339999
ACH-000503,-0.10532860291200001
ACH-000505,-0.057786088697699994
ACH-000507,-0.42698633281900006
ACH-000510,-0.046056832825800004
ACH-000511,-0.0322845936611
ACH-000512,-0.276232200118
ACH-000516,-0.0846427364139
ACH-000517,-0.15252425236199998
ACH-000518,0.202675892806
ACH-000520,-0.09106553128249999
ACH-000521,0.035261680113900004
ACH-000522,-0.337811988106
ACH-000524,-0.011406091743600001
ACH-000527,-0.17199879341
ACH-000528,-0.29664635273400003
ACH-000537,-0.0271866343506
ACH-000541,0.114817554399
ACH-000542,-0.019789712242
ACH-000544,-0.22116527957600002
ACH-000545,-0.07492939113639999
ACH-000547,-0.39739636746
ACH-000548,-0.017359301432
ACH-000549,-0.00359969351615
ACH-000550,0.0574148536757
ACH-000552,-0.07170896622489999
ACH-000556,-0.131472852938
ACH-000557,-0.113271017257
ACH-000570,-0.06729482505800001
ACH-000571,-0.10145578396
ACH-000573,-0.122413154451
ACH-000576,0.033453693667900006
ACH-000580,-0.058161251537
ACH-000584,0.0487200447084
ACH-000585,-0.026740918606
ACH-000588,-0.10558954396600001
ACH-000589,-0.0734658958628
ACH-000591,-0.152581969768
ACH-000593,-0.34814458954800004
ACH-000600,-0.305430520341
ACH-000601,-0.109608295528
ACH-000604,0.0596466530084
ACH-000605,-0.12962745299200001
ACH-000606,-0.17916080189
ACH-000608,-0.07534139726099999
ACH-000614,-0.138192771834
ACH-000616,0.153938421392
ACH-000618,-0.136286424459
ACH-000619,-0.03521071798019999
ACH-000620,-0.163433698525
ACH-000621,-0.011021293663899999
ACH-000622,-0.06249992325400001
ACH-000623,-0.062005219604900005
ACH-000624,0.0447431445166
ACH-000627,-0.14704244184
ACH-000630,-0.11283789002999998
ACH-000632,-0.16373798440600001
ACH-000633,-0.635042449571
ACH-000637,-0.09019421371860001
ACH-000638,0.013989367039600001
ACH-000646,-0.127733301885
ACH-000647,-0.153380391466
ACH-000648,-0.213119088383
ACH-000649,-0.009188923831729999
ACH-000651,-0.60640507437
ACH-000652,-0.10433535879799999
ACH-000653,-0.108785658762
ACH-000657,-0.322940675911
ACH-000658,-0.11748397670800001
ACH-000661,0.13362577596
ACH-000662,-0.501217369142
ACH-000663,-0.109931078427
ACH-000665,-0.11644260509099999
ACH-000671,-0.17439283322299998
ACH-000673,0.010765247582
ACH-000676,-0.18288137933200002
ACH-000677,-0.496181122637
ACH-000681,0.0793490678255
ACH-000682,-0.15492436714299998
ACH-000683,-0.147159005665
ACH-000684,-0.055519593472699996
ACH-000688,-0.123751674426
ACH-000693,-0.35640916889700003
ACH-000694,-0.192724617273
ACH-000695,-0.07474479410899999
ACH-000696,-0.06922160761969999
ACH-000697,-0.63824667151
ACH-000699,-0.00276372095976
ACH-000701,0.0570147722325
ACH-000706,-0.189438500013
ACH-000711,-0.0638474352794
ACH-000713,-0.0524340461075
ACH-000714,0.117083964298
ACH-000718,0.0199077651014
ACH-000720,0.0750658232632
ACH-000721,-0.028378765934500002
ACH-000724,-0.11641555860899999
ACH-000725,-0.253689790986
ACH-000732,-0.11101900754
ACH-000734,-0.5493298789459999
ACH-000735,-0.0863349322164
ACH-000736,-0.07368558586589999
ACH-000738,-0.30454119072299995
ACH-000746,-0.160882517649
ACH-000747,-0.440017831783
ACH-000748,-0.0402028424571
ACH-000753,-0.19524416692000002
ACH-000756,-0.0452724815128
ACH-000757,-0.42348107520499995
ACH-000758,-0.19348133348000002
ACH-000760,-0.24301779465999998
ACH-000763,0.167346403789
ACH-000764,0.0441614878936
ACH-000765,-0.167200274554
ACH-000766,0.0597943105038
ACH-000767,-0.211240703262
ACH-000768,-0.0694328701937
ACH-000769,0.0597085151896
ACH-000770,0.0463516145079
ACH-000771,-0.06090437490759999
ACH-000773,-0.0337848519937
ACH-000776,0.00149254296252
ACH-000777,-0.12467088257999999
ACH-000778,-0.0794549336797
ACH-000781,0.04565923274619999
ACH-000782,0.19032269290399997
ACH-000783,-0.122016385721
