,PRELID1 (27166)
ACH-000261,-1.55623316235
ACH-000262,-1.73889795273
ACH-000263,-1.67041721408
ACH-000264,-1.80340933278
ACH-000265,-1.69982867023
ACH-000266,-1.6127670244299999
ACH-000272,-1.5273953632600001
ACH-000273,-1.76828264533
ACH-000274,-2.07428729521
ACH-000277,-1.76934348461
ACH-000278,-1.7214508708900003
ACH-000279,-1.6994499438100001
ACH-000280,-1.8305592561400001
ACH-000281,-1.50628359434
ACH-000288,-1.7329061562
ACH-000291,-1.72104802379
ACH-000293,-1.94358835115
ACH-000294,-1.8785398177900001
ACH-000295,-1.84290569302
ACH-000296,-1.7031082646399998
ACH-000302,-1.8521119944599997
ACH-000304,-1.75432265743
ACH-000307,-1.72588746978
ACH-000308,-1.6591912920200003
ACH-000310,-1.88764325688
ACH-000311,-1.5375801004799998
ACH-000312,-1.8231429866599997
ACH-000315,-2.12741380051
ACH-000316,-1.8914848879400004
ACH-000317,-1.705417456
ACH-000318,-1.5363490787399998
ACH-000319,-1.65930466929
ACH-000320,-1.59337969855
ACH-000322,-1.8155859520299997
ACH-000323,-1.4794663279
ACH-000324,-1.7471989478599999
ACH-000329,-1.79306009903
ACH-000330,-1.81520135432
ACH-000331,-1.28383951373
ACH-000332,-1.5769606259
ACH-000334,-2.48034630934
ACH-000335,-1.8374582483000002
ACH-000336,-1.76116061336
ACH-000337,-1.5081340286899998
ACH-000339,-1.6686251006400001
ACH-000341,-2.57470006017
ACH-000348,-1.84216396593
ACH-000350,-2.10401483372
ACH-000352,-1.68416649769
ACH-000356,-1.63958264808
ACH-000361,-1.5527534360600002
ACH-000362,-1.8698856503799999
ACH-000363,-1.7788434611900001
ACH-000364,-1.87079206566
ACH-000365,-1.80940378555
ACH-000366,-1.6487468028799999
ACH-000368,-1.8417946811400003
ACH-000374,-1.66872234994
ACH-000375,-1.8242918606799998
ACH-000376,-1.7154416766
ACH-000381,-1.84360636178
ACH-000383,-1.84279609659
ACH-000387,-1.7870316548299998
ACH-000389,-1.61039971271
ACH-000390,-1.6982695351700001
ACH-000393,-1.3078770882600002
ACH-000395,-1.7779485536300002
ACH-000397,-1.5233206529700003
ACH-000401,-1.7295097005700002
ACH-000402,-1.8205835219599997
ACH-000403,-1.8843443476800001
ACH-000404,-1.66430749551
ACH-000406,-1.9343144150999998
ACH-000407,-1.6356428916999999
ACH-000408,-1.52666941419
ACH-000410,-1.6222897507
ACH-000411,-1.7996086010799999
ACH-000414,-1.87296420129
ACH-000415,-1.66499876119
ACH-000416,-1.54680510388
ACH-000420,-2.03359750537
ACH-000421,-1.6758048690399998
ACH-000424,-1.4637666374899998
ACH-000425,-1.6141316648700001
ACH-000426,-2.55734750843
ACH-000427,-1.8740467412400001
ACH-000433,-1.53381482939
ACH-000436,-1.68551407857
ACH-000444,-1.5872278885
ACH-000445,-1.7734224120900002
ACH-000448,-1.5988477763
ACH-000450,-2.0274033383099996
ACH-000452,-1.66673765437
ACH-000454,-1.33291172487
ACH-000458,-1.70923020234
ACH-000459,-1.57025099998
ACH-000460,-1.7624823932499998
ACH-000461,-1.55184373833
ACH-000463,-1.65912341011
ACH-000464,-1.63654180199
ACH-000466,-1.93941941496
ACH-000467,-1.53217593218
ACH-000468,-2.28840259625
ACH-000469,-1.70341960778
ACH-000470,-1.78263125903
ACH-000471,-1.70497217872
ACH-000472,-1.78944531301
ACH-000473,-1.64838501743
ACH-000475,-1.75570680812
ACH-000476,-1.8237947612799998
ACH-000477,-2.47593453991
ACH-000480,-1.8111616464200002
ACH-000481,-1.9601109057
ACH-000483,-1.45391528379
ACH-000484,-1.71220746191
ACH-000485,-1.84593739218
ACH-000486,-1.6100881765700001
ACH-000487,-1.6793441323299998
ACH-000488,-1.6408085413100002
ACH-000490,-1.5190338215399999
ACH-000491,-2.01456452678
ACH-000495,-1.50864191221
ACH-000496,-1.5025418919100002
ACH-000499,-1.7524514221
ACH-000500,-2.33255577882
ACH-000502,-1.6217063083399998
ACH-000503,-1.66144327838
ACH-000505,-1.60303306463
ACH-000507,-1.61035667896
ACH-000510,-1.8625374949000002
ACH-000511,-1.7214535515
ACH-000512,-1.72349927413
ACH-000516,-1.9330480659599998
ACH-000517,-1.85366816282
ACH-000518,-1.6638381176700001
ACH-000520,-1.7638813897599999
ACH-000521,-1.59514955804
ACH-000522,-1.74746164337
ACH-000524,-2.08383716152
ACH-000527,-1.50384688375
ACH-000528,-1.77954145159
ACH-000537,-1.69067714571
ACH-000541,-1.47842403296
ACH-000542,-1.61643404495
ACH-000544,-1.56126561085
ACH-000545,-1.60233420821
ACH-000547,-1.04276329095
ACH-000548,-1.40148348875
ACH-000549,-1.65608472244
ACH-000550,-1.72998344445
ACH-000552,-1.7541999987
ACH-000556,-1.76788584009
ACH-000557,-2.17445029249
ACH-000570,-1.86351548681
ACH-000571,-2.26205970594
ACH-000573,-1.75140262724
ACH-000576,-1.7861524026
ACH-000580,-2.2044624434299998
ACH-000584,-1.8082263716099998
ACH-000585,-1.9170788597
ACH-000588,-1.8146058644499998
ACH-000589,-1.7344950945099997
ACH-000591,-1.84838265436
ACH-000593,-1.8243390885799997
ACH-000600,-1.94728840439
ACH-000601,-1.63349139325
ACH-000604,-1.71244643491
ACH-000605,-1.4164512893
ACH-000606,-1.53041840109
ACH-000608,-2.17866370384
ACH-000614,-1.7589637252599999
ACH-000616,-1.54262997023
ACH-000618,-1.67439420458
ACH-000619,-1.56437055266
ACH-000620,-1.6607775185299998
ACH-000621,-1.8136352765900001
ACH-000622,-1.8913176692900002
ACH-000623,-1.75707041715
ACH-000624,-1.7826948073599997
ACH-000627,-1.75711738015
ACH-000630,-1.56207354643
ACH-000632,-1.8089996635299999
ACH-000633,-2.0586205405799998
ACH-000637,-1.66774740507
ACH-000638,-1.65557224287
ACH-000646,-1.9927901341099998
ACH-000647,-1.8199791050099998
ACH-000648,-1.67969516286
ACH-000649,-1.7336768624599999
ACH-000651,-1.73537955907
ACH-000652,-2.08149166598
ACH-000653,-1.64400172711
ACH-000657,-1.70630829042
ACH-000658,-1.9793794763099999
ACH-000661,-2.01545960837
ACH-000662,-1.8080087523500001
ACH-000663,-1.8764794254
ACH-000665,-1.5696439847499999
ACH-000671,-1.75176477834
ACH-000673,-1.64155600224
ACH-000676,-1.7154715941499998
ACH-000677,-1.59764743555
ACH-000681,-1.76308327735
ACH-000682,-1.76954909997
ACH-000683,-1.6578586036899998
ACH-000684,-1.67114524678
ACH-000688,-1.4019823951800001
ACH-000693,-1.69679758724
ACH-000694,-1.62463262567
ACH-000695,-1.70268359326
ACH-000696,-1.62014612435
ACH-000697,-1.5448517827300001
ACH-000699,-1.85842106569
ACH-000701,-1.4706978234499999
ACH-000706,-1.6819343682799999
ACH-000711,-1.75353706689
ACH-000713,-1.4318808381700001
ACH-000714,-1.80347201991
ACH-000718,-1.70891543351
ACH-000720,-1.7342704882299997
ACH-000721,-1.8118626188999998
ACH-000724,-1.4973459419600001
ACH-000725,-2.54456801961
ACH-000732,-1.59909207412
ACH-000734,-1.9030537122799998
ACH-000735,-1.6945254288
ACH-000736,-1.7608915115400001
ACH-000738,-1.7138053996200002
ACH-000746,-1.7157577228100003
ACH-000747,-1.3096222880500001
ACH-000748,-1.6505677301100001
ACH-000753,-1.5902328392299998
ACH-000756,-1.6066238327700002
ACH-000757,-1.8256338666099998
ACH-000758,-1.6189205687600001
ACH-000760,-1.6632931171
ACH-000763,-2.06177730932
ACH-000764,-1.7717730516900003
ACH-000765,-1.46974141738
ACH-000766,-1.65872691818
ACH-000767,-2.00077314345
ACH-000768,-1.76279869772
ACH-000769,-1.9605096098700001
ACH-000770,-1.70611053224
ACH-000771,-1.65253766905
ACH-000773,-1.7113575021399998
ACH-000776,-1.67597111019
ACH-000777,-1.5601117015700001
ACH-000778,-1.91110819534
ACH-000781,-1.8751238795700003
ACH-000782,-1.73781423447
ACH-000783,-2.02240056863
ACH-000784,-1.77587474439
ACH-000785,-1.6588032749200001
ACH-000787,-1.81844536588
ACH-000788,-1.7065552694600001
ACH-000791,-1.45289786312
ACH-000792,-1.8843009614900001
ACH-000794,-1.7692993195500002
ACH-000796,-1.6820938069100002
ACH-000799,-1.48844215931
ACH-000800,-1.06376841195
ACH-000802,-1.40339611318
ACH-000804,-1.9800053575999998
ACH-000805,-1.82542407994
ACH-000809,-1.6255574876899999
ACH-000810,-1.7974271086400002
ACH-000811,-1.89669203128
ACH-000817,-1.72743473871
ACH-000819,-1.5284445136700002
ACH-000820,-1.78332575653
ACH-000821,-2.1325700533200003
ACH-000822,-2.06075147646
ACH-000823,-1.63104981194
ACH-000824,-1.87120096137
ACH-000827,-1.7098700523500001
ACH-000829,-1.8024457239900002
ACH-000831,-1.61131985944
ACH-000832,-1.3879589059
ACH-000833,-2.0493354106
ACH-000834,-1.67684880611
ACH-000835,-1.5329879660299999
ACH-000836,-1.9016656983400002
ACH-000837,-1.60654720382
ACH-000838,-1.94560520428
ACH-000839,-1.78000408215
ACH-000840,-1.59208788964
ACH-000841,-1.6473710121899998
ACH-000843,-1.39407975646
ACH-000846,-1.6297058313400001
ACH-000847,-1.41579369722
ACH-000848,-1.54463609183
ACH-000849,-1.6109196237999999
ACH-000851,-1.67464028229
ACH-000855,-1.6506398510100002
ACH-000856,-1.82734624412
ACH-000858,-1.59204777984
ACH-000859,-1.44399453921
ACH-000861,-1.7932221908500001
ACH-000862,-1.9176585781
ACH-000865,-1.4898122563799998
ACH-000866,-1.66971288915
ACH-000867,-1.71815235042
ACH-000869,-1.76602572822
ACH-000872,-1.4237484511
ACH-000873,-1.62907161688
ACH-000876,-2.72388585714
ACH-000878,-1.74771532947
ACH-000880,-1.80802927335
ACH-000881,-1.6718677116
ACH-000882,-1.7025535938999998
ACH-000884,-1.80221605912
ACH-000885,-1.7248312886400001
ACH-000887,-1.62554519962
ACH-000888,-1.56981469213
ACH-000889,-2.12958077679
ACH-000890,-1.6409725534000001
ACH-000896,-1.83996270189
ACH-000898,-1.6289347478100002
ACH-000900,-1.8935837205700001
ACH-000901,-1.8490908028400002
ACH-000905,-1.49937422978
ACH-000906,-1.76931647848
ACH-000907,-1.30226390845
ACH-000910,-1.8856232351900002
ACH-000911,-1.69022972723
ACH-000912,-1.63212528611
ACH-000913,-1.6928974799599998
ACH-000915,-1.67017639264
ACH-000916,-1.61638794114
ACH-000917,-1.57996201994
ACH-000921,-1.7081732548700002
ACH-000924,-1.66879234301
ACH-000926,-1.59808514162
ACH-000928,-1.85951859092
ACH-000929,-1.51751717385
ACH-000932,-1.6660817894100002
ACH-000935,-1.66049102732
ACH-000936,-1.5906026465
ACH-000937,-1.9600571086200003
ACH-000938,-2.0926160063999997
ACH-000939,-1.50158200329
ACH-000941,-1.8066243483400002
ACH-000943,-1.64543407421
ACH-000946,-1.72214707086
ACH-000947,-1.7601869408700002
ACH-000948,-1.62531176757
ACH-000950,-1.5616703042700002
ACH-000953,-1.97161801461
ACH-000957,-1.53646426399
ACH-000958,-1.8510415141599998
ACH-000960,-1.9170657366400001
ACH-000963,-1.45065224285
ACH-000968,-1.7623873804299999
ACH-000969,-1.85808163403
ACH-000973,-1.82004614657
ACH-000974,-1.7219772075599997
ACH-000975,-1.7287042751
ACH-000976,-1.5462766698700001
ACH-000978,-1.2404975687100002
ACH-000980,-1.84008513321
ACH-000984,-1.93540272382
ACH-000986,-1.9174043503
ACH-000988,-1.95580040977
ACH-000993,-1.76030583304
ACH-000994,-2.06321285632
ACH-000996,-1.7434141472
ACH-001001,-1.59858506804
ACH-001020,-1.5348009176700002
ACH-001028,-1.64961710097
ACH-001031,-1.79345883558
ACH-001038,-1.9990338835299999
ACH-001048,-1.7775225115400002
ACH-001050,-1.6590807380200001
ACH-001053,-2.02121111603
ACH-001054,-1.70925407445
ACH-001061,-1.54428923524
ACH-001067,-1.82349610353
ACH-001075,-1.71146923375
ACH-001096,-1.5326890191799998
ACH-001128,-2.27239949073
ACH-001134,-1.3829274707299999
ACH-001151,-1.6896595471899998
ACH-001163,-1.70619908706
ACH-001164,-1.88525676182
ACH-001173,-1.50102010726
ACH-001183,-1.73120216845
ACH-001184,-1.5434421392
ACH-001190,-1.52431369929
ACH-001192,-1.7318024668799998
ACH-001193,-1.7828279902000002
ACH-001196,-1.5537300988799998
ACH-001197,-1.8773778537799999
ACH-001205,-1.41135617972
ACH-001211,-1.4513686990099999
ACH-001212,-1.56055661
ACH-001228,-2.06286520079
ACH-001232,-1.6404392777899999
ACH-001239,-1.65830592373
ACH-001274,-1.9631267829099999
ACH-001275,-1.53833563025
ACH-001277,-1.8680607163299998
ACH-001278,-1.96020649053
ACH-001280,-1.43372148055
ACH-001283,-1.48908185567
ACH-001289,-1.47080123419
ACH-001295,-1.7018379756200002
ACH-001300,-1.72071231932
ACH-001301,-1.4008863122100002
ACH-001302,-1.38287666866
ACH-001303,-1.51638668502
ACH-001306,-1.77746117812
ACH-001318,-1.7283228519099998
ACH-001322,-1.6898284584099998
ACH-001328,-1.47881306722
ACH-001332,-1.55235618468
ACH-001333,-1.4485510975
ACH-001336,-1.4811820371000002
ACH-001340,-1.62452712498
ACH-001346,-1.62353607043
ACH-001353,-1.6122541983399998
ACH-001354,-1.512432349
ACH-001367,-2.02248913673
ACH-001368,-1.5953712144299999
ACH-001374,-2.25705730879
ACH-001375,-1.62791262567
ACH-001377,-1.6637022769799998
ACH-001380,-1.65180868345
ACH-001391,-1.81328887512
ACH-001407,-1.95834238652
ACH-001408,-1.52987753467
ACH-001413,-1.4931885228
ACH-001430,-1.5359840255500001
ACH-001431,-1.5160156660799997
ACH-001450,-2.0310178571599997
ACH-001496,-1.70049503304
ACH-001500,-1.7044791375
ACH-001521,-1.7066636676499998
ACH-001523,-1.7433308893900001
ACH-001532,-1.8844836348299998
ACH-001536,-1.56663655444
ACH-001550,-1.8666362739700002
ACH-001552,-1.6691404067
ACH-001554,-1.6168114144799999
ACH-001645,-1.67642405585
ACH-001654,-1.80059557074
ACH-001715,-1.6756383489700002
ACH-001735,-1.71421424039
ACH-001736,-2.11417443137
ACH-001737,-1.8032380198500002
ACH-001740,-1.60125413964
ACH-001745,-1.45981008541
ACH-001750,-1.6847112211300002
ACH-001765,-1.7767231083400001
ACH-001956,-1.8439878790900002
ACH-001957,-1.72377166352
