,DENND2A (27147)
ACH-000004,-0.234378437315
ACH-000007,-0.011569243129799999
ACH-000009,-0.00872577100147
ACH-000011,-0.0411865566446
ACH-000012,-0.0887459644189
ACH-000013,-0.0805663002105
ACH-000014,-0.769992893246
ACH-000015,-0.0996911796608
ACH-000017,-0.114799570531
ACH-000018,0.106447479449
ACH-000019,-0.091689085166
ACH-000021,-0.374555023544
ACH-000022,-0.182295904117
ACH-000025,-0.0901730101938
ACH-000028,-0.0443628574388
ACH-000030,-0.119162661908
ACH-000035,-0.18627374178300002
ACH-000036,-0.24274502796
ACH-000037,-0.461937389445
ACH-000039,-0.286141508511
ACH-000040,0.0287998290716
ACH-000041,-0.309985012118
ACH-000042,-0.20545358059500002
ACH-000045,-0.19046671973499998
ACH-000047,-0.124237698267
ACH-000052,-0.225466733684
ACH-000053,-0.101783478722
ACH-000054,-0.249129650999
ACH-000055,-0.259436113861
ACH-000060,-0.308269914989
ACH-000067,-0.227499540867
ACH-000070,-0.335174721257
ACH-000075,-0.18718659553800002
ACH-000078,-0.139501028034
ACH-000082,-0.20567784807300002
ACH-000085,0.144806846069
ACH-000086,0.14706527641
ACH-000087,-0.172283073268
ACH-000092,-0.10624687862
ACH-000095,-0.174473172655
ACH-000097,-0.129324488578
ACH-000098,-0.27259216114999996
ACH-000099,-0.26305072185899997
ACH-000108,-0.14965170403300002
ACH-000113,-0.204516501247
ACH-000115,-0.0973232425285
ACH-000116,-0.229839877506
ACH-000118,-0.0653774811952
ACH-000120,-0.119276817735
ACH-000123,-0.10066250162799999
ACH-000127,-0.215777016522
ACH-000128,-0.195962278817
ACH-000132,-0.16936112459600003
ACH-000133,-0.151027180501
ACH-000137,-0.242359700178
ACH-000138,-0.22556918750500002
ACH-000142,-0.143102428764
ACH-000143,0.0268637590127
ACH-000146,-0.229375329188
ACH-000148,-0.130129658046
ACH-000150,0.06563429718290001
ACH-000152,-0.245921902293
ACH-000153,-0.158981365127
ACH-000159,-0.00209008247404
ACH-000160,0.023309879230299996
ACH-000163,0.0162123547689
ACH-000167,0.21415251275199998
ACH-000168,-0.08899251050000001
ACH-000169,-0.08663209742180002
ACH-000178,-0.18869075849599998
ACH-000182,-0.0579925830051
ACH-000183,-0.405653963922
