,ZC3HC1 (51530)
ACH-000407,-0.408290035436
ACH-000408,-0.67867298269
ACH-000410,-0.254150966013
ACH-000411,-0.243238596151
ACH-000414,-0.34148368733499995
ACH-000415,-0.543176494165
ACH-000416,-0.40932062461900004
ACH-000420,-0.23286278834899998
ACH-000421,-0.273579638469
ACH-000424,-0.17340857559300002
ACH-000425,-0.430758824564
ACH-000426,0.212048453843
ACH-000427,-0.184059805417
ACH-000433,-0.24183322130100002
ACH-000436,-0.0970149051067
ACH-000444,-0.33909947854199995
ACH-000445,-0.645638600112
ACH-000448,-0.225159970073
ACH-000450,-0.322916161685
ACH-000452,-0.559152176307
ACH-000454,-0.480210539688
ACH-000458,-0.205946156223
ACH-000459,-0.16701615189400001
ACH-000460,-0.597808251221
ACH-000461,-0.242154739775
ACH-000463,-0.214419307965
ACH-000464,-0.429246081695
ACH-000466,-0.400806653455
ACH-000467,-0.108693510034
ACH-000468,-0.45372302051799995
ACH-000469,-0.45984059230200003
ACH-000470,-0.280628563481
ACH-000471,-0.408370571746
ACH-000472,-0.263679131185
ACH-000473,-0.307012205608
ACH-000475,-0.287731866518
ACH-000476,-0.130916886094
ACH-000477,-0.6077615359130001
ACH-000480,-0.0292542306187
ACH-000481,-0.0218878695249
ACH-000483,-0.468495195805
ACH-000484,-0.009904555234700001
ACH-000485,-0.224086136067
ACH-000486,-0.449900360458
ACH-000487,-0.45932924549599996
ACH-000488,-0.471322010598
ACH-000490,-0.23410173045699997
ACH-000491,-0.44339492924400004
ACH-000495,-0.491743814242
ACH-000496,-0.413497691923
ACH-000499,-0.25241111669599997
ACH-000500,-0.294431295009
ACH-000502,-0.586788668764
ACH-000503,-0.32478776957
ACH-000505,-0.297905552733
ACH-000507,-0.09424594671080001
ACH-000510,-0.320927984708
ACH-000511,-0.427569277299
ACH-000512,-0.117003389549
ACH-000516,-0.40505652841399997
ACH-000517,-0.23811471111299998
ACH-000518,-0.39699632150200004
ACH-000520,-0.439352979323
ACH-000521,-0.47066798382799996
ACH-000522,-0.10041624903799999
ACH-000524,-0.582212151634
ACH-000527,-0.29383373533
ACH-000528,-0.640641245913
ACH-000537,-0.222747641395
ACH-000541,-0.701033715115
ACH-000542,-0.35133921760799997
ACH-000544,-0.287630146629
ACH-000545,-0.314673181855
ACH-000547,-0.593018995075
ACH-000548,-0.46541805780100004
ACH-000549,-0.343920030188
ACH-000550,-0.424038869744
ACH-000552,-0.34285585022500004
ACH-000556,-0.340064456289
ACH-000557,-0.167467214277
ACH-000570,-0.21302020181899997
ACH-000571,-0.60994053885
ACH-000573,-0.11993818754300001
ACH-000576,-0.609767218632
ACH-000580,-0.460873516153
ACH-000584,-0.244956092261
ACH-000585,-0.7272271668160001
ACH-000588,-0.411623699418
ACH-000589,-0.223042315019
ACH-000591,-0.371128582279
ACH-000593,-0.26489074860899997
ACH-000600,-0.337744984445
ACH-000601,-0.298395792373
ACH-000604,-0.426831484917
ACH-000605,-0.31713132863000004
ACH-000606,-0.41745487431199996
ACH-000608,-0.497882859255
ACH-000614,-0.567641862607
ACH-000616,-0.20883630104000003
ACH-000618,-0.436206999281
ACH-000619,-0.529584313648
ACH-000620,-0.50522432425
ACH-000621,-0.722219385952
ACH-000622,-0.483204061563
ACH-000623,-0.567792513468
ACH-000624,-0.6904793855820001
ACH-000627,-0.451113051212
ACH-000630,-0.821301297446
ACH-000632,-0.37138307724299996
ACH-000633,-0.735700180881
ACH-000637,-0.09267226554789999
ACH-000638,-0.346084937593
ACH-000646,-0.319735816671
ACH-000647,-0.063440340418
ACH-000648,-0.302330423414
ACH-000649,-0.31826366746
ACH-000651,-0.282096041284
ACH-000652,-0.04720240698480001
ACH-000653,-0.206240516832
ACH-000657,-0.251723838579
ACH-000658,-0.6412621967109999
ACH-000661,-0.441549044929
ACH-000662,0.018657893380799997
ACH-000663,-0.0959796416329
ACH-000665,-0.47055478120600003
ACH-000671,-0.166067376284
ACH-000673,-0.294222964274
ACH-000676,-0.567529300536
ACH-000677,0.034707430422900004
ACH-000681,-0.24281614789900002
ACH-000682,-0.5324893407119999
ACH-000683,-0.423853588001
ACH-000684,-0.328149217095
ACH-000688,-0.58498760767
ACH-000693,-0.191760893524
ACH-000694,-0.294168785265
ACH-000695,-0.581287187869
ACH-000696,-0.454887106431
ACH-000697,-0.262314591792
ACH-000699,-0.309043450255
ACH-000701,-0.604449078573
ACH-000706,-0.279515060197
ACH-000711,-0.39586791800300003
ACH-000713,-0.335239224198
ACH-000714,-0.51602479381
ACH-000718,-0.269084943179
ACH-000720,-0.272671519901
ACH-000721,-0.0688682725643
ACH-000724,-0.17810432599599998
ACH-000725,-0.551923857275
ACH-000732,-0.313702219804
ACH-000734,-0.27839065310600003
ACH-000735,-0.65659458175
ACH-000736,-0.426631263641
ACH-000738,-0.12274521246600001
ACH-000746,-0.496459218375
ACH-000747,-0.764971416813
ACH-000748,0.0731916203554
ACH-000753,-0.37403246472900004
ACH-000756,-0.21197419667599998
ACH-000757,-0.658358827187
ACH-000758,-0.318048025711
ACH-000760,-0.258785861999
ACH-000763,-0.384997842905
ACH-000764,-0.240220153286
ACH-000765,-0.158656187173
ACH-000766,-0.258790839059
ACH-000767,-0.114099500373
ACH-000768,-0.369636245578
ACH-000769,-0.280952716466
ACH-000770,-0.445011368597
ACH-000771,-0.8561992278530001
ACH-000773,-0.32443987482
ACH-000776,-0.261392214322
ACH-000777,-0.388827976253
ACH-000778,-0.200084296259
ACH-000781,-0.330297272063
ACH-000782,-0.183686276127
ACH-000783,-0.447638023525
ACH-000784,-0.350808066109
ACH-000785,-0.580449699987
ACH-000787,-0.292425426245
ACH-000788,-0.393092195589
ACH-000791,-0.582874095917
ACH-000792,-0.180441579958
ACH-000794,-0.7557097844760001
ACH-000796,-0.178296310506
ACH-000799,-0.70126284611
ACH-000800,-0.361418708195
ACH-000802,-0.509421861871
ACH-000804,-0.346744174126
ACH-000805,-0.38104587901299997
ACH-000809,-0.218688283602
ACH-000810,-0.730400212815
ACH-000811,-0.136384722237
ACH-000817,-0.591190082539
ACH-000819,-0.44495141261999993
ACH-000820,-0.171557426614
ACH-000821,0.148119595609
ACH-000822,-0.266321942603
ACH-000823,-0.33949122333099996
ACH-000824,-0.346270639274
ACH-000827,-0.494829688336
ACH-000829,-0.109030089266
ACH-000831,-0.439533949819
ACH-000832,-0.55089704081
ACH-000833,0.104833751534
ACH-000834,-0.593585880244
ACH-000835,-0.452793902007
ACH-000836,-0.134301020577
ACH-000837,-0.54581086302
ACH-000838,0.13538621416
ACH-000839,-0.396721877813
ACH-000840,-0.6458257238699999
ACH-000841,-0.6053272281700001
ACH-000843,-0.21076269621399998
ACH-000846,-0.21006168737
ACH-000847,-0.447126198721
ACH-000848,-0.239906364754
ACH-000849,-0.5379411420310001
ACH-000851,-0.405431329223
ACH-000855,-0.09094497129550001
ACH-000856,-0.0963563365023
ACH-000858,-0.156701739115
ACH-000859,-0.566215344863
ACH-000861,-0.483267507856
ACH-000862,-0.281572251285
ACH-000865,-0.21479798483800003
ACH-000866,-0.450678873379
ACH-000867,-0.294904425014
ACH-000869,-0.43356104700000003
ACH-000872,-0.013770801028200002
ACH-000873,-0.470696768357
ACH-000876,-0.323473636785
ACH-000878,-0.0976473108173
ACH-000880,-0.503026990167
ACH-000881,-0.2249313382
ACH-000882,-0.28200982959000004
ACH-000884,-0.578554230317
ACH-000885,-0.19310706788600002
ACH-000887,-0.21416370824900002
ACH-000888,-0.319464971867
ACH-000889,-0.347901790162
ACH-000890,-0.500119739636
ACH-000896,-0.218789230955
ACH-000898,-0.452054346193
ACH-000900,-0.365327020902
ACH-000901,-0.352567894035
ACH-000905,-0.41834859905
ACH-000906,-0.5675658996040001
ACH-000907,-0.430372287561
ACH-000910,-0.374460421055
ACH-000911,-0.349486691942
ACH-000912,-0.438498395436
ACH-000913,-0.48009495499
ACH-000915,-0.333727024544
ACH-000916,-0.39522742009499995
ACH-000917,-0.18917064903099998
ACH-000921,-0.382387737714
ACH-000924,-0.173284444305
ACH-000926,-0.439209237746
ACH-000928,-0.24881549095
ACH-000929,-0.326565019093
ACH-000932,-0.382979653671
ACH-000935,-0.5935855919749999
ACH-000936,-0.239785380271
ACH-000937,-0.378614626985
ACH-000938,-0.20903638784200002
ACH-000939,-0.139809179714
ACH-000941,-0.167867629064
ACH-000943,-0.30086965426199996
ACH-000946,-0.33319201104400004
ACH-000947,-0.38488684039899995
ACH-000948,-0.295203227959
ACH-000950,-0.26399554995
ACH-000953,-0.291499787429
ACH-000957,-0.186951850144
ACH-000958,-0.0909415770774
ACH-000960,-0.24100488546799997
ACH-000963,-0.6156131761079999
ACH-000968,-0.377032165775
ACH-000969,-0.022198023578300002
ACH-000973,-0.44290053618
ACH-000974,-0.351521709808
ACH-000975,-0.335233509839
ACH-000976,-0.31433905570099996
ACH-000978,-0.523045814178
ACH-000980,-0.269267367545
ACH-000984,-0.309126940912
ACH-000986,-0.362184387001
ACH-000988,-0.610262587659
ACH-000993,-0.369780387718
ACH-000994,-0.164545828224
ACH-000996,-0.479631051218
ACH-001001,-0.312243070991
ACH-001020,-0.35489899807899994
ACH-001028,-0.26466113151
ACH-001031,-0.509504342229
ACH-001038,-0.304181074911
ACH-001048,-0.530526550352
ACH-001050,-0.676978342309
ACH-001053,-0.346444065176
ACH-001054,-0.38003962013899995
ACH-001061,-0.0993436938015
ACH-001067,-0.536788026014
ACH-001075,0.0344405097035
ACH-001096,-0.346278191976
ACH-001128,-0.5628160635399999
ACH-001134,-0.180016905248
ACH-001151,-0.313933257439
ACH-001163,-0.23599188200500001
ACH-001164,-0.717322984438
ACH-001173,-0.332643461291
ACH-001183,-0.469457392371
ACH-001184,-0.176762320286
ACH-001190,-0.205941507168
ACH-001192,-0.0770301412285
ACH-001193,-0.47025315093000003
ACH-001196,-0.38892242107
ACH-001197,-0.265485735665
ACH-001205,-0.35545392582199997
ACH-001211,-0.50329278884
ACH-001212,-0.604886681689
ACH-001228,-0.317423929314
ACH-001232,-0.39278816664899996
ACH-001239,-0.24299106021800002
ACH-001274,-0.105259448236
ACH-001275,-0.417986770242
ACH-001277,-0.390041292458
ACH-001278,-0.378672467811
ACH-001280,-0.34624658654
ACH-001283,-0.112257068223
ACH-001289,-0.242257060381
ACH-001295,-0.35704263515199997
ACH-001300,-0.460942454863
ACH-001301,-0.384835050075
ACH-001302,-0.297996561813
ACH-001303,-0.32272269125999997
ACH-001306,-0.467416504453
ACH-001318,-0.354341487895
ACH-001322,-0.425983334812
ACH-001328,-0.406871430242
ACH-001332,-0.531920078987
ACH-001333,-0.104318155835
ACH-001336,-0.292412550479
ACH-001340,-0.34189337083300003
ACH-001346,-0.317360500671
ACH-001353,-0.296120976244
ACH-001354,-0.274055932628
ACH-001367,-0.56768472739
ACH-001368,-0.150265949331
ACH-001374,-0.010200944197200001
ACH-001375,-0.504921466141
ACH-001377,-0.362235527567
ACH-001380,-0.17792531354200003
ACH-001391,-0.22493587306899998
ACH-001407,-0.554275615721
ACH-001408,-0.7042459553589999
ACH-001413,-0.46918124331200006
ACH-001430,-0.6135906607689999
ACH-001431,-0.483595381863
ACH-001450,-0.628312277758
ACH-001496,-0.0891865877914
ACH-001500,-0.4162699122199999
ACH-001521,-0.225649219704
ACH-001523,-0.37515967628200003
ACH-001532,-0.712103341294
ACH-001536,-0.538013692904
ACH-001550,-0.192645838152
ACH-001552,-0.548254586869
ACH-001554,-0.562315291125
ACH-001645,-0.29679509116700004
ACH-001654,-0.669985725569
ACH-001715,-0.254480834808
ACH-001735,-0.157806906005
ACH-001736,-0.487818445507
ACH-001737,-0.39489603817
ACH-001740,-0.305133480464
ACH-001745,-0.363139746357
ACH-001750,-0.6927447891609999
ACH-001765,-0.277289503452
ACH-001956,-0.489170330532
ACH-001957,-0.615264553484
