,CARM1 (10498)
ACH-000004,-0.336769148401
ACH-000007,-0.611415546097
ACH-000009,-0.654376679261
ACH-000011,-0.16507596041300002
ACH-000012,-0.44119923224200003
ACH-000013,-0.36139441307
ACH-000014,0.167588135111
ACH-000015,-0.1088051343
ACH-000017,-0.342615159886
ACH-000018,-0.165466684441
ACH-000019,-0.15123459262800001
ACH-000021,-0.44903502008699997
ACH-000022,-0.360319559231
ACH-000025,-0.20434975872699998
ACH-000028,-0.574787247167
ACH-000030,-0.39698603922
ACH-000035,-0.772356023683
ACH-000036,-0.0683702388133
ACH-000037,-0.0536854113236
ACH-000039,-0.42147579475599994
ACH-000040,-0.47849105026600003
ACH-000041,-0.028886480736700002
ACH-000042,-0.0546790503103
ACH-000045,-0.278468187974
ACH-000047,-0.60419872552
ACH-000052,-0.357483025489
ACH-000053,-0.173106381977
ACH-000054,-0.143189723006
ACH-000055,-0.834476584127
ACH-000060,-0.040574126400699996
ACH-000067,-0.220435389544
ACH-000070,-0.254768373679
ACH-000075,-0.0678334539984
ACH-000078,-0.0657415122994
ACH-000082,-0.06186876112530001
ACH-000085,-0.48143182452600003
ACH-000086,-0.665421296522
ACH-000087,-0.0656715351451
ACH-000092,-0.376837019419
ACH-000095,-0.30306078193
ACH-000097,-0.44117164116999996
ACH-000098,-0.693201467093
ACH-000099,-0.319632829362
ACH-000108,-0.703383942069
ACH-000113,-0.850409143085
ACH-000115,0.218161510258
ACH-000116,-0.140165284581
ACH-000118,-0.7609114228120001
ACH-000120,-0.347575342495
ACH-000123,0.09264335229689999
ACH-000127,-0.241615284837
ACH-000128,-0.49780317939900004
ACH-000132,0.024388813461700003
ACH-000133,-0.0852431876511
ACH-000137,-0.5876997843639999
ACH-000138,-0.707596823635
ACH-000142,-0.42271322503799996
ACH-000143,-0.563612802057
ACH-000146,-0.441666767251
ACH-000148,-0.474409183193
ACH-000150,-0.323997212451
ACH-000152,-0.544882127434
ACH-000153,-0.633270186532
ACH-000159,-0.168740593445
ACH-000160,0.148559395798
ACH-000163,-0.7848610004709999
ACH-000167,0.109527428336
ACH-000168,0.11108296603399999
ACH-000169,-0.342925966327
ACH-000178,-0.322003737577
ACH-000182,-0.121385787805
ACH-000183,-1.00463401274
ACH-000188,-0.511143492246
ACH-000189,0.128551949329
ACH-000190,-0.0876570683315
ACH-000198,-0.187135794551
ACH-000204,-0.341880458114
ACH-000206,-0.46641701473499997
ACH-000207,-0.45077111553599997
ACH-000211,-0.273483641883
ACH-000215,-0.14468511319900001
ACH-000221,-0.480411438307
ACH-000222,-0.712123990697
ACH-000223,-0.0808237812103
ACH-000226,0.125832748994
ACH-000227,-0.055483556590599996
ACH-000228,-0.504070660917
ACH-000231,-0.146337885982
ACH-000232,-0.20511073513
ACH-000233,-0.22278868189
ACH-000234,-0.432397717776
ACH-000235,-0.169145230927
ACH-000237,-0.7465546396100001
ACH-000238,-0.22161478245000002
ACH-000243,-0.667361345909
ACH-000244,0.20750479438299999
ACH-000246,-0.176604552357
ACH-000248,-0.650634649352
ACH-000250,-0.328622376039
ACH-000251,-0.480655528085
ACH-000253,-0.427709710744
ACH-000255,-0.346374557679
ACH-000256,-0.373801946891
ACH-000257,-0.0935875836475
ACH-000258,0.019460256107099998
ACH-000259,-0.249581408965
ACH-000260,-0.261937964358
ACH-000261,-0.316033491194
ACH-000262,-0.812373103412
ACH-000263,-0.303138287655
ACH-000264,-0.137836380107
ACH-000265,-0.28095049459399996
ACH-000266,-0.0434111565811
ACH-000272,-0.804910413071
ACH-000273,-0.626329848022
ACH-000274,-0.119749132006
ACH-000277,-0.19813210205499998
ACH-000278,-0.334069588952
ACH-000279,-0.267370493751
ACH-000280,0.156633596729
ACH-000281,-0.738726479623
ACH-000288,-0.0306678568953
ACH-000291,-0.487250650194
ACH-000293,-0.26256656259100003
ACH-000294,-0.8174672736499999
ACH-000295,-0.37532099316100004
ACH-000296,0.0270872595578
ACH-000302,-0.298177257402
ACH-000304,-0.0825817972141
ACH-000307,-0.161238931314
ACH-000308,-0.543759767807
ACH-000310,0.0101392465452
ACH-000311,-0.582621874876
ACH-000312,-0.351439498194
ACH-000315,-1.1065658641399998
ACH-000316,-0.015034947475199999
ACH-000317,-0.28670939558
ACH-000318,-0.7962631211300001
ACH-000319,-0.575820750545
ACH-000320,-0.5474467032670001
ACH-000322,0.36245046663400005
ACH-000323,-0.40410638240999996
ACH-000324,-0.595150488141
ACH-000329,-0.0440137401961
ACH-000330,-0.326358871968
ACH-000331,-0.0805341155996
ACH-000332,-0.615252952725
ACH-000334,-0.746983360897
ACH-000335,-0.0880650780383
ACH-000336,-0.9553178085690001
ACH-000337,-0.384300751949
ACH-000339,-0.227643763601
ACH-000341,-0.423248749833
ACH-000348,-0.345654597632
ACH-000350,0.0619638366586
ACH-000352,-0.294723029937
ACH-000356,-0.6011647027970001
ACH-000361,-0.285857625465
ACH-000362,-0.5915581419520001
ACH-000363,-0.573417036214
ACH-000364,-0.0414726679293
ACH-000365,-0.779782280333
ACH-000366,-0.364135875188
ACH-000368,-0.123751992751
ACH-000374,-0.35857340781400004
ACH-000375,-0.14676198946900001
ACH-000376,0.0698240733637
ACH-000381,-0.28450515945300003
ACH-000383,-0.0952151898452
ACH-000387,-0.341465487674
ACH-000389,0.264588781051
ACH-000390,-0.567588366384
ACH-000393,-0.39756930531199997
ACH-000395,-0.508233346933
ACH-000397,-0.47077866993600004
ACH-000401,-0.86227839153
ACH-000402,-0.608229131399
ACH-000403,-0.0241493743982
ACH-000404,-0.501581335484
ACH-000406,-0.38959895232
ACH-000407,-0.260320805841
ACH-000408,-0.584933277627
ACH-000410,-0.058807176206999996
ACH-000411,-0.37201999227399996
ACH-000414,-0.569255180635
ACH-000415,-0.264894634675
ACH-000416,-0.294250644866
ACH-000420,-0.307377501544
ACH-000421,-0.191188779185
ACH-000424,-0.109564063201
ACH-000425,-0.15199386122300002
ACH-000426,-0.6565236159100001
ACH-000427,0.041520856998000004
ACH-000433,-0.789144972342
ACH-000436,-1.2335428697
ACH-000444,-0.128886314167
ACH-000445,-0.153264161713
ACH-000448,-0.278325470364
ACH-000450,-0.306222638963
ACH-000452,-0.401361870155
ACH-000454,-0.326373042341
ACH-000458,-0.10011805538799999
ACH-000459,-0.497061050533
ACH-000460,-0.0613294284234
ACH-000461,-0.636970487533
ACH-000463,-0.32386481422400004
ACH-000464,-0.347575303146
ACH-000466,-0.694705978631
ACH-000467,-0.286023696777
ACH-000468,-0.6017434441439999
ACH-000469,-0.564325027215
ACH-000470,-0.127977964003
ACH-000471,0.0493130514671
ACH-000472,-0.213267299113
ACH-000473,-0.56750844815
ACH-000475,-0.445598719827
ACH-000476,-0.35785698337
ACH-000477,-0.520919576686
ACH-000480,-0.5736711238800001
ACH-000481,-0.247377850129
ACH-000483,-0.055602154553500004
ACH-000484,-0.687863741366
ACH-000485,-0.496547999053
ACH-000486,0.160737856208
ACH-000487,0.142631616922
ACH-000488,-0.255416957845
ACH-000490,-0.059388904746400004
ACH-000491,-0.442115291571
ACH-000495,-0.133765735131
ACH-000496,-0.391820525842
ACH-000499,-0.665033304799
ACH-000500,-0.0848986999508
ACH-000502,-0.583465404242
ACH-000503,-0.0571957012538
ACH-000505,-0.488339519933
ACH-000507,-0.589208597342
ACH-000510,-0.455396156992
ACH-000511,-0.266413789611
ACH-000512,-1.24394770979
ACH-000516,-0.670402550606
ACH-000517,-0.276099299749
ACH-000518,-0.313550311015
ACH-000520,-0.264756832837
ACH-000521,-0.6057102229110001
ACH-000522,-0.555141635412
ACH-000524,-0.280525127704
ACH-000527,-0.163017262153
ACH-000528,-0.297274764826
ACH-000537,-0.444870782367
ACH-000541,-0.749609284771
ACH-000542,-0.394449902042
ACH-000544,-0.630410270402
ACH-000545,-0.551598582644
ACH-000547,-0.349259528183
ACH-000548,-0.28803037938000003
ACH-000549,-0.339672015556
ACH-000550,-0.23284400303599997
ACH-000552,-0.40056196172700004
ACH-000556,-0.76021840059
ACH-000557,-0.49161780736199995
ACH-000570,0.08987152401319999
ACH-000571,0.0562925923881
ACH-000573,-0.41320009024800003
ACH-000576,-0.7865852915420001
ACH-000580,-0.170114866552
ACH-000584,-0.434487333556
ACH-000585,-0.108767129024
ACH-000588,-0.919981452803
ACH-000589,-0.512967562919
ACH-000591,-0.221891035307
ACH-000593,-0.196510018006
ACH-000600,-0.10638844017999999
ACH-000601,-0.44510524685900005
ACH-000604,-0.694119204278
ACH-000605,-0.338308443813
ACH-000606,-0.297848914565
ACH-000608,-0.74780788157
ACH-000614,-0.40826465443099996
ACH-000616,-0.118325486437
ACH-000618,-0.469139681683
ACH-000619,-0.150790560449
ACH-000620,-0.253949840878
ACH-000621,-0.350472523595
ACH-000622,0.049707707529100004
ACH-000623,0.200647678437
ACH-000624,-0.11399938101
ACH-000627,-0.379617167125
ACH-000630,-0.0427735283969
ACH-000632,-0.6960553449670001
ACH-000633,-0.144747025595
ACH-000637,-0.290856501795
ACH-000638,-0.36854066351899994
ACH-000646,-0.601030653627
ACH-000647,-0.0662408028427
ACH-000648,-1.10837186331
ACH-000649,-0.306079732575
ACH-000651,-0.062440596824500004
ACH-000652,-0.37473588453199996
ACH-000653,-0.653971633849
ACH-000657,-0.0787490961719
ACH-000658,-0.961388547657
ACH-000661,0.197878242005
ACH-000662,-0.15470812091299999
ACH-000663,0.370526343286
ACH-000665,-0.459888394845
ACH-000671,-0.597633666798
ACH-000673,-0.277636148179
ACH-000676,-0.344532344961
ACH-000677,-0.280353827408
ACH-000681,-0.654493789887
ACH-000682,-0.465060612284
ACH-000683,-0.181149522862
ACH-000684,-0.31439286548
ACH-000688,-0.271721569658
ACH-000693,-0.373766248697
ACH-000694,-0.17818128810800002
ACH-000695,-0.320769730569
ACH-000696,-0.336881659261
ACH-000697,-0.245996706043
ACH-000699,-0.47202490997100005
ACH-000701,-0.137226155145
ACH-000706,-0.44907510356200003
ACH-000711,-0.340762103921
ACH-000713,-0.691491043061
ACH-000714,-0.882900922791
ACH-000718,0.0601434422812
ACH-000720,-0.122881290767
ACH-000721,-0.44658410709
ACH-000724,-0.495228868619
ACH-000725,-0.632927578648
ACH-000732,-0.569166403899
ACH-000734,-0.6618775654810001
ACH-000735,-0.191042211577
ACH-000736,0.00478601851552
ACH-000738,-0.329948851145
ACH-000746,-0.22603235928000004
ACH-000747,-0.509709530662
ACH-000748,-0.174560104418
ACH-000753,-0.472138380244
ACH-000756,-0.5669784431620001
ACH-000757,-0.5412777409399999
ACH-000758,-0.170006180929
ACH-000760,-0.311877339677
ACH-000763,-0.64925744527
ACH-000764,-0.573969250978
ACH-000765,-0.533899085399
ACH-000766,-0.6147358718429999
ACH-000767,-0.136862602411
ACH-000768,-0.479126047941
ACH-000769,-0.37607352822800005
ACH-000770,-0.0703097889773
ACH-000771,-0.44142088351000003
ACH-000773,-0.044974568085400006
ACH-000776,-0.550358585575
ACH-000777,-0.537277719467
ACH-000778,-0.30256498701699996
ACH-000781,-0.45774265263499997
ACH-000782,-0.242879978744
ACH-000783,-0.581744631595
ACH-000784,-0.332949288158
ACH-000785,-0.571362710641
ACH-000787,-0.36983867748000004
ACH-000788,-0.544792602658
ACH-000791,-0.34929570433300006
ACH-000792,-0.401994417471
ACH-000794,-0.6200425147199999
ACH-000796,-0.311566344659
ACH-000799,-0.48797966057899994
ACH-000800,-0.598889474001
ACH-000802,-0.505275963023
ACH-000804,-0.837569673696
ACH-000805,-0.76835223713
ACH-000809,-0.25060420208
ACH-000810,-0.23817254261
ACH-000811,-0.384098378879
ACH-000817,-0.7701709630679999
ACH-000819,-0.557002753424
ACH-000820,-0.146736971185
ACH-000821,-1.22520234982
ACH-000822,-0.646765998396
ACH-000823,-0.286255156249
ACH-000824,-0.397148835974
ACH-000827,-0.36184124865
ACH-000829,-0.884556591417
ACH-000831,-0.620573360392
ACH-000832,0.047137993312
ACH-000833,-0.139934385975
ACH-000834,-0.7675169491689999
ACH-000835,-0.346047930253
ACH-000836,-0.173469782922
ACH-000837,-0.435844798748
ACH-000838,-0.646235653278
ACH-000839,-0.44366137682499995
ACH-000840,-0.73642265471
ACH-000841,-0.5838102550559999
ACH-000843,-0.015401422512000001
ACH-000846,-0.49536547158999994
ACH-000847,-0.35364198738200003
ACH-000848,-0.605681777176
ACH-000849,-0.369296444293
ACH-000851,-0.259418356099
ACH-000855,-0.00235701001195
ACH-000856,-0.609397580979
ACH-000858,-0.09975654108010001
ACH-000859,-0.441386007913
ACH-000861,-0.449802143823
ACH-000862,-0.353462555323
ACH-000865,-0.414863352372
ACH-000866,0.112389952278
ACH-000867,-0.247619750012
ACH-000869,-0.125933365966
ACH-000872,-0.414862215757
ACH-000873,-0.420204832267
ACH-000876,-0.35591487497
ACH-000878,-0.467045915278
ACH-000880,-0.345156968407
ACH-000881,-0.021013454414499998
ACH-000882,-0.076964367719
ACH-000884,-0.301399467399
ACH-000885,-0.154000198314
ACH-000887,-0.17167682234700002
ACH-000888,-0.0617265930767
ACH-000889,-0.8523625097959999
ACH-000890,-0.441473216466
ACH-000896,-0.174760723132
ACH-000898,-0.422885087209
ACH-000900,-0.701353156759
ACH-000901,-0.553341658408
ACH-000905,-0.10695104083799999
ACH-000906,-0.34698256568400004
ACH-000907,-0.15378699282400002
ACH-000910,-0.349171705432
ACH-000911,-0.22820758112700001
ACH-000912,-0.56400778983
ACH-000913,-0.27957486205
ACH-000915,-0.291865570997
ACH-000916,-0.810674600292
ACH-000917,-0.135546811159
ACH-000921,-0.430817472557
ACH-000924,-0.122076738959
ACH-000926,-0.291457582434
ACH-000928,-0.675576564251
ACH-000929,-0.30051919710700004
ACH-000932,-0.131530843113
ACH-000935,-0.100288690431
ACH-000936,-0.434202331765
ACH-000937,-0.194203405024
ACH-000938,-0.327211190874
ACH-000939,-0.0366740691885
ACH-000941,-0.635780871743
ACH-000943,-0.350403142786
ACH-000946,-0.272107451212
ACH-000947,-0.358479048054
ACH-000948,-0.497272886633
ACH-000950,-0.529802855558
ACH-000953,-0.34244224223499997
ACH-000957,-0.41679620102799997
ACH-000958,-0.197165684782
ACH-000960,-0.8266927072139999
ACH-000963,-0.227977504879
ACH-000968,-0.795885843116
ACH-000969,-0.215206108923
ACH-000973,-0.0836359171897
ACH-000974,-0.316172128066
ACH-000975,-0.339447874888
ACH-000976,-0.10938594035299999
ACH-000978,-0.7571373362549999
ACH-000980,-0.13760124135
ACH-000984,-0.308406704875
ACH-000986,-0.438738591716
ACH-000988,-0.297068255873
ACH-000993,-0.6378746709600001
ACH-000994,-0.250988534269
ACH-000996,-0.310472104001
ACH-001001,-0.30130740649
ACH-001020,0.0383205621058
ACH-001028,-0.403180513754
ACH-001031,0.171976643614
ACH-001038,-0.23831471580699998
ACH-001048,-0.358734329728
ACH-001050,0.0106573570972
ACH-001053,-0.199049881238
ACH-001054,-0.4113292226
ACH-001061,-0.318603000157
ACH-001067,-0.547241972023
ACH-001075,-0.38497428011
ACH-001096,-0.088452940492
ACH-001128,1.11604002177
ACH-001134,-0.10105875360300001
ACH-001151,-0.210667179735
ACH-001163,-0.24201678543299998
ACH-001164,-0.309706055398
ACH-001173,-0.363599938065
ACH-001183,-0.575413998268
ACH-001184,-0.44045970303900006
ACH-001190,-0.52639562391
ACH-001192,0.0122078468139
ACH-001193,-0.260949886023
ACH-001196,-0.604161866777
ACH-001197,-0.5878591897469999
ACH-001205,0.259420171999
ACH-001211,0.628041146337
ACH-001212,-0.38130343447400006
ACH-001228,-0.360709477998
