,FOSL2 (2355)
ACH-000004,0.005384733741100001
ACH-000007,-0.18828183352000002
ACH-000009,-0.234656759333
ACH-000011,-0.41638040302199997
ACH-000012,-0.0611522388611
ACH-000013,-0.579276309369
ACH-000014,-0.203789366532
ACH-000015,-0.0666975300269
ACH-000017,-0.304010056488
ACH-000018,-0.052407314858699997
ACH-000019,-0.273880885275
ACH-000021,-0.307371849847
ACH-000022,-0.28497116699499997
ACH-000025,-0.21927456796999997
ACH-000028,-0.351537222605
ACH-000030,-0.48375951741400003
ACH-000035,-0.329175760763
ACH-000036,0.007736664169310001
ACH-000037,-0.363415373756
ACH-000039,-0.0819026509666
ACH-000040,-0.190877986003
ACH-000041,-0.24353574464000002
ACH-000042,-0.11112098945900001
ACH-000045,-0.43119493909199996
ACH-000047,-0.296346440528
ACH-000052,-0.262648209606
ACH-000053,-0.950377861273
ACH-000054,-0.38355575769199995
ACH-000055,-0.358876196546
ACH-000060,0.006486577267270001
ACH-000067,0.08760155380750001
ACH-000070,-0.273656232563
ACH-000075,-0.201925241626
ACH-000078,-0.442574845284
ACH-000082,0.05978120370830001
ACH-000085,-0.44065943107199995
ACH-000086,-0.201501287395
ACH-000087,0.0272044937862
ACH-000092,-0.138502247588
ACH-000095,-0.0940219036225
ACH-000097,-0.314131782756
ACH-000098,-0.100505606738
ACH-000099,-0.346337087068
ACH-000108,-0.277783023218
ACH-000113,-0.49225386578599994
ACH-000115,-0.25037979792599996
ACH-000116,-0.124635553619
ACH-000118,-0.112475065732
ACH-000120,-0.296525516594
ACH-000123,-0.0227810181294
ACH-000127,-0.23957122525400001
ACH-000128,-0.608249773552
ACH-000132,-0.23106853300000002
ACH-000133,-0.217634976151
ACH-000137,-0.050553087897699994
ACH-000138,-0.304207746896
ACH-000142,-0.302548605287
ACH-000143,-0.27083280849
ACH-000146,-0.179987264603
ACH-000148,0.259664435305
ACH-000150,-0.281639768693
ACH-000152,-0.131800387968
ACH-000153,0.164720641044
ACH-000159,-0.5062332842939999
ACH-000160,-0.2506856638
ACH-000163,0.0975315167995
ACH-000167,-0.36852790721900003
ACH-000168,-0.351880138751
ACH-000169,-0.29328621644200004
ACH-000178,-0.0802975788375
ACH-000182,-0.243326258439
ACH-000183,-0.0817822240938
ACH-000188,-0.26852720409
ACH-000189,-0.200578738365
ACH-000190,-0.7199713216529999
ACH-000198,-0.732650054294
ACH-000204,-0.245109228981
ACH-000206,0.056481728334999995
ACH-000207,-0.382718541835
ACH-000211,0.0015445907992699998
ACH-000215,-0.19256282003400002
ACH-000221,-0.124615496861
ACH-000222,-0.463061186775
ACH-000223,-0.0869374430255
ACH-000226,-0.574436373556
ACH-000227,-0.256104578085
ACH-000228,-0.10025260646400001
ACH-000231,-0.113029372588
ACH-000232,-0.24826113507199998
ACH-000233,-0.946038544613
ACH-000234,-0.314195171994
ACH-000235,-0.115196734793
ACH-000237,-0.269257395412
ACH-000238,-0.452042882464
ACH-000243,-0.24357278533799998
ACH-000244,0.0766959687082
ACH-000246,-0.25602737195
ACH-000248,-0.25819076677499997
ACH-000250,-0.33625057608900005
ACH-000251,-0.287243883598
ACH-000253,-0.226993805405
ACH-000255,0.0639102311407
ACH-000256,-0.405993104566
ACH-000257,-0.22350513964699997
ACH-000258,-0.0383000042734
ACH-000259,-0.406758315018
ACH-000260,-0.276473818057
ACH-000261,-0.125259505851
ACH-000262,-0.22222233500900002
ACH-000263,-0.41840122034
ACH-000264,-0.21413022280400001
ACH-000265,-0.28510503091899997
ACH-000266,-0.437496288843
ACH-000272,-0.5000415947779999
ACH-000273,-0.455405532465
ACH-000274,-0.240483952498
ACH-000277,-0.316043832769
ACH-000278,-0.41568018708000004
ACH-000279,-0.163102095335
ACH-000280,-0.00834571155042
ACH-000281,-0.498975349304
ACH-000288,0.148871827421
ACH-000291,-0.44059456612099995
ACH-000293,-0.163813659512
ACH-000294,-0.670230399632
ACH-000295,-0.45752859653800004
ACH-000296,-0.0458522002025
ACH-000302,-0.103582034668
ACH-000304,-0.276669780323
ACH-000307,-0.294809690827
ACH-000308,-0.24470043430500002
ACH-000310,-0.25298682090999997
ACH-000311,-0.327177453407
ACH-000312,-0.41624224913900004
ACH-000315,-0.125156851382
ACH-000316,-0.479851881605
ACH-000317,-0.34640542075
ACH-000318,-0.268792812429
ACH-000319,0.00831555873965
ACH-000320,-0.501327687557
ACH-000322,-0.11792073827199999
ACH-000323,-0.398181682223
ACH-000324,-0.42398643519900003
ACH-000329,-0.17514631719300003
ACH-000330,-0.738402950003
ACH-000331,-0.205338522953
ACH-000332,-0.284726182223
ACH-000334,0.133457468169
ACH-000335,-0.198671816715
ACH-000336,0.0259413512659
ACH-000337,-0.32539223706099996
ACH-000339,-0.181872638662
ACH-000341,-0.018005730321
ACH-000348,-0.207619701706
ACH-000350,-0.298520668954
ACH-000352,-0.24067551176399998
ACH-000356,-0.10750645463
ACH-000361,0.028450772303299995
ACH-000362,-0.491221384249
ACH-000363,-0.101842461208
ACH-000364,-0.6088109338409999
ACH-000365,-0.0987192262551
ACH-000366,-0.166026112251
ACH-000368,-0.168852672323
ACH-000374,-0.106778285581
ACH-000375,-0.551059827633
ACH-000376,-0.230244380389
ACH-000381,-0.32504464594300003
ACH-000383,-0.160468828866
ACH-000387,-0.194803577665
ACH-000389,-0.217769315958
ACH-000390,-0.0747553832828
ACH-000393,-0.41708032863000005
ACH-000395,-0.20316236303500002
ACH-000397,-0.955503948539
ACH-000401,-0.21434389093800002
ACH-000402,-0.0495325530353
ACH-000403,-0.396330042528
ACH-000404,-0.256194208269
ACH-000406,-0.0949498712902
ACH-000407,-0.188563913985
ACH-000408,-0.41521439931299997
ACH-000410,-0.5527532790959999
ACH-000411,-0.38928184576200003
ACH-000414,-0.37215929919699997
ACH-000415,-0.29471648386300003
ACH-000416,-0.15700915996099998
ACH-000420,-0.0410921900455
ACH-000421,-0.216905406423
ACH-000424,0.0740602497751
ACH-000425,-0.21601018045
ACH-000426,-0.15397598286800002
ACH-000427,-0.38024128530900003
ACH-000433,0.025971081824500003
ACH-000436,0.061153270630400006
ACH-000444,-0.0554051444775
ACH-000445,0.193066272731
ACH-000448,-0.611279074338
ACH-000450,0.153233839826
ACH-000452,-0.135930408557
ACH-000454,-0.341964226785
ACH-000458,-0.21144604169700001
ACH-000459,0.105834669738
ACH-000460,-1.2452817617299998
ACH-000461,-0.14570168454500002
ACH-000463,-0.0868372330787
ACH-000464,0.30444055101399997
ACH-000466,-0.792875371645
ACH-000467,-0.112560914936
ACH-000468,-0.27093164224800004
ACH-000469,0.270974944534
ACH-000470,-0.0191114007585
ACH-000471,-0.117411056298
ACH-000472,-0.20206097536200002
ACH-000473,-0.284860719387
ACH-000475,-0.0633929935397
ACH-000476,-0.404050646566
ACH-000477,-0.277478676895
ACH-000480,-0.21876889255100002
ACH-000481,-0.37921308275700005
ACH-000483,-0.394900498978
ACH-000484,-0.351641195429
ACH-000485,0.116756625185
ACH-000486,-0.127089906667
ACH-000487,-0.226809014858
ACH-000488,-0.0658099519607
ACH-000490,-0.537122151004
ACH-000491,-0.173208329111
ACH-000495,-0.802903218186
ACH-000496,0.0771868347695
ACH-000499,-0.12674408779000002
ACH-000500,-0.24860695089200002
ACH-000502,-0.121020900006
ACH-000503,-0.024382607847299998
ACH-000505,-0.30408776766199996
ACH-000507,-0.245942850631
ACH-000510,-0.066715658509
ACH-000511,-0.051677389746199995
ACH-000512,-0.09827954684450001
ACH-000516,-0.131094213067
ACH-000517,-0.15892988151100002
ACH-000518,-0.465913787686
ACH-000520,-0.102661268237
ACH-000521,-0.639390377532
ACH-000522,-0.24491673012899998
ACH-000524,-0.20893718067699998
ACH-000527,-0.42534737079199997
ACH-000528,-0.36727967285400004
ACH-000537,-0.308847754898
ACH-000541,-0.18123079286600002
ACH-000542,-0.17131181229800002
ACH-000544,0.030929427619400002
ACH-000545,-0.225037306794
ACH-000547,-0.477725838839
ACH-000548,-0.311399672666
ACH-000549,-0.255954068206
ACH-000550,-0.312073172269
ACH-000552,-0.175956677396
ACH-000556,-0.269132768856
ACH-000557,-0.148613921571
ACH-000570,-0.219532929762
ACH-000571,-0.0424748651621
ACH-000573,-0.180996039657
ACH-000576,-0.13089746392999999
ACH-000580,-0.375680200361
ACH-000584,-0.0615803487779
ACH-000585,-0.115345991563
ACH-000588,-0.132762091829
ACH-000589,-0.23413626631999998
ACH-000591,-0.49746119454899995
ACH-000593,-0.199860526926
ACH-000600,-0.12028040839700001
ACH-000601,-0.08571602218550001
ACH-000604,-0.24176996985100002
ACH-000605,-0.358096297487
ACH-000606,-0.132956139511
ACH-000608,-0.280517059157
ACH-000614,-0.506612818734
ACH-000616,-0.316340688676
ACH-000618,-0.33304293113899996
ACH-000619,-0.436944044104
ACH-000620,-0.481350636161
ACH-000621,-0.257279606013
ACH-000622,-0.286404440451
ACH-000623,0.123191082808
ACH-000624,-0.547312352382
ACH-000627,-0.22047681116
ACH-000630,-0.30642367743
ACH-000632,-0.180567263818
ACH-000633,-0.23638365760000002
ACH-000637,-0.224806972657
ACH-000638,-0.12791758369
ACH-000646,-0.8941882963
ACH-000647,-0.255876703444
ACH-000648,0.09410904867789999
ACH-000649,-0.268803991107
ACH-000651,-0.33678062557899996
ACH-000652,0.054109180300900006
ACH-000653,-0.0617222586983
ACH-000657,-0.0675575531978
ACH-000658,-0.09620630140110001
ACH-000661,-0.141288526859
ACH-000662,0.0119394179052
ACH-000663,-0.538581037614
ACH-000665,-0.19622330422000003
ACH-000671,0.09344138002760001
ACH-000673,-0.136499307009
ACH-000676,-0.19434982010000001
ACH-000677,0.150236156364
ACH-000681,-0.441847215608
ACH-000682,-0.17773518219700002
ACH-000683,-0.573015634753
ACH-000684,-0.363594237378
ACH-000688,-0.38554950102799995
ACH-000693,-0.245731878093
ACH-000694,-0.11366840393100001
ACH-000695,-0.23042925934
ACH-000696,-0.331952426817
ACH-000697,-0.145248584371
ACH-000699,-0.22782670279800002
ACH-000701,-0.112159662893
