,SH3BP2 (6452)
ACH-000004,-0.155935846664
ACH-000007,0.226363203244
ACH-000009,-0.11379659609000001
ACH-000011,-0.00631453923633
ACH-000012,0.0030383501202199997
ACH-000013,0.163940909674
ACH-000014,0.214906060192
ACH-000015,0.127081739353
ACH-000017,0.149002107148
ACH-000018,-0.009655569165590001
ACH-000019,0.19914101272799997
ACH-000021,0.097161870393
ACH-000022,-0.028603114725700002
ACH-000025,0.162463369611
ACH-000028,0.26402310611200003
ACH-000030,0.0694575498591
ACH-000035,0.29951598987
ACH-000036,0.13174684964400002
ACH-000037,0.0412537535011
ACH-000039,-0.127978999061
ACH-000040,-0.11821601539799999
ACH-000041,0.0495724861058
ACH-000042,-0.0161837233537
ACH-000045,0.156880393225
ACH-000047,-0.0463234279169
ACH-000052,-0.0626798897505
ACH-000053,-0.0236533961556
ACH-000054,0.0157462842249
ACH-000055,0.22850908909899997
ACH-000060,0.169894175375
ACH-000067,0.17148827975900002
ACH-000070,0.275660359512
ACH-000075,-0.195508017976
ACH-000078,0.017385552269299998
ACH-000082,0.237302563809
ACH-000085,0.0312924387488
ACH-000086,0.0835587217856
ACH-000087,0.105213326931
ACH-000092,0.105021202827
ACH-000095,0.0302035944905
ACH-000097,0.10801538800100001
ACH-000098,0.2308625704
ACH-000099,-0.00607533098677
ACH-000108,-0.025634962233599998
ACH-000113,0.19308091683400003
ACH-000115,-0.0302069976013
ACH-000116,0.18294007284699998
ACH-000118,0.005270021227930001
ACH-000120,0.0272965968814
ACH-000123,-0.128806202856
ACH-000127,0.0218086215348
ACH-000128,0.10814954232999999
ACH-000132,0.0663737971491
ACH-000133,-0.0611845585166
ACH-000137,0.14588076218
ACH-000138,0.07816519091560001
ACH-000142,0.0452277304229
ACH-000143,-0.170502707717
ACH-000146,-0.00494889670325
ACH-000148,-0.072031052428
ACH-000150,0.11368932958799999
ACH-000152,0.08470686247310001
ACH-000153,0.0774926043315
ACH-000159,-0.0391481796289
ACH-000160,0.169576765744
ACH-000163,0.14513384643899999
ACH-000167,-0.121664063696
ACH-000168,0.051175181362699995
ACH-000169,-0.0446308327499
ACH-000178,0.19171608388099998
ACH-000182,0.08733115487119998
ACH-000183,0.0907509607508
ACH-000188,0.10914790974500001
ACH-000189,-0.173596419662
ACH-000190,0.0478083713948
ACH-000198,0.153145647754
ACH-000204,-0.37668308795
ACH-000206,0.0310579813755
ACH-000207,0.37680843236
ACH-000211,0.0241813083122
ACH-000215,0.019183458102500002
ACH-000221,0.181818574868
ACH-000222,-0.0960315784303
ACH-000223,-0.00988906964224
ACH-000226,0.17486953536699998
ACH-000227,-0.0636218618899
ACH-000228,0.152963100405
ACH-000231,0.014992775012999998
ACH-000232,0.122837002045
ACH-000233,0.117335110011
ACH-000234,0.11726941874199999
ACH-000235,0.13113294462000002
ACH-000237,-0.0696489050677
ACH-000238,0.0185879402094
ACH-000243,0.0849470948532
ACH-000244,-0.0197271943958
ACH-000246,0.20200260243299997
ACH-000248,0.053908073733199995
ACH-000250,-0.0287228945638
ACH-000251,0.0785224792733
ACH-000253,0.08957240636630001
ACH-000255,0.205220182034
ACH-000256,0.143947848982
ACH-000257,-0.0039018871439899998
ACH-000258,0.0207773430118
ACH-000259,0.12079382204700001
ACH-000260,-0.00442062791192
ACH-000261,0.08471916998569999
ACH-000262,-0.015595983128700001
ACH-000263,-0.244790381695
ACH-000264,-0.044975226969099995
ACH-000265,0.153652785892
ACH-000266,-0.0118097117126
ACH-000272,0.0903393642374
ACH-000273,-0.0013361409751400002
ACH-000274,-0.277533593467
ACH-000277,-0.0905012999161
ACH-000278,0.218121475436
ACH-000279,-0.0738023541448
ACH-000280,-0.00246742770112
ACH-000281,-0.216627343437
ACH-000288,0.0661671755179
ACH-000291,0.005209532000520001
ACH-000293,0.109042001636
ACH-000294,0.141073137021
ACH-000295,-0.027718267265599998
ACH-000296,0.159368143939
ACH-000302,0.07586330530339999
ACH-000304,-0.12170460775
ACH-000307,0.024801734237199998
ACH-000308,0.07804673214060001
ACH-000310,-0.173763103587
ACH-000311,-0.0470841880298
ACH-000312,-0.0489119914219
ACH-000315,0.190546595105
ACH-000316,0.117277883619
ACH-000317,0.225487455929
ACH-000318,0.06782282764219999
ACH-000319,0.126578626512
ACH-000320,-0.00504146920282
ACH-000322,0.0659964974189
ACH-000323,0.20702660156
ACH-000324,0.014584256041099999
ACH-000329,0.048815181207
ACH-000330,0.06268144271329999
ACH-000331,0.177051261399
ACH-000332,0.0422073947882
ACH-000334,0.34567872209399997
ACH-000335,0.122965513804
ACH-000336,0.08420040832879999
ACH-000337,0.0867734600828
ACH-000339,0.09291021874569999
ACH-000341,0.0103998360868
ACH-000348,0.023805238626299997
ACH-000350,0.0068567351663199995
ACH-000352,0.045453069362699994
ACH-000356,-0.221559026086
ACH-000361,-0.021354317196
ACH-000362,0.119348732731
ACH-000363,0.0393610251547
ACH-000364,0.14619785996600002
ACH-000365,0.117637216355
ACH-000366,-0.0169077972882
ACH-000368,-0.04061016326380001
ACH-000374,0.09595273853019999
ACH-000375,0.07398109223619999
ACH-000376,0.0801103847888
ACH-000381,0.042831954405
ACH-000383,0.21044518769200002
ACH-000387,0.0670778261235
ACH-000389,-0.0568331544551
ACH-000390,0.0923734430314
ACH-000393,-0.0532904735878
ACH-000395,0.0270787537047
ACH-000397,0.059480621909800004
ACH-000401,0.179440789311
ACH-000402,0.516648094284
ACH-000403,-0.0461741081391
ACH-000404,-0.07760159455400001
ACH-000406,0.0689142274196
ACH-000407,0.0532286593234
ACH-000408,0.0696677367535
ACH-000410,0.14458666454500002
ACH-000411,0.0757142488304
ACH-000414,0.10984507317
ACH-000415,0.014993083549799998
ACH-000416,0.0225131147181
ACH-000420,-0.048905781316
ACH-000421,-0.08483072929310001
ACH-000424,0.175884417995
ACH-000425,0.0776787584517
ACH-000426,0.178855576641
ACH-000427,0.199088649731
ACH-000433,0.223509629399
ACH-000436,0.0620235535663
ACH-000444,-0.050149679252899995
ACH-000445,0.0504241150799
ACH-000448,0.116506417584
ACH-000450,0.28896440919300004
ACH-000452,-0.045983000407499995
ACH-000454,0.0382004230388
ACH-000458,0.0934259017373
ACH-000459,0.296133476474
ACH-000460,0.058805048664499995
ACH-000461,-0.076557498346
ACH-000463,0.0751460068612
ACH-000464,-0.09824651915010002
ACH-000466,0.0390415486554
ACH-000467,0.19138965057000001
ACH-000468,-0.027751789839400003
ACH-000469,0.05324957679240001
ACH-000470,-0.12207085392000001
ACH-000471,0.0682235798876
ACH-000472,0.0693606431007
ACH-000473,0.0738504666973
ACH-000475,0.0721241194303
ACH-000476,0.10951314506200001
ACH-000477,0.176186644357
ACH-000480,0.0734705479918
ACH-000481,0.009838790167709999
ACH-000483,0.032043265314500004
ACH-000484,0.0859613412458
ACH-000485,0.020069577853200002
ACH-000486,0.027312468481099996
ACH-000487,0.11607691065999999
