,SLCO3A1 (28232)
ACH-000004,-0.0271480013092
ACH-000007,0.053757160968000005
ACH-000009,0.0776477624615
ACH-000011,0.110820363063
ACH-000012,0.0528007077905
ACH-000013,0.17285248612799997
ACH-000014,-0.09143682956669999
ACH-000015,0.0662970976709
ACH-000017,-0.00571633218472
ACH-000018,0.14247230794000001
ACH-000019,0.231818550965
ACH-000021,0.061858767471400004
ACH-000022,0.0186868887832
ACH-000025,0.169912564717
ACH-000028,0.157817687843
ACH-000030,0.128144674864
ACH-000035,0.127938113607
ACH-000036,0.0858217408433
ACH-000037,0.20059973395999997
ACH-000039,0.0963505112596
ACH-000040,0.171299422993
ACH-000041,-0.00512557930478
ACH-000042,-0.025200096060099996
ACH-000045,0.09594025430530001
ACH-000047,0.08605570928610001
ACH-000052,-0.11059412852600001
ACH-000053,0.138609779748
ACH-000054,0.149149484283
ACH-000055,0.154926604099
ACH-000060,0.128624890869
ACH-000067,0.0243048696836
ACH-000070,0.21878801695
ACH-000075,0.00165985147054
ACH-000078,0.0168833467797
ACH-000082,0.122917034991
ACH-000085,0.21328057663400002
ACH-000086,0.08627316791789999
ACH-000087,0.0517000156166
ACH-000092,0.143497708281
ACH-000095,0.09870084724760002
ACH-000097,0.0733628418131
ACH-000098,0.14062724674000002
ACH-000099,0.035843309014499995
ACH-000108,0.0136771969517
ACH-000113,0.17556814065499998
ACH-000115,-0.013008566825899999
ACH-000116,0.08986855444460001
ACH-000118,0.179336688643
ACH-000120,-0.012173422325799998
ACH-000123,0.0597073163954
ACH-000127,0.0779381216599
ACH-000128,0.18582923635200002
ACH-000132,0.107778861398
ACH-000133,0.194900077865
ACH-000137,0.04496379251180001
ACH-000138,0.0679076468716
ACH-000142,0.08669457734960001
ACH-000143,-0.118676856933
ACH-000146,0.11710235080600001
ACH-000148,0.17166150808800001
ACH-000150,0.012393401414700002
ACH-000152,0.15624027898700002
ACH-000153,-0.0754026649668
ACH-000159,0.188513482906
ACH-000160,0.059105563619599996
ACH-000163,0.05725117247909999
ACH-000167,0.134340473116
ACH-000168,0.0866108111589
ACH-000169,0.0890434772143
ACH-000178,0.220002400441
ACH-000182,0.155748212397
ACH-000183,0.0962470484368
ACH-000188,0.160869343733
ACH-000189,0.41974542836199996
ACH-000190,0.08148270482810001
ACH-000198,0.0800288209891
ACH-000204,0.163585477669
ACH-000206,0.07631730662269999
ACH-000207,-0.0577062213865
ACH-000211,0.10592420944499999
ACH-000215,0.11680696792199999
ACH-000221,0.0470585207951
ACH-000222,0.0993978043202
ACH-000223,0.0811975718672
ACH-000226,0.20868836012000003
ACH-000227,0.013766906958700002
ACH-000228,0.132056623885
ACH-000231,0.173575375617
ACH-000232,0.15562346227600002
ACH-000233,0.17201324693199999
ACH-000234,0.0536394425609
ACH-000235,-0.0206112666928
ACH-000237,0.12176021121300001
ACH-000238,0.00909286002417
ACH-000243,0.126805480001
ACH-000244,0.34727188277300003
ACH-000246,0.191782337504
ACH-000248,0.158754736146
ACH-000250,0.11071092816299999
ACH-000251,0.144936744581
ACH-000253,0.146810827211
ACH-000255,0.188827241453
ACH-000256,0.114583746811
ACH-000257,0.148667252322
ACH-000258,0.167475754832
ACH-000259,0.057025939571
ACH-000260,0.0239954094583
ACH-000261,0.160981312642
ACH-000262,0.079133871501
ACH-000263,-0.08270010809060001
ACH-000264,0.110459041684
ACH-000265,0.0627833789841
ACH-000266,-0.026491978025700004
ACH-000272,0.153246505183
ACH-000273,0.06735481301440001
ACH-000274,0.127471255502
ACH-000277,0.122954953095
ACH-000278,0.244404618996
ACH-000279,0.09799298093250002
ACH-000280,-0.0397022247387
ACH-000281,-0.061265258499400004
ACH-000288,0.0505687431273
ACH-000291,0.122299212905
ACH-000293,0.413620357325
ACH-000294,0.135954062677
ACH-000295,0.228942781759
ACH-000296,0.0784838265512
ACH-000302,0.15309885386299998
ACH-000304,0.129120895799
ACH-000307,0.0323810318904
ACH-000308,0.0548342252379
ACH-000310,-0.0808631241942
ACH-000311,0.0979760107464
ACH-000312,-0.0658531514494
ACH-000315,0.182369011825
ACH-000316,0.268146833605
ACH-000317,0.21936556291099998
ACH-000318,0.108286291143
ACH-000319,0.205323457266
ACH-000320,-0.09572784744400001
ACH-000322,0.373057236123
ACH-000323,0.22584553578000002
ACH-000324,0.142614782586
ACH-000329,0.140797564146
ACH-000330,0.053427065380499995
ACH-000331,0.239105462966
