,GPATCH1 (55094)
ACH-000004,-0.607171332054
ACH-000007,-0.23979490921399998
ACH-000009,-0.551603262497
ACH-000011,-0.0708264367203
ACH-000012,-0.5885242467230001
ACH-000013,-0.564042300688
ACH-000014,-0.372531458548
ACH-000015,-0.656042740567
ACH-000017,-0.45304266807300003
ACH-000018,-0.397015823732
ACH-000019,-0.354312658248
ACH-000021,-0.439221511403
ACH-000022,-0.492762054075
ACH-000025,-0.410430709798
ACH-000028,-0.46598583079800004
ACH-000030,-0.526975560523
ACH-000035,-0.5006892855789999
ACH-000036,-0.482577344706
ACH-000037,-0.276869860251
ACH-000039,-0.328455806456
ACH-000040,-0.086578115527
ACH-000041,-0.5516201720080001
ACH-000042,-0.37823799343900005
ACH-000045,-0.26867324915
ACH-000047,-0.217647069197
ACH-000052,-0.52225536285
ACH-000053,-0.702901141158
ACH-000054,-0.34131708167400004
ACH-000055,-0.29040767160000003
ACH-000060,-0.192757360105
ACH-000067,0.122875805332
ACH-000070,-0.6711975160160001
ACH-000075,-0.133593625271
ACH-000078,-0.443353213084
ACH-000082,-0.414447755688
ACH-000085,-0.387094039205
ACH-000086,-0.280398224171
ACH-000087,-0.450320799446
ACH-000092,-0.427650686677
ACH-000095,-0.365839182642
ACH-000097,-0.343244660981
ACH-000098,-0.481217795312
ACH-000099,-0.343145029269
ACH-000108,-0.881959466119
ACH-000113,-0.337735448999
ACH-000115,-0.5340235060199999
ACH-000116,-0.347796625792
ACH-000118,-0.9350408362729999
ACH-000120,-0.444325343233
ACH-000123,-0.48015094370399997
ACH-000127,-0.648643239289
ACH-000128,-0.320599870021
ACH-000132,-0.231844849044
ACH-000133,-0.504259618891
ACH-000137,-0.26899385791999997
ACH-000138,-0.631704556933
ACH-000142,-0.375416091571
ACH-000143,-0.6356906426460001
ACH-000146,-0.276757080883
ACH-000148,-0.22330641812
ACH-000150,-0.393339414824
ACH-000152,-0.479023627286
ACH-000153,-0.238448522339
ACH-000159,-0.31704742593400004
ACH-000160,-1.000853952
ACH-000163,-0.18455214274
ACH-000167,-0.452115750784
ACH-000168,-0.390110563388
ACH-000169,-0.046897678479000005
ACH-000178,-0.316628015674
ACH-000182,-0.5691955631669999
ACH-000183,-0.44165623756399996
ACH-000188,-0.7304213706589999
ACH-000189,-0.540485523836
ACH-000190,-0.879683872322
ACH-000198,-0.27795562987
ACH-000204,-0.101228250728
ACH-000206,-0.411311208833
ACH-000207,-0.6414327239940001
ACH-000211,-0.341454852914
ACH-000215,-0.484614588649
ACH-000221,-0.40148314984399996
ACH-000222,-0.748966000767
ACH-000223,-0.421242790728
ACH-000226,-0.53184498727
ACH-000227,-0.645734529172
ACH-000228,-0.17702174034600002
ACH-000231,-0.338078777132
ACH-000232,-0.456689829077
ACH-000233,-0.678318843866
ACH-000234,-0.197801939161
ACH-000235,-0.43555284256000004
ACH-000237,-0.628102182324
ACH-000238,-0.30802144773699996
ACH-000243,-0.508579425348
ACH-000244,-0.315381893137
ACH-000246,-0.5434399456769999
ACH-000248,-0.47288962299500004
ACH-000250,-0.548492131045
ACH-000251,-0.39628512184
ACH-000253,-0.309112697784
ACH-000255,-0.680387584067
ACH-000256,-0.157280545264
ACH-000257,-0.374241744771
ACH-000258,-0.8755397480339999
ACH-000259,-0.419910522883
ACH-000260,-0.7001334357860001
ACH-000261,-0.29735456363699997
ACH-000262,-0.16973299278499998
ACH-000263,-0.253332122412
ACH-000264,-0.252791239089
ACH-000265,-0.46667982145000003
ACH-000266,-0.21481170980099998
ACH-000272,-0.47459959913500005
ACH-000273,-0.17187206285999998
ACH-000274,-0.09416839063110001
ACH-000277,-0.236509576985
ACH-000278,-0.6858801197750001
ACH-000279,-0.35934211349
ACH-000280,-0.509610955572
ACH-000281,-0.894689138414
ACH-000288,-0.298990327585
ACH-000291,-0.37055803104199997
ACH-000293,-0.282225119467
ACH-000294,-0.176828715787
ACH-000295,-0.18890318971700001
ACH-000296,-0.398269361396
ACH-000302,-0.577514788918
ACH-000304,-0.197681277238
ACH-000307,-0.38816442626900005
ACH-000308,-0.251188730734
ACH-000310,-0.5735876379420001
ACH-000311,-0.312638203243
ACH-000312,-0.527407887697
ACH-000315,0.00373731969707
ACH-000316,-0.0529147403967
ACH-000317,-0.38132470439000005
ACH-000318,-0.337113298386
ACH-000319,-0.536413606644
ACH-000320,-0.619610905012
ACH-000322,-0.054547268973199996
ACH-000323,-0.1023621906
ACH-000324,-0.333919420166
ACH-000329,-0.586233789996
ACH-000330,-0.698909623692
ACH-000331,-0.5080917656939999
ACH-000332,-0.327038471524
ACH-000334,-0.268971158988
ACH-000335,-0.470485965055
ACH-000336,-0.458200833288
ACH-000337,-0.25892337031199997
ACH-000339,-0.423797086391
ACH-000341,-0.36053720721500004
ACH-000348,-0.541651604689
ACH-000350,-0.640585441462
ACH-000352,-0.318599506047
ACH-000356,-0.358466760267
ACH-000361,0.102873063123
ACH-000362,-0.167374622026
ACH-000363,-0.644786553936
ACH-000364,-0.528434004709
ACH-000365,-0.586523824886
ACH-000366,-0.5856636060620001
ACH-000368,-0.260057343341
ACH-000374,-0.38821054273
ACH-000375,-0.288798947569
ACH-000376,-0.557142103986
ACH-000381,-0.365709934995
ACH-000383,-0.41545923263400003
ACH-000387,-0.283301439829
ACH-000389,-0.459441326894
ACH-000390,-0.373351814422
ACH-000393,-0.368053536884
ACH-000395,-0.313687997441
ACH-000397,-0.39791402517200003
ACH-000401,-0.4877953587899999
ACH-000402,-0.249093141943
ACH-000403,-0.445826123722
ACH-000404,-0.576422525618
ACH-000406,-0.516062910353
ACH-000407,-0.428806416795
ACH-000408,-0.945111460874
ACH-000410,-0.452446692575
ACH-000411,-0.47217526518700004
ACH-000414,-0.46519934468999996
ACH-000415,-0.494820341664
ACH-000416,-0.49050585559199994
ACH-000420,-0.376788883532
ACH-000421,-0.536182939753
ACH-000424,-0.499866391132
ACH-000425,-0.123808780633
ACH-000426,-0.122008883068
ACH-000427,-0.284187291094
ACH-000433,-0.41137463952299996
ACH-000436,-0.511601169764
ACH-000444,-0.295633971843
ACH-000445,-0.618227601939
ACH-000448,-0.397926302404
ACH-000450,-0.161785319368
ACH-000452,-0.364346158408
ACH-000454,-0.70072988497
ACH-000458,-0.507984453048
ACH-000459,-0.269666364144
ACH-000460,-0.296234110308
ACH-000461,-0.450468422068
ACH-000463,-0.511557089059
ACH-000464,-0.351206019788
ACH-000466,-0.379097879045
ACH-000467,-0.500695306615
ACH-000468,-0.393964552829
ACH-000469,-0.19783634140999998
ACH-000470,-0.75398128129
ACH-000471,-0.297822173356
ACH-000472,-0.488580516349
ACH-000473,-0.767420371703
ACH-000475,-0.287638562301
ACH-000476,-0.160771119785
ACH-000477,-0.31452104553599997
ACH-000480,-0.305406729902
ACH-000481,-0.329036358332
ACH-000483,-0.384514389633
ACH-000484,-0.637798869022
ACH-000485,-0.31427863449099996
ACH-000486,-0.330816416156
ACH-000487,-0.528365212501
ACH-000488,-0.467222054973
ACH-000490,-0.267730609912
ACH-000491,-0.266626171739
ACH-000495,-0.445836261946
ACH-000496,-0.34485521301700006
ACH-000499,-0.43905913553599996
ACH-000500,-1.03577761423
ACH-000502,-0.49784616207599997
ACH-000503,-0.205042203856
ACH-000505,-0.276262523507
ACH-000507,-0.514751715249
ACH-000510,-0.427840199419
ACH-000511,-0.461504636384
ACH-000512,-0.512449871844
ACH-000516,-0.204381432429
ACH-000517,-0.273006099045
ACH-000518,-0.5220779749000001
ACH-000520,-0.38139018762599997
ACH-000521,-0.22456019101500002
ACH-000522,-0.246290264595
ACH-000524,-0.320694632358
ACH-000527,-0.19791513523600002
ACH-000528,-0.411281220885
ACH-000537,-0.07939085662760001
ACH-000541,-0.209436729725
ACH-000542,-0.612634879761
ACH-000544,-0.652484661254
ACH-000545,-0.588628928702
ACH-000547,-0.0169620007421
ACH-000548,-0.626319337057
ACH-000549,-0.41874272136699997
ACH-000550,-0.08756271887499999
ACH-000552,-0.493379381998
ACH-000556,-0.47681436353100004
ACH-000557,-0.5307959431
ACH-000570,-0.37826613324
ACH-000571,-0.680361206204
ACH-000573,-1.30835399276
ACH-000576,-0.39899221080799996
ACH-000580,-0.43439212101
ACH-000584,-0.342345381623
ACH-000585,-0.554943135823
ACH-000588,-0.40586959533399997
ACH-000589,-0.5190286901860001
ACH-000591,-0.620094285331
ACH-000593,-0.160561458121
ACH-000600,-0.11818930791200001
ACH-000601,-0.634287257974
ACH-000604,-0.45786079315800005
ACH-000605,-0.297737222929
ACH-000606,-0.308903232355
ACH-000608,-0.591489057071
ACH-000614,-0.08502914106619999
ACH-000616,-0.473515370649
ACH-000618,-0.610982815416
ACH-000619,-0.29766943065900003
ACH-000620,-0.21318814251899998
ACH-000621,-0.482279191241
ACH-000622,-0.17444128975099998
ACH-000623,-0.562571400722
ACH-000624,-0.5842309913600001
ACH-000627,-0.487856230161
ACH-000630,-0.48584522287299997
ACH-000632,-0.41243994475999995
ACH-000633,-0.436697583618
ACH-000637,-0.282652732276
ACH-000638,-0.600583581088
ACH-000646,-0.278143504055
ACH-000647,-0.12205249076199999
ACH-000648,-0.415745466633
ACH-000649,-0.623683325759
ACH-000651,-0.7454514532269999
ACH-000652,-0.8252242678399999
ACH-000653,-0.43257879642999997
ACH-000657,-0.374317371879
ACH-000658,-0.398628764189
ACH-000661,-0.38130413961900006
ACH-000662,-0.611508594193
ACH-000663,-0.474328671936
ACH-000665,-0.527531016913
ACH-000671,-0.279885136327
ACH-000673,-0.485765426834
ACH-000676,-0.403532466192
ACH-000677,-0.151062842392
ACH-000681,-0.6393909909000001
ACH-000682,-0.716037886161
ACH-000683,-0.311744383904
ACH-000684,-0.44934601064400004
ACH-000688,-0.0231985212575
ACH-000693,-0.41558387140600006
ACH-000694,-0.8332536044200001
ACH-000695,-0.591526010965
ACH-000696,-0.243567334319
ACH-000697,-0.510249668925
ACH-000699,-0.694477792327
ACH-000701,-0.400927853195
ACH-000706,-0.179013414452
ACH-000711,-0.514563011981
ACH-000713,-0.268378573607
ACH-000714,-0.49386752112300003
ACH-000718,-0.728825926902
ACH-000720,-0.517504629017
ACH-000721,-0.544860004735
ACH-000724,-0.8595151439129999
ACH-000725,-0.759387080799
