,ZBBX (79740)
ACH-000004,-0.12296407159700001
ACH-000007,-0.053467461710099994
ACH-000009,-0.039160204695
ACH-000011,0.038741408362400004
ACH-000012,0.189875754373
ACH-000013,0.11852245479800001
ACH-000014,0.09549562809010001
ACH-000015,-0.0847571287652
ACH-000017,-0.00261839589605
ACH-000018,0.0761800359625
ACH-000019,0.16386988584599999
ACH-000021,-0.0184745988945
ACH-000022,0.0801778236426
ACH-000025,-0.17934602492899998
ACH-000028,-0.0495988732547
ACH-000030,-0.0151621952156
ACH-000035,0.109316500857
ACH-000036,0.10657077267899999
ACH-000037,-0.0190704787987
ACH-000039,-0.0339450267587
ACH-000040,0.014419155960099999
ACH-000041,-0.380736425557
ACH-000042,0.0527349568514
ACH-000045,-0.0822209401758
ACH-000047,0.0469148056069
ACH-000052,0.42071317218800003
ACH-000053,0.0326186534227
ACH-000054,-0.152830976165
ACH-000055,0.178459944382
ACH-000060,-0.0313993465349
ACH-000067,0.23751017041900002
ACH-000070,0.181278933528
ACH-000075,-0.050657690872
ACH-000078,-0.10103763429099999
ACH-000082,0.008497701953680001
ACH-000085,0.0988782859697
ACH-000086,0.179246187646
ACH-000087,0.173165490299
ACH-000092,0.056364636250900005
ACH-000095,-0.0416608346974
ACH-000097,-0.021045160218000004
ACH-000098,-0.00195702829033
ACH-000099,0.010203237434899998
ACH-000108,0.12348445593
ACH-000113,0.0722284463218
ACH-000115,0.12995102881599999
ACH-000116,-0.07158185517799999
ACH-000118,0.0660735011545
ACH-000120,0.06394174022530001
ACH-000123,0.0191884876345
ACH-000127,0.114932283205
ACH-000128,0.0131925359501
ACH-000132,0.175454036226
ACH-000133,-0.08694198088810001
ACH-000137,0.353177966713
ACH-000138,-0.14454068952
ACH-000142,0.227440044875
ACH-000143,-0.034211718989
ACH-000146,-0.0139499238493
ACH-000148,0.104750768412
ACH-000150,0.0366678558194
ACH-000152,0.129735828153
ACH-000153,0.252996091654
ACH-000159,0.104533168501
ACH-000160,-0.0560771001459
ACH-000163,-0.052322381816800004
ACH-000167,0.21814562894499998
ACH-000168,0.09411293166740001
ACH-000169,0.0713981072647
ACH-000178,0.141656107961
ACH-000182,0.19282746569000003
ACH-000183,-0.060134091059499996
ACH-000188,0.172668899595
ACH-000189,0.369467664875
ACH-000190,-0.15397154962
ACH-000198,0.174955515139
