,TP53I11 (9537)
ACH-000004,0.08777392234660002
ACH-000007,-0.06992254100039999
ACH-000009,0.0056680423837499995
ACH-000011,-0.0232023266431
ACH-000012,-0.027297770449599995
ACH-000013,-0.0440192179384
ACH-000014,0.09153457958180002
ACH-000015,0.05610894771509999
ACH-000017,0.104471805793
ACH-000018,-0.0346966656309
ACH-000019,-0.13928331977
ACH-000021,-0.264117905444
ACH-000022,0.0297732223515
ACH-000025,-0.07999342820069999
ACH-000028,-0.0830675783444
ACH-000030,-0.156821953126
ACH-000035,-0.061070931660199994
ACH-000036,0.023497133808900002
ACH-000037,0.021743920375599995
ACH-000039,0.07781217599200001
ACH-000040,-0.0781116648617
ACH-000041,-0.04882740146919999
ACH-000042,-0.0623417738143
ACH-000045,-0.0554953999008
ACH-000047,-0.141227538792
ACH-000052,-0.0137626123772
ACH-000053,0.020086422507
ACH-000054,0.041006041122300003
ACH-000055,0.0351165148803
ACH-000060,0.018055452599299998
ACH-000067,-0.110106460977
ACH-000070,-0.069555273512
ACH-000075,-0.026534399816400003
ACH-000078,0.00786838587576
ACH-000082,0.020068342199
ACH-000085,0.00722211691263
ACH-000086,-0.05376032282880001
ACH-000087,-0.155406884026
ACH-000092,0.053205015385499994
ACH-000095,0.0921214848089
ACH-000097,-0.0047788912749600005
ACH-000098,-0.0571640666689
ACH-000099,-0.005954561627989999
ACH-000108,-0.0459089573111
ACH-000113,0.0092367242896
ACH-000115,0.0965847944187
ACH-000116,-0.026783013289200002
ACH-000118,-0.049897786084500004
ACH-000120,-0.00520186777388
ACH-000123,0.0015643262109
ACH-000127,-0.08774519517269999
ACH-000128,-0.04755393655949999
ACH-000132,-0.107526260074
ACH-000133,0.00773328645716
ACH-000137,-0.05492573738469999
ACH-000138,0.0275124697213
ACH-000142,-0.127776120307
ACH-000143,5.66308472729e-05
ACH-000146,0.0577367521208
ACH-000148,0.0087023343431
ACH-000150,-0.00522782707943
ACH-000152,0.0790745446758
ACH-000153,0.0643476606399
ACH-000159,0.0674124202385
ACH-000160,0.09037551014249999
ACH-000163,0.0610885378395
ACH-000167,0.101069046902
ACH-000168,-0.16269866519099999
ACH-000169,0.0349644638404
ACH-000178,-0.131955044467
ACH-000182,0.039430296459
ACH-000183,0.0328195156008
ACH-000188,0.0513380210867
ACH-000189,-0.07667501644949999
ACH-000190,-0.00163780614822
ACH-000198,0.0526094997141
ACH-000204,-0.169643900502
ACH-000206,-0.162506992846
ACH-000207,-0.0210190920026
ACH-000211,0.163563837296
