,SF3B4 (10262)
ACH-000004,-1.7382069163299998
ACH-000007,-1.07923060876
ACH-000009,-2.0027539866299997
ACH-000011,-1.61142019534
ACH-000012,-1.52656948612
ACH-000013,-1.63699619591
ACH-000014,-1.5969102482799997
ACH-000015,-1.69536154992
ACH-000017,-1.86243657103
ACH-000018,-1.4128280284999999
ACH-000019,-1.10193376127
ACH-000021,-1.80898697324
ACH-000022,-2.0511487673400004
ACH-000025,-1.45007304834
ACH-000028,-1.5234228056299999
ACH-000030,-1.7451703867500001
ACH-000035,-1.43636387387
ACH-000036,-1.39694843038
ACH-000037,-2.3110313927200004
ACH-000039,-1.46471003935
ACH-000040,-1.6276115899799999
ACH-000041,-1.7539662155200002
ACH-000042,-1.71983669879
ACH-000045,-1.9626469663900004
ACH-000047,-1.38925112136
ACH-000052,-1.82783959243
ACH-000053,-1.5919216017500002
ACH-000054,-1.80516157033
ACH-000055,-1.38243796993
ACH-000060,-1.6401848056400001
ACH-000067,-1.66691995069
ACH-000070,-1.7592651773400003
ACH-000075,-1.68918681854
ACH-000078,-1.77122082965
ACH-000082,-1.67195275872
ACH-000085,-1.25553905308
ACH-000086,-1.58950247382
ACH-000087,-1.31287851291
ACH-000092,-1.63447359505
ACH-000095,-1.9277396793900001
ACH-000097,-1.65553894923
ACH-000098,-1.65786451287
ACH-000099,-1.80438900533
ACH-000108,-1.50364315347
ACH-000113,-1.8612996153
ACH-000115,-3.0450724437299996
ACH-000116,-1.4480319817899998
ACH-000118,-1.5983751356799998
ACH-000120,-1.53400793023
ACH-000123,-1.65121520004
ACH-000127,-1.8505523461000002
ACH-000128,-1.43729926215
ACH-000132,-1.8426113061000002
ACH-000133,-1.45326216409
ACH-000137,-1.57318086985
ACH-000138,-1.5452855878100002
ACH-000142,-1.6954868526
ACH-000143,-1.8675848813900002
ACH-000146,-1.7315277253099999
ACH-000148,-2.07420398198
ACH-000150,-1.6599842073299997
ACH-000152,-1.6583816551600001
ACH-000153,-2.3206354887700003
ACH-000159,-1.66409676477
ACH-000160,-1.8889583281
ACH-000163,-1.9311865449
ACH-000167,-2.39402340882
ACH-000168,-1.85325898573
ACH-000169,-1.7339394613499999
ACH-000178,-1.6899187606000001
ACH-000182,-1.46154182322
ACH-000183,-1.75724636789
ACH-000188,-1.71610957692
ACH-000189,-1.29915170287
ACH-000190,-1.68070595605
ACH-000198,-1.9689499330400002
ACH-000204,-1.6549853081299999
ACH-000206,-2.3569775791
ACH-000207,-2.0720898458000003
ACH-000211,-1.4329506268599999
ACH-000215,-1.7084084873299998
ACH-000221,-1.50146343935
ACH-000222,-2.0276169621099998
ACH-000223,-1.91137499276
ACH-000226,-1.7068474655599999
ACH-000227,-2.01639904551
ACH-000228,-1.5754789523700001
ACH-000231,-1.6697774090600002
ACH-000232,-1.68519738847
ACH-000233,-1.8929544716799998
ACH-000234,-1.60397721491
ACH-000235,-1.6620058073100001
ACH-000237,-1.50078982724
ACH-000238,-1.9810101313599997
ACH-000243,-1.7602631637000001
ACH-000244,-1.48927182194
ACH-000246,-1.44068370502
ACH-000248,-1.64221595803
ACH-000250,-1.7132487341999998
ACH-000251,-1.51706415609
ACH-000253,-1.7520282833099996
ACH-000255,-1.43830708016
ACH-000256,-1.52250634851
ACH-000257,-1.80880962875
ACH-000258,-1.51958572262
ACH-000259,-1.68584721308
ACH-000260,-1.57999070148
ACH-000261,-1.52655214468
ACH-000262,-1.24365917029
ACH-000263,-1.8975133555500001
ACH-000264,-1.8066985055400002
ACH-000265,-1.5412586171899998
ACH-000266,-1.6391098798700001
ACH-000272,-1.6170126624399999
ACH-000273,-1.5207918437999999
ACH-000274,-1.4600716958700002
ACH-000277,-1.7825879200699999
ACH-000278,-1.33630329501
ACH-000279,-2.06922536144
ACH-000280,-1.34933601193
ACH-000281,-1.4296790640500001
ACH-000288,-1.5816306921599999
ACH-000291,-1.83073174845
ACH-000293,-1.6367506018200002
ACH-000294,-2.22056116315
ACH-000295,-1.31958200457
ACH-000296,-1.7864931526199999
ACH-000302,-1.69355045899
ACH-000304,-2.0104851248099997
ACH-000307,-1.7141550445500002
ACH-000308,-1.5776263182299999
ACH-000310,-1.57421710444
ACH-000311,-1.55924053646
ACH-000312,-1.50131270597
ACH-000315,-1.6758383607499998
ACH-000316,-1.43015841877
ACH-000317,-1.7217258166299998
ACH-000318,-1.55344612479
ACH-000319,-1.5837222947999998
ACH-000320,-1.80860110143
ACH-000322,-1.69407980533
ACH-000323,-1.7009376822
ACH-000324,-1.5220929145700002
ACH-000329,-2.16563649037
ACH-000330,-1.8958094773400003
ACH-000331,-1.5364399110100002
ACH-000332,-1.71592826171
ACH-000334,-2.7590092118
ACH-000335,-1.8996320654400003
ACH-000336,-1.89571745417
ACH-000337,-1.10625247797
ACH-000339,-1.5979727697100001
ACH-000341,-1.9713747989200001
ACH-000348,-1.75153622934
ACH-000350,-1.73748733751
ACH-000352,-1.5793233861200002
ACH-000356,-1.35814479663
ACH-000361,-1.3626072484099998
ACH-000362,-1.8454012929900003
ACH-000363,-1.7923556792
ACH-000364,-1.6829968368500001
ACH-000365,-1.94566089121
ACH-000366,-1.8707209957799997
ACH-000368,-1.7072268892500002
ACH-000374,-1.6284627183700002
ACH-000375,-1.94238677972
ACH-000376,-1.6714234942700001
ACH-000381,-1.7419753095400003
ACH-000383,-1.76541230632
ACH-000387,-1.87965160267
ACH-000389,-1.72280834028
ACH-000390,-1.67149343813
ACH-000393,-1.67764484774
ACH-000395,-1.7246107193900002
ACH-000397,-1.7140203968799999
ACH-000401,-1.48498920558
ACH-000402,-1.88701461347
ACH-000403,-1.59248530972
ACH-000404,-1.61406323065
ACH-000406,-1.9717614164099997
ACH-000407,-1.8597551329
ACH-000408,-1.61123558719
ACH-000410,-1.3794627713299998
ACH-000411,-1.4940843053900001
ACH-000414,-1.7286187002900002
ACH-000415,-1.52081220494
ACH-000416,-1.4710774930500001
ACH-000420,-1.69781467236
ACH-000421,-1.5150093148100001
ACH-000424,-1.66985652244
ACH-000425,-1.5687822227200001
ACH-000426,-1.55217143186
ACH-000427,-1.6117251134700001
ACH-000433,-1.5361977577300001
ACH-000436,-1.5047387645200003
ACH-000444,-1.44088703163
ACH-000445,-1.66248902365
ACH-000448,-1.59912161343
ACH-000450,-1.73694116303
ACH-000452,-1.75886418018
ACH-000454,-1.61687702284
ACH-000458,-1.81259276945
ACH-000459,-2.26049748732
ACH-000460,-1.56712289149
ACH-000461,-1.74691060802
ACH-000463,-1.7129985704700001
ACH-000464,-2.1018967292
ACH-000466,-1.4976797894
ACH-000467,-1.66336088942
ACH-000468,-1.3950375080000001
ACH-000469,-1.5437173054799997
ACH-000470,-1.8041720919599997
ACH-000471,-1.3859514769699999
ACH-000472,-1.9156733348599997
ACH-000473,-2.11100279865
ACH-000475,-1.56753546669
ACH-000476,-1.5421986378299999
ACH-000477,-2.46598201727
ACH-000480,-1.84240808979
ACH-000481,-1.8969194951
ACH-000483,-1.7447244525299999
ACH-000484,-1.93806307249
ACH-000485,-2.01077343195
ACH-000486,-1.5963648506099999
ACH-000487,-1.96733107815
ACH-000488,-1.70013486056
ACH-000490,-1.65242608928
ACH-000491,-2.10927315456
ACH-000495,-1.6241653196599999
ACH-000496,-1.8327323757900003
ACH-000499,-1.8840281238699998
ACH-000500,-1.9642188685
ACH-000502,-1.4513202706200001
ACH-000503,-1.42900866319
