,TNPO3 (23534)
ACH-000004,-1.3562385720399999
ACH-000007,-0.915619454065
ACH-000009,-1.1986910999299998
ACH-000011,-0.896284197226
ACH-000012,-1.14390979264
ACH-000013,-1.45097415125
ACH-000014,-1.18620031871
ACH-000015,-1.15072616973
ACH-000017,-1.49632885027
ACH-000018,-1.43098818694
ACH-000019,-1.3646815472999998
ACH-000021,-1.2387038760200002
ACH-000022,-1.1180967379
ACH-000025,-1.3858080233599999
ACH-000028,-1.28743684088
ACH-000030,-1.15002361782
ACH-000035,-1.1861545934200002
ACH-000036,-1.11989926187
ACH-000037,-1.0489348166099999
ACH-000039,-1.00212478455
ACH-000040,-1.19082962099
ACH-000041,-1.3468352503799998
ACH-000042,-1.21289653377
ACH-000045,-1.4037943225
ACH-000047,-1.1832407115299999
ACH-000052,-1.11634205849
ACH-000053,-1.24951220984
ACH-000054,-1.27554626331
ACH-000055,-0.9802809478210001
ACH-000060,-1.21416265158
ACH-000067,-1.2071541378100001
ACH-000070,-0.958035372061
ACH-000075,-1.3827149266799998
ACH-000078,-1.19380662854
ACH-000082,-1.66625325238
ACH-000085,-1.30602498059
ACH-000086,-1.08959015095
ACH-000087,-1.2111332234899999
ACH-000092,-1.2885241781999999
ACH-000095,-1.1092165514499999
ACH-000097,-1.3206482097399999
ACH-000098,-0.9658981094050001
ACH-000099,-1.25920507585
ACH-000108,-1.42511578505
ACH-000113,-1.40300415646
ACH-000115,-1.94597548167
ACH-000116,-1.1803883673
ACH-000118,-1.17322015415
ACH-000120,-1.54588256813
ACH-000123,-1.21812995203
ACH-000127,-1.4760253909099998
ACH-000128,-1.2677535789299998
ACH-000132,-1.4560397859
ACH-000133,-1.2547877964799998
ACH-000137,-1.18864742349
ACH-000138,-1.13105659066
ACH-000142,-0.928913516393
ACH-000143,-1.2015648931899998
ACH-000146,-1.5592852093599998
ACH-000148,-1.15047490266
ACH-000150,-1.30147125967
ACH-000152,-1.2190558732799999
ACH-000153,-1.49560131697
ACH-000159,-1.21739997427
ACH-000160,-1.59345838435
ACH-000163,-1.17321720198
ACH-000167,-1.83661624288
ACH-000168,-1.7465205156099999
ACH-000169,-1.40520427849
ACH-000178,-1.36161751484
ACH-000182,-1.1770513278599999
ACH-000183,-1.10471974086
ACH-000188,-1.43091409114
ACH-000189,-1.3781901210499998
ACH-000190,-0.867428424587
ACH-000198,-1.23548181236
ACH-000204,-1.01348700139
ACH-000206,-1.62964868004
ACH-000207,-1.13972980573
ACH-000211,-1.13669476097
ACH-000215,-0.783520096119
ACH-000221,-1.3721194829199999
ACH-000222,-1.32198702316
ACH-000223,-1.44733024928
ACH-000226,-1.23038819274
ACH-000227,-1.5923732210100001
ACH-000228,-1.43932426817
ACH-000231,-1.2162138887
ACH-000232,-1.08619649821
ACH-000233,-1.2872251515100002
ACH-000234,-1.3551293366400001
ACH-000235,-1.48134803947
ACH-000237,-1.69053831736
ACH-000238,-1.2606063801799998
ACH-000243,-0.9681769376880001
ACH-000244,-1.22995862202
ACH-000246,-1.02628704824
ACH-000248,-1.7071345397600002
ACH-000250,-0.8436232793039999
ACH-000251,-1.1877166572700002
ACH-000253,-1.26705847586
ACH-000255,-1.08068413893
ACH-000256,-1.0745722411799998
ACH-000257,-1.10981120401
ACH-000258,-0.55203333208
ACH-000259,-1.18929512141
ACH-000260,-1.16970361576
ACH-000261,-1.07339392504
ACH-000262,-1.03122320308
ACH-000263,-1.7026838123299999
ACH-000264,-1.38542558545
ACH-000265,-1.16756582551
ACH-000266,-1.5736878701600001
ACH-000272,-1.21756899911
ACH-000273,-1.2166175611599999
ACH-000274,-1.5098924921999999
ACH-000277,-1.5039489953299998
ACH-000278,-1.3737966664599999
ACH-000279,-1.4439836832799997
ACH-000280,-1.46949103993
ACH-000281,-1.1981305011299999
ACH-000288,-1.33406771278
ACH-000291,-1.11442391392
ACH-000293,-1.38759273558
ACH-000294,-1.3431017609399998
ACH-000295,-1.29738031445
ACH-000296,-1.37436914014
ACH-000302,-1.44327284306
ACH-000304,-1.17388474928
ACH-000307,-1.45228330204
ACH-000308,-1.6099109288799998
ACH-000310,-1.14865467561
ACH-000311,-1.34406374529
ACH-000312,-1.38591830655
ACH-000315,-1.4269973461200003
ACH-000316,-1.0979476168
ACH-000317,-0.957925060517
ACH-000318,-1.56103778579
ACH-000319,-1.3562602016799998
ACH-000320,-1.0573530847200001
ACH-000322,-1.11036341654
ACH-000323,-1.5120142499
ACH-000324,-1.44822588523
ACH-000329,-1.1807839041
ACH-000330,-1.313553395
ACH-000331,-1.27752307013
ACH-000332,-1.14055462463
ACH-000334,-1.56410923389
ACH-000335,-1.30979894219
ACH-000336,-1.22599108755
ACH-000337,-1.64952802104
ACH-000339,-1.37548881736
ACH-000341,-1.31054049647
ACH-000348,-1.4721264313299998
ACH-000350,-1.46207549902
ACH-000352,-1.5112908827
ACH-000356,-1.4351385326600001
ACH-000361,-1.19681131912
ACH-000362,-1.56933666242
ACH-000363,-1.59100996296
ACH-000364,-1.36884507745
ACH-000365,-1.47670389448
ACH-000366,-1.13119270773
ACH-000368,-1.15683263596
ACH-000374,-1.28188374754
ACH-000375,-1.41798695982
ACH-000376,-1.12533295866
ACH-000381,-1.13867228396
ACH-000383,-1.55318083412
ACH-000387,-1.18345626482
ACH-000389,-1.0
ACH-000390,-1.01334904177
ACH-000393,-1.2494248429
ACH-000395,-1.3637027734399998
ACH-000397,-1.3163115248200001
ACH-000401,-1.11797192239
ACH-000402,-1.4857503111800001
ACH-000403,-1.54855368365
ACH-000404,-1.0220154380700002
ACH-000406,-1.31807789066
ACH-000407,-1.1875757308
ACH-000408,-1.54713961276
ACH-000410,-1.2075150831
ACH-000411,-1.39829795573
ACH-000414,-1.2678976500599999
ACH-000415,-1.26837706981
ACH-000416,-1.41344280458
ACH-000420,-0.951532317292
ACH-000421,-1.50466611746
ACH-000424,-1.5028058510299998
ACH-000425,-1.32132658143
ACH-000426,-1.5058927005200002
ACH-000427,-1.57182811033
ACH-000433,-1.1936371048
ACH-000436,-1.26607252852
ACH-000444,-1.49352243921
ACH-000445,-1.15691793235
ACH-000448,-1.2612570819600002
ACH-000450,-1.17860235979
ACH-000452,-1.3535873857299998
ACH-000454,-0.867962036129
ACH-000458,-1.18801954505
ACH-000459,-0.800893267165
ACH-000460,-1.30365090393
ACH-000461,-1.17069849023
ACH-000463,-1.0470541663600001
ACH-000464,-1.47882300801
ACH-000466,-1.20338257847
ACH-000467,-1.37305413579
ACH-000468,-1.39027590338
ACH-000469,-1.3014055629799999
ACH-000470,-1.3567224112099998
ACH-000471,-1.3298411158299999
ACH-000472,-1.69716024791
ACH-000473,-1.5154947102
ACH-000475,-1.0985982570200001
ACH-000476,-1.18405342231
ACH-000477,-1.5551105804299998
ACH-000480,-1.130160831
ACH-000481,-1.28415972626
ACH-000483,-1.20474209583
ACH-000484,-1.5598464855
ACH-000485,-1.10950985144
ACH-000486,-1.28651701941
ACH-000487,-1.15639437696
ACH-000488,-1.3563747559000001
ACH-000490,-1.3137112164
ACH-000491,-1.14609146723
ACH-000495,-1.2588234080399998
ACH-000496,-1.0704378319399999
ACH-000499,-1.05528566549
ACH-000500,-0.7328705038879999
ACH-000502,-1.13795748353
ACH-000503,-1.39648020977
ACH-000505,-1.47120795403
ACH-000507,-1.2600756926
ACH-000510,-1.31643272137
ACH-000511,-1.35694371565
ACH-000512,-1.1624514425799999
ACH-000516,-1.36270561401
ACH-000517,-1.1268387453
ACH-000518,-1.32425343626
ACH-000520,-1.20751180027
ACH-000521,-1.2161889265299999
ACH-000522,-1.14989339839
ACH-000524,-1.30367835471
ACH-000527,-1.12784536955
ACH-000528,-1.33675769331
ACH-000537,-1.40124182805
ACH-000541,-1.42240308847
ACH-000542,-1.4129744016699999
ACH-000544,-1.3728258516
ACH-000545,-1.06709154017
ACH-000547,-1.08405158589
ACH-000548,-1.25082747637
ACH-000549,-1.14862181378
ACH-000550,-1.26363582376
ACH-000552,-1.21661115359
ACH-000556,-1.22240430738
ACH-000557,-1.69282834037
ACH-000570,-1.14693163609
ACH-000571,-1.40980633861
ACH-000573,-1.34240435264
ACH-000576,-1.43598769457
ACH-000580,-1.03122500744
ACH-000584,-1.55833122118
ACH-000585,-1.24995680642
ACH-000588,-1.27807463594
ACH-000589,-1.12521987789
ACH-000591,-1.2489230401
ACH-000593,-1.20110532854
