,DNMBP (23268)
ACH-000004,-0.00980771691714
ACH-000007,0.013369202944
ACH-000009,-0.164504602434
ACH-000011,0.00647930246517
ACH-000012,-0.127860294114
ACH-000013,-0.018645572237
ACH-000014,-0.162672028405
ACH-000015,-0.18435303999400002
ACH-000017,0.054186177769200004
ACH-000018,-0.134312756676
ACH-000019,-0.10161447072799999
ACH-000021,-0.00032450038212700005
ACH-000022,-0.08347089183119999
ACH-000025,0.0303154983091
ACH-000028,0.043805200363300004
ACH-000030,-0.0395554522224
ACH-000035,-0.16983371349100002
ACH-000036,-0.0437795914807
ACH-000037,-0.025195449031400002
ACH-000039,-0.109896694122
ACH-000040,-0.0473790862935
ACH-000041,-0.193597607439
ACH-000042,-0.0784450003467
ACH-000045,-0.0784375907077
ACH-000047,0.146827036682
ACH-000052,-0.0957794239724
ACH-000053,-0.0202130938667
ACH-000054,0.00998858778618
ACH-000055,-0.15020630678
ACH-000060,-0.0144507779071
ACH-000067,-0.170013920902
ACH-000070,-0.0418996708472
ACH-000075,-0.0242181221949
ACH-000078,-0.07772233483180001
ACH-000082,-0.0751264732736
ACH-000085,0.0533140390797
ACH-000086,-0.10416451021999999
ACH-000087,0.038140618825099996
ACH-000092,0.028642095803600002
ACH-000095,-0.145033571373
ACH-000097,-0.09292354754560002
ACH-000098,0.00306408668619
ACH-000099,-0.0801046860581
ACH-000108,0.0197736933155
ACH-000113,0.043794276529900006
ACH-000115,-0.0389060195497
ACH-000116,-0.136677264516
ACH-000118,-0.11666107844599999
ACH-000120,-0.00097096385593
ACH-000123,-0.0694150685307
ACH-000127,-0.11733049812000002
ACH-000128,0.042347989461400004
ACH-000132,-0.077732588191
ACH-000133,-0.0485405045664
ACH-000137,-0.016908620918
ACH-000138,-0.044814499126399995
ACH-000142,0.00177503415852
ACH-000143,-0.0533614183691
ACH-000146,-0.125189734975
ACH-000148,-0.11446925485
ACH-000150,0.0662978228655
ACH-000152,-0.0458009968767
ACH-000153,0.0014181341448399997
ACH-000159,0.157098794416
ACH-000160,-0.13039601742999998
ACH-000163,-0.13160901688100002
ACH-000167,-0.09751652403689999
ACH-000168,0.022645858315900002
ACH-000169,-0.22797099694000003
ACH-000178,0.0377591354204
ACH-000182,-0.155496226287
ACH-000183,-0.116734096696
ACH-000188,-0.0286120244129
ACH-000189,-0.35840814971
ACH-000190,-0.232472469382
ACH-000198,-0.0532421803881
ACH-000204,0.0207656957839
ACH-000206,0.022333152434099997
ACH-000207,-0.35403579133199997
