,DAPK3 (1613)
ACH-000004,-0.193877776204
ACH-000007,0.46111556088999994
ACH-000009,0.521442726597
ACH-000011,0.15379743858
ACH-000012,-0.042650162144
ACH-000013,-0.0129227738385
ACH-000014,0.160837040012
ACH-000015,0.14541601189
ACH-000017,-0.151461581614
ACH-000018,0.011781732299899999
ACH-000019,0.328748803241
ACH-000021,0.0455596610893
ACH-000022,0.0381658415297
ACH-000025,0.080918996039
ACH-000028,0.0514028774895
ACH-000030,0.174752646688
ACH-000035,-0.0017847340016199998
ACH-000036,0.175790605718
ACH-000037,0.180494518898
ACH-000039,0.276887382844
ACH-000040,-0.0846649770163
ACH-000041,-0.11248763093599999
ACH-000042,0.42986969053999996
ACH-000045,-0.00576880569057
ACH-000047,0.39926799208
ACH-000052,0.19572234292100002
ACH-000053,-0.036257043053
ACH-000054,0.318416891913
ACH-000055,0.19380908790399998
ACH-000060,0.32592655121999997
ACH-000067,0.045487707431300005
ACH-000070,0.168709174271
ACH-000075,0.130331502865
ACH-000078,-0.0521252256431
ACH-000082,0.056049894705600005
ACH-000085,-0.196789404132
ACH-000086,-0.0247154684982
ACH-000087,-0.004053305155520001
ACH-000092,0.111168945539
ACH-000095,-0.0624206418343
ACH-000097,0.225237043229
ACH-000098,-0.0390407243431
ACH-000099,0.023488512405
ACH-000108,0.330484252775
ACH-000113,0.0557961614145
ACH-000115,0.074087783686
ACH-000116,0.142106958935
ACH-000118,0.128637900121
ACH-000120,0.30543953934
ACH-000123,-0.047724497793199996
ACH-000127,0.0223833365634
ACH-000128,-0.151075720237
ACH-000132,0.260651673411
ACH-000133,0.0573081702094
ACH-000137,-0.143526951323
ACH-000138,0.250519037161
ACH-000142,-0.113821966242
ACH-000143,0.08889509534219998
ACH-000146,0.0262177061167
ACH-000148,0.17742078039200002
ACH-000150,-0.266502967151
ACH-000152,0.197385598592
ACH-000153,0.261861423882
ACH-000159,0.23889081181
ACH-000160,0.6740283673749999
ACH-000163,0.0249670480956
ACH-000167,0.814066144708
ACH-000168,-0.0583812443058
ACH-000169,0.028626015172399998
ACH-000178,0.23382462628000003
ACH-000182,0.130157506203
ACH-000183,0.0734242337582
ACH-000188,-0.0546714361071
ACH-000189,-0.047999627306699995
ACH-000190,0.509354019359
