,TEAD1 (7003)
ACH-000004,-0.0240404178407
ACH-000007,-0.233477279573
ACH-000009,-0.145484433358
ACH-000011,-0.5422538144169999
ACH-000012,-0.177767500453
ACH-000013,-0.136481398261
ACH-000014,-0.07825604701239999
ACH-000015,-0.214473476549
ACH-000017,-0.220431286085
ACH-000018,-0.669379370399
ACH-000019,-0.0932908921487
ACH-000021,-0.166944558751
ACH-000022,0.0333368268156
ACH-000025,-0.615723846523
ACH-000028,-0.183762931332
ACH-000030,-0.783188761199
ACH-000035,-0.132885432242
ACH-000036,-0.6017579859269999
ACH-000037,0.549809450971
ACH-000039,0.00615343069487
ACH-000040,0.011276732037599999
ACH-000041,0.239156585787
ACH-000042,-0.489319581835
ACH-000045,-0.123544694002
ACH-000047,-0.26749959355
ACH-000052,-0.08403804846830001
ACH-000053,0.11549020817700001
ACH-000054,-0.118543772827
ACH-000055,0.124210530155
ACH-000060,-0.620011425579
ACH-000067,-0.631637322711
ACH-000070,0.11568144061300001
ACH-000075,-0.0345910673815
ACH-000078,-0.483472171879
ACH-000082,-0.590336316017
ACH-000085,0.013476102990299998
ACH-000086,-0.7802085137520001
ACH-000087,-0.0357179217759
ACH-000092,-0.248777550748
ACH-000095,-0.0123510023859
ACH-000097,-0.049953304111099994
ACH-000098,-0.320641394381
ACH-000099,-0.45359211827600004
ACH-000108,-0.6582327870629999
ACH-000113,-0.21921793315699997
ACH-000115,0.06571530301419999
ACH-000116,0.210805759692
ACH-000118,-0.645141416498
ACH-000120,-0.350191387877
ACH-000123,-0.246721102247
ACH-000127,-0.628684363394
ACH-000128,-0.296902734772
ACH-000132,0.22927681489
ACH-000133,0.00204186294643
ACH-000137,-0.131709220793
ACH-000138,-0.6812034788
ACH-000142,-0.0668182534943
ACH-000143,0.0705658396042
ACH-000146,0.11222168968
ACH-000148,0.0642094627214
ACH-000150,-0.138697846132
ACH-000152,-0.115420066272
ACH-000153,-0.7618909303110001
ACH-000159,0.104108722665
ACH-000160,0.034226303762
ACH-000163,-0.423073699181
ACH-000167,-0.257863346529
ACH-000168,0.032941010939999994
ACH-000169,0.0343697049345
ACH-000178,0.16916202095
ACH-000182,0.12371735015999999
ACH-000183,-0.08357104321719999
ACH-000188,-0.187453664804
ACH-000189,-0.519150795054
ACH-000190,-0.15244229176899998
ACH-000198,-0.199510464239
ACH-000204,0.413363661874
ACH-000206,-0.15723653740399998
ACH-000207,-0.042830806202099996
ACH-000211,0.08155163098689999
ACH-000215,-0.34472740142499997
ACH-000221,-0.015597690317799999
ACH-000222,-0.369198239954
ACH-000223,-0.09551686310789999
ACH-000226,-0.00225951083945
ACH-000227,-0.420699502671
ACH-000228,0.233485588664
ACH-000231,-0.0700686454874
ACH-000232,-0.8705921870100001
ACH-000233,-0.0434203513284
ACH-000234,-0.471503559424
ACH-000235,-0.564337966489
ACH-000237,-0.385553409169
ACH-000238,-0.34647337463
ACH-000243,-0.062411825966600006
ACH-000244,-0.46608736339900003
ACH-000246,-0.376360299664
ACH-000248,-0.182751078158
ACH-000250,-0.35847485840000004
ACH-000251,-0.46516859423999996
ACH-000253,-0.22595518591699998
ACH-000255,-0.00144926099213
ACH-000256,-0.4504884069899999
ACH-000257,-0.5157905561739999
ACH-000258,0.12617069042600002
ACH-000259,-0.184284359133
ACH-000260,-0.0833572617654
ACH-000261,-0.452788431174
ACH-000262,-0.148846735872
ACH-000263,-0.0720912447263
ACH-000264,0.24963697503
ACH-000265,-0.0947409175213
ACH-000266,-0.7860942847329999
ACH-000272,-0.0006493650795619998
ACH-000273,-0.15590087810699998
ACH-000274,-0.9507791042810001
ACH-000277,0.224822224671
ACH-000278,0.049299626278599996
ACH-000279,-0.00120530300733
ACH-000280,-0.5910489019780001
ACH-000281,-0.455045060388
ACH-000288,0.137104579269
ACH-000291,0.0141451588178
ACH-000293,-0.332865056415
ACH-000294,0.08848767113119999
ACH-000295,0.0174114328688
ACH-000296,-0.259143695639
ACH-000302,-0.0487666157661
ACH-000304,0.205078391456
ACH-000307,-0.265139617566
ACH-000308,-0.352707717576
ACH-000310,-0.6174660959130001
ACH-000311,-0.608437271406
ACH-000312,-0.0945405212873
ACH-000315,-0.167175138409
ACH-000316,-0.501278891376
ACH-000317,-0.182376782511
ACH-000318,-0.09862309626489998
ACH-000319,-0.0343027093524
ACH-000320,-0.176494712534
ACH-000322,-0.09461362597260001
ACH-000323,-0.480143454763
ACH-000324,-0.27998249000500003
ACH-000329,0.21286678029699999
ACH-000330,0.22622961009300002
ACH-000331,-0.651340818899
ACH-000332,-0.8111937272390001
ACH-000334,-0.201141053742
ACH-000335,-0.393456145122
ACH-000336,-0.122020975524
ACH-000337,-0.038234150614099995
ACH-000339,-0.5416910067090001
ACH-000341,-0.0722677760723
ACH-000348,-0.229890511865
ACH-000350,-0.532310338318
ACH-000352,0.010207268709100001
ACH-000356,-0.133293774495
ACH-000361,-1.1005399075700002
ACH-000362,-0.179411562616
ACH-000363,0.236237646178
ACH-000364,-0.36872485455
ACH-000365,-0.127123817206
ACH-000366,-0.0625444977933
ACH-000368,-0.49567733071599995
ACH-000374,0.187209706362
ACH-000375,-0.173421191957
ACH-000376,-0.604971907991
ACH-000381,0.0776518185771
ACH-000383,-0.7129522084100001
ACH-000387,-0.00785679310143
ACH-000389,-0.27493979066700003
ACH-000390,0.0008286820328250001
ACH-000393,-0.40624735305200005
ACH-000395,-0.617352061877
ACH-000397,-0.6204895015030001
ACH-000401,-0.345618031893
ACH-000402,-0.224928564523
ACH-000403,-0.7521204014
ACH-000404,-0.5851647644210001
ACH-000406,0.024819111343799997
ACH-000407,-0.0045683077411599994
ACH-000408,-0.250096337479
ACH-000410,0.05807702448509999
ACH-000411,-0.16110691316
ACH-000414,-0.0477712076324
ACH-000415,-0.151070815394
ACH-000416,-0.160432069584
ACH-000420,-0.29969064465
ACH-000421,0.00316957928264
ACH-000424,-0.104866209632
ACH-000425,0.29055162772599996
ACH-000426,0.021823668681400003
ACH-000427,-0.030965829126200002
ACH-000433,-0.8242041729240001
ACH-000436,-0.0353666180707
ACH-000444,-0.193989462664
ACH-000445,-0.0377226043712
ACH-000448,-0.005284524508879999
ACH-000450,-0.691069589998
ACH-000452,-0.0314658524328
ACH-000454,-0.262659280944
ACH-000458,-0.551053767078
ACH-000459,0.22971166811000002
ACH-000460,-0.739671859468
ACH-000461,-0.27300828597
ACH-000463,-0.0767963754222
ACH-000464,-0.10287493979599999
ACH-000466,-1.06889435814
ACH-000467,0.38432487331500004
ACH-000468,-0.132480525592
ACH-000469,-0.0383641191479
ACH-000470,-0.49490793127099997
ACH-000471,-0.132376245941
ACH-000472,-0.374528958566
ACH-000473,-0.18366592583500002
ACH-000475,0.0788471338825
ACH-000476,-0.605005581862
ACH-000477,0.0489340389614
ACH-000480,0.0358556010137
ACH-000481,0.015619795535200001
ACH-000483,0.13734507427200002
ACH-000484,-0.29553005183000003
ACH-000485,0.030277371855900004
ACH-000486,-0.5478167122559999
ACH-000487,0.00579918002382
ACH-000488,-0.276821342897
ACH-000490,-0.322004489681
ACH-000491,-0.05658742892469999
ACH-000495,-0.13237562406300002
ACH-000496,-0.273085731911
ACH-000499,-0.090308877801
ACH-000500,-0.1550584529
ACH-000502,-0.433226044637
ACH-000503,0.106080308752
ACH-000505,-0.13654933761
ACH-000507,-0.383220421398
ACH-000510,-0.133533002416
ACH-000511,-0.464625374129
ACH-000512,-0.009960762935290001
ACH-000516,-0.27031792415100003
ACH-000517,-0.719008832402
ACH-000518,-0.223310356259
ACH-000520,-0.015022934073999999
ACH-000521,-0.7607638609209999
ACH-000522,-0.31951732255
ACH-000524,0.148950060557
ACH-000527,-0.33944063785899997
ACH-000528,-0.243187099621
ACH-000537,-0.9351097639910001
ACH-000541,0.159448503422
ACH-000542,-0.268723972861
ACH-000544,-0.221732521804
ACH-000545,-0.336745360158
ACH-000547,-0.6949058644149999
ACH-000548,-0.37022656588299996
ACH-000549,-0.311905302325
ACH-000550,-0.767425725621
ACH-000552,-0.274481674164
ACH-000556,-0.35521763352799995
ACH-000557,0.475396734957
ACH-000570,-0.7019192751600001
ACH-000571,-0.51417256692
ACH-000573,0.04990045359090001
ACH-000576,0.042190914173600005
ACH-000580,0.0937119174704
ACH-000584,0.162381046292
ACH-000585,-0.380104082725
ACH-000588,0.0962147259846
ACH-000589,-0.293094656651
