,TUBB4B (10383)
ACH-000477,-0.18058962105999998
ACH-000480,-0.34792352136200005
ACH-000481,-0.201685861804
ACH-000483,-0.014511026489500001
ACH-000484,-0.226982492214
ACH-000485,-1.5958008599200002
ACH-000486,-0.360217774878
ACH-000487,-0.0857852558567
ACH-000488,-0.262740455476
ACH-000490,-1.03045476232
ACH-000491,-0.215179959021
ACH-000495,-0.246240576804
ACH-000496,-0.20157438977000003
ACH-000499,-0.49697393952299995
ACH-000500,-1.02839987381
ACH-000502,-0.31321143408
ACH-000503,-0.435709184482
ACH-000505,-0.5137676373960001
ACH-000507,-0.434106594242
ACH-000510,-0.223005568317
ACH-000511,-0.14090827884600002
ACH-000512,-0.421280947663
ACH-000516,0.0944694831879
ACH-000517,-1.03165733776
ACH-000518,-0.9919780448219999
ACH-000520,-0.132266151597
ACH-000521,0.126134440078
ACH-000522,-0.0887848040043
ACH-000524,-0.061200223108
ACH-000527,-0.746962536243
ACH-000528,-0.07977190504689999
ACH-000537,-0.270171040897
ACH-000541,-0.24313845118500002
ACH-000542,-0.509427542992
ACH-000544,-0.877557158793
ACH-000545,-0.404872503673
ACH-000547,-0.46927035598399996
ACH-000548,-0.257680219383
ACH-000549,-0.7228959677399999
ACH-000550,-0.488227333345
ACH-000552,-1.0395070396500001
ACH-000556,-0.186687779135
ACH-000557,-0.0630121977929
ACH-000570,-0.08743344489530001
ACH-000571,0.0464663458191
ACH-000573,-0.472894885251
ACH-000576,-0.20493309227
ACH-000580,-0.31151403705499997
ACH-000584,-0.193728706578
ACH-000585,0.056905823769
ACH-000588,-0.08084823215739999
ACH-000589,-0.46832339943499995
ACH-000591,-0.17493784823199998
ACH-000593,-0.591450891031
ACH-000600,-0.299424004938
ACH-000601,-0.206179374084
ACH-000604,-0.148603157182
ACH-000605,0.039782286732
ACH-000606,-0.027358159783099998
ACH-000608,-0.45988774681100003
ACH-000614,-0.12992239169000003
ACH-000616,-0.34845293715899994
ACH-000618,0.0166041136292
ACH-000619,-1.13001148881
ACH-000620,-0.337572361565
ACH-000621,-0.20614636706099998
ACH-000622,-0.274781027544
ACH-000623,0.028381562284900002
ACH-000624,-0.0752607950522
ACH-000627,0.045841719760199996
ACH-000630,-0.8692548098109999
ACH-000632,-0.109090050077
ACH-000633,0.059609078656699996
ACH-000637,-1.1722564914700002
ACH-000638,-0.2924087016
ACH-000646,-0.19549752192000003
ACH-000647,-0.23030434249600001
ACH-000648,-0.701637156769
ACH-000649,-0.9145491072840001
ACH-000651,-0.392769377333
ACH-000652,-0.125538690071
ACH-000653,0.0596576677723
ACH-000657,-0.456522552957
ACH-000658,-0.237106133515
ACH-000661,-0.128657655189
ACH-000662,-0.858459117571
ACH-000663,-0.507992503446
ACH-000665,-0.139372324684
ACH-000671,-0.411627608994
ACH-000673,0.08575203559229999
ACH-000676,0.040312578126599996
ACH-000677,-0.482061220496
ACH-000681,-0.548075066765
ACH-000682,-0.26670189534
ACH-000683,-0.24207714218600002
ACH-000684,-0.10176179219499999
ACH-000688,0.030705000317000002
ACH-000693,-0.051462971070999994
ACH-000694,-0.546649210495
ACH-000695,-0.169797031442
ACH-000696,-0.102300032728
ACH-000697,-0.286269094246
ACH-000699,-0.0391926186568
ACH-000701,-0.503929365695
ACH-000706,-0.23902935911400003
ACH-000711,0.060558557719400004
ACH-000713,-0.296187365389
ACH-000714,-0.16081651727399998
ACH-000718,-1.2167733246899999
ACH-000720,-0.0176897909973
ACH-000721,-0.959635947903
ACH-000724,-0.230837273079
ACH-000725,0.155796677631
ACH-000732,-0.21865841760899998
ACH-000734,-0.37638030426200003
ACH-000735,-1.1756405927
ACH-000736,-0.266494871191
ACH-000738,-0.0472932894769
ACH-000746,0.0031624972609
ACH-000747,-0.147866772847
ACH-000748,-0.06333164309469999
ACH-000753,-0.326541722448
ACH-000756,0.04981713512659999
ACH-000757,-0.045626421465
ACH-000758,-0.228476139565
ACH-000760,-0.0513870090998
ACH-000763,-0.224376517852
ACH-000764,-0.323221548717
ACH-000765,-0.119079855801
ACH-000766,-0.37221169415700006
ACH-000767,-0.329834683859
ACH-000768,0.106980496063
ACH-000769,-0.0336206967263
ACH-000770,-0.313082067975
ACH-000771,-0.872785614747
ACH-000773,-0.34267551281499997
ACH-000776,-0.340713047337
ACH-000777,-0.500833052449
ACH-000778,0.073526687603
ACH-000781,-0.40112936774400004
ACH-000782,-0.320408486776
ACH-000783,-0.325018039362
ACH-000784,-0.731355449927
ACH-000785,-0.357532747377
ACH-000787,-0.30514895870000003
ACH-000788,-0.018721589624299997
ACH-000791,-0.35791448310900004
ACH-000792,0.0183320321423
ACH-000794,-0.68823560376
ACH-000796,-0.308785607776
ACH-000799,-0.200876623367
ACH-000800,-0.0724770483153
ACH-000802,-0.060761526533399994
ACH-000804,-0.130352077647
ACH-000805,-0.608490277708
ACH-000809,-0.150594301236
ACH-000810,0.11795099571699999
ACH-000811,-0.297684713347
ACH-000817,0.014031184064899999
ACH-000819,-0.0251009931935
ACH-000820,-0.719569862015
ACH-000821,0.179615561671
ACH-000822,0.09857302915830002
ACH-000823,-0.0274462701534
ACH-000824,-0.37872650298
ACH-000827,0.0122378060305
ACH-000829,-0.130293360965
ACH-000831,-0.257993678456
ACH-000832,-0.46879712631399995
ACH-000833,-0.304506002534
ACH-000834,-0.984010333319
ACH-000835,-0.16401402827
ACH-000836,-0.506173410887
ACH-000837,-0.884780045634
ACH-000838,-0.28321365644200003
ACH-000839,-0.37291581534699997
ACH-000840,-0.30540339860599997
ACH-000841,-0.38487203414399995
ACH-000843,-0.07181671313469999
ACH-000846,-0.189651596679
ACH-000847,-0.0942739189174
ACH-000848,-0.26375726011
ACH-000849,-0.0597513426079
ACH-000851,-0.44086218477899997
ACH-000855,-0.030027220647200002
ACH-000856,-0.23555745870099998
ACH-000858,0.00505557274295
ACH-000859,-0.288422743696
ACH-000861,0.0179269288699
ACH-000862,-0.5859909398049999
ACH-000865,-0.7207103483399999
ACH-000866,0.0504330891144
ACH-000867,-0.024484029736299998
ACH-000869,-1.3477776280000002
ACH-000872,-0.5046055255449999
ACH-000873,-0.38500801712399996
ACH-000876,-0.11639764965800001
ACH-000878,-0.541294177928
ACH-000880,-0.236917150575
ACH-000881,-0.132745400566
ACH-000882,-0.128959094548
ACH-000884,-0.284996519215
ACH-000885,-0.3127233392
ACH-000887,-0.200240934038
ACH-000888,-0.571896678638
ACH-000889,-0.203433498806
ACH-000890,-0.276522895516
ACH-000896,0.153550681815
ACH-000898,-0.194856117792
ACH-000900,-0.26128845174000004
ACH-000901,-0.269191578926
ACH-000905,0.057268521125600005
ACH-000906,-0.17274899809500002
ACH-000907,-0.232276220511
ACH-000910,-0.37066896485600004
ACH-000911,-0.339325423601
ACH-000912,-0.9898278877159999
ACH-000913,-0.06580008707309999
ACH-000915,0.139780268718
ACH-000916,-0.5424284188840001
ACH-000917,-0.12921860939899998
ACH-000921,-0.27822396537
ACH-000924,-0.8145315583220001
ACH-000926,-1.3182605988299998
ACH-000928,-0.8732250939030001
ACH-000929,-0.453572788341
ACH-000932,-0.5026923434839999
ACH-000935,-0.568447485786
ACH-000936,-0.12049837512
ACH-000937,-0.14647433756300002
ACH-000938,-0.23175665219900002
ACH-000939,-0.0067056047302600005
ACH-000941,-0.39085168901100004
ACH-000943,-0.305518049756
ACH-000946,-0.0952589744065
ACH-000947,-0.0598028846782
ACH-000948,-0.08303596099050001
ACH-000950,-0.354427972454
ACH-000953,-0.041163124377599995
ACH-000957,-0.18516062942400002
ACH-000958,-0.134334446616
ACH-000960,-0.378001304343
ACH-000963,-1.12411471422
ACH-000968,-0.029242931387400004
ACH-000969,-1.0362249958
ACH-000973,-0.236907422272
ACH-000974,-0.20496198250300002
ACH-000975,-0.22945120050999998
ACH-000976,-0.480777191816
ACH-000978,0.0399271154013
ACH-000980,-0.0685830786994
ACH-000984,-0.141321058341
ACH-000986,-0.4966986133199999
ACH-000988,0.040917935979199994
ACH-000993,-0.790792253753
ACH-000994,-0.380340007993
ACH-000996,-0.562603248971
ACH-001001,-0.218494382903
ACH-001020,-0.485095044762
ACH-001028,-0.0991135105744
ACH-001031,-0.335295933741
ACH-001038,-0.017526469162
ACH-001048,-0.351560736789
ACH-001050,-0.122397723489
ACH-001053,-0.00261417976916
ACH-001054,0.0414084078697
ACH-001061,-0.134671920944
ACH-001067,-0.910680461972
ACH-001075,-0.778039167343
ACH-001096,-0.43285322198799997
ACH-001128,-0.5568712810859999
ACH-001134,-0.21111314707000003
ACH-001151,-0.36814057669100003
ACH-001163,-0.290492060331
ACH-001164,-0.21837583426999999
ACH-001173,-0.028983232865299996
ACH-001183,-0.8274247978910001
ACH-001184,-0.27619554761
ACH-001190,-0.137103219645
ACH-001192,0.029186481981099997
ACH-001193,-0.23055337094999998
ACH-001196,-0.415010957923
ACH-001197,-0.274169140788
ACH-001205,-0.153944451678
ACH-001211,-0.560233430538
ACH-001212,-0.169969934399
ACH-001228,-1.45415299931
ACH-001232,-0.08412402614089999
ACH-001239,-0.292150282172
ACH-001274,-0.670590429643
ACH-001275,-0.30126596128600003
ACH-001277,-0.168463762696
ACH-001278,-0.362308202249
ACH-001280,-0.248169047207
ACH-001283,-0.060856515347499994
ACH-001289,-0.338181911469
ACH-001295,-0.188553653709
ACH-001300,-0.0983413301737
ACH-001301,0.221505541408
ACH-001302,0.06261508944899999
ACH-001303,-0.134933572382
ACH-001306,-0.229692856123
ACH-001318,-0.115330229625
ACH-001322,-0.041084145977400004
ACH-001328,-0.251035381136
ACH-001332,-0.427360725277
ACH-001333,-0.21423325332600002
ACH-001336,-0.295633362371
ACH-001340,-0.0984228540995
ACH-001346,-0.23105072978500002
ACH-001353,-0.823632156453
ACH-001354,-0.103232711224
ACH-001367,-0.14506098558
ACH-001368,-0.118666979533
ACH-001374,-0.05040980407869999
ACH-001375,-0.220842667036
ACH-001377,-0.21310189723900003
ACH-001380,-0.150549655172
ACH-001391,-0.307490092581
ACH-001407,-0.499911721872
ACH-001408,-0.23951014529800002
ACH-001413,-0.91407791502
ACH-001430,-0.172613748137
ACH-001431,-0.105763898249
ACH-001450,-0.319412162301
ACH-001496,-0.611557590158
ACH-001500,-0.402284036209
ACH-001521,-0.504387734067
ACH-001523,-0.600721615889
ACH-001532,-0.39473505516400004
ACH-001536,0.06064132753740001
ACH-001550,-0.431298427237
ACH-001552,-0.249962690471
ACH-001554,-0.14500251770199998
ACH-001645,-0.254898185772
ACH-001654,-0.28939336364
ACH-001715,-0.20811922099
ACH-001735,-0.022934140142200004
ACH-001736,-0.141494421703
ACH-001737,-0.018891569288999998
ACH-001740,0.048384675092400006
ACH-001745,-0.11172958124000001
ACH-001750,-0.36420944489
ACH-001765,-0.308069330182
ACH-001956,-0.613095351192
ACH-001957,-0.00100623275158
