,PWWP2A (114825)
ACH-000004,0.059422090432599994
ACH-000007,-0.09033397335280001
ACH-000009,0.020286174774099996
ACH-000011,0.205553414343
ACH-000012,0.0538015226366
ACH-000013,0.16736951715600001
ACH-000014,0.00561414418125
ACH-000015,-0.200854425609
ACH-000017,0.025117490632599996
ACH-000018,-0.0236632503008
ACH-000019,0.170966469663
ACH-000021,-0.059740032436
ACH-000022,-0.0691204084374
ACH-000025,-0.0583786300868
ACH-000028,0.0375893472844
ACH-000030,0.07271847138780001
ACH-000035,-0.04455514972519999
ACH-000036,-0.0645924940609
ACH-000037,0.158496106316
ACH-000039,-0.279090984607
ACH-000040,-0.121322176406
ACH-000041,-0.117948375733
ACH-000042,-0.23524473551199998
ACH-000045,0.09844021361670001
ACH-000047,-0.0666219720103
ACH-000052,-0.225786478522
ACH-000053,-0.172293513457
ACH-000054,-0.17892097941399998
ACH-000055,0.0345527676852
ACH-000060,-0.18597802620999998
ACH-000067,-0.0114358711127
ACH-000070,-0.10984305840099999
ACH-000075,-0.129404643839
ACH-000078,-0.0292518715314
ACH-000082,-0.0945977977781
ACH-000085,-0.0371702298693
ACH-000086,-0.11559375430199999
ACH-000087,-0.0364603892601
ACH-000092,-0.0315105342518
ACH-000095,-0.15459506982899998
ACH-000097,-0.07400478372439999
ACH-000098,-0.07733107733089999
ACH-000099,-0.124520277353
ACH-000108,0.0016312881308699998
ACH-000113,0.132608984126
ACH-000115,0.0886666688487
ACH-000116,0.0241154622138
ACH-000118,-0.011129418167299999
ACH-000120,-0.040112368185000004
ACH-000123,-0.0548862674765
ACH-000127,-0.008192387961229999
ACH-000128,-0.0492836770665
ACH-000132,-0.0022648094203600003
ACH-000133,0.0170408450824
ACH-000137,-0.0123403920609
ACH-000138,-0.115084555437
ACH-000142,0.199396968701
ACH-000143,-0.010465117176
ACH-000146,-0.0676829146361
ACH-000148,0.046671114102099995
ACH-000150,-0.255471212153
ACH-000152,-0.0706891116878
ACH-000153,-0.29231424886199997
ACH-000159,0.067644797292
ACH-000160,0.023451040565299997
ACH-000163,0.0035187273511
ACH-000167,0.0989748439865
ACH-000168,-0.10985511070599999
ACH-000169,-0.057388333391500006
ACH-000178,-0.153844954222
ACH-000182,-0.0178308859482
ACH-000183,-0.180667494687
ACH-000188,-0.056676564779199995
ACH-000189,0.1771677856
ACH-000190,0.0561361320703
ACH-000198,-0.062548646995
ACH-000204,0.0663700726656
ACH-000206,0.172526643835
ACH-000207,0.0555754536827
ACH-000211,-0.0446927056721
ACH-000215,-0.108607899104
ACH-000221,0.0532555051274
ACH-000222,-0.09878852726389999
ACH-000223,-0.165198817913
ACH-000226,-0.176443191779
ACH-000227,-0.264245231347
ACH-000228,0.0208834231851
ACH-000231,0.0498019821129
ACH-000232,-0.272915135797
ACH-000233,-0.182236407409
ACH-000234,-0.0695486195063
ACH-000235,-0.028910658387
ACH-000237,0.103500889164
ACH-000238,-0.0145566538585
ACH-000243,-0.0386550041854
ACH-000244,0.14052250294399998
ACH-000246,-0.00149751119311
ACH-000248,-0.0482187126496
ACH-000250,0.029739655452700003
ACH-000251,-0.23003210099399998
ACH-000253,-0.0684430820675
ACH-000255,-0.12347558752900001
ACH-000256,-0.219746749796
ACH-000257,-0.232566484504
ACH-000258,0.28113411746100003
ACH-000259,0.014184799054399998
ACH-000260,-0.083874833947
ACH-000261,-0.103785973332
ACH-000262,-0.0040023295053
ACH-000263,-0.08720349686760001
ACH-000264,0.028412529739200002
ACH-000265,-0.0023984676235700004
ACH-000266,-0.0535523219443
ACH-000272,-0.10754550872000002
ACH-000273,-0.132223587949
ACH-000274,-0.0558349411904
ACH-000277,-0.00262637632041
ACH-000278,0.000422638467273
ACH-000279,-0.0498528466586
ACH-000280,0.0214128808956
ACH-000281,-0.0570763049674
ACH-000288,0.0829845779572
ACH-000291,-0.0697154278769
ACH-000293,-0.00410060976097
ACH-000294,-0.043518635243100005
ACH-000295,0.0213203033556
ACH-000296,0.0258724414755
ACH-000302,-0.0671610219992
ACH-000304,-0.059538760639500005
ACH-000307,-0.08457854474919999
ACH-000308,-0.0205093068786
ACH-000310,-0.0743274264277
ACH-000311,-0.0651701131579
ACH-000312,-0.0135100145304
ACH-000315,0.0174780296615
ACH-000316,-0.07942054641639999
ACH-000317,-0.506282777907
ACH-000318,-0.0245163453459
ACH-000319,-0.159088204644
ACH-000320,-0.00108090705821
ACH-000322,-0.005633978044949999
ACH-000323,-0.0867852231157
ACH-000324,-0.19587712350900002
ACH-000329,-0.0405373595081
ACH-000330,-0.08654087006539998
ACH-000331,-0.05502994732000001
ACH-000332,-0.0950270376642
ACH-000334,0.10566681113500001
ACH-000335,-0.0134088304422
ACH-000336,0.0736442264462
ACH-000337,-0.472298372555
ACH-000339,-0.0266076821211
ACH-000341,-0.439933785966
ACH-000348,-0.106953994614
ACH-000350,-0.30388813077300003
ACH-000352,0.123786753277
ACH-000356,0.174256490237
ACH-000361,0.036725813037900006
ACH-000362,-0.0348870126757
ACH-000363,-0.029417527425899998
ACH-000364,-0.10574734585000001
ACH-000365,-0.0985521261286
ACH-000366,-0.110759668839
ACH-000368,-0.0711635390438
ACH-000374,-0.236912377642
ACH-000375,0.0362160547394
ACH-000376,-0.0646380767165
ACH-000381,-0.0431432235004
ACH-000383,-0.0701320739766
ACH-000387,-0.128821427675
ACH-000389,-0.09466301765349999
ACH-000390,-0.0372938795639
ACH-000393,-0.272028743157
ACH-000395,-0.0407539541105
ACH-000397,-0.10443967543400001
ACH-000401,-0.195821392105
ACH-000402,-0.22264805746
ACH-000403,-0.0774353695485
ACH-000404,-0.14137046839
ACH-000406,-0.0365824770709
ACH-000407,0.0791035342787
ACH-000408,-0.154780509497
ACH-000410,0.252300197844
ACH-000411,-0.238062223875
ACH-000414,-0.0638259611429
ACH-000415,0.141533454281
ACH-000416,0.0866483679733
ACH-000420,0.0823484299538
ACH-000421,-0.033428622086
ACH-000424,0.237185015903
ACH-000425,0.10397424557900001
ACH-000426,0.36877852653800003
ACH-000427,0.00114729688773
ACH-000433,0.019392359973799997
ACH-000436,0.0258287009032
ACH-000444,-0.060945602516
ACH-000445,-0.16947016472399998
ACH-000448,-0.103746599882
ACH-000450,0.0433839626107
ACH-000452,0.114382879629
ACH-000454,0.04465393503619999
ACH-000458,-0.09390838446810001
ACH-000459,0.222070229382
ACH-000460,0.0834885573125
ACH-000461,-0.16143714138499998
ACH-000463,0.145363971934
ACH-000464,0.0339000657339
ACH-000466,-0.0185370731329
ACH-000467,-0.0814727414707
ACH-000468,-0.00467589765047
ACH-000469,-0.209042126117
ACH-000470,0.061973482280699994
ACH-000471,-0.07140753974519999
ACH-000472,0.00200951668484
ACH-000473,0.0590347072653
ACH-000475,0.0871952855858
ACH-000476,-0.059876234777699995
ACH-000477,0.06087175439669999
ACH-000480,0.0186757551312
ACH-000481,-0.0605030002716
ACH-000483,0.20725586413400002
