,IGFL3 (388555)
ACH-000004,0.220196553483
ACH-000007,0.235464688421
ACH-000009,-0.00376054750188
ACH-000011,0.271161263764
ACH-000012,-0.00966923292291
ACH-000013,-0.0497624393862
ACH-000014,0.105845446074
ACH-000015,0.0333775053002
ACH-000017,0.0783853345664
ACH-000018,0.284894272545
ACH-000019,-0.16472343923
ACH-000021,0.0730283496336
ACH-000022,0.0864464858
ACH-000025,0.26384015346
ACH-000028,0.0684193247067
ACH-000030,-0.0391873095907
ACH-000035,0.125623703536
ACH-000036,0.23879865780499998
ACH-000037,0.262316655318
ACH-000039,0.266887813669
ACH-000040,0.0626072241776
ACH-000041,0.07718212895660001
ACH-000042,0.203923823037
ACH-000045,-0.091746835812
ACH-000047,0.289755668485
ACH-000052,0.044548245189999995
ACH-000053,-0.20616164149099997
ACH-000054,0.10606021563
ACH-000055,0.17305662416700002
ACH-000060,0.227655959295
ACH-000067,0.194591534925
ACH-000070,0.159440816412
ACH-000075,0.06130653715940001
ACH-000078,0.0616743248776
ACH-000082,0.10617086349400001
ACH-000085,0.251895924426
ACH-000086,0.0391149892981
ACH-000087,-0.06439739513790001
ACH-000092,0.0997406848738
ACH-000095,0.158364048431
ACH-000097,0.025975773638299997
ACH-000098,0.0322295287855
ACH-000099,0.10033328827099999
ACH-000108,-0.024673539039500002
ACH-000113,0.17768713474300002
ACH-000115,0.191534407827
ACH-000116,0.14111572474099998
ACH-000118,0.20682889619300002
ACH-000120,0.09157605369869999
ACH-000123,0.096899784975
ACH-000127,0.109634607086
ACH-000128,0.204259655193
ACH-000132,0.234989957201
ACH-000133,0.11426764877000001
ACH-000137,-0.0204861798591
ACH-000138,-0.0211243393986
ACH-000142,0.170739122987
ACH-000143,0.237037106913
ACH-000146,0.077869307638
ACH-000148,0.276169204071
ACH-000150,-0.026436839857200002
ACH-000152,0.00625409424429
ACH-000153,-0.134056662508
ACH-000159,0.12208263980900001
ACH-000160,0.031082859268299998
ACH-000163,0.0081547030902
ACH-000167,0.14094294738500002
ACH-000168,-0.04818759670969999
ACH-000169,0.11603378935799999
ACH-000178,-0.0124353630123
ACH-000182,-0.00181228488345
ACH-000183,0.173282901784
ACH-000188,0.11559146970100001
ACH-000189,-0.27609211644299997
ACH-000190,0.284524445852
ACH-000198,0.0829757739658
ACH-000204,-0.170881964351
ACH-000206,0.0677059076429
ACH-000207,0.0252485911864
ACH-000211,0.125382996143
ACH-000215,0.10014814519300001
ACH-000221,0.0351928059098
ACH-000222,-0.023328424377200004
ACH-000223,0.0550400619214
ACH-000226,0.12450895799
ACH-000227,0.16013812422499998
ACH-000228,0.172069104672
ACH-000231,0.24137156862700002
ACH-000232,0.193015049703
ACH-000233,0.027675421214799996
ACH-000234,0.130794632232
ACH-000235,0.0966349171883
ACH-000237,0.06993023931310001
ACH-000238,0.152360750188
ACH-000243,0.136858101362
ACH-000244,-0.159810871959
ACH-000246,0.140987834461
ACH-000248,0.105239555153
ACH-000250,0.224441385744
ACH-000251,0.117996763228
ACH-000253,0.15200248823100002
ACH-000255,-0.06296557819519999
ACH-000256,0.00633772590117
ACH-000257,0.0220901523405
ACH-000258,0.153559751948
ACH-000259,0.157369830649
ACH-000260,0.028435329383400005
ACH-000261,0.152331136164
ACH-000262,0.25709093213399997
ACH-000263,-0.00511290912377
ACH-000264,0.12721824029200002
ACH-000265,0.0628474785009
ACH-000266,-0.0382020772754
ACH-000272,0.173093801298
ACH-000273,0.251060397824
ACH-000274,0.106360096546
ACH-000277,0.210301667936
ACH-000278,0.048426954153
ACH-000279,0.153000188356
ACH-000280,0.12865156111099998
ACH-000281,0.0786421271171
ACH-000288,0.130287148969
ACH-000291,0.165398130833
ACH-000293,-0.034695211106
