,MYOM3 (127294)
ACH-000004,-0.0283512386117
ACH-000007,-0.171325352055
ACH-000009,-0.0718439480002
ACH-000011,-0.15091614037
ACH-000012,-0.121319989426
ACH-000013,-0.17615370298099997
ACH-000014,0.0050350839016000005
ACH-000015,-0.0849313501475
ACH-000017,-0.085218587071
ACH-000018,-0.0879182357298
ACH-000019,-0.0530876873474
ACH-000021,-0.07237476373519999
ACH-000022,-0.164613815926
ACH-000025,-0.132464628585
ACH-000028,-0.0358774633955
ACH-000030,-0.0042384479923
ACH-000035,-0.08159230025769999
ACH-000036,-0.07823510090800001
ACH-000037,-0.0020110612912
ACH-000039,-0.10181631802300001
ACH-000040,-0.23139329544599999
ACH-000041,-0.301755288328
ACH-000042,-0.06650002190820001
ACH-000045,-0.22275288693300002
ACH-000047,-0.052469659928800004
ACH-000052,-0.23741851507199999
ACH-000053,-0.0412282694004
ACH-000054,-0.030971509662799997
ACH-000055,-0.16840789056699998
ACH-000060,-0.08156002155110001
ACH-000067,-0.28112424659400004
ACH-000070,-0.25334527398699996
ACH-000075,-0.207460929932
ACH-000078,0.0361896576046
ACH-000082,-0.144568265989
ACH-000085,-0.30223474010400003
ACH-000086,-0.22716458856600003
ACH-000087,-0.225212652594
ACH-000092,-0.270741890856
ACH-000095,-0.0394650995118
ACH-000097,-0.023175817557
ACH-000098,-0.265010451664
ACH-000099,-0.117890129483
ACH-000108,-0.18428180296799998
ACH-000113,-0.11363839039000001
ACH-000115,-0.18920830502900002
ACH-000116,0.010800890894299999
ACH-000118,0.054026776937999996
ACH-000120,-0.159484994395
ACH-000123,0.052117718181499996
ACH-000127,-0.05116797998790001
ACH-000128,-0.40201602221500005
ACH-000132,-0.00806224923743
ACH-000133,-0.09535458723160001
ACH-000137,-0.323322957427
ACH-000138,-0.113692050034
ACH-000142,-0.195811332601
ACH-000143,-0.20984587156399997
ACH-000146,-0.051505862256
ACH-000148,-0.12172261272
ACH-000150,-0.256083024783
ACH-000152,-0.534932873041
ACH-000153,-0.00574094918526
ACH-000159,-0.0277334070168
ACH-000160,-0.050368570637999995
ACH-000163,-0.10936250987500001
ACH-000167,-0.51445500288
ACH-000168,-0.0729232820471
ACH-000169,-0.021452517691799997
ACH-000178,-0.116729861392
ACH-000182,0.0906481840502
ACH-000183,-0.13761960725
ACH-000188,-0.139178488016
ACH-000189,0.168145122368
ACH-000190,-0.109982001633
ACH-000198,-0.275394688395
ACH-000204,-0.297139926526
ACH-000206,-0.0263032350613
ACH-000207,-0.0424227030496
ACH-000211,-0.0453371811886
ACH-000215,-0.186094255897
ACH-000221,0.00868771768242
ACH-000222,-0.121431394694
ACH-000223,-0.054837895098199994
ACH-000226,0.0565118845273
