,DPYS (1807)
ACH-000004,-0.323302929736
ACH-000007,0.07485688303280001
ACH-000009,0.10935545331900001
ACH-000011,-0.14235693631
ACH-000012,0.034102816209299995
ACH-000013,0.10796308596200001
ACH-000014,0.0554126056705
ACH-000015,0.16285005874800002
ACH-000017,0.189270562896
ACH-000018,-0.08922321219799999
ACH-000019,-0.158395277189
ACH-000021,0.101681114792
ACH-000022,0.252847721089
ACH-000025,0.021506894182099997
ACH-000028,-0.14406900428799999
ACH-000030,-0.0255801927932
ACH-000035,-0.218980507104
ACH-000036,-0.08891926857249999
ACH-000037,-0.0769192127898
ACH-000039,-0.09004923362810001
ACH-000040,0.189791601707
ACH-000041,-0.0778758369631
ACH-000042,-0.041387279451699996
ACH-000045,-0.0641872204462
ACH-000047,0.144962947193
ACH-000052,0.030785483069500002
ACH-000053,0.055279257273199996
ACH-000054,0.0158011724562
ACH-000055,-0.0313644994991
ACH-000060,-0.330452669025
ACH-000067,-0.125456625813
ACH-000070,-0.251336897535
ACH-000075,-0.0121786949294
ACH-000078,0.125616936401
ACH-000082,0.0709300353855
ACH-000085,-0.0907161994868
ACH-000086,-0.122220774076
ACH-000087,0.245616004199
ACH-000092,-0.0645644856106
ACH-000095,0.09964291865910001
ACH-000097,0.155532347039
ACH-000098,-0.090713935161
ACH-000099,0.0120427546471
ACH-000108,0.0071573308423500005
ACH-000113,-0.136562291696
ACH-000115,0.07765911720360001
ACH-000116,-0.0316253414711
ACH-000118,0.0294866710889
ACH-000120,0.021863434514099996
ACH-000123,0.149388346758
ACH-000127,-0.00922582226021
ACH-000128,0.00564762306154
ACH-000132,0.126321525251
ACH-000133,0.042449142864
ACH-000137,0.040316958128
ACH-000138,-0.0576271507394
ACH-000142,0.021601627379099996
ACH-000143,-0.38521515655199995
ACH-000146,0.162034569908
ACH-000148,0.00510845311765
ACH-000150,-0.257459274409
ACH-000152,0.09176953968589999
ACH-000153,-0.0729143613247
ACH-000159,-0.0706977704488
ACH-000160,0.10724431672800001
ACH-000163,0.10221409138
ACH-000167,-0.333904026924
ACH-000168,-0.0239560834942
ACH-000169,0.027669891986799998
ACH-000178,-0.0270721018737
ACH-000182,0.0384871694712
ACH-000183,-0.010258214405900001
ACH-000188,0.21169258303599997
ACH-000189,0.16971098853
ACH-000190,0.185600807876
ACH-000198,0.0328479530418
ACH-000204,-0.267824865554
ACH-000206,0.049767976376499996
ACH-000207,0.00255039807901
ACH-000211,0.141416569694
ACH-000215,0.07945971235489999
ACH-000221,-0.066976895027
ACH-000222,0.0401360625877
ACH-000223,0.0985172821218
ACH-000226,0.0316498935451
ACH-000227,0.025926148211
ACH-000228,0.0633704419725
ACH-000231,-0.0891431395328
ACH-000232,0.0672191488579
ACH-000233,-0.0663229906851
ACH-000234,-0.162453208561
ACH-000235,0.008306570709290001
ACH-000237,0.119390995264
ACH-000238,-0.0604727219377
ACH-000243,0.0026023215972299997
ACH-000244,0.09883059573389999
ACH-000246,0.013181537170200002
ACH-000248,0.041206777708099995
ACH-000250,-0.00725751104188
ACH-000251,0.08012402200180001
ACH-000253,0.022687227680099998
ACH-000255,0.179595151836
ACH-000256,0.0751666041533
ACH-000257,-0.539739628996
ACH-000258,0.167837133898
ACH-000259,-0.0141982817744
ACH-000260,-0.013403072378
ACH-000261,0.0010801556980899998
ACH-000262,0.053017438377199994
ACH-000263,0.143324187981
ACH-000264,0.0353219309727
ACH-000265,0.09009342333289999
ACH-000266,0.0724493063348
ACH-000272,-0.0185074952468
ACH-000273,0.0700608077948
ACH-000274,-0.0165590933531
ACH-000277,0.205609934085
ACH-000278,0.171822145816
ACH-000279,0.133736617077
ACH-000280,0.11199554835999999
ACH-000281,-0.14716390009000002
ACH-000288,0.159170901412
ACH-000291,-0.061382625388599996
ACH-000293,-0.0378953797937
ACH-000294,-0.20431375571199997
ACH-000295,0.000180557747379
ACH-000296,0.148463755746
ACH-000302,0.0440863972133
ACH-000304,0.0512904800738
ACH-000307,-0.12234206303799999
ACH-000308,-0.0157255228658
ACH-000310,0.10143118092700001
ACH-000311,-0.010201327648700001
ACH-000312,0.0363387469363
ACH-000315,0.052900543385800004
ACH-000316,0.0568992458177
ACH-000317,-0.016204285891499998
ACH-000318,0.18908486898899998
ACH-000319,0.17042724011
ACH-000320,0.152219244601
ACH-000322,0.127159100478
ACH-000323,0.0209225204918
ACH-000324,0.142860020217
ACH-000329,-0.0914546001313
ACH-000330,0.11320850283
