,WSB1 (26118)
ACH-000004,-0.0572161345249
ACH-000007,-0.12006701246899999
ACH-000009,-0.17599185022799999
ACH-000011,0.0024059650212399997
ACH-000012,0.03130354628840001
ACH-000013,-0.05850209226
ACH-000014,-0.0192742489108
ACH-000015,0.116156655402
ACH-000017,-0.311965456014
ACH-000018,-0.040446835116
ACH-000019,-0.268896925787
ACH-000021,-0.307634226332
ACH-000022,-0.14437112673900002
ACH-000025,0.17567465662099999
ACH-000028,-0.048734533427599994
ACH-000030,-0.0868872736254
ACH-000035,-0.391475175655
ACH-000036,0.0317206894566
ACH-000037,-0.124000937463
ACH-000039,-0.08478253498410002
ACH-000040,0.0834879856447
ACH-000041,0.20694658038600003
ACH-000042,-0.051739916210300003
ACH-000045,-0.921264952814
ACH-000047,0.103913683893
ACH-000052,-0.0622425096942
ACH-000053,-0.423758745439
ACH-000054,-0.017469590379599997
ACH-000055,-0.427111388005
ACH-000060,-0.0505418165588
ACH-000067,-0.22675163271899998
ACH-000070,-0.636866230562
ACH-000075,-0.06490000492600001
ACH-000078,0.0742355619247
ACH-000082,-0.29506886194000004
ACH-000085,-0.0138226855195
ACH-000086,0.011980458513299999
ACH-000087,0.155046833707
ACH-000092,0.105511261712
ACH-000095,-0.479305859229
ACH-000097,-0.196944734481
ACH-000098,-0.0852586361817
ACH-000099,-0.09027555531819999
ACH-000108,-0.227579895956
ACH-000113,-0.508473366949
ACH-000115,-0.258989807576
ACH-000116,-0.215402964719
ACH-000118,-0.049641302000000005
ACH-000120,-0.29415313457
ACH-000123,-0.0549769807847
ACH-000127,0.294557656929
ACH-000128,-0.026172672656099998
ACH-000132,-0.0185162614247
ACH-000133,0.004641411541470001
ACH-000137,-0.289758786532
ACH-000138,-0.20810921954999997
ACH-000142,-0.397783205666
ACH-000143,0.282445959234
ACH-000146,-0.588547146465
ACH-000148,-0.20486366997000002
ACH-000150,0.261006395715
ACH-000152,0.0155832260806
ACH-000153,0.06075171358630001
ACH-000159,-0.0169434892148
ACH-000160,-0.059616805937800006
ACH-000163,0.0806931016552
ACH-000167,-0.134912608138
ACH-000168,-0.332676970063
ACH-000169,0.0514436203386
ACH-000178,0.015391434713000002
ACH-000182,-0.056519083948999994
ACH-000183,0.023169915252799995
ACH-000188,-0.0686632784933
ACH-000189,-0.199726969285
ACH-000190,-0.158733644443
ACH-000198,-0.831729040272
ACH-000204,-0.187194917266
ACH-000206,0.011879487610799998
ACH-000207,-0.238900382282
ACH-000211,-0.026559811389900004
ACH-000215,-0.0415640103777
ACH-000221,0.0687948774362
ACH-000222,-0.137595158254
ACH-000223,-0.153041075963
ACH-000226,-0.030697272625099997
ACH-000227,0.20350026817800002
ACH-000228,-0.315610321851
ACH-000231,0.0036883623214899997
ACH-000232,0.0639160139829
ACH-000233,-0.15711109715399998
ACH-000234,-0.283125380142
ACH-000235,-0.174454680223
ACH-000237,0.0242767953052
ACH-000238,-0.141839101409
ACH-000243,-0.157538162145
ACH-000244,0.10170567690400001
ACH-000246,0.048171597422500004
ACH-000248,-0.34636592704400004
ACH-000250,0.0250434349705
ACH-000251,-0.346672617169
ACH-000253,0.169869069842
ACH-000255,-0.109310591692
ACH-000256,0.17353084910799998
ACH-000257,0.0189231868077
ACH-000258,-0.140906483561
ACH-000259,-0.326457584447
ACH-000260,-0.21604381705400003
ACH-000261,-0.0950394947769
ACH-000262,0.05457656034680001
ACH-000263,0.15737918364
ACH-000264,-0.013089140776799998
ACH-000265,-0.155927047771
ACH-000266,-0.231855890196
ACH-000272,-0.294463444259
ACH-000273,-0.22756360061099998
ACH-000274,-0.167833082015
ACH-000277,-0.060616143670000004
ACH-000278,-0.171875958548
ACH-000279,-0.17967167527699998
ACH-000280,0.0263182732093
ACH-000281,-0.12878505681299998
ACH-000288,-0.0649015972528
ACH-000291,-0.0401104812241
ACH-000293,-0.00978393824845
ACH-000294,-0.0654111149692
ACH-000295,-0.364861189361
ACH-000296,-0.189330998027
ACH-000302,0.17864695589899998
ACH-000304,-0.254839096003
ACH-000307,-0.09239092622369999
ACH-000308,-0.0636997164721
ACH-000310,-0.19337787253199998
ACH-000311,-0.17641665582899999
ACH-000312,0.0409524129156
ACH-000315,0.0527284822495
ACH-000316,-0.137931717975
ACH-000317,-0.337408748034
ACH-000318,-0.25572189715
ACH-000319,0.0948432961877
ACH-000320,-0.309720411481
ACH-000322,-0.157707205283
ACH-000323,-0.227557474915
ACH-000324,0.07003483409660001
ACH-000329,-0.305644716292
ACH-000330,-0.152562316552
ACH-000331,-0.156300163362
ACH-000332,-0.102025642381
ACH-000334,-0.198425850543
ACH-000335,-0.041504011909300004
ACH-000336,-0.160667884923
ACH-000337,-0.331425288462
ACH-000339,-0.211687705839
ACH-000341,-0.08970121714849999
ACH-000348,-0.16372600038
ACH-000350,0.0050210102929099994
ACH-000352,-0.220696695669
ACH-000356,0.09035825800689999
ACH-000361,0.280345703934
ACH-000362,-0.6484587689410001
ACH-000363,-0.124016479734
ACH-000364,-0.152566376845
ACH-000365,0.0517705862693
