,CAST (831)
ACH-000293,-0.40223996782
ACH-000294,-0.255989333699
ACH-000295,-0.23037813638000001
ACH-000296,-0.40131665998000005
ACH-000302,-0.200448421271
ACH-000304,-0.64699813688
ACH-000307,-0.060992050224099995
ACH-000308,-0.282690437045
ACH-000310,-0.39579280347499995
ACH-000311,-0.347269406666
ACH-000312,-0.328454154834
ACH-000315,-0.411992466355
ACH-000316,-0.265333548552
ACH-000317,-0.201637974152
ACH-000318,-0.195061564986
ACH-000319,-0.475337474975
ACH-000320,-0.40476329115299997
ACH-000322,-0.598548413802
ACH-000323,-0.23035005342300002
ACH-000324,-0.286289296498
ACH-000329,-0.25868630007
ACH-000330,-0.460643085828
ACH-000331,-0.29496685996
ACH-000332,-0.300114831696
ACH-000334,-0.29659738063200003
ACH-000335,-0.224455718
ACH-000336,-0.13170438682399999
ACH-000337,-0.0844139321964
ACH-000339,-0.288991056727
ACH-000341,-0.44259377023100005
ACH-000348,-0.278485335293
ACH-000350,-0.481371487256
ACH-000352,-0.157741105293
ACH-000356,-0.312001055178
ACH-000361,-0.214419473512
ACH-000362,-0.261237467439
ACH-000363,-0.27303785227899996
ACH-000364,-0.204675192888
ACH-000365,-0.24585128011
ACH-000366,-0.265129050423
ACH-000368,-0.527356578743
ACH-000374,-0.335481538822
ACH-000375,-0.238730020472
ACH-000376,-0.24981847731999998
ACH-000381,-0.376187547176
ACH-000383,-0.275575395174
ACH-000387,-0.36391396036300006
ACH-000389,-0.244161741316
ACH-000390,-0.244767904028
ACH-000393,-0.546612345211
ACH-000395,-0.0739552391728
ACH-000397,-0.17927833964200002
ACH-000401,-0.561464676188
ACH-000402,-0.392886967197
ACH-000403,-0.32484146773899997
ACH-000404,-0.5655139973219999
ACH-000406,-0.308233237588
ACH-000407,-0.320909020005
ACH-000408,-0.393207211693
ACH-000410,-0.253217230895
ACH-000411,-0.28867697888300003
ACH-000414,-0.298954010256
ACH-000415,-0.40216276666699996
ACH-000416,-0.37053658525
ACH-000420,-0.318691718014
ACH-000421,-0.22058474778599999
ACH-000424,-0.21581503065000002
ACH-000425,-0.235887539439
ACH-000426,-0.282400657223
ACH-000427,-0.22693894721900001
ACH-000433,-0.298618236705
ACH-000436,-0.19095274151500002
ACH-000444,-0.384440342774
ACH-000445,-0.36072868175300005
ACH-000448,-0.143853786837
ACH-000450,-0.21066783429400002
ACH-000452,-0.15909982209
ACH-000454,-0.379582192646
ACH-000458,-0.132811853661
ACH-000459,-0.055565620076500004
ACH-000460,-0.360982408005
ACH-000461,-0.413928602627
ACH-000463,-0.354558392455
ACH-000464,-0.141640846424
ACH-000466,-0.25528252850600003
ACH-000467,-0.294652118118
ACH-000468,-0.429439229858
ACH-000469,-0.31697892639
ACH-000470,-0.341492502954
ACH-000471,-0.265226050654
ACH-000472,-0.27313503257
ACH-000473,-0.26310374941
ACH-000475,-0.252581827864
ACH-000476,-0.419262573612
ACH-000477,-0.268724838649
ACH-000480,-0.236275246701
ACH-000481,-0.26645830991700004
ACH-000483,-0.39590032635399997
ACH-000484,-0.502815076383
ACH-000485,-0.231075840805
ACH-000486,-0.260892584631
ACH-000487,-0.326846682706
ACH-000488,-0.253744534736
ACH-000490,-0.254489077645
ACH-000491,-0.434357518748
ACH-000495,-0.20794432927700002
ACH-000496,-0.13761097042099998
ACH-000499,-0.20088723218899998
ACH-000500,-0.0481365751633
ACH-000502,-0.382441582368
ACH-000503,-0.36464266670400003
ACH-000505,-0.2984518924
ACH-000507,-0.137746491177
ACH-000510,-0.339464550225
ACH-000511,-0.36886533078199996
ACH-000512,-0.510128485676
ACH-000516,-0.36991045214199997
ACH-000517,-0.225859689913
ACH-000518,-0.30003649607099997
ACH-000520,-0.38743326591899996
ACH-000521,-0.441781809204
ACH-000522,-0.341355042389
ACH-000524,-0.29246501869
ACH-000527,-0.18508395742800002
ACH-000528,-0.319208765256
ACH-000537,-0.294827970269
ACH-000541,-0.175906957099
ACH-000542,-0.29524964245
ACH-000544,-0.320398040278
ACH-000545,-0.429565237552
ACH-000547,-0.358575728768
ACH-000548,-0.302192280374
ACH-000549,-0.170103036517
ACH-000550,-0.479358263847
ACH-000552,-0.383870404072
ACH-000556,-0.222807535366
ACH-000557,-0.245268585979
ACH-000570,-0.165634249491
ACH-000571,-0.37694410141999996
ACH-000573,-0.308570090862
ACH-000576,-0.427021206413
ACH-000580,-0.279905432326
ACH-000584,-0.249228496192
ACH-000585,-0.321015245512
ACH-000588,-0.102811920825
ACH-000589,-0.277153285289
ACH-000591,-0.48282884669
ACH-000593,-0.246377474947
ACH-000600,-0.38777966928
ACH-000601,-0.316134763863
ACH-000604,-0.307622404439
ACH-000605,-0.0677328332345
ACH-000606,-0.38319636975999993
ACH-000608,-0.26709149594500003
ACH-000614,-0.376241040488
ACH-000616,-0.43045135335100004
ACH-000618,-0.168677555466
ACH-000619,-0.340472253212
ACH-000620,-0.155922833874
ACH-000621,-0.24218617038600002
ACH-000622,-0.342504116017
ACH-000623,-0.288659943052
ACH-000624,-0.33479178636100004
ACH-000627,-0.418090430886
ACH-000630,-0.33635615254900003
ACH-000632,-0.29936772205699996
ACH-000633,-0.154162343984
ACH-000637,-0.24350358074
ACH-000638,-0.516971370457
ACH-000646,-0.428533226218
ACH-000647,-0.178057146285
ACH-000648,-0.404158582301
ACH-000649,-0.34714100981
ACH-000651,-0.289999033545
ACH-000652,-0.508490803939
ACH-000653,-0.334541064448
ACH-000657,-0.22739908088599997
ACH-000658,-0.50945372169
ACH-000661,-0.170451843508
ACH-000662,-0.095286509432
ACH-000663,-0.219672337652
ACH-000665,-0.32675387659
ACH-000671,-0.310071269522
ACH-000673,-0.360237006232
ACH-000676,-0.21879838981600003
ACH-000677,-0.194874972236
ACH-000681,-0.190766242736
ACH-000682,-0.256349388816
ACH-000683,-0.252293003761
ACH-000684,-0.422988024248
ACH-000688,-0.276866290331
ACH-000693,-0.273962081031
ACH-000694,-0.210435753733
ACH-000695,-0.210342143318
ACH-000696,-0.274949230812
ACH-000697,-0.08687202695669999
ACH-000699,-0.33109879712900003
ACH-000701,-0.154199078453
ACH-000706,-0.36741586505900004
ACH-000711,-0.395016541617
ACH-000713,-0.458215594429
ACH-000714,-0.383521507002
ACH-000718,-0.425269211383
ACH-000720,-0.393737355036
ACH-000721,-0.40533235345299995
ACH-000724,-0.259890914937
ACH-000725,-0.277064058384
ACH-000732,-0.334574208541
ACH-000734,-0.283879155307
ACH-000735,-0.379828682614
ACH-000736,-0.262314262842
ACH-000738,-0.159378728996
ACH-000746,-0.40575697282300005
ACH-000747,-0.314637697105
ACH-000748,-0.238466953505
ACH-000753,-0.23143658183000002
ACH-000756,-0.251359296078
ACH-000757,-0.389055524432
ACH-000758,-0.373471107211
ACH-000760,-0.20821584878
ACH-000763,-0.170516050872
ACH-000764,-0.128491650893
ACH-000765,-0.11259849518300001
ACH-000766,-0.200429699601
ACH-000767,-0.143741741758
ACH-000768,-0.367267698695
ACH-000769,-0.269938275499
ACH-000770,-0.21958810709600002
ACH-000771,-0.40050279648599996
ACH-000773,-0.43535144843699997
ACH-000776,-0.280073828031
ACH-000777,-0.242606552209
ACH-000778,-0.139923232948
ACH-000781,-0.315899556757
ACH-000782,-0.101195210035
ACH-000783,-0.231769923324
ACH-000784,-0.34161237359499996
ACH-000785,-0.212858583487
ACH-000787,-0.257101024728
ACH-000788,-0.343671544855
ACH-000791,-0.293021923782
ACH-000792,-0.140458073466
ACH-000794,-0.423615642958
ACH-000796,-0.399863992289
ACH-000799,-0.652146619458
ACH-000800,-0.544647692454
ACH-000802,-0.262459967141
ACH-000804,-0.29477463741099996
ACH-000805,-0.362299351652
ACH-000809,-0.31623133125799996
ACH-000810,-0.0627981645131
ACH-000811,-0.223033017406
ACH-000817,-0.33765559586800004
ACH-000819,-0.48417871971299997
ACH-000820,-0.166651764953
ACH-000821,-0.138794734513
ACH-000822,-0.32685206221700003
ACH-000823,-0.298715816617
ACH-000824,-0.38235814090000003
ACH-000827,-0.271679462341
ACH-000829,-0.35358865773599996
ACH-000831,-0.14189676729599998
ACH-000832,-0.362923384258
ACH-000833,-0.168415022935
ACH-000834,-0.255359823336
ACH-000835,-0.24924685834199997
ACH-000836,-0.25315111380399996
ACH-000837,-0.34605224246
ACH-000838,-0.42361021509499996
ACH-000839,-0.26176755815499997
ACH-000840,-0.269373408513
ACH-000841,-0.495878960484
ACH-000843,-0.382475378708
ACH-000846,-0.188529316959
ACH-000847,-0.346333241478
ACH-000848,-0.18906101857500002
ACH-000849,-0.289632192363
ACH-000851,-0.466601299399
ACH-000855,-0.154141330225
ACH-000856,-0.25553583001200003
ACH-000858,-0.26208918905
ACH-000859,-0.49880888520000005
ACH-000861,-0.307563449599
ACH-000862,-0.256837867868
ACH-000865,-0.408805724239
ACH-000866,-0.34318260299500003
ACH-000867,-0.270637537131
ACH-000869,-0.326418348083
ACH-000872,-0.327985283405
ACH-000873,-0.52501914178
ACH-000876,-0.201737288789
ACH-000878,-0.22196764549400003
ACH-000880,-0.204698424928
ACH-000881,-0.461534682901
ACH-000882,-0.32433626238200003
ACH-000884,-0.403945721875
ACH-000885,-0.510017183814
ACH-000887,-0.29166674505999995
ACH-000888,-0.228013632584
ACH-000889,-0.239545889991
ACH-000890,-0.538240693535
ACH-000896,-0.18799927585499998
ACH-000898,-0.353329528364
ACH-000900,-0.479080677905
ACH-000901,-0.261699426685
ACH-000905,-0.316651084478
ACH-000906,-0.362690802568
ACH-000907,-0.245465309781
ACH-000910,-0.37055036446199996
ACH-000911,-0.266563642311
ACH-000912,-0.324054577553
ACH-000913,-0.41441295059100003
ACH-000915,-0.5756417358420001
ACH-000916,-0.469197830105
ACH-000917,-0.432177328636
ACH-000921,-0.12276106193700001
ACH-000924,-0.316328258643
ACH-000926,-0.358401305118
ACH-000928,-0.485617407223
ACH-000929,-0.111767419521
ACH-000932,-0.240739432593
ACH-000935,-0.35757055536700005
ACH-000936,-0.32668812839600003
ACH-000937,-0.300189027017
ACH-000938,-0.208608741767
ACH-000939,-0.152753328888
ACH-000941,-0.183050409407
ACH-000943,-0.238373295728
ACH-000946,-0.353372822652
ACH-000947,-0.33320805854
ACH-000948,-0.339549753818
ACH-000950,-0.234650843624
ACH-000953,-0.22531125041900002
ACH-000957,-0.5468343217930001
ACH-000958,-0.162272241969
ACH-000960,-0.17550735598099998
ACH-000963,-0.463482694665
ACH-000968,-0.40782968067500003
ACH-000969,-0.453867006071
ACH-000973,-0.412452645481
ACH-000974,-0.286507883748
ACH-000975,-0.47563346622
ACH-000976,-0.48657596051700003
ACH-000978,-0.06887206154289999
ACH-000980,-0.288678006635
ACH-000984,-0.326436341487
ACH-000986,-0.431329439222
ACH-000988,-0.274256598699
ACH-000993,-0.149850002156
ACH-000994,0.0007773829133550001
ACH-000996,-0.302892044458
ACH-001001,-0.189321164084
ACH-001020,-0.291281654256
ACH-001028,-0.3491000113
ACH-001031,-0.468168913813
ACH-001038,-0.35207061207699997
ACH-001048,-0.33356561429299997
ACH-001050,-0.224591926554
ACH-001053,-0.35557138944300004
ACH-001054,-0.406142885178
ACH-001061,-0.27682078621100004
ACH-001067,-0.21861582024999998
ACH-001075,-0.0563389429436
ACH-001096,-0.217174680506
ACH-001128,-0.48235986077299997
ACH-001134,-0.48581225053000004
ACH-001151,-0.194810945516
ACH-001163,-0.351523331239
ACH-001164,-0.258597132101
ACH-001173,-0.359875276655
ACH-001183,-0.483651325058
ACH-001184,-0.290049260152
ACH-001190,-0.278581894445
ACH-001192,-0.291237541738
ACH-001193,-0.140691286601
ACH-001196,-0.520261678608
ACH-001197,-0.193487089903
ACH-001205,-0.478118977052
ACH-001211,-0.251462322929
ACH-001212,-0.34642965636699996
ACH-001228,-0.363031511809
ACH-001232,-0.46513764049999995
ACH-001239,-0.207261503328
ACH-001274,-0.325111575905
ACH-001275,-0.359614996126
ACH-001277,-0.16932876774
ACH-001278,-0.180598291629
ACH-001280,-0.243128335409
ACH-001283,-0.325079738051
ACH-001289,-0.21726474454300002
ACH-001295,-0.280501652749
ACH-001300,-0.13610578252900002
ACH-001301,-0.490054458164
ACH-001302,-0.282899823767
ACH-001303,-0.33684094175800006
ACH-001306,-0.37692452655500003
ACH-001318,-0.319223680329
ACH-001322,-0.31218636878
ACH-001328,-0.463459015217
ACH-001332,-0.446405470477
ACH-001333,-0.248933088924
ACH-001336,-0.449271718363
ACH-001340,-0.39922228992200004
ACH-001346,-0.276799597572
ACH-001353,-0.310623777552
ACH-001354,-0.21939747994199998
ACH-001367,-0.14800850363600002
ACH-001368,-0.318699619209
ACH-001374,-0.572391468973
ACH-001375,-0.212178803795
ACH-001377,-0.304844874459
ACH-001380,-0.295867301139
ACH-001391,-0.434955069182
ACH-001407,-0.292267454404
ACH-001408,-0.26639048954100003
ACH-001413,-0.24954491232200002
ACH-001430,-0.49952104308899997
ACH-001431,-0.172646003494
ACH-001450,-0.0052038155321699996
ACH-001496,-0.359962327078
ACH-001500,-0.255304657293
ACH-001521,-0.383011635477
ACH-001523,-0.23392298786200003
ACH-001532,-0.305970810126
ACH-001536,-0.45494728778300003
ACH-001550,-0.29801828914
ACH-001552,-0.44419861903200003
ACH-001554,-0.300583629508
ACH-001645,-0.29236447027199997
ACH-001654,-0.17940589044
ACH-001715,-0.378950048601
ACH-001735,-0.29876518573800004
ACH-001736,-0.16914069098999998
ACH-001737,0.074879375947
ACH-001740,-0.33557121109399995
ACH-001745,-0.31974389544799997
ACH-001750,-0.352819903341
ACH-001765,-0.220045222597
ACH-001956,-0.40067513082199996
ACH-001957,-0.255220966379
