,CDC42SE1 (56882)
ACH-000004,-0.0690465304204
ACH-000007,-0.0877239616673
ACH-000009,-0.536183349064
ACH-000011,-0.146177226646
ACH-000012,-0.514344237179
ACH-000013,-0.4085872821
ACH-000014,-0.418541157852
ACH-000015,-0.326023895135
ACH-000017,-0.458844346249
ACH-000018,-0.469635042513
ACH-000019,-0.462155580119
ACH-000021,-0.617274390466
ACH-000022,-0.256939380279
ACH-000025,-0.4599341143399999
ACH-000028,-0.5954737402170001
ACH-000030,-0.352006478698
ACH-000035,-0.62400047625
ACH-000036,-0.319070706776
ACH-000037,-0.631807280342
ACH-000039,-0.840909555484
ACH-000040,-0.530003302462
ACH-000041,-0.510421980343
ACH-000042,-0.285140059683
ACH-000045,-0.400624332574
ACH-000047,-0.29064820059
ACH-000052,-0.571242542931
ACH-000053,-0.6210230759650001
ACH-000054,-0.20747644961300002
ACH-000055,-0.44152084498599997
ACH-000060,-0.182005490231
ACH-000067,-0.5014301674889999
ACH-000070,-0.455427117948
ACH-000075,-0.488782896656
ACH-000078,-0.46939116458700003
ACH-000082,-0.33423319574
ACH-000085,-0.5155843937610001
ACH-000086,-0.581633213113
ACH-000087,-0.165150714144
ACH-000092,-0.38884066046599997
ACH-000095,-0.488398784076
ACH-000097,-0.420917390024
ACH-000098,-0.40996117210199995
ACH-000099,-0.391360235738
ACH-000108,-0.39278642979500006
ACH-000113,-0.311864336465
ACH-000115,-0.794284985776
ACH-000116,-0.46128731441200005
ACH-000118,-0.366146637447
ACH-000120,-0.584392831819
ACH-000123,-0.379558028117
ACH-000127,-0.42623969901500003
ACH-000128,-0.284759005241
ACH-000132,-0.449259911398
ACH-000133,-0.606286921028
ACH-000137,-0.511681301356
ACH-000138,-0.262870964416
ACH-000142,-0.476937310675
ACH-000143,-0.251798011541
ACH-000146,-0.371719606681
ACH-000148,-0.429149093203
ACH-000150,-0.48562082258699996
ACH-000152,-0.29656038117100003
ACH-000153,-0.7200272935359999
ACH-000159,-0.49174742970799995
ACH-000160,-0.300266170549
ACH-000163,-0.303244833813
ACH-000167,-0.499978110198
ACH-000168,-0.825018212736
ACH-000169,-0.437102977858
ACH-000178,-0.307809743751
ACH-000182,-0.382470512454
ACH-000183,-0.319885520892
ACH-000188,-0.415426767509
ACH-000189,-0.391319366719
ACH-000190,-0.405840579411
ACH-000198,-0.323570466208
ACH-000204,-0.24781853879000001
ACH-000206,-0.246850785673
ACH-000207,-0.49037603869400004
ACH-000211,-0.292785074648
ACH-000215,-0.44504719187799996
ACH-000221,-0.37563320204899997
ACH-000222,-0.453110230554
ACH-000223,-0.492051686813
ACH-000226,-0.46936095540100004
ACH-000227,-0.370875780684
ACH-000228,-0.569338502321
ACH-000231,-0.43918252996000007
ACH-000232,-0.366283373764
ACH-000233,-0.232817555146
ACH-000234,-0.554461583359
ACH-000235,-0.405297832359
ACH-000237,-0.646908150505
ACH-000238,-0.358910042205
ACH-000243,-0.4131878268
ACH-000244,-0.379545900787
ACH-000246,-0.340439146629
ACH-000248,-0.394139563428
ACH-000250,-0.437123931635
ACH-000251,-0.12668627740900001
ACH-000253,-0.40522518359
ACH-000255,-0.36997580728
ACH-000256,-0.410682026584
ACH-000257,-0.459157938087
ACH-000258,-0.598548610766
ACH-000259,-0.371902612986
ACH-000260,-0.496042055931
ACH-000261,-0.323547456232
ACH-000262,-0.137391890893
ACH-000263,-0.5087398962290001
ACH-000264,-0.47016701069
ACH-000265,-0.260883591747
ACH-000266,-0.43359555186000004
ACH-000272,-0.442999468305
ACH-000273,-0.525502868251
ACH-000274,-0.44398594093800003
ACH-000277,-0.18344130167300002
ACH-000278,-0.477497127617
ACH-000279,-0.413626306799
ACH-000280,-0.532242222017
ACH-000281,-0.499369102137
ACH-000288,-0.6367663854360001
ACH-000291,-0.442586079036
ACH-000293,-0.260638260858
ACH-000294,-0.393742431874
ACH-000295,-0.236166645579
ACH-000296,-0.299692102332
ACH-000302,-0.307283777363
ACH-000304,-0.293020634048
ACH-000307,-0.328821763076
ACH-000308,-0.534157794805
ACH-000310,-0.717812033652
ACH-000311,-0.769714553889
ACH-000312,-0.499506291127
ACH-000315,-0.282073172112
ACH-000316,-0.0695317356595
ACH-000317,-0.14118004487299998
ACH-000318,-0.29092099031700003
ACH-000319,-0.337712531122
ACH-000320,-0.571470957059
ACH-000322,-0.652856865094
ACH-000323,-0.41114389615
ACH-000324,-0.5018090734589999
ACH-000329,-0.335210728416
ACH-000330,-0.5972131016610001
ACH-000331,-0.454368001376
ACH-000332,-0.513965982839
ACH-000334,-0.373632439486
ACH-000335,-0.236411292049
ACH-000336,-0.589876842276
ACH-000337,-1.0102677071500001
ACH-000339,-0.41522032006399995
ACH-000341,-0.541615371095
ACH-000348,-0.447886344778
ACH-000350,-0.47379891633599996
ACH-000352,-0.24649378824
ACH-000356,-0.7932437006290001
ACH-000361,-0.42241167551
ACH-000362,-0.538111391761
ACH-000363,-0.376484930528
ACH-000364,-0.39954966754199994
ACH-000365,-0.431844478341
ACH-000366,-0.385871876666
ACH-000368,-0.126125239089
ACH-000374,-0.461826602245
ACH-000375,-0.224295442322
ACH-000376,-0.311266224991
ACH-000381,-0.644505528082
ACH-000383,-0.254216247154
ACH-000387,-0.284233310315
ACH-000389,-0.309248988036
ACH-000390,-0.501988905023
ACH-000393,-0.330097384591
ACH-000395,-0.490308267951
ACH-000397,-0.320721159077
ACH-000401,-0.215424535804
ACH-000402,-0.595762356937
ACH-000403,-0.379737970255
ACH-000404,-0.6895563247450001
ACH-000406,-0.355219665595
ACH-000407,-0.15922658739700002
ACH-000408,-0.32108906562899997
ACH-000410,-0.505986161101
ACH-000411,-0.403148253174
ACH-000414,-0.403216687767
ACH-000415,-0.38442141495300003
ACH-000416,-0.488922813961
ACH-000420,-0.058255940733699996
ACH-000421,-0.405478019195
ACH-000424,-0.600478179022
ACH-000425,-0.46675824094400004
ACH-000426,-0.8359834341079999
ACH-000427,-0.645726234799
ACH-000433,-0.7532013176000001
ACH-000436,-0.512201459591
ACH-000444,-0.249012068064
ACH-000445,-0.081455399702
ACH-000448,-0.406077165823
ACH-000450,-0.303855509408
ACH-000452,-0.40553037361500005
ACH-000454,-0.271880797957
ACH-000458,-0.237167438199
ACH-000459,-0.0228915846821
