,M6PR (4074)
ACH-000004,-0.0559549729304
ACH-000007,-0.119967460307
ACH-000009,-0.155841918301
ACH-000011,0.0272128668371
ACH-000012,0.11102349305400001
ACH-000013,0.024983976713
ACH-000014,-0.23998942633499998
ACH-000015,-0.0163947658118
ACH-000017,-0.203148886353
ACH-000018,0.0222367012873
ACH-000019,0.155373472302
ACH-000021,-0.12187829130899999
ACH-000022,-0.0691871550957
ACH-000025,-0.048028026787300004
ACH-000028,0.00058689253633
ACH-000030,-0.0769507040507
ACH-000035,0.0442567952217
ACH-000036,-0.116618141359
ACH-000037,-0.0906661314195
ACH-000039,-0.298765235044
ACH-000040,0.00512900332032
ACH-000041,-0.315484545223
ACH-000042,-0.234462779755
ACH-000045,-0.146129096832
ACH-000047,-0.0553185449371
ACH-000052,-0.157106726481
ACH-000053,-0.187734270077
ACH-000054,-0.194179695412
ACH-000055,-0.179228257859
ACH-000060,-0.169713413849
ACH-000067,-0.049701360586800004
ACH-000070,-0.16856919590999997
ACH-000075,0.220081577527
ACH-000078,-0.0122242556438
ACH-000082,-0.0922042812792
ACH-000085,-0.19835519430100002
ACH-000086,0.129547271803
ACH-000087,-0.08862963155999999
ACH-000092,-0.0942821315259
ACH-000095,-0.14295838976
ACH-000097,-0.12264549002599999
ACH-000098,0.05955641232699999
ACH-000099,-0.035019471904300006
ACH-000108,-0.166934388025
ACH-000113,-0.050144379694800005
ACH-000115,-0.12961067457699998
ACH-000116,-0.0247709271532
ACH-000118,-0.243393449048
ACH-000120,-0.11587215894099999
ACH-000123,-0.195732385504
ACH-000127,-0.06655150546790001
ACH-000128,0.19597812466200001
ACH-000132,-0.021502118716500002
ACH-000133,-0.155403601275
ACH-000137,-0.0762761130326
ACH-000138,-0.19950522466099999
ACH-000142,-0.249246842406
ACH-000143,-0.12569833052
ACH-000146,-0.212551108607
ACH-000148,-0.0379486083461
ACH-000150,-0.12001646585100001
ACH-000152,-0.17937831618
ACH-000153,-0.058837512906800005
ACH-000159,-0.136100192881
ACH-000160,-0.263183621408
ACH-000163,0.071426065281
ACH-000167,0.08092571169889999
ACH-000168,-0.0670145758601
ACH-000169,0.10880039287799999
