,KMT2B (9757)
ACH-000004,-0.231123235484
ACH-000007,-0.360936807148
ACH-000009,-0.458145082461
ACH-000011,-0.3246591986
ACH-000012,-0.37861816429799994
ACH-000013,-0.733453720828
ACH-000014,-0.310969746154
ACH-000015,-0.45739236370700004
ACH-000017,-0.581279845715
ACH-000018,-0.584043493739
ACH-000019,-0.628822858295
ACH-000021,-0.208580482504
ACH-000022,-0.36749566201
ACH-000025,-0.428786734394
ACH-000028,-0.466520428116
ACH-000030,-0.382890812953
ACH-000035,-0.518257223225
ACH-000036,-0.393094395182
ACH-000037,-0.536276093558
ACH-000039,-0.411883292121
ACH-000040,-0.18873213777199999
ACH-000041,-0.384803890408
ACH-000042,-0.362513683383
ACH-000045,-0.408201889689
ACH-000047,-0.25023452094500004
ACH-000052,-0.470977729253
ACH-000053,-0.380593913818
ACH-000054,-0.21404818596500003
ACH-000055,-0.241836560499
ACH-000060,-0.497964323729
ACH-000067,-0.276427186476
ACH-000070,-0.420649100965
ACH-000075,-0.287211110398
ACH-000078,-0.33526944124499997
ACH-000082,-0.0981421057038
ACH-000085,-0.650666443286
ACH-000086,-0.455190840543
ACH-000087,-0.190569560449
ACH-000092,-0.631469728465
ACH-000095,-0.263786324887
ACH-000097,-0.562388220687
ACH-000098,-0.587152743143
ACH-000099,-0.650835595811
ACH-000108,-0.321042038815
ACH-000113,-0.44613793355400005
ACH-000115,-0.39845676690399995
ACH-000116,-0.074082669259
ACH-000118,-0.485031985854
ACH-000120,-0.08389348152920001
ACH-000123,-0.499367412527
ACH-000127,-0.157709467902
ACH-000128,-0.30696819417800003
ACH-000132,-0.226039216633
ACH-000133,-0.42182919564000004
ACH-000137,-0.44586621865500004
ACH-000138,-0.526223056862
ACH-000142,-0.31573579771899996
ACH-000143,-0.33501750571
ACH-000146,-0.28146933893599996
ACH-000148,-0.19568575016800002
ACH-000150,-0.555403113368
ACH-000152,-0.345897585559
ACH-000153,-0.43490173956699996
ACH-000159,-0.331958856597
ACH-000160,0.033460757779000004
ACH-000163,-0.10065902774499999
ACH-000167,0.38740500888499996
ACH-000168,-0.225352860825
ACH-000169,0.0356234201491
ACH-000178,-0.358029813796
ACH-000182,-0.398926339306
ACH-000183,-0.287475841954
ACH-000188,-0.345254461635
ACH-000189,-0.27180737299400004
ACH-000190,0.25623098625999996
ACH-000198,-0.452516797411
ACH-000204,-0.257273983762
ACH-000206,-0.321268361938
ACH-000207,-0.155329256747
ACH-000211,-0.40179959672
ACH-000215,-0.395866219582
ACH-000221,-0.40986967644
ACH-000222,-0.197753000313
ACH-000223,-0.323859921471
ACH-000226,-0.381701547712
ACH-000227,-0.360857500307
ACH-000228,-0.311016115722
ACH-000231,0.0030307537949
ACH-000232,-0.460323653403
ACH-000233,-0.24939804661999998
ACH-000234,-0.764862424667
ACH-000235,-0.403132370921
ACH-000237,-0.170720116659
ACH-000238,-0.182523260129
ACH-000243,-0.288752110026
ACH-000244,-0.16772303508300002
ACH-000246,-0.325707433951
ACH-000248,-0.527214290233
ACH-000250,-0.32685896347300003
ACH-000251,-0.257471669128
ACH-000253,-0.488076876749
ACH-000255,-0.551203829244
ACH-000256,-0.0954616166471
ACH-000257,-0.18128976255100002
ACH-000258,-0.15127167131400002
ACH-000259,-0.37357303162
ACH-000260,-0.386313715528
ACH-000261,-0.254325446379
ACH-000262,-0.548206313718
ACH-000263,-0.401339726245
ACH-000264,-0.505263283594
ACH-000265,-0.510405111116
ACH-000266,-0.487841124964
ACH-000272,-0.277343094717
ACH-000273,0.00582662191138
ACH-000274,-0.38386720969099997
ACH-000277,0.0184776333906
ACH-000278,-0.24265313098299998
ACH-000279,-0.27430956529899997
ACH-000280,-0.428787549583
ACH-000281,-0.39836824396
ACH-000288,-0.0970839504206
ACH-000291,-0.251739937929
ACH-000293,-0.585149969871
ACH-000294,-0.23973745776900002
ACH-000295,-0.433558787238
ACH-000296,-0.488170893028
ACH-000302,-0.64392898208
ACH-000304,-0.0514741510029
ACH-000307,-0.291489371018
ACH-000308,-0.431657956032
ACH-000310,-0.32639844684999997
ACH-000311,-0.407606822122
ACH-000312,-0.28152611671
ACH-000315,-0.40210905346299997
ACH-000316,-0.10318596119699999
ACH-000317,-0.31023621074700003
ACH-000318,-0.6248057847999999
ACH-000319,-0.38602504277800004
ACH-000320,-0.253421526318
ACH-000322,-0.404180360282
ACH-000323,-0.233501598294
ACH-000324,-0.39065992703900004
ACH-000329,-0.318268878885
ACH-000330,-0.489616201766
ACH-000331,-0.273803329001
ACH-000332,-0.39543836707900004
ACH-000334,-0.284072320601
ACH-000335,0.00747501586787
ACH-000336,-0.5342005137610001
ACH-000337,-0.34940076206
ACH-000339,-0.325460760528
ACH-000341,-0.206279544266
ACH-000348,-0.24642973841200003
ACH-000350,-0.577872722058
ACH-000352,-0.369222584464
ACH-000356,-0.5208059330979999
ACH-000361,-0.580506361589
ACH-000362,-0.36978552999
ACH-000363,-0.20605498936099997
ACH-000364,-0.38125462732500004
ACH-000365,-0.6204012486029999
ACH-000366,-0.38039276742399997
ACH-000368,-0.5774659757399999
ACH-000374,-0.026981521350799998
ACH-000375,-0.132464824366
ACH-000376,-0.252529898259
ACH-000381,-0.349491896114
ACH-000383,-0.357243605397
ACH-000387,-0.219817413688
ACH-000389,-0.5722204283300001
ACH-000390,-0.392970923069
ACH-000393,-0.316635582317
ACH-000395,-0.34029356086900003
ACH-000397,-0.366949404203
ACH-000401,-0.318159761772
ACH-000402,-0.488321726269
ACH-000403,-0.461587765669
ACH-000404,0.0826135089023
ACH-000406,-0.185609564135
ACH-000407,-0.5370030913189999
ACH-000408,-0.376582057707
ACH-000410,-0.562527824118
ACH-000411,-0.401858044591
ACH-000414,-0.363435148256
ACH-000415,-0.323189894921
ACH-000416,-0.286494725031
ACH-000420,-0.20399637081
ACH-000421,-0.297268896664
ACH-000424,-0.301668321623
ACH-000425,-0.304918305856
ACH-000426,-0.0422963457744
ACH-000427,-0.451581542199
ACH-000433,-0.628818949222
ACH-000436,-0.0542558786075
ACH-000444,-0.444459382777
ACH-000445,-0.676272624578
ACH-000448,-0.26429305027399996
ACH-000450,-0.034474782959699996
ACH-000452,-0.166703849794
ACH-000454,-0.47022240068000004
ACH-000458,-0.291813996074
ACH-000459,0.00383658320593
ACH-000460,-0.5086376914890001
ACH-000461,-0.216405615094
ACH-000463,-0.293305256086
ACH-000464,-0.29897902030400003
ACH-000466,-0.384744684272
ACH-000467,-0.063546963616
ACH-000468,-0.543982245024
ACH-000469,-0.19990407900600002
ACH-000470,-0.455637470105
ACH-000471,-0.492740826934
ACH-000472,-0.38700614748499995
ACH-000473,-0.38506726494800003
ACH-000475,-0.474904486999
ACH-000476,-0.221143903063
ACH-000477,-0.350057476725
ACH-000480,-0.41138844573100003
ACH-000481,-0.116925465395
ACH-000483,-0.371562688626
ACH-000484,-0.366254318535
ACH-000485,-0.566814451123
ACH-000486,-0.760866704102
ACH-000487,-0.37070674247
ACH-000488,-0.233294843035
ACH-000490,-0.5075777984359999
ACH-000491,-0.7234872372769999
ACH-000495,-0.118524058398
ACH-000496,-0.39356977033600005
ACH-000499,-0.14841905398
ACH-000500,-0.464168461206
ACH-000502,-0.460745462111
ACH-000503,-0.291975499945
ACH-000505,-0.466318442039
ACH-000507,-0.301569980668
ACH-000510,-0.52425517545
ACH-000511,-0.242456926169
ACH-000512,-0.47302803797
ACH-000516,-0.23299113523
ACH-000517,-0.329963387551
ACH-000518,-0.291903255792
ACH-000520,-0.30600178068399997
ACH-000521,-0.432863734344
ACH-000522,-0.42282529571099997
ACH-000524,-0.42576960310500006
ACH-000527,-0.389741625115
ACH-000528,-0.191950687454
ACH-000537,-0.249600307301
ACH-000541,-0.636809229446
ACH-000542,-0.35655233114100005
ACH-000544,-0.731533637039
ACH-000545,-0.329580913619
ACH-000547,-0.238006739992
ACH-000548,-0.155031095541
ACH-000549,-0.37462907062
ACH-000550,-0.235573097755
ACH-000552,-0.413716261136
ACH-000556,-0.33290991377900003
ACH-000557,-0.26494911061099996
ACH-000570,-0.6285891454770001
ACH-000571,-0.44835382813999997
ACH-000573,-0.249447181482
ACH-000576,-0.274530266436
ACH-000580,-0.42568011788500004
ACH-000584,-0.38609969613300005
ACH-000585,-0.541334286761
ACH-000588,-0.330403515723
ACH-000589,-0.348683292481
ACH-000591,-0.21526806859099998
ACH-000593,-0.38545733963
ACH-000600,-0.40677615280199997
ACH-000601,-0.483973265684
ACH-000604,-0.592902743853
ACH-000605,-0.264200416102
ACH-000606,-0.28321996208
ACH-000608,-0.498026063319
ACH-000614,-0.363235891901
ACH-000616,-0.287982944758
ACH-000618,-0.242834716219
ACH-000619,-0.298378391257
ACH-000620,-0.13916636359200002
ACH-000621,-0.409675514247
ACH-000622,-0.429760324345
ACH-000623,-0.1718733071
ACH-000624,-0.25148627031
ACH-000627,-0.505240030004
ACH-000630,-0.196325667373
ACH-000632,-0.503683522607
ACH-000633,-0.450079521225
ACH-000637,-0.340995594277
ACH-000638,-0.322326276593
ACH-000646,-0.21698884720699999
ACH-000647,-0.08502432622789999
ACH-000648,-0.42573628927199997
ACH-000649,-0.261987665554
ACH-000651,-0.430455287345
ACH-000652,-0.353609205616
ACH-000653,-0.349642282809
ACH-000657,-0.541573902029
ACH-000658,-0.301442819629
ACH-000661,-0.27089167145799997
ACH-000662,-0.268651201956
ACH-000663,-0.40920318690499996
ACH-000665,-0.178034667084
ACH-000671,-0.500366061338
ACH-000673,-0.341236496096
ACH-000676,-0.17966973910300002
ACH-000677,-0.28706313001999995
ACH-000681,-0.503133435377
ACH-000682,-0.44456581582500004
ACH-000683,-0.29565089024
ACH-000684,-0.298847035479
ACH-000688,-0.33215819548500003
ACH-000693,-0.235312725848
ACH-000694,-0.334468092591
ACH-000695,-0.35266997967200003
ACH-000696,-0.413939158947
ACH-000697,-0.30337758789700003
ACH-000699,-0.365501886923
ACH-000701,-0.580818179142
ACH-000706,-0.489302411918
ACH-000711,-0.253269047519
ACH-000713,-0.339634586833
ACH-000714,-0.38867544122299996
ACH-000718,-0.587227991287
ACH-000720,-0.325953342915
ACH-000721,-0.416007956778
ACH-000724,-0.619023592323
ACH-000725,-0.735471056663
ACH-000732,-0.14690423049100002
ACH-000734,-0.39163359474200005
ACH-000735,-0.241381466985
ACH-000736,-0.459659053476
ACH-000738,-0.314935666735
ACH-000746,-0.630896546021
ACH-000747,-0.535223937283
ACH-000748,-0.321384478408
ACH-000753,-0.262040980264
ACH-000756,-0.594412781993
ACH-000757,-0.5898360599069999
ACH-000758,-0.378311184925
ACH-000760,-0.30109142441799996
ACH-000763,-0.0336949882706
ACH-000764,-0.419940040491
ACH-000765,-0.24547629258099998
ACH-000766,-0.25831746285999996
ACH-000767,-0.15639515116900002
ACH-000768,-0.23054165157900003
ACH-000769,-0.416292907127
ACH-000770,-0.0206147240237
ACH-000771,-0.49889194771799994
ACH-000773,-0.512236501655
ACH-000776,-0.543450105229
ACH-000777,-0.483749985004
ACH-000778,-0.625765412718
ACH-000781,-0.298209305473
ACH-000782,-0.39070546956999996
ACH-000783,-0.653259336519
ACH-000784,-0.328221676046
ACH-000785,-0.373472906462
ACH-000787,-0.502042798652
ACH-000788,-0.306461901959
ACH-000791,-0.311856893451
ACH-000792,-0.331749990956
ACH-000794,-0.404265556717
ACH-000796,-0.31458866115
ACH-000799,-0.37281743107299997
ACH-000800,-0.45446064507399997
ACH-000802,-0.458523985835
ACH-000804,-0.459257224418
ACH-000805,-0.342603331465
ACH-000809,-0.440829689024
ACH-000810,-0.107131670397
ACH-000811,-0.366134961228
ACH-000817,-0.489895066142
ACH-000819,-0.7062052898160001
ACH-000820,-0.000621927660933
ACH-000821,-0.321475359525
ACH-000822,-0.595393141121
ACH-000823,-0.22840906561299998
ACH-000824,-0.606177497333
ACH-000827,-0.296228792585
ACH-000829,-0.360242881924
ACH-000831,-0.612539134102
ACH-000832,-0.461601632598
ACH-000833,-0.0372855019355
ACH-000834,-0.208337896021
ACH-000835,-0.347585759392
ACH-000836,-0.0205933878003
ACH-000837,-0.229841199402
ACH-000838,0.0176950584804
ACH-000839,-0.217800938472
ACH-000840,-0.6774067740719999
ACH-000841,-0.371055683812
ACH-000843,-0.208203846426
ACH-000846,-0.201335030418
ACH-000847,-0.347865455858
ACH-000848,-0.28596307579700003
ACH-000849,-0.136286154371
ACH-000851,-0.094721244803
ACH-000855,-0.182345054193
ACH-000856,-0.295293035516
ACH-000858,-0.28969237558100003
ACH-000859,-0.07599696183339999
ACH-000861,-0.651067307603
ACH-000862,-0.0932111241821
ACH-000865,-0.246378977487
ACH-000866,-0.205958275739
ACH-000867,-0.225926858752
ACH-000869,-0.585485900938
ACH-000872,-0.569084404371
ACH-000873,-0.514301663909
ACH-000876,-0.24195854391999996
ACH-000878,-0.23906640695
ACH-000880,-0.0023494516683
ACH-000881,-0.24729198751999998
ACH-000882,-0.365668488234
ACH-000884,-0.25582402100699997
ACH-000885,-0.316768029298
ACH-000887,-0.355018846508
ACH-000888,-0.313699416126
ACH-000889,-0.526691880891
ACH-000890,-0.432354517412
ACH-000896,-0.398332496219
ACH-000898,-0.536893575935
ACH-000900,-0.495273128046
ACH-000901,-0.418882005638
ACH-000905,-0.23463575356
ACH-000906,-0.373329130254
ACH-000907,-0.195673936685
ACH-000910,-0.3052073555
ACH-000911,-0.27322017807
ACH-000912,-0.477849678531
ACH-000913,-0.136168878817
ACH-000915,-0.177584157079
ACH-000916,-0.12265533469
ACH-000917,-0.355903492811
ACH-000921,-0.286849505197
ACH-000924,-0.315192768066
ACH-000926,-0.334098800288
ACH-000928,-0.544782895316
ACH-000929,-0.193860392096
ACH-000932,-0.221479102471
ACH-000935,-0.0619600574877
ACH-000936,-0.543926278237
ACH-000937,-0.175490851461
ACH-000938,-0.803457285923
ACH-000939,-0.0127486217466
ACH-000941,-0.396069060378
ACH-000943,-0.281287817474
ACH-000946,-0.46070730075800004
ACH-000947,-0.37893691162500004
ACH-000948,-0.420316379324
ACH-000950,-0.48078973805200004
ACH-000953,-0.486221419464
ACH-000957,-0.25535256103799997
ACH-000958,-0.24058759975699998
ACH-000960,-0.24237133274300002
ACH-000963,-0.367530014261
ACH-000968,-0.5831231336630001
ACH-000969,-0.377673593068
ACH-000973,-0.307385663895
ACH-000974,-0.268117380918
ACH-000975,-0.0217550942799
ACH-000976,-0.24741971632100002
ACH-000978,-1.02747566363
ACH-000980,-0.510938466955
ACH-000984,-0.526757502101
ACH-000986,-0.645100659912
ACH-000988,-0.33316212187
ACH-000993,-0.5727386563419999
ACH-000994,-0.315109593686
ACH-000996,-0.552523002279
ACH-001001,-0.229568024439
ACH-001020,-0.0006523682205590001
ACH-001028,-0.0666098847288
ACH-001031,0.0889315262638
ACH-001038,-0.466987460536
ACH-001048,-0.247097922582
ACH-001050,-0.591848410559
ACH-001053,-0.126692461185
ACH-001054,-0.159054483563
ACH-001061,-0.41104382159900005
ACH-001067,-0.318858005261
ACH-001075,-0.29513607591200003
ACH-001096,-0.13275085537200002
ACH-001128,0.9063637555480001
ACH-001134,-0.49345195421099997
ACH-001151,-0.5193331558950001
ACH-001163,-0.34430955449199996
ACH-001164,-0.465437094636
ACH-001173,-0.412433755304
ACH-001183,-0.417115830517
ACH-001184,-0.432643173608
ACH-001190,-0.245661004061
ACH-001192,-0.414378569019
ACH-001193,-0.13426511837000002
ACH-001196,-0.210650969374
ACH-001197,-0.17673298898200002
ACH-001205,-0.289290498284
ACH-001211,-0.126939786676
ACH-001212,-0.28537393885
ACH-001228,-0.149016426569
ACH-001232,-0.497825666671
ACH-001239,-0.207751186324
ACH-001274,-0.355807255458
ACH-001275,-0.6162212166800001
ACH-001277,-0.42377824973800005
ACH-001278,-0.28434423789200003
ACH-001280,-0.226092688105
ACH-001283,-0.49082835625
ACH-001289,-0.29550770566999995
ACH-001295,-0.407215319273
ACH-001300,-0.258728934232
ACH-001301,-0.490365984601
ACH-001302,-0.121897713374
ACH-001303,-0.41800862419600004
ACH-001306,-0.20861897309799998
ACH-001318,-0.174964086923
ACH-001322,-0.45097895821500006
ACH-001328,-0.510034080614
ACH-001332,-0.418099513526
ACH-001333,-0.182169802587
ACH-001336,-0.07714407665860001
ACH-001340,-0.371223892933
ACH-001346,-0.329960014014
ACH-001353,-0.376248788143
ACH-001354,-0.7443254924160001
ACH-001367,-0.361511590489
ACH-001368,-0.350241094797
ACH-001374,-0.596501510888
ACH-001375,-0.584588417652
ACH-001377,-0.331888872385
ACH-001380,-0.322344420187
ACH-001391,-0.387009746105
ACH-001407,-0.492178867217
ACH-001408,-0.161929106479
ACH-001413,-0.6020003709539999
ACH-001430,-0.6512903242570001
ACH-001431,-0.397663548997
ACH-001450,-0.43228228857600004
ACH-001496,-0.119923640749
ACH-001500,-0.35085616794200003
ACH-001521,-0.6051718882980001
ACH-001523,-0.15009082262700002
ACH-001532,-0.117781342565
ACH-001536,-0.385033489455
ACH-001550,-0.0372809352285
ACH-001552,-0.48204854784900003
ACH-001554,-0.43451486177599996
ACH-001645,-0.37706528939499995
ACH-001654,-0.400004055987
ACH-001715,-0.0739392183418
ACH-001735,-0.495914314236
ACH-001736,-0.580780416228
ACH-001737,-0.0703408993267
ACH-001740,-0.228675297593
ACH-001745,-0.41170429737899994
ACH-001750,-0.209217985723
