,LEF1 (51176)
ACH-000004,0.00859593375095
ACH-000007,0.00516853085782
ACH-000009,0.0674524911702
ACH-000011,0.0835432509115
ACH-000012,0.286211658893
ACH-000013,0.08124607715210001
ACH-000014,-0.15402697169500001
ACH-000015,0.104940895777
ACH-000017,0.059313210715199995
ACH-000018,0.23730021841999996
ACH-000019,0.028432010310000005
ACH-000021,0.037325848064
ACH-000022,0.10895682098300001
ACH-000025,0.028332611963400003
ACH-000028,0.21087314499600002
ACH-000030,0.09695444668849999
ACH-000035,-0.0169754377722
ACH-000036,0.0717217108568
ACH-000037,0.129264948327
ACH-000039,0.0630305859491
ACH-000040,0.0738966028285
ACH-000041,-0.22337493589899998
ACH-000042,0.0163071406379
ACH-000045,-0.0269393268322
ACH-000047,0.0102492012569
ACH-000052,-0.0789526583929
ACH-000053,0.230001642272
ACH-000054,0.0717952030736
ACH-000055,0.021033645354900002
ACH-000060,0.09929095749360001
ACH-000067,0.0372888699926
ACH-000070,-0.599839981928
ACH-000075,-0.037835866294
ACH-000078,0.08594529900419999
ACH-000082,-0.05478474026459999
ACH-000085,0.14879203752599998
ACH-000086,0.230820883862
ACH-000087,0.09554677525560001
ACH-000092,-0.018717992941999998
ACH-000095,0.08994701579150001
ACH-000097,0.044717618867699996
ACH-000098,-0.146603111317
ACH-000099,0.0564521914312
ACH-000108,0.1396843437
ACH-000113,0.0596607684374
ACH-000115,-0.010040878150899999
ACH-000116,-0.025830349555599996
ACH-000118,0.0176805317093
ACH-000120,0.142123867738
ACH-000123,0.09052744306160002
ACH-000127,-0.00991565193719
ACH-000128,0.173827370324
ACH-000132,0.0351561579717
ACH-000133,0.0144778448245
ACH-000137,0.27618176787
ACH-000138,0.152511288968
ACH-000142,0.0636273808557
ACH-000143,0.142280117164
ACH-000146,0.202687176331
ACH-000148,0.161808174203
ACH-000150,0.08025224167280001
ACH-000152,0.0601024076033
ACH-000153,-0.058672870989300005
ACH-000159,0.122254855737
ACH-000160,0.276974734578
ACH-000163,0.0876169314728
ACH-000167,0.643454621885
ACH-000168,0.17221055728100002
ACH-000169,0.0856172257901
ACH-000178,0.08598509705319998
ACH-000182,0.0817849279017
ACH-000183,0.19157903364700002
ACH-000188,0.0294676925739
ACH-000189,0.175715378825
ACH-000190,0.203577178325
ACH-000198,0.026408800321299997
ACH-000204,0.0390855145578
ACH-000206,0.14043268170700002
ACH-000207,0.22739016996999997
ACH-000211,-0.050462999361300005
ACH-000215,0.0515877724484
ACH-000221,-0.0907581853547
ACH-000222,0.207285205195
ACH-000223,-0.0156793424989
ACH-000226,0.154212846306
ACH-000227,-0.0559565208418
ACH-000228,-0.0591263176397
ACH-000231,0.0987142923728
ACH-000232,0.10880421542999999
ACH-000233,0.15098110590999997
ACH-000234,0.0016490371286900002
ACH-000235,0.0496685455987
ACH-000237,0.09234979380370001
ACH-000238,0.0204897490244
ACH-000243,0.034845451997300006
ACH-000244,-0.0546661669285
ACH-000246,0.182499621811
ACH-000248,0.221830001868
ACH-000250,0.139567069504
ACH-000251,0.159052578586
ACH-000253,0.116606050667
ACH-000255,0.0397254605061
ACH-000256,0.15638661566
ACH-000257,0.0992613759671
ACH-000258,-0.244354204888
ACH-000259,0.030995926348599996
ACH-000260,0.142393574266
ACH-000261,0.105540883221
ACH-000262,-0.039963766739
ACH-000263,0.13472011947100002
ACH-000264,-0.0108305508854
ACH-000265,0.0210151690564
ACH-000266,0.11237322835500001
ACH-000272,-0.11885552070999998
ACH-000273,-0.000645594518155
ACH-000274,0.049355193032400005
ACH-000277,-0.050399788364800004
ACH-000278,0.0552465871533
ACH-000279,0.05846691532269999
ACH-000280,0.14841295763100001
ACH-000281,0.125451956076
ACH-000288,0.123485539575
ACH-000291,0.100206696477
ACH-000293,-0.113158149791
ACH-000294,0.0990863869142
ACH-000295,-0.04688361561430001
ACH-000296,0.127260509036
ACH-000302,-0.0931382626076
ACH-000304,-0.156347102851
ACH-000307,0.0197882744985
ACH-000308,0.031986469529099996
ACH-000310,0.00221613721828
ACH-000311,0.00897949800439
ACH-000312,0.0341569322497
ACH-000315,0.014097754604599999
ACH-000316,-0.0043431395139700004
ACH-000317,0.135965655183
ACH-000318,0.08376739176339999
ACH-000319,0.115087981789
ACH-000320,0.0292004124436
ACH-000322,-0.000205620612041
ACH-000323,0.263538578984
ACH-000324,0.013040004801799999
ACH-000329,0.0599545146055
ACH-000330,-0.0316155477454
ACH-000331,0.038616749283599996
ACH-000332,0.0341908175737
