,BANF2 (140836)
ACH-000004,0.0898066445238
ACH-000007,0.287810431384
ACH-000009,0.272791938701
ACH-000011,0.036928590646300004
ACH-000012,0.157242581902
ACH-000013,0.060082180621499996
ACH-000014,0.14192050092
ACH-000015,0.11993508494300001
ACH-000017,0.08438077457
ACH-000018,0.118133945625
ACH-000019,-0.038992907280900005
ACH-000021,0.168390265506
ACH-000022,0.043435686718899996
ACH-000025,0.216759474573
ACH-000028,-0.13463881874000003
ACH-000030,0.18377615381999998
ACH-000035,-0.0151650638812
ACH-000036,0.12069674465999998
ACH-000037,0.0952517448922
ACH-000039,-0.0304275077889
ACH-000040,0.072706107688
ACH-000041,0.107720251653
ACH-000042,0.0105745501454
ACH-000045,0.146763578472
ACH-000047,0.194872853559
ACH-000052,0.235740686958
ACH-000053,0.106532504356
ACH-000054,0.19102478608100001
ACH-000055,0.0767114613177
ACH-000060,-0.0460676232156
ACH-000067,0.267750206926
ACH-000070,0.271796331532
ACH-000075,0.00435486545723
ACH-000078,0.264888159849
ACH-000082,0.109351859562
ACH-000085,0.13323397290300001
ACH-000086,0.146736717895
ACH-000087,0.030658983014000003
ACH-000092,0.0777800475403
ACH-000095,0.15569675191500001
ACH-000097,0.009273034116739999
ACH-000098,0.222846899641
ACH-000099,0.060754462698499996
ACH-000108,0.0828940250599
ACH-000113,0.0149190307843
ACH-000115,0.148620846781
ACH-000116,0.214023092313
ACH-000118,-0.0393769977596
ACH-000120,0.128457883667
ACH-000123,0.153974056404
ACH-000127,0.174786008204
ACH-000128,0.11933263992999998
ACH-000132,0.17082171521899997
ACH-000133,0.11166400548000001
ACH-000137,-0.237571541996
ACH-000138,0.208671192379
ACH-000142,0.262412799283
ACH-000143,0.121349204892
ACH-000146,0.07089719182189999
ACH-000148,0.06817510400169999
ACH-000150,0.17362849386100002
ACH-000152,0.182725575728
ACH-000153,0.0019988664702699998
ACH-000159,0.267257856028
ACH-000160,-0.041979810028
ACH-000163,0.027224304565300003
ACH-000167,0.13386748605999998
ACH-000168,0.0205879980444
ACH-000169,0.236112848424
ACH-000178,0.0493993171062
ACH-000182,0.108804098886
ACH-000183,0.178700677619
ACH-000188,0.10267529075500001
ACH-000189,0.29742096076200003
ACH-000190,0.07734313553660001
ACH-000198,0.066945389634
ACH-000204,-0.166530571261
ACH-000206,0.0077827514158900005
ACH-000207,0.184657762258
ACH-000211,0.128527100593
ACH-000215,0.137459708987
ACH-000221,0.0324444639834
ACH-000222,0.154151057156
ACH-000223,0.121696994222
ACH-000226,0.26144069213300003
