,PHLPP1 (23239)
ACH-000004,-0.118173256265
ACH-000007,-0.225662212645
ACH-000009,-0.00064992724386
ACH-000011,-0.08823743939089998
ACH-000012,0.021341183792900002
ACH-000013,-0.0165948045159
ACH-000014,-0.08545096185210001
ACH-000015,0.183464375747
ACH-000017,-0.184049713597
ACH-000018,0.025445475033299997
ACH-000019,0.13516911835200002
ACH-000021,0.142412903311
ACH-000022,-0.069037963447
ACH-000025,-0.0822067800206
ACH-000028,-0.022467991973
ACH-000030,-0.108847522612
ACH-000035,0.139308755352
ACH-000036,0.123267720775
ACH-000037,0.09434928409110001
ACH-000039,-0.353478376443
ACH-000040,-0.0208261324302
ACH-000041,0.0765229419235
ACH-000042,0.0531571391505
ACH-000045,-0.030134877594400002
ACH-000047,-0.039675782501800004
ACH-000052,-0.09232539540719999
ACH-000053,0.0465477833517
ACH-000054,-0.245093902412
ACH-000055,0.0768571624185
ACH-000060,0.013012162675299999
ACH-000067,0.11541039004
ACH-000070,-0.050126283354199996
ACH-000075,-0.144873934249
ACH-000078,0.336267510404
ACH-000082,0.135039498148
ACH-000085,-0.18859807215799998
ACH-000086,-0.0387545961304
ACH-000087,0.04062914545369999
ACH-000092,-0.0939808990734
ACH-000095,-0.118151781092
ACH-000097,0.09979704226189999
ACH-000098,-0.00414216271774
ACH-000099,-0.0847391857598
ACH-000108,0.174694845341
ACH-000113,0.0328007260088
ACH-000115,-0.142825154813
ACH-000116,0.189774855528
ACH-000118,-0.196054011949
ACH-000120,-0.00700761251863
ACH-000123,0.004123119788810001
ACH-000127,-0.06825668861430001
ACH-000128,-0.14211453951199998
ACH-000132,-0.291152709372
ACH-000133,-0.0664307540883
ACH-000137,0.141555101446
ACH-000138,0.026538631086300002
ACH-000142,-0.020675451789799997
ACH-000143,-0.185267331041
ACH-000146,-0.19910490927000002
ACH-000148,0.0484290987787
ACH-000150,0.0631552247441
ACH-000152,0.0728611736594
ACH-000153,-0.0025665413466
ACH-000159,0.0626965643684
ACH-000160,0.106438138561
ACH-000163,0.0599022406197
ACH-000167,0.0428374360879
ACH-000168,-0.008130224979399999
ACH-000169,0.181107675114
ACH-000178,-0.046916549545099995
ACH-000182,-0.21797384123799998
ACH-000183,0.234410349853
ACH-000188,0.04795312789200001
ACH-000189,0.09980041458979999
ACH-000190,0.0753662639202
ACH-000198,0.160617380629
ACH-000204,-0.133571837938
ACH-000206,-0.0233760627159
ACH-000207,0.054846699607600004
ACH-000211,-0.124593854111
ACH-000215,0.0107441979104
ACH-000221,-0.14882089572999999
ACH-000222,-0.153359440372
ACH-000223,0.0560276589556
ACH-000226,-0.0633967992284
ACH-000227,0.061663443264100004
ACH-000228,-0.07089166026
ACH-000231,0.042208689301399996
ACH-000232,0.04326025151480001
ACH-000233,0.20677686985100002
ACH-000234,0.100111501242
ACH-000235,-0.06367356257330001
ACH-000237,0.0330720476691
ACH-000238,0.11428836358
ACH-000243,0.0505813543818
ACH-000244,0.132927284783
ACH-000246,-0.15317187512900002
ACH-000248,-0.0965242174378
ACH-000250,-0.046508819353400004
ACH-000251,-0.388338521544
ACH-000253,-0.307763224828
ACH-000255,0.0789874820011
ACH-000256,0.230562812273
ACH-000257,0.0356052231641
ACH-000258,-0.10624633565199999
ACH-000259,0.093556784362
ACH-000260,-0.09158950417390001
ACH-000261,-0.17268139537799998
ACH-000262,-0.36325121841499997
ACH-000263,-0.18450266478
ACH-000264,0.0805611394533
ACH-000265,0.0756068911316
ACH-000266,-0.0309837768573
ACH-000272,0.10089641863500001
ACH-000273,-0.1965430413
ACH-000274,-0.20031713531300002
ACH-000277,-0.0357792433359
ACH-000278,0.07147076224650001
ACH-000279,0.09352206209200001
