,GZMH (2999)
ACH-000004,-0.161477024675
ACH-000007,-0.195242690689
ACH-000009,-0.233246267852
ACH-000011,-0.49602079393700005
ACH-000012,-0.332078103028
ACH-000013,-0.23321887908599997
ACH-000014,-0.166489557755
ACH-000015,-0.114961774396
ACH-000017,-0.475148402
ACH-000018,-0.11862437071200001
ACH-000019,-0.460815480451
ACH-000021,-0.350419003963
ACH-000022,-0.158941019434
ACH-000025,-0.220812414818
ACH-000028,-0.42028844641400004
ACH-000030,-0.279074755691
ACH-000035,-0.32117215520799997
ACH-000036,-0.276983315019
ACH-000037,-0.365070187867
ACH-000039,-0.481889838292
ACH-000040,-0.291095119863
ACH-000041,-0.348396616426
ACH-000042,-0.349268339695
ACH-000045,-0.46339516748099996
ACH-000047,-0.30500253609
ACH-000052,-0.451025514902
ACH-000053,-0.334965885876
ACH-000054,-0.301746000231
ACH-000055,-0.15899480815
ACH-000060,-0.5660242859000001
ACH-000067,-0.277201975399
ACH-000070,-0.19997983145599998
ACH-000075,-0.34722609742700006
ACH-000078,-0.37517349759400004
ACH-000082,-0.456806476528
ACH-000085,-0.36478953985600004
ACH-000086,-0.365138116748
ACH-000087,-0.35102580097400005
ACH-000092,-0.38127520962800004
ACH-000095,-0.430101003798
ACH-000097,-0.317183854267
ACH-000098,-0.155389781767
ACH-000099,-0.279033149849
ACH-000108,-0.26901104556899996
ACH-000113,-0.26873523381299996
ACH-000115,-0.199429269327
ACH-000116,-0.381941573179
ACH-000118,-0.48387600594700003
ACH-000120,-0.3230181827
ACH-000123,-0.47885903152900006
ACH-000127,-0.24219591966200002
ACH-000128,-0.26832018722600004
ACH-000132,-0.158294460827
ACH-000133,-0.365306559527
ACH-000137,-0.44114933876199997
ACH-000138,-0.304382387107
ACH-000142,-0.293429509227
ACH-000143,-0.407728868898
ACH-000146,-0.33115934247400003
ACH-000148,-0.342561338278
ACH-000150,-0.025677828741099997
ACH-000152,-0.468848161004
ACH-000153,-0.6713139406209999
ACH-000159,-0.26355574820300004
ACH-000160,-0.536495555836
ACH-000163,-0.189447747599
ACH-000167,-0.0189334083006
ACH-000168,-0.135065445034
ACH-000169,-0.263876085115
ACH-000178,-0.295543375053
ACH-000182,-0.33405553386799997
ACH-000183,-0.199579728416
ACH-000188,-0.397758313084
ACH-000189,-0.013315173201099999
ACH-000190,-0.263477609252
ACH-000198,-0.41297977935099994
ACH-000204,-0.351057476355
ACH-000206,-0.258741796378
ACH-000207,-0.5828341541790001
ACH-000211,-0.317046580081
ACH-000215,-0.35751881737400004
ACH-000221,-0.159856654024
ACH-000222,-0.501507493298
ACH-000223,-0.277144147971
ACH-000226,-0.15542569560699998
ACH-000227,-0.194701994099
ACH-000228,-0.400198436354
ACH-000231,-0.464969232272
ACH-000232,-0.29647224044799997
ACH-000233,-0.330246264275
ACH-000234,-0.09512485993110001
ACH-000235,-0.36983861972800003
ACH-000237,-0.161683168281
ACH-000238,-0.294858286415
ACH-000243,-0.430305433391
ACH-000244,-0.144880781841
ACH-000246,-0.395723877056
ACH-000248,-0.424210171132
ACH-000250,-0.23276733866000002
ACH-000251,-0.165635442267
ACH-000253,-0.18332214680599998
ACH-000255,-0.22920664251999998
ACH-000256,-0.265616078529
ACH-000257,-0.811543179648
ACH-000258,-0.0414158428184
ACH-000259,-0.428866860178
ACH-000260,-0.310700755098
ACH-000261,-0.0346230617768
ACH-000262,-0.20806999431099998
ACH-000263,-0.264313837146
ACH-000264,-0.416299552905
ACH-000265,-0.37814370285
ACH-000266,-0.460024326854
ACH-000272,-0.379929021269
ACH-000273,-0.375083847087
ACH-000274,-0.218547087729
ACH-000277,-0.24922691475900002
ACH-000278,-0.551000000933
ACH-000279,-0.204208278367
ACH-000280,-0.31717499412300004
ACH-000281,-0.278753031855
ACH-000288,-0.342690559007
ACH-000291,-0.18715120208799998
ACH-000293,-0.3910157913699999
ACH-000294,-0.512419403292
ACH-000295,-0.0634032258618
ACH-000296,-0.233178930792
ACH-000302,-0.25169552517099997
ACH-000304,-0.650367838771
ACH-000307,-0.443383089049
ACH-000308,-0.307032798001
ACH-000310,-0.446399676766
ACH-000311,-0.531308643163
ACH-000312,-0.44915595434199995
ACH-000315,-0.590821036591
ACH-000316,-0.359913116505
ACH-000317,-0.347613394375
ACH-000318,-0.470517573901
ACH-000319,-0.106189140891
ACH-000320,-0.655712191988
ACH-000322,-0.10538043187200001
ACH-000323,-0.374375499089
ACH-000324,-0.421379555635
ACH-000329,-0.255311320392
ACH-000330,-0.389695022874
ACH-000331,-0.37064955746100003
ACH-000332,-0.482217277436
ACH-000334,-0.505361634951
ACH-000335,-0.40190093358
ACH-000336,-0.0502264923725
ACH-000337,-0.41756019333000005
ACH-000339,-0.408177679119
ACH-000341,-0.36966150006
ACH-000348,-0.312542225993
ACH-000350,-0.38439634802
ACH-000352,-0.43331008105700003
ACH-000356,-0.317853146202
ACH-000361,-0.41864732825
ACH-000362,-0.42106780563
ACH-000363,-0.30756706956700003
ACH-000364,-0.512240042795
ACH-000365,-0.363056129547
ACH-000366,-0.448852851688
ACH-000368,-0.282417457692
ACH-000374,-0.216390542731
ACH-000375,-0.507520782869
ACH-000376,-0.392475648451
ACH-000381,-0.43750907358400004
ACH-000383,-0.37194363806100006
ACH-000387,-0.466416478843
ACH-000389,-0.125192640041
ACH-000390,-0.18155432320599998
ACH-000393,-0.400563001017
ACH-000395,-0.566615383005
ACH-000397,-0.215456752923
ACH-000401,-0.391189330788
ACH-000402,-0.550462890644
ACH-000403,-0.17955668156399998
ACH-000404,-0.342315147717
ACH-000406,-0.432190631142
ACH-000407,-0.169835361896
ACH-000408,-0.23403491511900001
ACH-000410,-0.230645885755
ACH-000411,-0.530422571783
ACH-000414,-0.438065369629
ACH-000415,-0.32191147174699997
ACH-000416,-0.254602374939
ACH-000420,-0.328973570216
ACH-000421,-0.291026176649
ACH-000424,-0.29168876842700003
ACH-000425,-0.39204928277900003
ACH-000426,-0.298838944013
ACH-000427,-0.403010691739
ACH-000433,-0.257316789073
ACH-000436,-0.266244227859
ACH-000444,-0.349470062596
ACH-000445,-0.410606558338
ACH-000448,-0.276593281597
ACH-000450,-0.184330144094
ACH-000452,-0.267984862306
ACH-000454,-0.597547092282
ACH-000458,-0.372594821163
ACH-000459,-0.325877072407
ACH-000460,-0.338620716517
ACH-000461,-0.201259085518
ACH-000463,-0.530529539482
ACH-000464,-0.23477821630600001
ACH-000466,-0.492764036128
ACH-000467,-0.301079682128
ACH-000468,-0.265082220597
ACH-000469,-0.34839600109200003
ACH-000470,0.015496892965899999
ACH-000471,-0.36493012729999996
ACH-000472,-0.21996996184300002
ACH-000473,-0.30839004038199996
ACH-000475,-0.24953224825599998
ACH-000476,-0.152140789495
ACH-000477,-0.48889608158299996
ACH-000480,-0.44822049787699997
ACH-000481,-0.299823357113
ACH-000483,-0.43314200432800004
ACH-000484,-0.290955732595
ACH-000485,-0.451554552611
ACH-000486,-0.44821272778800003
ACH-000487,-0.0720981944642
ACH-000488,-0.35799037692599994
ACH-000490,-0.350067943357
ACH-000491,-0.32352612363600003
ACH-000495,-0.49796078058399995
ACH-000496,-0.41668898456200004
ACH-000499,-0.440066603451
ACH-000500,-0.41093647866800004
ACH-000502,-0.401081775441
ACH-000503,-0.308775584352
ACH-000505,-0.330250726293
ACH-000507,-0.326592679958
ACH-000510,-0.209218707894
ACH-000511,-0.34631925239
ACH-000512,-0.717149551203
ACH-000516,-0.439127493881
ACH-000517,-0.29389314368299996
ACH-000518,-0.162879112867
ACH-000520,-0.590675858621
ACH-000521,-0.43374455110699994
ACH-000522,-0.404333777404
ACH-000524,-0.45655480978999996
ACH-000527,-0.301105279092
ACH-000528,-0.440063996425
ACH-000537,-0.322043435923
ACH-000541,-0.439583379357
ACH-000542,-0.444116475277
ACH-000544,-0.350085127857
ACH-000545,-0.29706211624400003
ACH-000547,-0.08182819094510001
ACH-000548,-0.24926368524300002
ACH-000549,-0.1388617816
ACH-000550,-0.299646142413
ACH-000552,-0.246492662729
ACH-000556,-0.316434550199
ACH-000557,-0.145096035696
ACH-000570,-0.458720506592
ACH-000571,-0.34313124628799996
ACH-000573,-0.314178547579
ACH-000576,-0.485926383587
ACH-000580,-0.569242774161
ACH-000584,-0.478104315819
ACH-000585,-0.358701184993
ACH-000588,-0.292718444925
ACH-000589,-0.174577750161
ACH-000591,-0.239461041907
ACH-000593,-0.218086840912
ACH-000600,-0.492330983133
ACH-000601,-0.397919015871
ACH-000604,-0.34645594381399997
ACH-000605,-0.324663654192
ACH-000606,-0.43050319495800005
ACH-000608,-0.14219934089199998
ACH-000614,-0.266955940575
ACH-000616,-0.317679985174
ACH-000618,-0.30510579496199997
ACH-000619,-0.41986923728200004
ACH-000620,-0.240862664978
ACH-000621,-0.322721746814
ACH-000622,-0.08210301528250001
ACH-000623,-0.47565376323299996
ACH-000624,-0.282246529619
ACH-000627,-0.28934547161400004
ACH-000630,-0.24369611575
ACH-000632,-0.29345945257399997
ACH-000633,-0.41104685366300003
ACH-000637,-0.37142578967100004
ACH-000638,-0.45114200810000005
ACH-000646,-0.41672272978200003
ACH-000647,-0.266477261975
ACH-000648,-0.267914297733
ACH-000649,-0.292724219636
ACH-000651,-0.19774843959199997
ACH-000652,0.0588261511943
ACH-000653,-0.48696568649599997
ACH-000657,-0.40675551598399995
ACH-000658,-0.11400212765900002
ACH-000661,-0.48613420788199996
ACH-000662,-0.26279609116999997
ACH-000663,-0.28678217586300003
ACH-000665,-0.246795742397
ACH-000671,-0.301123472111
ACH-000673,-0.27916743308499997
ACH-000676,-0.317336305742
ACH-000677,-0.432209794077
ACH-000681,-0.17881838765299998
ACH-000682,-0.234688540695
ACH-000683,-0.295042512313
ACH-000684,-0.20778496933499999
ACH-000688,-0.16179351016899998
ACH-000693,-0.31008703808800003
ACH-000694,-0.38463500629600006
ACH-000695,-0.048364139506099996
ACH-000696,-0.35221600627599997
ACH-000697,-0.345737673081
ACH-000699,-0.552610637573
ACH-000701,-0.32928116779800004
ACH-000706,-0.22690207135
ACH-000711,-0.397779892033
ACH-000713,-0.441979102802
ACH-000714,-0.397200023188
ACH-000718,-0.377768098692
ACH-000720,-0.196389543787
ACH-000721,-0.320650913829
ACH-000724,-0.407941611619
ACH-000725,-0.25535146937
ACH-000732,-0.35575576727499997
ACH-000734,-0.391841873209
ACH-000735,-0.33455327869
ACH-000736,-0.421079701047
ACH-000738,-0.27122861438
ACH-000746,-0.20654274803199998
ACH-000747,-0.26138231414900004
ACH-000748,-0.351577519803
ACH-000753,-0.29790060081
ACH-000756,-0.16326591019099998
ACH-000757,-0.450616961655
ACH-000758,-0.273360090692
ACH-000760,-0.183556002719
ACH-000763,-0.4558421511
ACH-000764,-0.290461499826
ACH-000765,-0.438441384615
ACH-000766,-0.353687430712
ACH-000767,-0.446844879935
ACH-000768,-0.354390919997
ACH-000769,-0.36173897139
ACH-000770,-0.535146000172
ACH-000771,-0.24987227337600001
ACH-000773,-0.286562560216
ACH-000776,-0.121279805003
ACH-000777,-0.343381175867
ACH-000778,-0.402012446144
ACH-000781,-0.282740731993
ACH-000782,-0.451825396166
ACH-000783,-0.407849124138
ACH-000784,-0.165085976824
ACH-000785,-0.150156264067
ACH-000787,-0.189756541564
ACH-000788,-0.228475597007
ACH-000791,-0.421721430035
ACH-000792,-0.447761941484
ACH-000794,-0.542357241742
ACH-000796,-0.38057805115000004
ACH-000799,-0.385016771649
ACH-000800,-0.010680680473400001
ACH-000802,-0.264621943405
ACH-000804,-0.394617702123
