,TCL1B (9623)
ACH-000004,0.0883512289105
ACH-000007,0.122755645793
ACH-000009,-0.0955755018148
ACH-000011,-0.081478114473
ACH-000012,-0.0009794266211110001
ACH-000013,0.0607025229694
ACH-000014,-0.059962949063
ACH-000015,0.0331079573452
ACH-000017,0.0562356842808
ACH-000018,0.157446570062
ACH-000019,-0.179352779735
ACH-000021,0.201473145921
ACH-000022,-0.10259835922800001
ACH-000025,0.126454424169
ACH-000028,-0.0681312760492
ACH-000030,-0.0405612459912
ACH-000035,0.189490054922
ACH-000036,-0.08780809868839999
ACH-000037,0.043990374047
ACH-000039,0.320906953968
ACH-000040,-0.141016489283
ACH-000041,-0.0125154592648
ACH-000042,-0.0207634577071
ACH-000045,-0.312023211415
ACH-000047,-0.015412872416000001
ACH-000052,-0.114499400058
ACH-000053,0.024441127379
ACH-000054,-0.0617200472671
ACH-000055,0.0484974901461
ACH-000060,-0.274024261094
ACH-000067,0.03897257986430001
ACH-000070,0.004937217039390001
ACH-000075,-0.07364839707700001
ACH-000078,-0.0810225337248
ACH-000082,0.0185354094157
ACH-000085,0.22875455088799998
ACH-000086,0.057805449469499996
ACH-000087,0.06999667022429999
ACH-000092,0.0398600077532
ACH-000095,0.0216717946532
ACH-000097,-0.0639003430574
ACH-000098,0.0804111285578
ACH-000099,0.111995288956
ACH-000108,0.0672523716165
ACH-000113,0.0165613627902
ACH-000115,0.0607275139355
ACH-000116,-0.121542727346
ACH-000118,0.07293860981210001
ACH-000120,0.11354614612700001
ACH-000123,0.129028895318
ACH-000127,-0.0159217117374
ACH-000128,-0.00204619534423
ACH-000132,-0.121186002345
ACH-000133,-0.03843185830180001
ACH-000137,0.157780576709
ACH-000138,-0.16852327712200002
ACH-000142,-0.0033497069526499997
ACH-000143,0.0577800258454
ACH-000146,0.0157463865521
ACH-000148,-0.0375970156322
ACH-000150,-0.0438221487648
ACH-000152,-0.00508846535776
ACH-000153,0.232814210563
ACH-000159,0.010786610811700001
ACH-000160,0.0693892630563
ACH-000163,0.09595615582969999
ACH-000167,-0.0552564361704
ACH-000168,0.32055980994000005
ACH-000169,0.028891047988900003
ACH-000178,0.0019297560227899998
ACH-000182,-0.029691772252400002
ACH-000183,-0.06953676880239999
ACH-000188,-0.0636544004141
ACH-000189,-0.300959255709
ACH-000190,0.196551048636
ACH-000198,-0.0247977105767
ACH-000204,-0.11407392636600001
ACH-000206,-0.208415428841
ACH-000207,-0.049836274165400006
ACH-000211,0.0119954658155
ACH-000215,-0.131275893966
ACH-000221,-0.034992637253900005
ACH-000222,0.302243500278
ACH-000223,0.00840453056869
ACH-000226,0.00035549745151099995
ACH-000227,0.025996004429099998
ACH-000228,0.041712318696800005
ACH-000231,-0.125922482324
ACH-000232,0.022114008757799997
ACH-000233,-0.0773670516155
ACH-000234,-0.10758962254599999
ACH-000235,0.06148472714599999
ACH-000237,0.0971265331945
ACH-000238,-0.08537587018889999
ACH-000243,0.136909320441
ACH-000244,-0.08044915237200001
ACH-000246,-0.0519072289301
ACH-000248,0.0495974943701
ACH-000250,-0.00716082283329
ACH-000251,-0.0697468620573
ACH-000253,-0.0963088917206
ACH-000255,0.122764532477
ACH-000256,-0.236636255143
ACH-000257,-0.293589723217
ACH-000258,0.243116641026
ACH-000259,0.0006349592483259999
ACH-000260,-0.101854816743
ACH-000261,-0.0835444402508
ACH-000262,0.0674362911784
ACH-000263,-0.31720141353
ACH-000264,0.0218316093415
ACH-000265,0.192566868028
ACH-000266,-0.04835965408969999
ACH-000272,-0.050908652788000004
ACH-000273,-0.152508511585
ACH-000274,-0.054194473152199996
ACH-000277,-0.0253263645267
ACH-000278,0.13159935026900002
ACH-000279,-0.051296636925099996
ACH-000280,-0.160008391976
ACH-000281,-0.05450164334419999
ACH-000288,-0.031943606705900005
ACH-000291,-0.0271765230082
ACH-000293,0.00820640109975
ACH-000294,-0.0312880877636
ACH-000295,-0.07977319881410001
ACH-000296,-0.048151270023300004
ACH-000302,-0.0580513381516
ACH-000304,-0.0774379093306
ACH-000307,-0.054394730567800004
ACH-000308,0.0935102471986
ACH-000310,0.115075445209
ACH-000311,-0.118036419069
ACH-000312,0.045842581434199996
ACH-000315,0.155007113255
ACH-000316,0.109115197272
ACH-000317,-0.040625644122
ACH-000318,-0.0755719878237
ACH-000319,-0.156756394797
ACH-000320,0.0752362318795
ACH-000322,-0.119356494211
ACH-000323,-0.0632216314048
ACH-000324,0.13779944430500002
ACH-000329,-0.032930932113900004
ACH-000330,-0.169660479049
ACH-000331,0.182865569206
ACH-000332,0.0576453844788
ACH-000334,0.149034887358
ACH-000335,-0.0567398019397
ACH-000336,-0.1294632826
ACH-000337,-0.0479632895058
ACH-000339,-0.004624330081130001
ACH-000341,0.05350361709009999
ACH-000348,0.019714825289400002
ACH-000350,-0.282597640265
ACH-000352,0.005116971908289999
ACH-000356,-0.0614141611808
ACH-000361,-0.17511766511399998
ACH-000362,-0.0949080076747
ACH-000363,-0.15241795357000001
ACH-000364,-0.243285415899
ACH-000365,-0.0008810052745539999
ACH-000366,-0.0825444532648
ACH-000368,-0.410899476898
ACH-000374,0.187496947018
ACH-000375,0.0530463535974
ACH-000376,-0.0405632265229
ACH-000381,-0.00758754406787
ACH-000383,-0.0494183139482
ACH-000387,0.13339230558700002
ACH-000389,-0.08797282772029999
ACH-000390,0.0705474688113
ACH-000393,0.0667164892823
ACH-000395,-0.0371740339975
ACH-000397,0.152318745586
ACH-000401,0.07818415929639999
ACH-000402,-0.506780154557
ACH-000403,0.013253307815900001
ACH-000404,-0.254509314398
ACH-000406,-0.0109435401125
ACH-000407,-0.0114864070205
ACH-000408,-0.0467309425694
ACH-000410,-0.17699404203400002
ACH-000411,-0.0875599248324
ACH-000414,-0.0422742563129
ACH-000415,0.032299694588099996
ACH-000416,-0.0151457455499
ACH-000420,0.0307326293077
ACH-000421,-0.057698621647300004
ACH-000424,0.00125014282821
ACH-000425,-0.0744050758259
ACH-000426,-0.0374429207191
ACH-000427,-0.190193580308
ACH-000433,-0.022368945670599997
ACH-000436,-0.17731084397
ACH-000444,0.0276625875825
ACH-000445,0.104546620032
ACH-000448,-0.0199793405873
ACH-000450,-0.227648755535
ACH-000452,0.0256302432295
ACH-000454,0.0677431062581
ACH-000458,0.059607654775099994
ACH-000459,0.216560613253
