,ETFB (2109)
ACH-000004,-0.129431948878
ACH-000007,-0.059547887900800005
ACH-000009,-0.0561278941432
ACH-000011,-0.00553715059869
ACH-000012,-0.00589427223459
ACH-000013,-0.135990842869
ACH-000014,0.167112945107
ACH-000015,-0.240694095731
ACH-000017,-0.0100753767904
ACH-000018,-0.0832487709857
ACH-000019,-0.341797233471
ACH-000021,-0.0901164006364
ACH-000022,-0.150159560167
ACH-000025,0.07810655728919999
ACH-000028,-0.152807641044
ACH-000030,-0.144741718845
ACH-000035,-0.010846219282500002
ACH-000036,0.0264129192159
ACH-000037,0.07711566139750001
ACH-000039,-0.00956143264971
ACH-000040,0.112426854349
ACH-000041,0.029773538413299997
ACH-000042,0.0079761461809
ACH-000045,0.08634057512
ACH-000047,-0.102747484632
ACH-000052,0.00991243106865
ACH-000053,-0.09018297958350001
ACH-000054,-0.157762917082
ACH-000055,-0.17110245726300002
ACH-000060,0.156842609811
ACH-000067,-0.259409509656
ACH-000070,0.0401463920209
ACH-000075,-0.0160440631123
ACH-000078,-0.20671702970400002
ACH-000082,-0.09967815811939999
ACH-000085,0.0576940947009
ACH-000086,-0.133151320272
ACH-000087,0.137605188849
ACH-000092,-0.18465182339800001
ACH-000095,-0.11569765659000002
ACH-000097,-0.13412252534900002
ACH-000098,-0.0343553919083
ACH-000099,-0.16666245089600001
ACH-000108,-0.204987836629
ACH-000113,-0.18052026623599998
ACH-000115,-0.324184635984
ACH-000116,-0.13140359228
ACH-000118,-0.0347310707755
ACH-000120,-0.138260216955
ACH-000123,-0.130228248541
ACH-000127,-0.24989588743500002
ACH-000128,-0.265054949065
ACH-000132,-0.047720851518800005
ACH-000133,-0.0815402623308
ACH-000137,-0.325018476998
ACH-000138,-0.05059808423499999
ACH-000142,-0.260085186874
ACH-000143,0.165730020836
ACH-000146,-0.21087255245
ACH-000148,0.00765006177316
ACH-000150,-0.0673171192397
ACH-000152,0.0263638751987
ACH-000153,0.044702199973800004
ACH-000159,-0.121553526387
ACH-000160,-0.13159107607599999
ACH-000163,-0.0681522881354
ACH-000167,0.0985251788729
ACH-000168,-0.12020889013800001
ACH-000169,-0.109319423115
ACH-000178,-0.034392004043199996
ACH-000182,-0.0401476283401
ACH-000183,-0.17774355175599998
ACH-000188,-0.0680272863718
ACH-000189,-0.286816671703
ACH-000190,0.0923933446122
ACH-000198,0.0326197254532
ACH-000204,-0.102771112019
ACH-000206,-0.26503199864300003
ACH-000207,0.240559475238
ACH-000211,-0.15971414220799998
ACH-000215,-0.0013843832282299999
ACH-000221,-0.218069375277
ACH-000222,-0.106089893966
ACH-000223,-0.15390676622500002
ACH-000226,-0.040823637634
ACH-000227,-0.167965342313
ACH-000228,0.0615909126765
ACH-000231,0.000644920771596
ACH-000232,-0.130839684524
ACH-000233,-0.302613266255
ACH-000234,-0.22017496494000002
ACH-000235,-0.0629001333663
ACH-000237,-0.0957176120775
ACH-000238,-0.0632597140815
ACH-000243,-0.041531704817400004
ACH-000244,-0.0646317654075
ACH-000246,-0.113748829568
ACH-000248,-0.0798247215634
ACH-000250,-0.219021275949
ACH-000251,-0.325288903427
ACH-000253,-0.11622653758300001
ACH-000255,-0.21224935647100002
ACH-000256,-0.16845810262000002
ACH-000257,-0.104478729826
ACH-000258,-0.220707148503
ACH-000259,-0.21238838359700002
ACH-000260,-0.100630042347
