,TRDN (10345)
ACH-000004,-0.023767702377400002
ACH-000007,0.083878536152
ACH-000009,0.135881123043
ACH-000011,0.216978488241
ACH-000012,0.113650195367
ACH-000013,0.0867923047941
ACH-000014,0.26337129836999995
ACH-000015,0.058807257993300006
ACH-000017,0.188895129434
ACH-000018,0.10081792827299998
ACH-000019,-0.116120131209
ACH-000021,-0.007196769468979999
ACH-000022,0.153608855643
ACH-000025,0.20407905391
ACH-000028,0.0913485363579
ACH-000030,0.08367550258619999
ACH-000035,0.216901004206
ACH-000036,0.09115615019760001
ACH-000037,0.181738911797
ACH-000039,0.353142217752
ACH-000040,0.0930968811169
ACH-000041,0.051977114818400005
ACH-000042,0.14195157929500002
ACH-000045,0.123904041805
ACH-000047,0.11651359063200001
ACH-000052,0.0832842511163
ACH-000053,0.08799203626530001
ACH-000054,-0.0189178784237
ACH-000055,0.21720325881299998
ACH-000060,0.0056207371424499995
ACH-000067,0.189973765937
ACH-000070,0.17924135283700002
ACH-000075,0.08357617097739999
ACH-000078,0.219352251805
ACH-000082,0.204663274946
ACH-000085,0.24997198905200002
ACH-000086,0.170206903248
ACH-000087,0.108237466699
ACH-000092,0.0273247707039
ACH-000095,0.09576921786010001
ACH-000097,-0.00469768902358
ACH-000098,0.0719254413286
ACH-000099,0.0963895775536
ACH-000108,0.192744187546
ACH-000113,0.15163824365
ACH-000115,0.08151107779080001
ACH-000116,0.105669489641
ACH-000118,0.0727199766836
ACH-000120,0.160572654726
ACH-000123,0.12914679512
ACH-000127,0.09227598127460002
ACH-000128,0.161302565101
ACH-000132,0.04889424747269999
ACH-000133,0.0351321342091
ACH-000137,0.22759619273099999
ACH-000138,0.168095082706
ACH-000142,0.025831948891500003
ACH-000143,0.048260642749100004
ACH-000146,0.112328026587
ACH-000148,0.17747663630999996
ACH-000150,0.020776510403900002
ACH-000152,0.09876253872230001
ACH-000153,0.2368394465
ACH-000159,0.021397110644700002
ACH-000160,0.107554554433
ACH-000163,0.195256640415
ACH-000167,-0.0332804091709
ACH-000168,0.046638298336100004
ACH-000169,0.17281788673700002
ACH-000178,0.061490069858800005
ACH-000182,0.145083996075
ACH-000183,0.170567249529
ACH-000188,0.123475280086
ACH-000189,0.042498510691
ACH-000190,0.0538009899703
ACH-000198,0.17997875337699998
ACH-000204,-0.19184441775400002
ACH-000206,0.315917824649
ACH-000207,0.0443008143671
ACH-000211,0.09061480653319999
ACH-000215,0.16544799626700002
ACH-000221,0.13219848128699999
ACH-000222,0.0578751106234
ACH-000223,0.08257570675630001
ACH-000226,0.0174834823502
ACH-000227,0.254919848224
ACH-000228,0.15858978125700002
ACH-000231,0.15039370852
ACH-000232,0.164650514703
ACH-000233,0.07672741920710001
ACH-000234,-0.00452055764197
ACH-000235,0.169339807233
ACH-000237,0.0344209806645
ACH-000238,0.0693560538425
ACH-000243,0.121447545806
ACH-000244,-0.0212148165102
ACH-000246,0.0989915806811
ACH-000248,0.053536960649100004
ACH-000250,0.0866733671119
ACH-000251,0.20236269540600002
ACH-000253,-0.008686412568420001
ACH-000255,0.11826817551100001
ACH-000256,0.09579520482289999
ACH-000257,0.274868941792
ACH-000258,0.0492017504666
ACH-000259,0.12647472
ACH-000260,0.123992897667
ACH-000261,0.0507993901443
ACH-000262,-0.030392170254700004
