,ATXN1L (342371)
ACH-000004,-0.34628573000600005
ACH-000007,0.137141134988
ACH-000009,-0.08483205708360002
ACH-000011,0.017131817072
ACH-000012,0.0123272838428
ACH-000013,-0.159913171701
ACH-000014,0.0958626025213
ACH-000015,0.11658991099000002
ACH-000017,-0.255912408297
ACH-000018,0.0119562224354
ACH-000019,-0.17812259003199998
ACH-000021,0.0401500082004
ACH-000022,-0.0681781484154
ACH-000025,-0.21130856122400002
ACH-000028,0.132665305915
ACH-000030,-0.143211705514
ACH-000035,-0.133107827543
ACH-000036,0.137369266868
ACH-000037,-0.600114804714
ACH-000039,0.142929979458
ACH-000040,-0.12476505058199999
ACH-000041,0.019472083264
ACH-000042,0.0339704424069
ACH-000045,-0.16403488757200002
ACH-000047,-0.0311069390985
ACH-000052,-0.14639045807099998
ACH-000053,-0.0927312382095
ACH-000054,-0.18497063541900002
ACH-000055,0.028157481540900003
ACH-000060,-0.116320594365
ACH-000067,-0.233905830191
ACH-000070,-0.176849300881
ACH-000075,-0.109064652247
ACH-000078,-0.221965759718
ACH-000082,-0.32522493684500003
ACH-000085,-0.04393475167830001
ACH-000086,-0.0336908689764
ACH-000087,-0.145986870533
ACH-000092,-0.06252373414059999
ACH-000095,-0.135643669297
ACH-000097,-0.19982435730300002
ACH-000098,-0.173115660626
ACH-000099,0.117986002607
ACH-000108,0.103619124164
ACH-000113,-0.146088456328
ACH-000115,0.0269618847178
ACH-000116,0.236267879047
ACH-000118,0.0517603943523
ACH-000120,0.00213074859127
ACH-000123,0.0901712317254
ACH-000127,-0.18373086544
ACH-000128,-0.18330373706300002
ACH-000132,-0.0224248212705
ACH-000133,-0.19754991331799998
ACH-000137,-0.0595636601855
ACH-000138,-0.0162765425889
ACH-000142,-0.18101005771899997
ACH-000143,-0.07560347134869999
ACH-000146,-0.0336684039938
ACH-000148,-0.107784083385
ACH-000150,0.0691112918597
ACH-000152,-0.0731364856323
ACH-000153,0.6746592080859999
ACH-000159,0.14841032805999999
ACH-000160,-0.110458392089
ACH-000163,0.046919376225199996
ACH-000167,-0.0620226576735
ACH-000168,-0.332095807633
ACH-000169,-0.321451368071
ACH-000178,0.0039764228774
ACH-000182,-0.214754944702
ACH-000183,0.0674365667634
ACH-000188,-0.09475400320550001
ACH-000189,0.26622918441300003
ACH-000190,-0.133849002494
ACH-000198,-0.127517501953
ACH-000204,0.231812004291
ACH-000206,0.0632185621116
ACH-000207,-0.110075885592
ACH-000211,-0.205267420883
ACH-000215,-0.0014960160817699998
ACH-000221,0.045111017983599996
ACH-000222,-0.281885497178
ACH-000223,-0.17763574684900002
ACH-000226,-0.135007316966
ACH-000227,0.12366158883400001
ACH-000228,-0.122636819066
ACH-000231,-0.013770573658
ACH-000232,-0.17345815764699998
ACH-000233,-0.23339496820900002
ACH-000234,-0.136957641388
ACH-000235,-0.0203021228631
ACH-000237,0.11433975475199999
ACH-000238,-0.177588042852
ACH-000243,0.037041611625
ACH-000244,0.140306329549
ACH-000246,0.163110917582
ACH-000248,-0.210802639954
ACH-000250,-0.0754084274085
ACH-000251,0.0165387909436
ACH-000253,-0.07489251990189999
ACH-000255,0.029603190470799998
ACH-000256,0.0779945415994
ACH-000257,-0.319737205324
ACH-000258,-0.345474682752
ACH-000259,0.013559125892799999
ACH-000260,-0.0831447328422
ACH-000261,-0.147662006496
ACH-000262,0.0366168069088
ACH-000263,-0.0408242912409
ACH-000264,0.00571894069073
ACH-000265,0.118146414298
ACH-000266,-0.08071425414
ACH-000272,0.14111549286800001
ACH-000273,0.0446119308091
ACH-000274,0.036286623656599994
ACH-000277,-0.154946190452
ACH-000278,0.020418355426199998
ACH-000279,-0.037648890228400005
ACH-000280,-0.12415592938200001
ACH-000281,-0.20806580104800002
ACH-000288,-0.0225593174283
ACH-000291,-0.07170709890860001
ACH-000293,-0.111099697408
ACH-000294,-0.07907634042179999
ACH-000295,-0.129769041271
ACH-000296,0.249202727921
ACH-000302,0.28466876851399997
ACH-000304,-0.0195442586556
ACH-000307,-0.23217323884500002
ACH-000308,0.0991104313983
ACH-000310,-0.0139563332822
ACH-000311,0.0241790968799
ACH-000312,0.0483278705588
ACH-000315,-0.147391976058
ACH-000316,-0.06993834326489999
ACH-000317,-0.0652822590813
ACH-000318,0.0823789860973
ACH-000319,-0.00528300515156
ACH-000320,-0.271360060038
ACH-000322,-0.042687198754000004
ACH-000323,-0.0853523355589
ACH-000324,-0.0147410945211
ACH-000329,-0.16705594016
ACH-000330,0.000564446571472
ACH-000331,-0.0319125007212
ACH-000332,-0.09807058697030001
ACH-000334,0.113480827589
ACH-000335,-0.300605212955
ACH-000336,-0.4920350108
ACH-000337,-0.126427648713
ACH-000339,-0.0691823228399
ACH-000341,-0.166274171785
ACH-000348,-0.15615233302200002
ACH-000350,-0.0635167823342
ACH-000352,0.102351276985
ACH-000356,-0.00413614516199
ACH-000361,0.140978214661
ACH-000362,-0.06292841635
ACH-000363,0.109618864172
ACH-000364,-0.0770022040784
ACH-000365,0.0945678835447
ACH-000366,0.043121893766199994
ACH-000368,-0.194218307153
ACH-000374,-0.13120797709
ACH-000375,0.0136054442637
ACH-000376,-0.0024889466198899997
ACH-000381,-0.0507923028677
ACH-000383,-0.0910602867999
ACH-000387,-0.010184149064100001
ACH-000389,-0.258960422162
ACH-000390,-0.139724510551
ACH-000393,0.00565486138815
ACH-000395,0.128323517302
ACH-000397,-0.107325999754
ACH-000401,-0.164833515788
ACH-000402,-0.0879504401297
ACH-000403,-0.17264233457199998
ACH-000404,-0.18921715450100002
ACH-000406,-0.0547051289819
ACH-000407,0.07241519218119999
ACH-000408,0.07715018235639999
ACH-000410,-0.0716930671136
ACH-000411,-0.0787430252688
ACH-000414,-0.051431988789999994
ACH-000415,0.0447052085984
ACH-000416,-0.140984946413
ACH-000420,-0.32009379970199997
ACH-000421,-0.08443211502699999
ACH-000424,-0.074546147284
ACH-000425,-0.0202533049917
ACH-000426,-0.11638013088199999
ACH-000427,-0.16756291646
ACH-000433,-0.0478377925314
ACH-000436,-0.0462673356929
ACH-000444,-0.171516322279
ACH-000445,0.156476760628
ACH-000448,-0.10400394753100001
ACH-000450,-0.213189123498
ACH-000452,-0.08584411064160001
ACH-000454,-0.186644672941
ACH-000458,0.08460000346789999
ACH-000459,0.09551331543310002
ACH-000460,-0.10494344458999999
ACH-000461,-0.008990888590209998
ACH-000463,0.0017806655130399999
ACH-000464,-0.21325983402600002
ACH-000466,-0.302189293079
ACH-000467,-0.106137142431
ACH-000468,-0.03554388171
ACH-000469,-0.10307579182900001
ACH-000470,-0.125644559179
ACH-000471,-0.074391180734
ACH-000472,-0.0907961146834
ACH-000473,-0.29207013007300003
ACH-000475,-0.139222250656
ACH-000476,-0.32879345044
ACH-000477,-0.00222058214074
ACH-000480,0.102628208636
ACH-000481,-0.1174013107
ACH-000483,0.166325343511
ACH-000484,-0.177664913708
ACH-000485,-0.262092465944
ACH-000486,0.0127417286317
ACH-000487,0.0312466135183
ACH-000488,-0.0670507173891
ACH-000490,0.0594319547618
ACH-000491,-0.08895847475089999
ACH-000495,-0.0345120410368
ACH-000496,-0.342782826616
ACH-000499,0.0943488601691
ACH-000500,0.10503434861
ACH-000502,-0.014183795345100001
ACH-000503,-0.237140072068
ACH-000505,-0.22564130208
ACH-000507,-0.157582343187
ACH-000510,-0.115047914207
ACH-000511,0.008177820241189999
ACH-000512,-0.407354497761
ACH-000516,-0.422285765199
ACH-000517,-0.150959574322
ACH-000518,-0.23155307311099999
ACH-000520,-0.13194796184399998
ACH-000521,0.044537520049
ACH-000522,-0.41019812764200003
ACH-000524,-0.019364202008099997
ACH-000527,-0.131469058927
ACH-000528,0.152679338489
ACH-000537,-0.198367992975
ACH-000541,-0.359437116638
ACH-000542,0.008609507678079999
ACH-000544,-0.0131331512898
ACH-000545,-0.00951732610824
ACH-000547,-0.159864888048
ACH-000548,-0.0365600552979
ACH-000549,-0.0895007135169
ACH-000550,-0.152133371215
ACH-000552,-0.137579134803
ACH-000556,-0.13642417116699998
ACH-000557,-0.09691773560360001
ACH-000570,-0.0820611808648
ACH-000571,-0.342366880867
ACH-000573,-0.057896205031
ACH-000576,-0.12124135303400001
ACH-000580,-0.0055293423713
ACH-000584,-0.0422336721234
ACH-000585,-0.0202156432379
ACH-000588,0.0450654584549
ACH-000589,-0.10533093568299999
ACH-000591,-0.19621027895100002
ACH-000593,-0.11279481305299999
ACH-000600,-0.07336024742580001
ACH-000601,-0.021401132680200004
ACH-000604,-0.232650414268
ACH-000605,-0.250337402868
ACH-000606,-0.056635417512499994
ACH-000608,-0.199614930933
ACH-000614,-0.100485749409
ACH-000616,-0.210648787784
ACH-000618,-0.0313169049828
ACH-000619,-0.08246450863749999
ACH-000620,-0.177158914129
ACH-000621,-0.0210066947277
ACH-000622,0.0249151635805
ACH-000623,-0.107595961653
ACH-000624,-0.0483488096358
ACH-000627,0.05426816841109999
ACH-000630,0.0383548688842
ACH-000632,-0.107818647071
ACH-000633,-0.269078977758
ACH-000637,-0.07137143748250001
ACH-000638,0.0123542012809
ACH-000646,-0.42472901781800004
ACH-000647,-0.146364305339
ACH-000648,-0.0854214778849
ACH-000649,0.0548359144836
ACH-000651,-0.21910202024999997
ACH-000652,0.06877237131519999
ACH-000653,-0.19846061102
ACH-000657,-0.0705391921682
ACH-000658,-0.135066118396
ACH-000661,-0.0131695121741
ACH-000662,-0.23304485042300002
ACH-000663,0.092275065106
ACH-000665,-0.0991997567915
ACH-000671,0.0403203354245
ACH-000673,-0.17071717288199997
ACH-000676,-0.106463856839
ACH-000677,-0.033336504509200005
ACH-000681,-0.029079720599000002
ACH-000682,-0.08121760216839999
ACH-000683,0.069990351738
ACH-000684,-0.0250783053817
ACH-000688,-0.128782682545
ACH-000693,-0.117456685604
ACH-000694,-0.0016068727587300001
ACH-000695,-0.0276564611095
ACH-000696,-0.0969393126952
ACH-000697,0.129420317511
ACH-000699,-0.10526240858
ACH-000701,-0.190986788065
ACH-000706,-0.08549690408810001
ACH-000711,0.0121831522716
ACH-000713,0.0672094722432
ACH-000714,-0.09727139316849999
ACH-000718,-0.0113045405931
ACH-000720,-0.160132944368
ACH-000721,-0.165043020003
ACH-000724,-0.164921213697
ACH-000725,-0.24519874915800002
ACH-000732,-0.0928492619248
ACH-000734,-0.014593067241200002
ACH-000735,0.110610199466
ACH-000736,-0.054343828642800004
ACH-000738,-0.201785867679
ACH-000746,0.18651177831500002
ACH-000747,-0.399082898396
ACH-000748,0.016485497678
ACH-000753,-0.06290487416019999
ACH-000756,-0.143014491939
ACH-000757,-0.026792536229599997
ACH-000758,-0.0402450148625
ACH-000760,-0.115601486908
ACH-000763,-0.0107467844399
ACH-000764,-0.589732945089
ACH-000765,0.00869854124984
ACH-000766,0.0106923329715
ACH-000767,-0.0589739703505
ACH-000768,-0.05902715808069999
ACH-000769,-0.14601974852900002
ACH-000770,-0.166296442102
ACH-000771,0.10232353580499999
ACH-000773,0.0393167804173
ACH-000776,-0.11693874970899999
ACH-000777,-0.0038710674834299998
ACH-000778,-0.186667814521
ACH-000781,0.08266852014949999
ACH-000782,-0.42323646051299996
ACH-000783,-0.141164406833
ACH-000784,0.0161690640994
ACH-000785,-0.099053426848
ACH-000787,-0.0759809639514
ACH-000788,-0.033736980018599996
ACH-000791,-0.028289446016700002
ACH-000792,-0.0685092934578
ACH-000794,0.0178283425468
ACH-000796,-0.052515319380199994
ACH-000799,-0.206251632225
ACH-000800,0.083331136895
ACH-000802,-0.15543519644
ACH-000804,-0.045601422021
ACH-000805,0.0196116004454
ACH-000809,-0.144700641877
ACH-000810,0.0147964166768
ACH-000811,0.0612037181815
ACH-000817,-0.300428717665
ACH-000819,-0.165046435253
ACH-000820,-0.207913041947
ACH-000821,0.0962429733705
ACH-000822,-0.0649880122992
ACH-000823,-0.144643930879
ACH-000824,-0.17548182305399998
ACH-000827,-0.069942011435
ACH-000829,-0.19943365533799998
ACH-000831,-0.205754997596
ACH-000832,0.176073136767
ACH-000833,0.112413890189
ACH-000834,-0.13190707918199998
ACH-000835,-0.021017025478400002
ACH-000836,0.00319823840938
ACH-000837,-0.12013859818499999
ACH-000838,0.181445485833
ACH-000839,-0.0184686676366
ACH-000840,-0.4227111235
ACH-000841,-0.0979388191254
ACH-000843,0.126237199394
ACH-000846,-0.352080707773
ACH-000847,-0.328201811487
ACH-000848,-0.0768871982323
ACH-000849,-0.0192638130227
ACH-000851,0.0025120505529699997
ACH-000855,0.0266269138501
ACH-000856,-0.11163187283600001
