,CSPP1 (79848)
ACH-000004,-0.042494021354599995
ACH-000007,0.0176188442086
ACH-000009,0.11366681105999998
ACH-000011,-0.289327171307
ACH-000012,-0.162981487919
ACH-000013,-0.0173178608052
ACH-000014,-0.0230582248887
ACH-000015,0.05232100996069999
ACH-000017,-0.148724142699
ACH-000018,0.00688737888304
ACH-000019,-0.011887571037999999
ACH-000021,0.0090872089791
ACH-000022,-0.18349996750300002
ACH-000025,-0.17094422260000003
ACH-000028,0.04273665006130001
ACH-000030,-0.12929238078400002
ACH-000035,-0.14598677238
ACH-000036,-0.09059836096719999
ACH-000037,-0.217101132885
ACH-000039,-0.183650802769
ACH-000040,-0.156978378424
ACH-000041,-0.122074832896
ACH-000042,-0.0993923656815
ACH-000045,0.00270826594233
ACH-000047,-0.192896768551
ACH-000052,-0.257258287665
ACH-000053,-0.00327928254629
ACH-000054,-0.39393144185999995
ACH-000055,-0.0282719008969
ACH-000060,-0.227326481984
ACH-000067,-0.0288726700362
ACH-000070,0.0438765273063
ACH-000075,0.00042103212480400004
ACH-000078,0.10506428075400001
ACH-000082,-0.039583237825800005
ACH-000085,-0.0403975733412
ACH-000086,0.127773215606
ACH-000087,-0.177814296063
ACH-000092,-0.206669847822
ACH-000095,-0.0654374909623
ACH-000097,-0.19842223849500001
ACH-000098,-0.0951983266818
ACH-000099,-0.0191066964933
ACH-000108,-0.10366323875399999
ACH-000113,-0.0808613926426
ACH-000115,0.025202645087
ACH-000116,0.0282064242748
ACH-000118,-0.0398014797446
ACH-000120,0.129764977985
ACH-000123,-0.0460737824651
ACH-000127,-0.10929446482300001
ACH-000128,-0.39735140759900006
ACH-000132,-0.0302738706912
ACH-000133,-0.048868493720399996
ACH-000137,-0.0322620964652
ACH-000138,0.03595807821869999
ACH-000142,-0.00783639878747
ACH-000143,-0.11078703552000001
ACH-000146,-0.0661187689216
ACH-000148,0.033472590669999996
ACH-000150,-0.17483405574799998
ACH-000152,-0.144116112879
ACH-000153,-0.296391523588
ACH-000159,-0.278111362988
ACH-000160,-0.0274136223616
ACH-000163,-0.281729860965
ACH-000167,0.35577321509000004
ACH-000168,0.248070710735
ACH-000169,-0.05797809677849999
ACH-000178,-0.159200622741
ACH-000182,-0.25066431432799996
ACH-000183,-0.171690751914
ACH-000188,-0.07739357464049999
ACH-000189,0.158413474682
ACH-000190,-0.0420415090322
ACH-000198,-0.041539335586900004
ACH-000204,-0.237155995439
ACH-000206,0.000336260556714
ACH-000207,0.0817489655185
ACH-000211,-0.11140883930199999
ACH-000215,0.011285793567
ACH-000221,-0.0126893324847
ACH-000222,0.026725349279200002
ACH-000223,-0.146901225864
ACH-000226,-0.30612737282900004
ACH-000227,-0.130150133392
ACH-000228,-0.0311901641127
ACH-000231,-0.0826215185968
ACH-000232,-0.217897710547
ACH-000233,-0.06404274444180001
ACH-000234,-0.092342651213
ACH-000235,-0.146930611225
ACH-000237,-0.0859475282952
ACH-000238,-0.254016858799
ACH-000243,-0.12946094899399999
ACH-000244,0.0227728530518
ACH-000246,-0.108340867587
ACH-000248,0.0720471520289
ACH-000250,-0.044324572549800004
ACH-000251,-0.263973727885
ACH-000253,-0.0569234630715
ACH-000255,-0.0192924949426
ACH-000256,-0.284318784607
ACH-000257,-0.24400302761999998
ACH-000258,0.027988995768400003
ACH-000259,-0.11088126525999999
ACH-000260,-0.00561248982909
ACH-000261,-0.161186212228
ACH-000262,-0.153091395495
ACH-000263,-0.334425838759
ACH-000264,-0.170203405387
ACH-000265,-0.0653137920242
ACH-000266,-0.17850604665300002
ACH-000272,-0.1380757438
ACH-000273,-0.0930853850705
ACH-000274,-0.17995628619000004
ACH-000277,-0.233844282504
ACH-000278,-0.0287182039622
ACH-000279,0.021590552641
ACH-000280,0.019097965603499998
ACH-000281,-0.051164547641
ACH-000288,0.19389921706799998
ACH-000291,-0.073742435174
