,ASRGL1 (80150)
ACH-000004,-0.17795526439
ACH-000007,0.0356300288518
ACH-000009,-0.08444884970339998
ACH-000011,-0.021540709607099997
ACH-000012,-0.08893971284669999
ACH-000013,-0.00785281740484
ACH-000014,0.09175132514519999
ACH-000015,0.071173828538
ACH-000017,0.03930347646830001
ACH-000018,-0.247768950109
ACH-000019,0.223095181543
ACH-000021,-0.026294892226299996
ACH-000022,0.0233905363025
ACH-000025,-0.12879696676
ACH-000028,-0.307785385575
ACH-000030,-0.06938799871399999
ACH-000035,0.06427809237189999
ACH-000036,-0.062976432198
ACH-000037,-0.0196294126208
ACH-000039,-0.09358130525789998
ACH-000040,-0.191935511443
ACH-000041,-0.0106752747685
ACH-000042,0.09097999173360001
ACH-000045,-0.12681243993799998
ACH-000047,0.06550683308079999
ACH-000052,-0.272819338679
ACH-000053,0.0327257606945
ACH-000054,0.09409823207999998
ACH-000055,-0.1489746062
ACH-000060,-0.0412408757389
ACH-000067,0.135106433304
ACH-000070,-0.133999438441
ACH-000075,0.055373559096999994
ACH-000078,0.0393055633447
ACH-000082,-0.149386474547
ACH-000085,0.0644730148663
ACH-000086,-0.279995995667
ACH-000087,0.308426819722
ACH-000092,-0.0905217389954
ACH-000095,0.0648684553039
ACH-000097,-0.0105081243335
ACH-000098,-0.129626399513
ACH-000099,0.0707780483296
ACH-000108,0.0466157033507
ACH-000113,-0.185210037406
ACH-000115,0.05182611912480001
ACH-000116,0.052043128740600006
ACH-000118,-0.0977823630362
ACH-000120,0.120345285328
ACH-000123,-0.19303659467599998
ACH-000127,-0.0220883176377
ACH-000128,0.091214306304
ACH-000132,0.030065762538900004
ACH-000133,-0.19248946805300002
ACH-000137,-0.24233295636399999
ACH-000138,-0.11740209669299999
ACH-000142,-0.29233340168099997
ACH-000143,-0.006206303952029999
ACH-000146,-0.117408132812
ACH-000148,-0.043791507522
ACH-000150,0.028470399495700002
ACH-000152,0.00258774795409
ACH-000153,-0.319976011575
ACH-000159,-0.22621294958000002
ACH-000160,-0.0127854106344
ACH-000163,-0.203446542116
ACH-000167,-0.19001877596099997
ACH-000168,-0.117673671339
ACH-000169,-0.0431288418542
ACH-000178,0.0306834400053
ACH-000182,0.0137844333048
ACH-000183,-0.255821635235
ACH-000188,-0.165516098787
ACH-000189,-0.348266834217
ACH-000190,-0.14015381208799998
ACH-000198,-0.114356606357
ACH-000204,-0.135600871109
ACH-000206,0.142922443584
ACH-000207,-0.3402610218
ACH-000211,-0.141824890023
ACH-000215,0.0174965566983
ACH-000221,-0.267385256116
ACH-000222,-0.102886019898
ACH-000223,0.041758222663099996
ACH-000226,-0.31859757825
ACH-000227,-0.13455803273
ACH-000228,-0.121071009374
ACH-000231,-0.00013775241031799997
ACH-000232,-0.000856569871609
ACH-000233,-0.203306875823
ACH-000234,-0.184427918843
ACH-000235,-0.023461892149900004
ACH-000237,-0.008309206288
ACH-000238,-0.0201848702602
ACH-000243,0.09216174179169999
ACH-000244,-0.206732472864
ACH-000246,-0.017445580840200002
ACH-000248,0.0900199722042
ACH-000250,-0.0616437026583
ACH-000251,-0.00942972109282
ACH-000253,0.0024281566401900003
ACH-000255,0.011165151180399999
ACH-000256,-0.0678545250513
ACH-000257,0.16627108093100001
ACH-000258,-0.007359325622609999
ACH-000259,0.070248786537
ACH-000260,-0.109487824311
ACH-000261,-0.09806071810660001
ACH-000262,-0.11937259385
ACH-000263,-0.19275293579100003
ACH-000264,-0.0141681773566
ACH-000265,-0.0539719922611
ACH-000266,0.118277497054
ACH-000272,0.010724377387899999
ACH-000273,-0.122634324223
ACH-000274,0.10354481389100001
ACH-000277,0.240209344524
ACH-000278,0.08833097655649999
ACH-000279,0.13661364939200002
ACH-000280,-0.0171663527746
ACH-000281,0.157654565533
ACH-000288,-0.127940474188
ACH-000291,0.0630214346782
ACH-000293,-0.19578589445099998
ACH-000294,-0.209950534157
ACH-000295,-0.12113819630000001
ACH-000296,0.14775701289100002
ACH-000302,0.07440372816339999
ACH-000304,0.06535050471710001
ACH-000307,-0.106410986707
ACH-000308,-0.00140973477597
ACH-000310,-0.012294138472
ACH-000311,0.0205203665797
ACH-000312,0.123948685257
ACH-000315,-0.242848342137
ACH-000316,-0.30348359337499997
ACH-000317,-0.18978957930100002
ACH-000318,-0.269189135448
ACH-000319,-0.0970769340123
ACH-000320,0.0863361084858
ACH-000322,-0.015329870528500001
ACH-000323,-0.139813981336
ACH-000324,0.174352655709
ACH-000329,0.09030268826269999
ACH-000330,-0.130247238662
ACH-000331,0.06942752036510001
ACH-000332,0.00979908614845
ACH-000334,0.131895236399
ACH-000335,-0.427220837398
ACH-000336,0.049860753443099995
ACH-000337,-0.110385694868
ACH-000339,-0.07110211393560001
ACH-000341,0.427579670811
ACH-000348,-0.00284997687338
ACH-000350,0.17167218173
ACH-000352,0.17430185548000002
ACH-000356,-0.056122057165900005
ACH-000361,-0.0475066573598
ACH-000362,-0.0040703222423
ACH-000363,-0.18724688462000003
ACH-000364,-0.0355161792764
ACH-000365,-0.155823393486
ACH-000366,-0.24517869919100002
ACH-000368,-0.132341591681
ACH-000374,-0.321708061644
ACH-000375,0.141288636578
ACH-000376,-0.11519543972599999
ACH-000381,0.0337236970933
ACH-000383,-0.0976704869771
ACH-000387,-0.027196930798
ACH-000389,0.134211404719
ACH-000390,-0.214578968891
ACH-000393,-0.0908905185185
ACH-000395,0.188068341242
ACH-000397,-0.0367068216118
ACH-000401,-0.09091088159949999
ACH-000402,-0.165385863324
ACH-000403,0.0548537622701
ACH-000404,-0.5247234661969999
ACH-000406,-0.028498844683799998
ACH-000407,-0.121524451548
ACH-000408,-0.33288382943100003
ACH-000410,0.035276048093500004
ACH-000411,0.0022066021769399998
ACH-000414,-0.034308607952600004
ACH-000415,-0.264098069434
ACH-000416,0.0130103360326
ACH-000420,0.0229537761947
ACH-000421,-0.0913170252446
ACH-000424,-0.0443289074759
ACH-000425,0.0879616472934
ACH-000426,-0.0200427636891
ACH-000427,0.063634107641
ACH-000433,0.173578171004
ACH-000436,0.06476349177810001
ACH-000444,0.0676422928576
ACH-000445,0.0221005683842
ACH-000448,-0.140056775527
ACH-000450,-0.016494526573700003
ACH-000452,-0.0586139155016
ACH-000454,0.08118632893450001
ACH-000458,-0.356280595965
ACH-000459,-0.05220659432569999
ACH-000460,0.0858341878167
ACH-000461,-0.24742963437600002
ACH-000463,0.0596921855024
ACH-000464,-0.151714281821
ACH-000466,-0.229896073114
ACH-000467,0.0573892732643
ACH-000468,-0.126776050754
ACH-000469,-0.0945988962723
