,MRGPRX3 (117195)
ACH-000004,-0.169539268649
ACH-000007,-0.270685447634
ACH-000009,0.017980012713500002
ACH-000011,-0.206929985779
ACH-000012,-0.198397452987
ACH-000013,-0.267447968574
ACH-000014,-0.290896238132
ACH-000015,-0.203701588435
ACH-000017,-0.138134740382
ACH-000018,0.0157356649107
ACH-000019,-0.0587961811423
ACH-000021,-0.33092814010899996
ACH-000022,-0.235833815854
ACH-000025,-0.341119935893
ACH-000028,-0.30190299364900003
ACH-000030,-0.43739094631000003
ACH-000035,-0.0716750422946
ACH-000036,-0.190313247015
ACH-000037,0.0070323868240200005
ACH-000039,-0.219082675284
ACH-000040,-0.184112379992
ACH-000041,-0.094825634487
ACH-000042,-0.1598160731
ACH-000045,-0.326728776447
ACH-000047,-0.279900193626
ACH-000052,-0.279446440606
ACH-000053,-0.0836924773496
ACH-000054,-0.369315726344
ACH-000055,-0.0202477626081
ACH-000060,-0.013676413469999999
ACH-000067,-0.348032134066
ACH-000070,-0.182109688515
ACH-000075,-0.5834453415199999
ACH-000078,-0.23841642671399998
ACH-000082,-0.232340764607
ACH-000085,-0.0138839355287
ACH-000086,-0.35213077420999994
ACH-000087,-0.231556791728
ACH-000092,-0.09661680819319998
ACH-000095,-0.333701150339
ACH-000097,-0.140085150761
ACH-000098,-0.200893229197
ACH-000099,-0.185082056026
ACH-000108,-0.10710400264900001
ACH-000113,-0.242083466797
ACH-000115,-0.29278971789
ACH-000116,-0.347612951404
ACH-000118,-0.12299955867999998
ACH-000120,-0.190928022683
ACH-000123,-0.359685262253
ACH-000127,-0.148231700578
ACH-000128,-0.226154981958
ACH-000132,-0.18511516286600002
ACH-000133,-0.159223329286
ACH-000137,-0.291898617546
ACH-000138,-0.37653811404200005
ACH-000142,-0.342900405315
ACH-000143,0.04494255909580001
ACH-000146,-0.18686391723200002
ACH-000148,-0.11048443987199999
ACH-000150,-0.471179149331
ACH-000152,0.08850718217299999
ACH-000153,-0.101672222245
ACH-000159,-0.296022917449
ACH-000160,-0.028526923999700003
ACH-000163,-0.0747531239062
ACH-000167,-0.428303185584
ACH-000168,-0.358614269264
ACH-000169,-0.43195353190700003
ACH-000178,-0.343568618953
ACH-000182,-0.20279234337299998
ACH-000183,-0.205214288348
ACH-000188,-0.162238827325
ACH-000189,-0.5114617266229999
ACH-000190,-0.08360901217519999
ACH-000198,-0.158624384416
ACH-000204,0.037745701049099994
ACH-000206,-0.037915965637400004
ACH-000207,-0.08147140266069999
ACH-000211,-0.249660557042
ACH-000215,-0.27983149901099996
ACH-000221,-0.487714174191
ACH-000222,-0.19956780192899998
ACH-000223,-0.11299953545999998
ACH-000226,-0.18768906362799997
ACH-000227,-0.243126824665
ACH-000228,-0.12713646465999998
ACH-000231,-0.30842118478700004
ACH-000232,-0.417563465252
ACH-000233,-0.513560950642
ACH-000234,-0.178580700476
ACH-000235,-0.00479368978486
ACH-000237,-0.286385291637
ACH-000238,-0.101122217723
ACH-000243,-0.12473198818299999
ACH-000244,-0.248425533839
ACH-000246,-0.22981731907800002
ACH-000248,0.08019601827589999
ACH-000250,-0.105157322796
ACH-000251,0.0777794109233
ACH-000253,-0.240175500432
ACH-000255,-0.27389165811099997
