,PDSS2 (57107)
ACH-000004,-0.0773573365329
ACH-000007,-0.618836924689
ACH-000009,-0.109201476649
ACH-000011,0.00463840134413
ACH-000012,-0.200098281638
ACH-000013,-0.278146542551
ACH-000014,-0.231446645384
ACH-000015,-0.165360195429
ACH-000017,-0.48802870766
ACH-000018,-0.133570784155
ACH-000019,-0.156279751454
ACH-000021,-0.340501204093
ACH-000022,-0.201039142523
ACH-000025,-0.352489236248
ACH-000028,-0.276405456865
ACH-000030,-0.18555350656199998
ACH-000035,-0.148618186812
ACH-000036,0.28028723837200004
ACH-000037,-0.512824895857
ACH-000039,0.144932178406
ACH-000040,-0.143369552071
ACH-000041,-0.142509006997
ACH-000042,-0.0553120216488
ACH-000045,-0.40313782534000003
ACH-000047,-0.557587284168
ACH-000052,0.187894991516
ACH-000053,-0.31572339490699997
ACH-000054,-0.44571461380099997
ACH-000055,-0.16563513093
ACH-000060,-0.24584730056499998
ACH-000067,-0.18761283389199998
ACH-000070,-0.522627349968
ACH-000075,-0.36347162569799996
ACH-000078,-0.100129765367
ACH-000082,-0.163509346051
ACH-000085,-0.364834150026
ACH-000086,-0.268661968363
ACH-000087,-0.467474250092
ACH-000092,-0.193064194076
ACH-000095,-0.0214415612358
ACH-000097,-0.229714852113
ACH-000098,-0.226761642404
ACH-000099,-0.221702374903
ACH-000108,-0.08557964862610001
ACH-000113,-0.231827451479
ACH-000115,-0.191600344022
ACH-000116,-0.261805579013
ACH-000118,-0.77969810749
ACH-000120,-0.214903372325
ACH-000123,-0.159783219679
ACH-000127,-0.280042927491
ACH-000128,-0.398592198685
ACH-000132,-0.33974038782399996
ACH-000133,-0.16642293416200002
ACH-000137,-0.040043927826600004
ACH-000138,-0.547659887832
ACH-000142,-0.0464131723929
ACH-000143,-0.21732484450800002
ACH-000146,-0.168024350739
ACH-000148,-0.405171165826
ACH-000150,-0.215554014353
ACH-000152,-0.0590834215233
ACH-000153,-0.372752923244
ACH-000159,-0.32492019782
ACH-000160,-0.27910077703
ACH-000163,-0.030837148917299998
ACH-000167,-0.353749155316
ACH-000168,-0.0568864719752
ACH-000169,-0.22814264806899998
ACH-000178,-0.100907880794
ACH-000182,-0.44891308044600003
ACH-000183,-0.609120346268
ACH-000188,0.10031880160800001
ACH-000189,0.27533558431899996
ACH-000190,-0.309211006014
ACH-000198,-0.144660716198
ACH-000204,-0.6946186828409999
ACH-000206,-0.568730602645
