,PIGN (23556)
ACH-000004,-0.0357215680763
ACH-000007,0.0374964909408
ACH-000009,-0.222931395764
ACH-000011,0.0625664991468
ACH-000012,-0.046436934730599996
ACH-000013,-0.0519992137216
ACH-000014,-0.0808772740669
ACH-000015,0.0561573119589
ACH-000017,-0.014375525448700001
ACH-000018,-0.22925209229200003
ACH-000019,0.0636826905974
ACH-000021,0.014017142906799998
ACH-000022,-0.04842687381519999
ACH-000025,-0.146936156116
ACH-000028,-0.165927592127
ACH-000030,-0.121769525398
ACH-000035,-0.0904445758182
ACH-000036,0.0807948646722
ACH-000037,-0.0255991841034
ACH-000039,-0.0856498354875
ACH-000040,-0.0375384026642
ACH-000041,-0.06940328920410001
ACH-000042,-0.0455998202807
ACH-000045,0.0241961140618
ACH-000047,0.0345509557953
ACH-000052,-0.242418908365
ACH-000053,-0.10587719656
ACH-000054,-0.042822883365
ACH-000055,-0.0248715385281
ACH-000060,-0.021009184684999998
ACH-000067,-0.073032364822
ACH-000070,-0.0540966841858
ACH-000075,-0.0390102712228
ACH-000078,-0.171382701545
ACH-000082,-0.019454006719
ACH-000085,-0.007934100178300001
ACH-000086,-0.04328130705580001
ACH-000087,0.09953422286000001
ACH-000092,0.016405009007700002
ACH-000095,-0.0813323530061
ACH-000097,-0.040801281515199996
ACH-000098,0.0232518799526
ACH-000099,-0.11049937789200001
ACH-000108,-0.0917606264398
ACH-000113,-0.116233060823
ACH-000115,0.016242329643
ACH-000116,0.031268165312900005
ACH-000118,-0.0246420111014
ACH-000120,-0.10611824745300001
ACH-000123,-0.116668956127
ACH-000127,-0.0226632254377
ACH-000128,0.0686711629779
ACH-000132,0.08418767414110001
ACH-000133,0.00762245211794
ACH-000137,-0.0764138888338
ACH-000138,-0.170782228379
ACH-000142,-0.027121527302599997
ACH-000143,-0.012109815945700002
ACH-000146,-0.0370833825
ACH-000148,0.0312095773292
ACH-000150,-0.00420465663708
ACH-000152,0.0772245830789
ACH-000153,0.21441219078200002
ACH-000159,-0.11709938201600001
ACH-000160,0.0615645333806
ACH-000163,-0.18352571889400002
ACH-000167,-0.0685594136573
ACH-000168,-0.39457256390100004
ACH-000169,0.025478494289199998
ACH-000178,0.0167609636601
ACH-000182,-0.1205023208
ACH-000183,-0.07565356654569999
ACH-000188,-0.0118138492863
ACH-000189,0.18493299249899997
ACH-000190,0.056994300470500005
ACH-000198,-0.13907094951500001
ACH-000204,-0.115988704857
ACH-000206,0.0348047447336
ACH-000207,-0.0955077001107
ACH-000211,-0.0231597661892
ACH-000215,-0.159510422476
ACH-000221,0.020449658256099998
ACH-000222,-0.253805989956
ACH-000223,-0.271708243204
ACH-000226,-1.09866425388e-05
ACH-000227,-0.107419797028
ACH-000228,-0.0636509714385
ACH-000231,-0.03953495395980001
ACH-000232,-0.21286312540600003
ACH-000233,0.0012850548789999998
ACH-000234,-0.22839239697299998
ACH-000235,-0.079304584964
ACH-000237,-0.019806580383
ACH-000238,-0.22516731231800002
ACH-000243,-0.10931783907999999
ACH-000244,0.026170009478
ACH-000246,-0.15437867260399998
ACH-000248,-0.06744798998269999
ACH-000250,-0.028586599395499998
ACH-000251,-0.18820093831300003
ACH-000253,-0.0324666025577
ACH-000255,-0.018098379033
ACH-000256,0.00199521934496
ACH-000257,0.229798060409
ACH-000258,-0.13785221026699998
ACH-000259,-0.175356729056
ACH-000260,-0.0607152305204
ACH-000261,-0.08658596641510001
ACH-000262,0.0521703831306
ACH-000263,-0.098750946642
ACH-000264,0.0159555799157
ACH-000265,-0.046333518103
ACH-000266,-0.09574856933730001
ACH-000272,-0.158370806582
ACH-000273,-0.07641757931769999
ACH-000274,-0.263309802955
ACH-000277,-0.0067075823524
ACH-000278,-0.0897957525193
ACH-000279,0.0343834931584
ACH-000280,-0.132919916607
ACH-000281,-0.29176260778900004
ACH-000288,0.06849967861
ACH-000291,0.00407808224208
ACH-000293,-0.0798905550187
ACH-000294,0.04678246345269999
ACH-000295,0.0757021792279
ACH-000296,-0.10300145354800001
ACH-000302,-0.0894137703338
ACH-000304,0.0786890990866
ACH-000307,0.04906234739080001
ACH-000308,-0.05115125018080001
ACH-000310,-0.161871932189
ACH-000311,-0.442744349221
ACH-000312,-0.138658448936
ACH-000315,0.022463967236200002
ACH-000316,-0.117369561734
ACH-000317,-0.08405244234239999
ACH-000318,-0.0207922738554
ACH-000319,0.0517048348835
ACH-000320,-0.328623069953
ACH-000322,-0.0370530215764
ACH-000323,0.120516197922
ACH-000324,-0.139797840285
ACH-000329,-0.005991489782939999
ACH-000330,-0.145667778859
ACH-000331,0.006071568089049999
ACH-000332,-0.221848199116
ACH-000334,0.023891523546500003
ACH-000335,0.276617986124
ACH-000336,0.126099015807
ACH-000337,-0.0226898263405
ACH-000339,-0.193837905517
ACH-000341,-0.0124569260313
ACH-000348,-0.000269845978726
ACH-000350,-0.11991160418400001
ACH-000352,-0.026309237720400003
ACH-000356,-0.0440313631159
ACH-000361,0.021576518466599998
ACH-000362,-0.0440788847549
ACH-000363,-0.46561402398
ACH-000364,-0.288571178813
ACH-000365,0.0180988521383
ACH-000366,0.0342071335904
ACH-000368,-0.0424032597573
ACH-000374,-0.173175761963
ACH-000375,-0.125972333773
ACH-000376,0.0638064307658
ACH-000381,-0.18472063363400001
ACH-000383,-0.0533592283672
ACH-000387,-0.113325465551
ACH-000389,-0.21884059657
ACH-000390,-0.11660736020099999
ACH-000393,-0.143920780024
ACH-000395,-0.0153753059696
ACH-000397,-0.150906368624
ACH-000401,-0.251679834448
ACH-000402,0.0331191636394
ACH-000403,-0.123766383445
ACH-000404,-0.0179940826607
ACH-000406,-0.14092989569800002
