,NMRK1 (54981)
ACH-000004,0.16816691541099998
ACH-000007,0.24447932253600002
ACH-000009,0.0502252608431
ACH-000011,0.126030234869
ACH-000012,0.135885894603
ACH-000013,0.16285366466700002
ACH-000014,0.236020949138
ACH-000015,0.0134463735152
ACH-000017,0.29516137829
ACH-000018,0.31908064302
ACH-000019,0.42660302540399997
ACH-000021,0.233281549854
ACH-000022,0.213230810373
ACH-000025,0.305096668744
ACH-000028,0.22783839263500003
ACH-000030,0.15972370777
ACH-000035,0.229520092717
ACH-000036,0.140070050146
ACH-000037,0.429124150268
ACH-000039,0.223971647656
ACH-000040,0.14730533039899998
ACH-000041,0.184219064194
ACH-000042,0.22013699824299998
ACH-000045,0.191181513378
ACH-000047,0.112886385043
ACH-000052,0.240044970849
ACH-000053,0.23816355681499998
ACH-000054,0.278798310549
ACH-000055,0.318133997552
ACH-000060,0.341574614523
ACH-000067,0.27718457502300003
ACH-000070,0.34048813375200004
ACH-000075,0.015245181213100001
ACH-000078,0.304861357042
ACH-000082,0.268450294742
ACH-000085,0.25396996268800004
ACH-000086,0.292619941787
ACH-000087,0.301550328078
ACH-000092,0.099734754751
ACH-000095,0.245382236198
ACH-000097,0.242278285052
ACH-000098,0.255953878185
ACH-000099,0.322831274433
ACH-000108,0.293694719937
ACH-000113,0.151730611006
ACH-000115,0.203727205115
ACH-000116,0.40756383798600004
ACH-000118,0.103227684542
ACH-000120,0.22367741396
ACH-000123,0.199928201188
ACH-000127,0.298367723656
ACH-000128,0.35968445494999995
ACH-000132,0.21504763522700002
ACH-000133,0.32826677114999997
ACH-000137,0.0480961487219
ACH-000138,0.166072625722
ACH-000142,0.140918428574
ACH-000143,0.297744278722
ACH-000146,0.144378193907
ACH-000148,0.208210584838
ACH-000150,0.176654153068
ACH-000152,0.182504568931
ACH-000153,0.357735866659
ACH-000159,0.169245131487
ACH-000160,0.260592771952
ACH-000163,-0.00713023686905
ACH-000167,0.0740092912097
ACH-000168,0.1742607849
ACH-000169,0.274942851191
ACH-000178,0.24732796408000005
ACH-000182,0.21689221805999997
ACH-000183,0.08981776332699999
ACH-000188,0.156140855315
ACH-000189,-0.12628619816199999
ACH-000190,-0.026250794039
ACH-000198,0.22062111783100002
ACH-000204,0.14078426323100002
ACH-000206,0.463143456011
ACH-000207,0.231098113829
ACH-000211,0.178065996735
ACH-000215,0.15442336881
ACH-000221,0.273035124089
ACH-000222,0.30660944136
ACH-000223,0.24586926003600001
ACH-000226,0.170789110678
ACH-000227,0.155321840415
