,CP (1356)
ACH-000004,0.206840164711
ACH-000007,0.0881988933973
ACH-000009,-0.0733405239574
ACH-000011,0.25349632547400003
ACH-000012,0.219331261181
ACH-000013,0.309837035506
ACH-000014,0.119538818905
ACH-000015,0.07830960255210001
ACH-000017,0.0984406825554
ACH-000018,0.159481206492
ACH-000019,0.233507005289
ACH-000021,-0.0073557330031299994
ACH-000022,0.31663043895
ACH-000025,0.0294486412098
ACH-000028,0.0138713898064
ACH-000030,0.16693362627299999
ACH-000035,0.200251575436
ACH-000036,0.219997654525
ACH-000037,0.271341845611
ACH-000039,-0.0750490738139
ACH-000040,0.15523021900999998
ACH-000041,0.0793678341484
ACH-000042,0.13797181209599998
ACH-000045,0.0666402936355
ACH-000047,0.282114434741
ACH-000052,-0.021606717990900002
ACH-000053,0.055442980073499994
ACH-000054,0.0403226661051
ACH-000055,0.231690475999
ACH-000060,0.0611723474954
ACH-000067,0.231289599198
ACH-000070,0.276326017123
ACH-000075,0.22093276240499998
ACH-000078,0.0683322805826
ACH-000082,0.233834328376
ACH-000085,-0.0369346224938
ACH-000086,0.0498983648272
ACH-000087,0.33961279803800004
ACH-000092,0.120127946999
ACH-000095,0.05618899001540001
ACH-000097,0.137492741292
ACH-000098,0.0743476629589
ACH-000099,0.108485078769
ACH-000108,-0.0381762653026
ACH-000113,0.147592602758
ACH-000115,0.235529283442
ACH-000116,0.177621351862
ACH-000118,0.133872754964
ACH-000120,0.186330090259
ACH-000123,0.0939278429665
ACH-000127,0.11039264837000001
ACH-000128,0.145494240537
ACH-000132,0.228582270239
ACH-000133,0.156248666753
ACH-000137,0.294933207821
ACH-000138,0.00696757919336
ACH-000142,0.14113327428300002
ACH-000143,0.256284057595
ACH-000146,0.09935026723310002
ACH-000148,0.293118133126
ACH-000150,0.168114511195
ACH-000152,0.212682367091
ACH-000153,0.276844544929
ACH-000159,0.15509630576400002
ACH-000160,0.10129734013599999
ACH-000163,-0.007200370721680001
ACH-000167,-0.108096647399
ACH-000168,0.25209649245
ACH-000169,0.21986223772799998
ACH-000178,0.17660993969
ACH-000182,0.1747950995
ACH-000183,0.19973475143599997
ACH-000188,0.196654509994
ACH-000189,0.0739333407862
ACH-000190,0.0648885435358
ACH-000198,0.175782125878
ACH-000204,0.149865806135
ACH-000206,0.311160598599
ACH-000207,0.0357954887486
ACH-000211,0.192935136922
ACH-000215,0.170970204249
ACH-000221,0.0508566650171
ACH-000222,0.11561801825099999
ACH-000223,0.260515678642
ACH-000226,0.15166497572499998
ACH-000227,0.263665929014
ACH-000228,0.162805661733
ACH-000231,0.167629032838
ACH-000232,0.12076877315
ACH-000233,0.046534671249
ACH-000234,0.234462743691
ACH-000235,0.0780399599087
ACH-000237,0.143768424544
ACH-000238,0.325705056982
ACH-000243,0.060730843894499995
ACH-000244,0.0384865443691
ACH-000246,0.274290046734
ACH-000248,0.160628057834
ACH-000250,0.17072504585099998
ACH-000251,-0.020924819867599996
ACH-000253,0.19227409077100002
ACH-000255,0.107404161314
ACH-000256,0.0625707050444
ACH-000257,0.0711998844247
ACH-000258,-0.011098142009100002
ACH-000259,0.0958762662256
ACH-000260,0.0837221281452
ACH-000261,0.113899756013
ACH-000262,0.255874919215
ACH-000263,0.195231958006
ACH-000264,0.17458026771200003
ACH-000265,0.0666111565763
ACH-000266,0.0659622020814
ACH-000272,0.0627472729059
ACH-000273,0.0856651812318
ACH-000274,0.0597786794861
ACH-000277,0.35322588056599996
ACH-000278,0.24338464848299998
ACH-000279,0.0711530717352
ACH-000280,0.0767307251417
ACH-000281,-0.0878012685782
ACH-000288,0.133542049018
ACH-000291,0.264224871091
ACH-000293,0.262780283757
ACH-000294,0.10342658513
ACH-000295,0.378263777042
ACH-000296,0.09622855898360001
ACH-000302,0.0404261558946
ACH-000304,0.36402880009599997
ACH-000307,0.13727408295
ACH-000308,0.241035509854
ACH-000310,-0.162008703564
ACH-000311,0.060952907831
ACH-000312,0.07079245923289999
ACH-000315,0.156940061008
ACH-000316,0.182789207251
ACH-000317,0.108308747891
ACH-000318,0.152205926051
ACH-000319,0.16697681641200002
ACH-000320,-0.10869508517200001
ACH-000322,0.170054998594
ACH-000323,0.166764547463
ACH-000324,0.08541804265000001
ACH-000329,0.315802149487
ACH-000330,-0.051951943935900004
ACH-000331,0.190289569578
ACH-000332,0.0835117499256
ACH-000334,0.149634361748
ACH-000335,0.266778942954
ACH-000336,0.378122617148
ACH-000337,0.167421577623
ACH-000339,0.0603430549761
ACH-000341,-0.025815229337299996
ACH-000348,0.23540443699400002
ACH-000350,0.031225303925900002
ACH-000352,-0.0123938855944
ACH-000356,0.07849939986030001
ACH-000361,0.292141709837
ACH-000362,0.119574618752
ACH-000363,0.25331357316799996
ACH-000364,0.329273791967
ACH-000365,0.140684401125
ACH-000366,0.12131844994100001
ACH-000368,-0.0675609368362
ACH-000374,0.130818525565
ACH-000375,0.19572539464699998
ACH-000376,0.11822586592
ACH-000381,0.00663266450695
ACH-000383,0.0524030506879
ACH-000387,-0.0224353634242
ACH-000389,0.182751593225
ACH-000390,0.0263437906296
ACH-000393,0.10002128666400001
ACH-000395,0.0473982432299
ACH-000397,0.22091536597
ACH-000401,0.20984122459399998
ACH-000402,0.107731105013
ACH-000403,0.134499899344
ACH-000404,0.307643958649
ACH-000406,0.031200882892
ACH-000407,0.125764665604
ACH-000408,0.18472179522
ACH-000410,0.165374460177
ACH-000411,0.213340227256
ACH-000414,0.0650023422004
ACH-000415,0.0903860800844
ACH-000416,0.18992051574000002
ACH-000420,0.277036102584
ACH-000421,0.214852702352
ACH-000424,0.104186932535
ACH-000425,0.209418733217
ACH-000426,0.334625760989
ACH-000427,0.339803148208
ACH-000433,0.27137922875500003
ACH-000436,0.25056074677400003
ACH-000444,0.21712468980799998
ACH-000445,0.193973310355
ACH-000448,0.059410699841599995
ACH-000450,0.283656456378
ACH-000452,0.11821852957699999
ACH-000454,0.0809389839377
ACH-000458,0.16532445575
ACH-000459,0.310732764085
ACH-000460,0.0865983941138
ACH-000461,0.37111822061300004
ACH-000463,0.0827408420967
ACH-000464,0.131044760028
ACH-000466,0.0433432721629
ACH-000467,0.240559936245
ACH-000468,-0.193348204402
ACH-000469,0.055964112178800006
ACH-000470,0.102148280781
ACH-000471,0.16827108532
ACH-000472,0.142238197714
ACH-000473,0.23504805868599998
ACH-000475,0.194166273147
ACH-000476,0.183549584078
ACH-000477,0.20010604944200003
ACH-000480,0.290206089326
ACH-000481,0.271206084971
ACH-000483,0.164842687941
ACH-000484,0.43566993771300006
ACH-000485,0.160433717087
ACH-000486,0.20997477557
ACH-000487,0.322999918097
ACH-000488,0.21680585444800002
ACH-000490,0.233722511502
ACH-000491,0.12321938587400001
ACH-000495,0.268635507231
ACH-000496,0.015166641200700002
ACH-000499,0.20032329823
ACH-000500,0.382681152789
ACH-000502,0.109567978802
ACH-000503,0.0493186225935
ACH-000505,0.0951771059646
ACH-000507,0.286104877108
ACH-000510,0.138778495962
ACH-000511,0.20350837001
ACH-000512,0.392409766741
ACH-000516,0.0695416023817
ACH-000517,0.00331454831084
ACH-000518,0.0913757798012
ACH-000520,0.245364029551
ACH-000521,-0.0271759396767
ACH-000522,0.128543614415
ACH-000524,0.0731614739997
ACH-000527,0.186194075816
ACH-000528,0.0706378268125
