,CYB5R3 (1727)
ACH-000004,0.107955055022
ACH-000007,-0.11400930018100001
ACH-000009,-0.0674866259974
ACH-000011,-0.12117655389799999
ACH-000012,-0.163614593452
ACH-000013,-0.321036648157
ACH-000014,-0.364907822397
ACH-000015,-0.0877478411744
ACH-000017,-0.010009821790500001
ACH-000018,-0.25859783283300003
ACH-000019,-0.43069725990900004
ACH-000021,-0.116823407008
ACH-000022,-0.0793442976096
ACH-000025,-0.158612346405
ACH-000028,-0.223289721189
ACH-000030,-1.0302374884899999
ACH-000035,0.015361117904700001
ACH-000036,-0.149984318308
ACH-000037,0.242030266311
ACH-000039,0.174721842075
ACH-000040,-0.0583603784652
ACH-000041,-0.07448881006519999
ACH-000042,-0.150411445292
ACH-000045,-0.0940254474779
ACH-000047,-0.179645024612
ACH-000052,-0.39382934023599997
ACH-000053,-0.0691156572008
ACH-000054,0.0641634327387
ACH-000055,-0.0784509613595
ACH-000060,-0.33228569203200004
ACH-000067,-0.0946905590937
ACH-000070,-0.15737006910499998
ACH-000075,-0.541802044556
ACH-000078,0.0284446774541
ACH-000082,0.0176198623493
ACH-000085,-0.37582196414499996
ACH-000086,0.04941379277969999
ACH-000087,-0.104194211467
ACH-000092,-0.030898892163400003
ACH-000095,-0.15872275950099998
ACH-000097,-0.205372000471
ACH-000098,-0.308985758601
ACH-000099,-0.136346285776
ACH-000108,-0.0844138273426
ACH-000113,-0.00251878345986
ACH-000115,-0.346494680405
ACH-000116,0.0362627136094
ACH-000118,-0.126198651105
ACH-000120,-0.0685833476089
ACH-000123,-0.0497807606092
ACH-000127,-0.116722895409
ACH-000128,-0.175570301767
ACH-000132,0.0201863936085
ACH-000133,-0.132538242903
ACH-000137,-0.201872395837
ACH-000138,0.0178033538017
ACH-000142,-0.070172993371
ACH-000143,-0.159037298162
ACH-000146,-0.140981664127
ACH-000148,-0.208184278985
ACH-000150,0.15847628368
ACH-000152,-0.13113214805600001
ACH-000153,-0.00163837770803
ACH-000159,0.0151571289859
ACH-000160,-0.142318432196
ACH-000163,0.050965330089600004
ACH-000167,-0.0834502728104
ACH-000168,-0.0139769050527
ACH-000169,-0.0993811090037
ACH-000178,-0.029876969817499998
ACH-000182,-0.13558012339199998
ACH-000183,0.00812663198284
ACH-000188,-0.0353757497667
ACH-000189,-0.35225720469599997
ACH-000190,-0.15233711308599998
ACH-000198,-0.045693559040800004
ACH-000204,-0.016478124594100002
ACH-000206,-0.117445889022
ACH-000207,-0.209568334971
ACH-000211,-0.109076963869
ACH-000215,-0.134415660079
ACH-000221,0.0948094088059
ACH-000222,0.127115947294
ACH-000223,-0.0165015263145
ACH-000226,-0.150475203848
ACH-000227,-0.072772722549
ACH-000228,-0.134245411799
ACH-000231,-0.380427115035
