,ACOXL (55289)
ACH-000004,-0.0402458348131
ACH-000007,-0.228662362504
ACH-000009,-0.307327318332
ACH-000011,-0.210658244032
ACH-000012,-0.26530290867199996
ACH-000013,-0.297929144843
ACH-000014,-0.0646282673629
ACH-000015,-0.190313597551
ACH-000017,-0.0018935875604
ACH-000018,-0.136149630631
ACH-000019,-0.199474697693
ACH-000021,0.021191021107099996
ACH-000022,-0.241879584716
ACH-000025,-0.241232661569
ACH-000028,-0.32801675631099997
ACH-000030,-0.249696001559
ACH-000035,-0.297024791033
ACH-000036,0.09666929135430001
ACH-000037,-0.199422270257
ACH-000039,-0.0951646123285
ACH-000040,0.00883400051402
ACH-000041,-0.28180232757
ACH-000042,-0.0672723820076
ACH-000045,-0.22464042531999998
ACH-000047,-0.024590116847200003
ACH-000052,-0.234498239917
ACH-000053,-0.269443624221
ACH-000054,-0.124024781939
ACH-000055,-0.033636688571599994
ACH-000060,-0.111368471137
ACH-000067,-0.172005490251
ACH-000070,-0.15956390853
ACH-000075,-0.270144913051
ACH-000078,-0.119693742739
ACH-000082,-0.005823389574859999
ACH-000085,-0.231100734186
ACH-000086,-0.14874163811899999
ACH-000087,0.00783943334339
ACH-000092,-0.336934211995
ACH-000095,-0.0611191181574
ACH-000097,-0.198244337099
ACH-000098,-0.234539043155
ACH-000099,-0.140840908786
ACH-000108,-0.17165485059799998
ACH-000113,-0.124914494191
ACH-000115,0.0438990145608
ACH-000116,-0.178543831389
ACH-000118,-0.27069350411800003
ACH-000120,0.08177600387410001
ACH-000123,-0.16500417779999998
ACH-000127,-0.16114343866699998
ACH-000128,-0.23266070084399998
ACH-000132,-0.153372520953
ACH-000133,-0.304855715736
ACH-000137,-0.206125591181
ACH-000138,-0.241842987862
ACH-000142,-0.261548318557
ACH-000143,-0.0502285368023
ACH-000146,-0.0746580728311
ACH-000148,-0.218709622794
ACH-000150,-0.345705366584
ACH-000152,-0.195385568849
ACH-000153,-0.368296035964
ACH-000159,-0.0293514303528
ACH-000160,-0.122675951421
ACH-000163,-0.0047435938708500006
ACH-000167,-0.22908379408799998
ACH-000168,0.00483774028179
ACH-000169,-0.0398387586317
ACH-000178,-0.12706040873
ACH-000182,-0.228235202666
ACH-000183,-0.0790227449828
ACH-000188,-0.0473385765936
ACH-000189,-0.125147059268
ACH-000190,-0.255926965027
ACH-000198,-0.0834756900198
ACH-000204,0.08474716379170001
ACH-000206,0.0316475211802
ACH-000207,-0.312372179225
ACH-000211,-0.200996486298
ACH-000215,-0.141151886806
ACH-000221,-0.113027392284
ACH-000222,-0.30683154391600004
ACH-000223,-0.144891414645
ACH-000226,-0.167195205747
ACH-000227,-0.0669516641397
ACH-000228,-0.246172769486
ACH-000231,-0.226406142698
ACH-000232,-0.216111141952
ACH-000233,-0.335775757906
ACH-000234,-0.213983664712
ACH-000235,-0.117543633277
ACH-000237,-0.18879139482299997
ACH-000238,-0.034579773743300006
ACH-000243,-0.310768144722
ACH-000244,-0.147813227569
ACH-000246,-0.226872027822
ACH-000248,-0.250849322489
ACH-000250,-0.187875977959
ACH-000251,0.00341989997764
ACH-000253,-0.17019513524
ACH-000255,-0.308550958759
ACH-000256,-0.300604321686
ACH-000257,0.104118933011
ACH-000258,-0.0854340707463
ACH-000259,-0.0870755133017
ACH-000260,-0.17071273890500002
ACH-000261,-0.12101707225299999
ACH-000262,-0.09645102463289998
ACH-000263,-0.10332480016699999
ACH-000264,-0.048244286141699996
ACH-000265,-0.27938030491300003
ACH-000266,-0.182372332986
ACH-000272,-0.114528091621
ACH-000273,-0.142195691766
ACH-000274,-0.217430195874
ACH-000277,-0.125693859399
ACH-000278,-0.195687689359
ACH-000279,-0.102474407708
ACH-000280,-0.19222412143
ACH-000281,-0.225473012701
ACH-000288,-0.223115453751
ACH-000291,-0.13691864918299998
ACH-000293,-0.392190098395
ACH-000294,-0.20285435661200002
ACH-000295,0.117897231409
ACH-000296,-0.201507751037
ACH-000302,-0.183382759127
ACH-000304,0.186352699082
ACH-000307,-0.273326996074
ACH-000308,-0.226682059683
ACH-000310,-0.156611426734
ACH-000311,-0.166708882644
ACH-000312,-0.227465339119
ACH-000315,-0.363181977138
ACH-000316,-0.15600702730799998
ACH-000317,-0.252485084924
ACH-000318,-0.17364896197299998
ACH-000319,-0.0716416957807
ACH-000320,-0.397280485768
ACH-000322,-0.40304101951800003
ACH-000323,-0.182375534925
ACH-000324,-0.22763471746599998
ACH-000329,-0.302392776352
ACH-000330,-0.101560051697
ACH-000331,-0.294245362061
ACH-000332,-0.12628742544299998
ACH-000334,0.056079333221000005
ACH-000335,-0.173672631991
ACH-000336,-0.0534464946672
ACH-000337,-0.012087314489899999
ACH-000339,-0.261069057969
ACH-000341,-0.19989614360599997
ACH-000348,-0.16955470086899999
ACH-000350,-0.09911412779069999
ACH-000352,-0.152377282054
ACH-000356,-0.142497172617
ACH-000361,-0.139513799672
ACH-000362,-0.149557865191
ACH-000363,-0.12550837166
ACH-000364,-0.27778091860599996
ACH-000365,-0.183368528628
ACH-000366,-0.05647170418380001
ACH-000368,-0.058253645691
ACH-000374,-0.20732690690000002
ACH-000375,-0.118290900536
ACH-000376,-0.179809583532
ACH-000381,-0.36760196486599994
ACH-000383,-0.104352695474
ACH-000387,-0.123454905901
ACH-000389,-0.238502787449
ACH-000390,-0.260291122932
ACH-000393,-0.181491496082
ACH-000395,-0.030313713487299998
ACH-000397,-0.26589389722
ACH-000401,-0.175778503931
ACH-000402,-0.261443112592
ACH-000403,-0.0786419203787
ACH-000404,-0.0125729835253
ACH-000406,-0.277246368779
ACH-000407,-0.34706911451
ACH-000408,-0.281668344083
ACH-000410,-0.16961400589499998
ACH-000411,-0.129680325172
ACH-000414,-0.184188360213
ACH-000415,-0.355726383551
ACH-000416,-0.16101243558
ACH-000420,0.0200455547555
ACH-000421,-0.0935881429332
ACH-000424,-0.0999647900435
ACH-000425,-0.24402637281300002
ACH-000426,-0.0744004659012
ACH-000427,-0.209288188354
ACH-000433,-0.14952422265100002
ACH-000436,-0.00656896643009
ACH-000444,-0.140113554944
ACH-000445,-0.34467205037500004
ACH-000448,-0.037297708359300005
ACH-000450,-0.31462224575
ACH-000452,-0.140766917596
ACH-000454,-0.19115652158399998
ACH-000458,-0.23993426553000002
ACH-000459,-0.373580628627
ACH-000460,-0.15295206605
ACH-000461,-0.174200923545
ACH-000463,-0.15195508434
ACH-000464,0.0284364747892
ACH-000466,-0.18627634192099998
ACH-000467,-0.145011424432
ACH-000468,-0.11687460382999999
ACH-000469,-0.0940260793001
ACH-000470,0.0548470154347
ACH-000471,-0.247944206147
ACH-000472,-0.146084543724
ACH-000473,-0.231670965046
ACH-000475,-0.19456677503
ACH-000476,-0.060891479266099995
ACH-000477,0.0446129617971
ACH-000480,-0.168048068371
ACH-000481,-0.132366565868
ACH-000483,-0.00345845059769
ACH-000484,0.023928013585099998
ACH-000485,-0.316958515057
ACH-000486,-0.32302244059999996
ACH-000487,-0.160300270877
ACH-000488,-0.263666730827
ACH-000490,-0.028649248533099997
ACH-000491,-0.148099247004
ACH-000495,-0.431112589105
ACH-000496,-0.297106200098
ACH-000499,-0.215995372621
ACH-000500,-0.0907975263954
ACH-000502,-0.23383293191799998
ACH-000503,-0.391982999375
ACH-000505,-0.195199272359
ACH-000507,-0.11874262249000002
ACH-000510,-0.385473846196
ACH-000511,-0.0779197138253
ACH-000512,-0.278908303865
ACH-000516,-0.17067108934
ACH-000517,-0.07441944292439999
ACH-000518,-0.101673960834
ACH-000520,-0.07036694127460001
ACH-000521,-0.343447108552
ACH-000522,-0.16642364275399998
ACH-000524,-0.0292092859086
ACH-000527,-0.182570839162
ACH-000528,-0.239796240174
ACH-000537,-0.26836972905400003
ACH-000541,0.105526912579
ACH-000542,-0.162706044141
ACH-000544,-0.24488210256200002
ACH-000545,-0.222986177603
ACH-000547,-0.322124896791
ACH-000548,-0.180570791843
ACH-000549,-0.388679732698
ACH-000550,-0.361232309618
ACH-000552,-0.36854942305699995
ACH-000556,-0.28635687483100003
ACH-000557,-0.1444005745
ACH-000570,-0.21485971709499999
ACH-000571,0.0200323603103
ACH-000573,-0.128474507785
ACH-000576,-0.127985088134
ACH-000580,-0.119330589033
ACH-000584,-0.155321461392
ACH-000585,-0.0501257812532
ACH-000588,-0.25313350132199997
ACH-000589,-0.223008875039
ACH-000591,-0.271228626312
ACH-000593,-0.32029992187
ACH-000600,-0.155613239703
ACH-000601,-0.266878280495
ACH-000604,-0.0863787707668
ACH-000605,-0.160972557485
ACH-000606,-0.446589811514
ACH-000608,-0.0536467777661
ACH-000614,-0.30071937573
ACH-000616,-0.11775613423699999
ACH-000618,-0.299260345878
ACH-000619,-0.197903444261
ACH-000620,-0.236075271111
ACH-000621,0.0487230531168
ACH-000622,-0.17227502135699999
ACH-000623,-0.275867235908
ACH-000624,-0.169040516126
ACH-000627,-0.10012989180199999
ACH-000630,-0.191391374357
ACH-000632,-0.043749384313199996
ACH-000633,-0.24457252045000002
ACH-000637,-0.265813755739
ACH-000638,-0.201230515071
ACH-000646,-0.0566058755777
ACH-000647,-0.291083796116
ACH-000648,-0.211805084606
ACH-000649,-0.203777060064
ACH-000651,-0.09791527346560001
ACH-000652,-0.19865381384599998
ACH-000653,-0.163207009276
ACH-000657,-0.159440776112
ACH-000658,0.0532965015044
ACH-000661,0.0280655703249
ACH-000662,-0.206236844463
ACH-000663,-0.372633073925
ACH-000665,-0.29219372993000003
ACH-000671,-0.154956176198
ACH-000673,-0.236783467489
ACH-000676,-0.104808258954
ACH-000677,-0.22741566585
ACH-000681,-0.158383699385
ACH-000682,-0.280152742434
ACH-000683,0.0366505164453
ACH-000684,-0.147568596527
ACH-000688,-0.22638460932399998
ACH-000693,-0.183879703832
ACH-000694,-0.13621809318
ACH-000695,-0.09699147675349999
ACH-000696,-0.317187042739
ACH-000697,-0.159372239901
ACH-000699,-0.10167529785900001
ACH-000701,-0.203889096604
ACH-000706,-0.138948131463
ACH-000711,-0.24567259972199998
ACH-000713,-0.294840056105
ACH-000714,0.025434461775700003
ACH-000718,-0.0402894890461
ACH-000720,-0.270451132953
ACH-000721,-0.313661575259
ACH-000724,-0.044994723896599996
ACH-000725,-0.309531907434
ACH-000732,-0.247813870166
ACH-000734,-0.290480770812
ACH-000735,-0.202685908312
ACH-000736,-0.124809999883
ACH-000738,-0.329464918211
