,FANCG (2189)
ACH-000189,-0.350383860086
ACH-000190,-0.242613927643
ACH-000198,-0.65167681384
ACH-000204,-0.115522556415
ACH-000206,-0.602420825991
ACH-000207,-0.0406486763356
ACH-000211,-0.265467342081
ACH-000215,-0.253891684967
ACH-000221,-0.30868711619600003
ACH-000222,-0.265405172586
ACH-000223,-0.116681149675
ACH-000226,-0.35253448551100003
ACH-000227,0.0329098328242
ACH-000228,-0.323982173415
ACH-000231,-0.202849631123
ACH-000232,-0.04638214237049999
ACH-000233,-0.318934001212
ACH-000234,-0.0740183191642
ACH-000235,-0.12033031058900001
ACH-000237,-0.359619798613
ACH-000238,-0.243804756342
ACH-000243,-0.125221512251
ACH-000244,-0.472598572148
ACH-000246,-0.542864660062
ACH-000248,-0.38777701562399997
ACH-000250,0.0109443553904
ACH-000251,0.109382826438
ACH-000253,0.070596526135
ACH-000255,-0.236344500201
ACH-000256,-0.132864654917
ACH-000257,-0.07717753408639999
ACH-000258,-0.10976018105999999
ACH-000259,-0.219151988966
ACH-000260,-0.0440864218389
ACH-000261,-0.471584358687
ACH-000262,-0.196690564719
ACH-000263,-0.276104982654
ACH-000264,-0.361083246029
ACH-000265,-0.134544881986
ACH-000266,-0.121532317993
ACH-000272,-0.35439678213200004
ACH-000273,-0.11722068902100001
ACH-000274,-0.368417012343
ACH-000277,-0.142409938676
ACH-000278,-0.6829108733499999
ACH-000279,-0.14991288430400002
ACH-000280,-0.274071366877
ACH-000281,-0.13848836910999998
ACH-000288,-0.14924904214600002
ACH-000291,-0.07181292034230001
ACH-000293,0.0387022501559
ACH-000294,0.11458464038499999
ACH-000295,-0.276517411706
ACH-000296,-0.11570957531500001
ACH-000302,-0.036639801813
ACH-000304,-0.253189730794
ACH-000307,-0.16050699939000002
ACH-000308,-0.27890323049800003
ACH-000310,-0.0487183724421
ACH-000311,-0.38205558393399996
ACH-000312,0.08785392731529999
ACH-000315,-0.0411951303161
ACH-000316,-0.26582821371800003
ACH-000317,-0.320539987504
ACH-000318,-0.18124778204599998
ACH-000319,-0.20889511726100002
ACH-000320,0.0651476949904
ACH-000322,-0.5014116029969999
ACH-000323,-0.387837819564
ACH-000324,-0.0127514948906
ACH-000329,0.11375571547800001
ACH-000330,-0.138480098343
ACH-000331,-0.131340612814
ACH-000332,-0.034390424847199993
ACH-000334,-0.061290687756500005
ACH-000335,-0.284590729701
ACH-000336,-0.542431858867
ACH-000337,-0.174796339758
ACH-000339,-0.298399075502
ACH-000341,-0.703640174331
ACH-000348,-0.39671702091600003
ACH-000350,-0.16358887292899998
ACH-000352,-0.14724574555
ACH-000356,-0.13842706485300002
ACH-000361,-0.58758124143
ACH-000362,-0.858237820977
ACH-000363,-0.030662856592099996
ACH-000364,-0.888671117243
ACH-000365,-0.614102157886
ACH-000366,-0.0363954798826
ACH-000368,-0.14809549923
ACH-000374,-0.636103624889
ACH-000375,-0.5313049513970001
ACH-000376,-0.297357503975
ACH-000381,-0.039848335760499995
ACH-000383,-0.0265239208075
ACH-000387,-0.211864621484
ACH-000389,-0.186169713514
ACH-000390,-0.12815475613900001
ACH-000393,-0.21026136407499998
ACH-000395,0.067361592025
ACH-000397,-0.339196755793
ACH-000401,-0.376195875274
ACH-000402,0.104855092197
ACH-000403,0.08733587819369999
ACH-000404,-0.519842575133
ACH-000406,-0.319331916473
ACH-000407,-0.267031061409
ACH-000408,-0.32375889102899996
ACH-000410,-0.7426956599500001
ACH-000411,-0.0676360666872
ACH-000414,0.00767369628846
ACH-000415,-0.268068635
ACH-000416,-0.0928465599096
ACH-000420,-0.16687994954000002
ACH-000421,-0.0890020279245
ACH-000424,-0.254549856069
ACH-000425,-0.49818756644199996
ACH-000426,0.1505019265
ACH-000427,-0.104983068182
ACH-000433,-0.050318103674999996
ACH-000436,-0.0394880845941
ACH-000444,-0.39239875366599997
ACH-000445,-0.185026391604
ACH-000448,-0.39811057738399996
ACH-000450,-0.347104251065
ACH-000452,-0.200057737169
ACH-000454,0.06839352250149999
ACH-000458,-0.136676859697
ACH-000459,-0.64831016827
ACH-000460,-0.14927119253499999
ACH-000461,0.13347264908099998
ACH-000463,-0.14686023260199998
ACH-000464,-0.0642709265272
ACH-000466,-0.405592840457
ACH-000467,-0.053790798614400004
ACH-000468,-0.117322863475
ACH-000469,-0.255833950603
ACH-000470,-0.13973728296399998
ACH-000471,-0.16524802495
ACH-000472,-0.190315900255
ACH-000473,-0.372738586558
ACH-000475,-0.065294384698
ACH-000476,-0.09168840103539999
ACH-000477,-0.351165193998
ACH-000480,-0.144172724735
ACH-000481,-0.038870685905499996
ACH-000483,-0.248184406575
ACH-000484,-0.565282942373
ACH-000485,0.13922505962600001
ACH-000486,-0.167837302195
ACH-000487,-0.0344066627718
ACH-000488,0.06797270826169999
ACH-000490,-0.152083558578
ACH-000491,0.08788833808119999
ACH-000495,-0.934772145519
ACH-000496,-0.104011059364
ACH-000499,-0.218765747483
ACH-000500,-0.178136164536
ACH-000502,-0.104554402499
ACH-000503,-0.289962383114
ACH-000505,-0.190710052303
ACH-000507,-0.7250964256870001
ACH-000510,-0.184233742689
ACH-000511,-0.356298704998
ACH-000512,-0.34959670770400003
ACH-000516,-0.6832919572589999
ACH-000517,-0.05929845275219999
ACH-000518,-0.157787412824
ACH-000520,-0.282341895533
ACH-000521,-0.49129949321099997
ACH-000522,-0.17101262327599998
ACH-000524,-0.064430056336
ACH-000527,-0.037483414963000006
ACH-000528,-0.584384351041
ACH-000537,-0.186153731976
ACH-000541,-0.331902991329
ACH-000542,-0.5585675576899999
ACH-000544,-0.29621671821
ACH-000545,-0.187340704595
ACH-000547,-0.7721968976800001
ACH-000548,-0.193497598303
ACH-000549,-0.212974580189
ACH-000550,-0.059820466039899996
ACH-000552,0.0828649348601
ACH-000556,-0.172235894134
ACH-000557,-0.0725730893509
ACH-000570,-0.031922484611
ACH-000571,-0.0879003409151
ACH-000573,-0.491920223834
ACH-000576,0.09295835925010001
ACH-000580,-0.628732734863
ACH-000584,-1.1564451169399999
ACH-000585,-0.0168380171795
ACH-000588,-0.23951557542100002
ACH-000589,-0.10431654082999998
ACH-000591,-0.259474570791
ACH-000593,-0.0665847419775
ACH-000600,-0.348412715257
ACH-000601,-0.027500421343900003
ACH-000604,-0.165159346725
ACH-000605,0.0527232079844
ACH-000606,-0.1614127874
ACH-000608,-0.282789906079
ACH-000614,-0.617967430325
ACH-000616,-0.18077870195
ACH-000618,-0.18551939528
ACH-000619,-0.171461323378
ACH-000620,-0.115049936299
ACH-000621,-0.09011403889519999
ACH-000622,-0.16302097160499998
ACH-000623,0.121203774326
ACH-000624,-0.368007328086
ACH-000627,-0.0621536990775
ACH-000630,-0.00905497766416
ACH-000632,-0.213220559226
ACH-000633,-0.053036053743
ACH-000637,-0.231821433444
ACH-000638,-0.405226958131
ACH-000646,-0.0754598120659
ACH-000647,-0.04424548638069999
ACH-000648,-0.356890672625
ACH-000649,-0.253314150788
ACH-000651,0.0130647470784
ACH-000652,0.124993767852
ACH-000653,-0.239903673871
ACH-000657,-0.10130355685100001
ACH-000658,0.024152831148700003
ACH-000661,-0.17217990147700002
ACH-000662,0.10833120644500001
ACH-000663,-0.22365867518899998
ACH-000665,-0.166154166002
ACH-000671,0.0148124614045
ACH-000673,-0.090262442076
ACH-000676,-0.296683458918
ACH-000677,-0.431425211988
ACH-000681,0.0267358652325
ACH-000682,-0.16284955818299998
ACH-000683,-0.0171383021443
ACH-000684,-0.664091649414
ACH-000688,-0.203862053436
ACH-000693,-0.278096341655
ACH-000694,-0.236496095869
ACH-000695,0.0228449707909
ACH-000696,-0.20061916386599998
ACH-000697,-0.24058489474599998
ACH-000699,-0.359575806773
ACH-000701,0.0370380870241
ACH-000706,-0.137885950961
ACH-000711,-0.10916515636499999
ACH-000713,-0.33918621183799996
ACH-000714,-0.0348204317583
ACH-000718,-0.264574536894
ACH-000720,-0.28749876456
ACH-000721,-0.103532085942
ACH-000724,-0.122870870644
ACH-000725,0.015233763796899998
ACH-000732,-0.173657429472
ACH-000734,-0.018770153409799997
ACH-000735,-0.176595073371
ACH-000736,-0.08663181271410002
ACH-000738,-0.154395220554
ACH-000746,0.0453802543834
ACH-000747,-0.214964326643
ACH-000748,-0.142873431323
ACH-000753,-0.116002038167
ACH-000756,-0.35765963037299997
ACH-000757,-0.130728483192
ACH-000758,-0.371551860833
ACH-000760,-0.329301588172
ACH-000763,-0.12131002365900001
ACH-000764,-0.44176322584
ACH-000765,-0.484346842912
ACH-000766,0.00529135549946
ACH-000767,0.0209054826996
ACH-000768,-0.5638745712169999
ACH-000769,0.115538777454
ACH-000770,-0.30893813022
ACH-000771,-0.23209816123100002
ACH-000773,-0.150405498529
ACH-000776,-0.0902388792037
ACH-000777,-0.909660551488
ACH-000778,-0.480333893803
ACH-000781,0.104086554206
ACH-000782,-0.581926192501
ACH-000783,-0.046719761116899995
ACH-000784,-0.110579458
ACH-000785,-0.180407241148
ACH-000787,-0.08375087302060001
ACH-000788,-0.270613275963
ACH-000791,-0.20834364837799998
ACH-000792,-0.0407236533618
ACH-000794,-0.301115291224
ACH-000796,-0.247177060451
ACH-000799,-0.24996812219200001
ACH-000800,0.08229468783369999
ACH-000802,0.123972316124
ACH-000804,-0.36681642745
ACH-000805,-0.341934457842
ACH-000809,-0.47786557487899994
ACH-000810,-0.549571071239
ACH-000811,-0.38281856903899997
ACH-000817,-0.23000238581000002
ACH-000819,-0.176006303568
ACH-000820,-0.0513780047566
ACH-000821,-0.142128049055
ACH-000822,-0.070485083704
ACH-000823,-0.10962974282299999
ACH-000824,-0.133048298864
ACH-000827,-0.263946730363
ACH-000829,-0.475531750714
ACH-000831,0.015051001050200002
ACH-000832,-0.364416907776
ACH-000833,0.178825259399
ACH-000834,-0.45900617776299996
ACH-000835,-0.480245377456
ACH-000836,-0.251654533432
ACH-000837,-0.218161639601
ACH-000838,-0.20623093642
ACH-000839,-0.11877946080299999
ACH-000840,-0.17681578865800002
ACH-000841,0.026273928895099996
ACH-000843,-0.23588959131200002
ACH-000846,-0.258534412299
ACH-000847,-0.0741632091768
ACH-000848,-0.20222145292
ACH-000849,-0.272955957365
ACH-000851,-0.11100630124600001
ACH-000855,-0.452081304889
ACH-000856,-0.115428434808
ACH-000858,-0.205836044184
ACH-000859,-0.42652490989200004
ACH-000861,-0.156487269322
ACH-000862,-0.00570893166833
ACH-000865,-0.240264771587
ACH-000866,-0.023783059921400004
ACH-000867,-0.170010962031
ACH-000869,-0.36555689649800005
ACH-000872,-0.23715978625999998
ACH-000873,-0.500668670132
ACH-000876,-0.33669513933
ACH-000878,0.09446870197809999
ACH-000880,-0.0267201217693
ACH-000881,-0.19823565439399998
ACH-000882,-0.349095944905
ACH-000884,-0.21766465341400001
ACH-000885,-0.0163737860982
ACH-000887,-0.178171374085
ACH-000888,-0.0917932651364
ACH-000889,-0.18438055063099998
ACH-000890,-0.219378062121
ACH-000896,-0.183327816917
ACH-000898,-0.140804499582
ACH-000900,-0.117449027543
ACH-000901,-0.152368277755
ACH-000905,-0.112876110548
ACH-000906,-0.25019260272300003
ACH-000907,-0.388812469967
ACH-000910,-0.0204481375398
ACH-000911,-0.167835075009
ACH-000912,-0.0997610830032
ACH-000913,-0.22204774990899998
ACH-000915,0.0372784579019
ACH-000916,-0.37496749228299997
ACH-000917,-0.213600511474
ACH-000921,-0.340850780239
ACH-000924,-0.0044763656987799995
ACH-000926,-0.18163561601599998
ACH-000928,-0.35395284609899996
ACH-000929,-0.118733172649
ACH-000932,-0.179667352796
ACH-000935,-0.306875554823
ACH-000936,-0.247937538987
ACH-000937,-0.16542376780999998
ACH-000938,-0.401677618103
ACH-000939,-0.155960540747
ACH-000941,-0.07954546846300001
ACH-000943,-0.0131646631052
ACH-000946,-0.305027303861
ACH-000947,-0.42715446427000003
ACH-000948,-0.224178776236
ACH-000950,-0.28861995908000004
ACH-000953,0.135139862118
ACH-000957,-0.270828566715
ACH-000958,-0.128835883899
ACH-000960,-0.330821568488
ACH-000963,-0.287253776124
ACH-000968,-0.156249412714
ACH-000969,0.0860760436638
ACH-000973,-0.16400697291400002
ACH-000974,-0.626179306716
ACH-000975,-0.20590113164999999
ACH-000976,-0.239900214969
ACH-000978,0.00697036761682
ACH-000980,-0.0147104059287
ACH-000984,-0.286190736073
ACH-000986,-0.08633070180619999
ACH-000988,-0.0390829067831
ACH-000993,-0.06317662988339999
ACH-000994,0.06368559622
ACH-000996,-0.131167495499
ACH-001001,-0.457659255119
ACH-001020,-0.38192066101899996
ACH-001028,-0.170539212299
ACH-001031,-0.258109029257
ACH-001038,-0.203989200706
ACH-001048,-0.054665764198599996
ACH-001050,-0.0501817366421
ACH-001053,-0.0198282108075
ACH-001054,-0.270675866939
ACH-001061,-0.0226483154916
ACH-001067,-0.456886868218
ACH-001075,-0.213979098931
ACH-001096,-0.41203788412500003
ACH-001128,-0.176783824065
ACH-001134,-0.23237967122699998
ACH-001151,-0.2382256328
ACH-001163,0.0299750020768
ACH-001164,-0.355616877042
ACH-001173,-0.157488016904
ACH-001183,-0.439782583327
ACH-001184,-0.400336508415
ACH-001190,-0.280346028466
ACH-001192,-0.20496456110300001
ACH-001193,-0.137619038237
ACH-001196,-0.089747586306
ACH-001197,-0.49329661181
ACH-001205,-0.118326348947
ACH-001211,-0.010880768892700001
ACH-001212,-0.474323511486
ACH-001228,-0.140870828833
ACH-001232,-0.24326976696999997
ACH-001239,-0.40999681061099996
ACH-001274,-0.385625019758
ACH-001275,-0.26233535351799997
ACH-001277,0.103589008067
ACH-001278,-0.34095962420000003
ACH-001280,-0.417155735877
ACH-001283,0.0406990607841
ACH-001289,-0.465998556633
ACH-001295,-0.49763936484099996
ACH-001300,-0.0700965611437
ACH-001301,-0.265869989078
ACH-001302,0.271130290952
ACH-001303,-0.0022441317638400003
ACH-001306,-0.145653585962
ACH-001318,-0.286946940697
ACH-001322,-0.23936681877399998
ACH-001328,0.050536674841300006
ACH-001332,-0.0501307133904
ACH-001333,-0.0535220911873
ACH-001336,-0.259481074048
ACH-001340,-0.220006441022
ACH-001346,-0.371621605892
ACH-001353,-0.258939776503
ACH-001354,-0.64527503066
ACH-001367,-0.153866929372
ACH-001368,-0.232307047186
ACH-001374,-0.403556862729
ACH-001375,-0.202898640471
ACH-001377,-0.153705386226
ACH-001380,-0.255893791478
ACH-001391,-0.16295011128200002
ACH-001407,-0.295272989963
ACH-001408,-0.672027902353
ACH-001413,0.275190804801
ACH-001430,-0.109912546317
ACH-001431,-0.040484285432099996
ACH-001450,-0.075275238878
ACH-001496,-0.21940888055799998
ACH-001500,0.038257085015400004
ACH-001521,-0.286193198559
ACH-001523,-0.467925061527
ACH-001532,-0.538124745476
ACH-001536,-0.424123250919
ACH-001550,-0.153237326485
ACH-001552,-0.38012907182899996
ACH-001554,-0.148542218897
ACH-001645,-0.304092307543
ACH-001654,-0.260051732506
ACH-001715,-0.447095392007
ACH-001735,-0.331246376256
ACH-001736,-0.598746959999
ACH-001737,-0.51065234131
ACH-001740,-0.6095801568670001
ACH-001745,-0.649536117143
ACH-001750,-0.19642060695900002
ACH-001765,-0.78546109999
ACH-001956,-0.57613582541
ACH-001957,-0.45459996627800003
