,WBSCR22 (114049)
ACH-000004,-1.58244243788
ACH-000007,-1.20009977987
ACH-000009,-1.25465269824
ACH-000011,-1.28886360799
ACH-000012,-1.52533406581
ACH-000013,-1.5773317286200002
ACH-000014,-1.01424110204
ACH-000015,-1.25503937096
ACH-000017,-1.04623352568
ACH-000018,-1.4198299020700003
ACH-000019,-1.9508027095400002
ACH-000021,-1.4554529950600001
ACH-000022,-1.3381737117599999
ACH-000025,-1.41610437935
ACH-000028,-1.32563179279
ACH-000030,-1.28246622285
ACH-000035,-1.6296611049399998
ACH-000036,-1.28536071203
ACH-000037,-1.4860707257299999
ACH-000039,-1.45355634796
ACH-000040,-1.38777091859
ACH-000041,-1.22814243615
ACH-000042,-1.52348863028
ACH-000045,-1.52673432134
ACH-000047,-1.14837025814
ACH-000052,-1.436862279
ACH-000053,-1.50561047465
ACH-000054,-1.46682812395
ACH-000055,-1.61180048273
ACH-000060,-1.3434832679799997
ACH-000067,-1.46384128846
ACH-000070,-1.55119244361
ACH-000075,-1.81503774865
ACH-000078,-1.39270137348
ACH-000082,-1.63496321461
ACH-000085,-1.24452878829
ACH-000086,-1.49717030215
ACH-000087,-1.2284806981799998
ACH-000092,-1.53026488521
ACH-000095,-1.55454830814
ACH-000097,-1.5248426929799999
ACH-000098,-1.48454455912
ACH-000099,-1.3977411702200002
ACH-000108,-1.3245341136
ACH-000113,-1.24574183755
ACH-000115,-1.1265200776100002
ACH-000116,-1.5486573206099998
ACH-000118,-1.20744989221
ACH-000120,-1.43523859776
ACH-000123,-1.3543372651700003
ACH-000127,-1.52895286539
ACH-000128,-1.42113067826
ACH-000132,-1.27146657073
ACH-000133,-1.3343963088500002
ACH-000137,-1.38956653055
ACH-000138,-1.2413843356
ACH-000142,-1.09387037545
ACH-000143,-1.4094319758200002
ACH-000146,-1.4796477629799998
ACH-000148,-1.29356160791
ACH-000150,-1.42554788456
ACH-000152,-1.6180268679799998
ACH-000153,-1.45348925602
ACH-000159,-1.49582251365
ACH-000160,-1.27103994131
ACH-000163,-1.41124794657
ACH-000167,-1.41591122139
ACH-000168,-1.13159362388
ACH-000169,-1.2037136016399999
ACH-000178,-1.2923144554700001
ACH-000182,-1.28955154448
ACH-000183,-1.29893932729
ACH-000188,-1.31963006223
ACH-000189,-1.5467929855700002
ACH-000190,-1.34080586447
ACH-000198,-1.53121434722
ACH-000204,-1.53604846262
ACH-000206,-1.47333709861
ACH-000207,-1.6985053004100001
ACH-000211,-1.37303538788
ACH-000215,-1.2655683612000002
ACH-000221,-1.3848295199599998
ACH-000222,-1.31074313713
ACH-000223,-1.55386842833
ACH-000226,-1.5187404509600002
ACH-000227,-1.3649237815900002
ACH-000228,-1.60481189955
ACH-000231,-1.60692192909
ACH-000232,-1.4901042981200001
ACH-000233,-1.3505384301700003
ACH-000234,-1.51141706481
ACH-000235,-1.44517153181
ACH-000237,-1.58938599583
ACH-000238,-1.30504055245
ACH-000243,-1.1358573545000001
ACH-000244,-1.09873503171
ACH-000246,-1.2773671632899999
ACH-000248,-1.01359314087
ACH-000250,-1.17161578782
ACH-000251,-1.0251905668799999
ACH-000253,-1.6855844063799998
ACH-000255,-1.42994244245
ACH-000256,-1.34161063161
ACH-000257,-1.34620006394
ACH-000258,-1.30352561371
ACH-000259,-1.25751136547
ACH-000260,-1.27714945294
ACH-000261,-1.4547117954799997
ACH-000262,-1.4825405997299999
ACH-000263,-1.8003572843900002
ACH-000264,-1.6804008902899998
ACH-000265,-1.1823827740700001
ACH-000266,-1.37816139434
ACH-000272,-1.4044817324599999
ACH-000273,-1.5169376909999999
ACH-000274,-1.6968807959799999
ACH-000277,-1.42626017067
ACH-000278,-1.30005996471
ACH-000279,-1.14904242494
ACH-000280,-1.4320026531299999
