,GPRC5D (55507)
ACH-000004,0.046168372252900006
ACH-000007,0.201125995341
ACH-000009,-0.053816249763400006
ACH-000011,0.194974377223
ACH-000012,0.34622704870399995
ACH-000013,0.10518341927500001
ACH-000014,0.174654590767
ACH-000015,0.0529205550899
ACH-000017,0.148701896398
ACH-000018,0.11684659396199999
ACH-000019,0.25926892742400004
ACH-000021,0.177462722394
ACH-000022,0.18010486320500002
ACH-000025,0.166177615813
ACH-000028,0.192021392642
ACH-000030,0.19949890884799998
ACH-000035,0.270313137124
ACH-000036,0.0810413971695
ACH-000037,0.213476806252
ACH-000039,0.226759896793
ACH-000040,0.258724079469
ACH-000041,0.0572703888499
ACH-000042,0.0784414993775
ACH-000045,0.191892124131
ACH-000047,0.242137164429
ACH-000052,0.208099981728
ACH-000053,0.133618191257
ACH-000054,0.3261004697
ACH-000055,0.23819981248799998
ACH-000060,0.168989878888
ACH-000067,0.193902965168
ACH-000070,-0.06938079052080001
ACH-000075,0.382216440793
ACH-000078,0.227331578584
ACH-000082,0.264528485642
ACH-000085,0.297396211382
ACH-000086,0.18831847235
ACH-000087,0.22417816638399998
ACH-000092,0.25406054878400003
ACH-000095,0.23201261682100002
ACH-000097,0.18315137649500002
ACH-000098,0.267991635311
ACH-000099,0.22323950599700002
ACH-000108,0.32502673954399997
ACH-000113,0.358172072794
ACH-000115,0.16589219218
ACH-000116,0.176933057251
ACH-000118,0.0701706507585
ACH-000120,-0.147157295911
ACH-000123,0.19068587738899997
ACH-000127,0.24183309125900002
ACH-000128,0.09255876946010001
ACH-000132,0.381894675777
ACH-000133,-0.037607574638400004
ACH-000137,0.283651342749
ACH-000138,-0.00216274496691
ACH-000142,0.0605335994288
ACH-000143,0.0886606140512
ACH-000146,0.137440532901
ACH-000148,0.299506477193
ACH-000150,0.219566004909
ACH-000152,0.296004440515
ACH-000153,0.19740140405200002
ACH-000159,0.216495695962
ACH-000160,-0.0037753770141400003
ACH-000163,0.24563483788499998
ACH-000167,0.339142022645
ACH-000168,0.36244333818999996
ACH-000169,0.206498556668
ACH-000178,0.235727833436
ACH-000182,0.24277142625599998
ACH-000183,0.187579878302
ACH-000188,0.11653822213199999
ACH-000189,0.159390915796
ACH-000190,0.116531685682
ACH-000198,0.158489269112
ACH-000204,0.11260062313899999
ACH-000206,0.276611075726
ACH-000207,0.194273766763
ACH-000211,0.196731808005
ACH-000215,0.129489808938
ACH-000221,0.300833822253
ACH-000222,0.154242538419
ACH-000223,0.250032314442
ACH-000226,0.150502031852
ACH-000227,0.294916768947
ACH-000228,0.0817451304931
ACH-000231,0.24428580204
ACH-000232,0.183286840379
ACH-000233,0.311614188161
ACH-000234,0.29861709104600004
ACH-000235,0.138443786999
ACH-000237,0.26125087969599997
ACH-000238,0.093603205294
ACH-000243,0.104318973641
ACH-000244,0.363450074592
ACH-000246,0.281413497399
ACH-000248,0.188079806784
ACH-000250,0.13484706523700002
ACH-000251,0.250593699834
ACH-000253,0.186112297102
ACH-000255,0.128861150665
ACH-000256,0.0620837155913
ACH-000257,0.09679413434560001
ACH-000258,0.218503944654
ACH-000259,0.112259533224
ACH-000260,0.210231132947
ACH-000261,0.242804230313
ACH-000262,0.35885163771399997
ACH-000263,0.062974381178
ACH-000264,0.209316227113
ACH-000265,0.1204259498
ACH-000266,0.0792862507049
ACH-000272,0.237033874375
ACH-000273,0.048520739631199995
ACH-000274,0.0766621844448
ACH-000277,0.294409907306
ACH-000278,0.32942699457400004
ACH-000279,0.190890474602
ACH-000280,0.208269190907
ACH-000281,-0.188202994162
ACH-000288,0.0636780080459
ACH-000291,0.10019942694499999
ACH-000293,0.360872626799
ACH-000294,0.20671814435400002
ACH-000295,-0.0853575519252
ACH-000296,0.253963267025
ACH-000302,0.18911730355300002
ACH-000304,0.271999093339
ACH-000307,-0.0152085234632
ACH-000308,0.15404360044600002
ACH-000310,0.23475611090100001
ACH-000311,0.137978682275
ACH-000312,0.016025320540799998
ACH-000315,0.107252270075
ACH-000316,0.190010897226
ACH-000317,0.07205636715689999
ACH-000318,0.331000984463
ACH-000319,0.30818171338399997
ACH-000320,-0.0425442580908
ACH-000322,0.370382861387
ACH-000323,0.239684275008
ACH-000324,0.0705359717337
ACH-000329,0.216675741354
ACH-000330,0.0399670913812
ACH-000331,0.145264144935
ACH-000332,0.12558557067
ACH-000334,0.175641843462
ACH-000335,0.289950148587
ACH-000336,0.20542793285500002
ACH-000337,0.404214596806
ACH-000339,0.175041970412
ACH-000341,0.369112078388
ACH-000348,0.241008974513
ACH-000350,0.238121169316
ACH-000352,0.183907557082
ACH-000356,0.21822120605700002
ACH-000361,0.10178155769300001
ACH-000362,0.115427881789
ACH-000363,0.212507202745
ACH-000364,-0.0235798378669
ACH-000365,0.0720500518127
