,CCZ1B (221960)
ACH-000624,-0.0703260406282
ACH-000627,-0.123747305084
ACH-000630,-0.31853123515
ACH-000632,-0.328341238555
ACH-000633,-0.252952347006
ACH-000637,-0.0015703121826199998
ACH-000638,-0.198377373619
ACH-000646,-0.137389688077
ACH-000647,-0.00266789490036
ACH-000648,-0.108028496542
ACH-000649,-0.33368425764000004
ACH-000651,0.056329798750499996
ACH-000652,-0.604282184576
ACH-000653,-0.371855448547
ACH-000657,-0.33563579016
ACH-000658,-0.24454322610800003
ACH-000661,-0.0807518391019
ACH-000662,-0.18060727859900003
ACH-000663,-0.255991605741
ACH-000665,0.015561824643600002
ACH-000671,0.08359017431530001
ACH-000673,-0.393959890102
ACH-000676,-0.09565120310360001
ACH-000677,-0.100257699609
ACH-000681,-0.0198313521741
ACH-000682,-0.315760533003
ACH-000683,0.0981496392513
ACH-000684,-0.34020948399400003
ACH-000688,-0.421599492014
ACH-000693,-0.142976740775
ACH-000694,-0.243157860335
ACH-000695,-0.396036980001
ACH-000696,-0.424140074589
ACH-000697,-0.326255354017
ACH-000699,-0.154658313772
ACH-000701,-0.14552837613
ACH-000706,-0.0914102902613
ACH-000711,0.0715673966653
ACH-000713,-0.258480117407
ACH-000714,-0.171365454837
ACH-000718,-0.581796488229
ACH-000720,-0.199427661325
ACH-000721,-0.368284456849
ACH-000724,-0.0695297404378
ACH-000725,0.031717170234599995
ACH-000732,0.015333317747299999
ACH-000734,-0.212742721213
ACH-000735,-0.293501698783
ACH-000736,-0.13313957004899998
ACH-000738,-0.01339219019
ACH-000746,-0.402234006885
ACH-000747,-0.027196351907200003
ACH-000748,-0.302367451698
ACH-000753,-0.292026948166
ACH-000756,-0.07582925665839998
ACH-000757,0.151304450349
ACH-000758,-0.0927231597673
ACH-000760,0.0355687843761
ACH-000763,-0.104182091196
ACH-000764,-0.330941500009
ACH-000765,0.020383777896499998
ACH-000766,-0.186832372572
ACH-000767,0.0720882462291
ACH-000768,-0.613303193005
ACH-000769,-0.190180084329
ACH-000770,-0.0784732613616
ACH-000771,-0.11074211958699999
ACH-000773,-0.444598891238
ACH-000776,-0.152473102564
ACH-000777,-0.317124490755
ACH-000778,-0.0941733453527
ACH-000781,-0.040515744295199996
ACH-000782,-0.362743484708
ACH-000783,-0.371036490577
ACH-000784,-0.026162143784799998
ACH-000785,-0.164123098951
ACH-000787,-0.012220778235899999
ACH-000788,-0.0647344058281
ACH-000791,0.028822561526200004
ACH-000792,-0.154609696923
ACH-000794,-0.47257283701999997
ACH-000796,-0.456916512683
ACH-000799,-0.376707932561
ACH-000800,-0.294733834626
ACH-000802,-0.187162662106
ACH-000804,-0.131081100567
ACH-000805,-0.15452472788
ACH-000809,-0.35005097592900003
ACH-000810,-0.0947585855421
ACH-000811,-0.53844488718
ACH-000817,-0.11794444764499999
ACH-000819,-0.151282867411
ACH-000820,-0.17148579740800002
ACH-000821,-0.408162323667
ACH-000822,-0.200843489226
ACH-000823,-0.17627291632599998
ACH-000824,-0.24428794718400001
ACH-000827,-0.197069682235
ACH-000829,-0.422564811395
ACH-000831,-0.175675435886
ACH-000832,-0.22026435827799998
ACH-000833,-0.271495005229
ACH-000834,-0.301105671292
ACH-000835,-0.227839915704
ACH-000836,-0.31267845880999995
ACH-000837,-0.105334480526
ACH-000838,-0.444785472672
ACH-000839,-0.366883202863
ACH-000840,-0.12274788806800001
ACH-000841,-0.23226236190400001
ACH-000843,-0.22833848718400002
ACH-000846,-0.36606023881
ACH-000847,-0.19604988198800002
ACH-000848,-0.0958900957844
ACH-000849,-0.40446697996200004
ACH-000851,-0.314841953494
ACH-000855,-0.0409685521974
ACH-000856,-0.25315412040699997
ACH-000858,-0.177387182115
ACH-000859,-0.253093589234
ACH-000861,-0.0961763195739
ACH-000862,-0.26627221717
ACH-000865,-0.004904216060390001
ACH-000866,-0.125952084114
ACH-000867,0.0259580227393
ACH-000869,-0.0239343089561
ACH-000872,0.06806980065519999
ACH-000873,-0.178287865409
ACH-000876,-0.00898615195969
ACH-000878,-0.405305896027
ACH-000880,-0.625287260518
ACH-000881,-0.139238990919
ACH-000882,-0.204625269362
ACH-000884,-0.17734353433299999
ACH-000885,-0.039626949366300006
ACH-000887,-0.378088588618
ACH-000888,-0.45144029492
ACH-000889,-0.147787422388
ACH-000890,-0.39001581931699997
ACH-000896,-0.110800563762
ACH-000898,-0.28759098396899996
ACH-000900,-0.436002491704
ACH-000901,-0.22061316873700001
ACH-000905,-0.0622305244018
ACH-000906,-0.0622815174925
ACH-000907,-0.156657669109
ACH-000910,-0.120082919803
ACH-000911,-0.382133061704
ACH-000912,-0.18850410036600002
ACH-000913,-0.116758003683
ACH-000915,0.113373051528
ACH-000916,0.28452143972
ACH-000917,-0.239198702197
ACH-000921,-0.19348692911200002
ACH-000924,-0.128731903
ACH-000926,-0.34382772365099995
ACH-000928,-0.0888314336629
ACH-000929,0.015156849014399999
ACH-000932,-0.40513197113399996
ACH-000935,-0.460981299248
ACH-000936,-0.40734829921599996
ACH-000937,-0.169492562509
ACH-000938,-0.23134655086300002
ACH-000939,-0.120096364131
ACH-000941,-0.136787204688
ACH-000943,-0.16813769979
ACH-000946,-0.180971096828
ACH-000947,-0.0811627077723
ACH-000948,-0.18294450815000002
ACH-000950,-0.113824376624
ACH-000953,-0.282930148708
ACH-000957,-0.345293065337
ACH-000958,-0.38292424049199997
ACH-000960,-0.092666947926
ACH-000963,-0.148995161701
ACH-000968,0.101175061033
ACH-000969,-0.155615611926
ACH-000973,-0.0400048962123
ACH-000974,-0.213669540348
ACH-000975,-0.13528216183
ACH-000976,-0.173208063664
ACH-000978,-0.14009802712799999
ACH-000980,-0.027671297389999995
ACH-000984,-0.19963267926800002
ACH-000986,-0.176232331976
ACH-000988,-0.271050601364
ACH-000993,-0.0318100379015
ACH-000994,-0.233923213707
ACH-000996,-0.25508814607700003
ACH-001001,-0.112552646295
ACH-001020,-0.273275378543
ACH-001028,-0.0878824784725
ACH-001031,-0.23773262388
ACH-001038,-0.0533039105701
ACH-001048,0.0561255814841
ACH-001050,-0.06560228638669999
ACH-001053,-0.0446687032687
ACH-001054,-0.0933558017064
ACH-001061,-0.238909212591
ACH-001067,-0.0956504590386
ACH-001075,-0.06246269257590001
ACH-001096,-0.22366821745499998
ACH-001128,-0.22460815664900002
ACH-001134,-0.375830888045
ACH-001151,-0.0856285473037
ACH-001163,-0.203567979178
ACH-001164,-0.130210729676
ACH-001173,-0.005824149903789999
ACH-001183,-0.0850861142557
ACH-001184,-0.132670293381
ACH-001190,0.0855690915094
ACH-001192,-0.09559647779719999
ACH-001193,-0.178751228288
ACH-001196,-0.170708338812
ACH-001197,-0.118911648171
ACH-001205,0.0750346990783
ACH-001211,-0.260633533776
ACH-001212,-0.147542384877
ACH-001228,-0.272070986435
ACH-001232,-0.5338736355520001
ACH-001239,0.00375987733595
ACH-001274,0.0656370764626
ACH-001275,-0.316886330174
ACH-001277,-0.0273951116954
ACH-001278,-0.18777224074299997
ACH-001280,-0.565758025829
ACH-001283,-0.22950151265299998
ACH-001289,-0.245847321275
ACH-001295,0.11659491558900001
ACH-001300,-0.147729339572
ACH-001301,-0.24113138456900002
ACH-001302,-0.152028103962
ACH-001303,-0.185272298639
ACH-001306,-0.36757554042199997
ACH-001318,-0.135512376012
ACH-001322,-0.10488091613
ACH-001328,0.061796260273199996
ACH-001332,-0.064586835988
ACH-001333,-0.34394041896
ACH-001336,-0.23975213509399998
ACH-001340,-0.16002778051799998
ACH-001346,-0.204000077843
ACH-001353,-0.20238957409000002
ACH-001354,-0.33742377273400004
ACH-001367,-0.165817836987
ACH-001368,-0.262086094643
ACH-001374,-0.187001338657
ACH-001375,-0.159716568236
ACH-001377,-0.273951748619
ACH-001380,-0.347157644887
ACH-001391,0.023804997874599998
ACH-001407,-0.282411301096
ACH-001408,-0.206354473192
ACH-001413,-0.37080007069700005
ACH-001430,-0.0952042339059
ACH-001431,-0.221509636482
ACH-001450,0.283768175081
ACH-001496,-0.505141578984
ACH-001500,0.05590422464269999
ACH-001521,-0.299929989492
ACH-001523,-0.48612702613000003
ACH-001532,-0.339251024009
ACH-001536,-0.108057532727
ACH-001550,-0.374064042383
ACH-001552,-0.15227444789
ACH-001554,-0.241631569166
ACH-001645,-0.104849736402
ACH-001654,-0.208773595092
ACH-001715,-0.321128716413
ACH-001735,-0.269266289949
ACH-001736,-0.09070881597699999
ACH-001737,-0.299844069648
ACH-001740,-0.09143666052789999
ACH-001745,-0.053188396993699996
ACH-001750,-0.0756362590188
ACH-001765,-0.209820471316
ACH-001956,-0.320333227042
ACH-001957,-0.829826778847
