,GLTPD2 (388323)
ACH-000004,-0.059011511357
ACH-000007,0.143901140334
ACH-000009,-0.006747975326229999
ACH-000011,0.09172739625819999
ACH-000012,0.0304090334692
ACH-000013,0.034916182017300006
ACH-000014,0.21363866657900002
ACH-000015,0.00769806773734
ACH-000017,0.0091559855905
ACH-000018,0.25846088246800003
ACH-000019,-0.000498494758051
ACH-000021,0.156113067844
ACH-000022,0.0639883098361
ACH-000025,0.00294944636281
ACH-000028,0.0354290219606
ACH-000030,0.10383016508199999
ACH-000035,0.133285614781
ACH-000036,0.11002073172700001
ACH-000037,-0.212857561834
ACH-000039,0.13324840653699999
ACH-000040,0.011603477813200001
ACH-000041,0.049124212328399995
ACH-000042,0.00424477336992
ACH-000045,0.14288896005899998
ACH-000047,0.0653173540327
ACH-000052,0.0938458545754
ACH-000053,-0.0436653710424
ACH-000054,-0.042986702386999996
ACH-000055,0.318104842385
ACH-000060,0.004750231128020001
ACH-000067,-0.0948908347717
ACH-000070,-0.0394390343926
ACH-000075,-0.120474719781
ACH-000078,-0.0032655762433200005
ACH-000082,-0.0446334045192
ACH-000085,0.0206316788962
ACH-000086,0.046135140737500004
ACH-000087,0.119715143494
ACH-000092,0.07171473734310001
ACH-000095,-0.0180594055963
ACH-000097,0.0918161902293
ACH-000098,0.09403074457180001
ACH-000099,0.07681293375710001
ACH-000108,0.0819317058384
ACH-000113,0.11905620351099999
ACH-000115,-0.104138103923
ACH-000116,-0.0162731367307
ACH-000118,0.0916842769437
ACH-000120,0.00213900731518
ACH-000123,0.117106594353
ACH-000127,0.132886304697
ACH-000128,0.213022048612
ACH-000132,0.06405412494769999
ACH-000133,0.00989853874356
ACH-000137,0.10820077699000001
ACH-000138,0.0768309826709
ACH-000142,0.119174380672
ACH-000143,-0.0572590263413
ACH-000146,-0.000714894013233
ACH-000148,0.0175841463965
ACH-000150,0.101821198266
ACH-000152,0.06090718359680001
ACH-000153,0.0575950951189
ACH-000159,0.0201875336602
ACH-000160,-0.10487694872199999
ACH-000163,0.176343889663
ACH-000167,-0.245269920049
ACH-000168,-0.08928530105910001
