,UAP1L1 (91373)
ACH-000004,0.20900926144
ACH-000007,-0.12203308483200001
ACH-000009,-0.05890861719880001
ACH-000011,0.0523452738279
ACH-000012,-0.035142345715900004
ACH-000013,-0.0214836625679
ACH-000014,0.00520889952984
ACH-000015,-0.149135436487
ACH-000017,0.0960422969213
ACH-000018,0.054022272006599995
ACH-000019,-0.154147810418
ACH-000021,0.0776246730203
ACH-000022,0.010652659032100002
ACH-000025,0.08906545584249999
ACH-000028,0.163608459866
ACH-000030,0.0506070595292
ACH-000035,0.21459306268300002
ACH-000036,0.016202329222
ACH-000037,-0.110713000889
ACH-000039,-0.0806398459698
ACH-000040,0.08601163151699999
ACH-000041,0.009995512072530001
ACH-000042,-0.054272328772
ACH-000045,0.0469469258629
ACH-000047,0.0942967739352
ACH-000052,0.141293108058
ACH-000053,0.122889179915
ACH-000054,-0.0666840471456
ACH-000055,-0.14630444897
ACH-000060,-0.0998747804211
ACH-000067,-0.11376567818399999
ACH-000070,0.126770467842
ACH-000075,-0.0652063726991
ACH-000078,-0.00273184694038
ACH-000082,0.0268048967703
ACH-000085,-0.0242304830737
ACH-000086,0.0101213416147
ACH-000087,-0.07761043754819999
ACH-000092,-0.06656289117980001
ACH-000095,0.081952225602
ACH-000097,-0.0424051890177
ACH-000098,0.10517151416500001
ACH-000099,-0.0235496280042
ACH-000108,-0.045708776993
ACH-000113,0.0910525073848
ACH-000115,0.05336380041680001
ACH-000116,0.0647659950632
ACH-000118,0.11095867754699999
ACH-000120,0.193304477445
ACH-000123,0.0846784083674
ACH-000127,0.0033812025873299996
ACH-000128,0.00516544971738
ACH-000132,0.036600659711
ACH-000133,0.0065169127563599995
ACH-000137,-0.046670894080999996
ACH-000138,-0.167950968994
ACH-000142,0.046553820692300005
ACH-000143,-0.0785296748523
ACH-000146,-0.12439403773499999
ACH-000148,0.132505635434
ACH-000150,-0.006060996064619999
ACH-000152,0.07058553682850001
ACH-000153,-0.25896091335099997
ACH-000159,0.0142222230577
ACH-000160,-0.0380380138404
ACH-000163,0.007423846125939999
ACH-000167,0.38970565298
ACH-000168,-0.262756549633
ACH-000169,0.0648266925051
ACH-000178,0.016761675311
ACH-000182,0.0300169415505
ACH-000183,0.145118848197
ACH-000188,-0.0594405522655
ACH-000189,-0.0072515177079500006
ACH-000190,0.043825305170300005
ACH-000198,-0.073156622352
ACH-000204,0.101023273028
ACH-000206,-0.0486767374619
ACH-000207,-0.0299122412747
ACH-000211,-0.0341976561956
ACH-000215,0.00344660720341
ACH-000221,0.0698897389369
ACH-000222,-0.10791873862
ACH-000223,0.0806467794237
ACH-000226,0.0629279867117
ACH-000227,0.197062785726
ACH-000228,0.0335150987426
ACH-000231,-0.0299978798719
ACH-000232,0.149144559204
ACH-000233,0.08312120875319999
ACH-000234,0.111511752775
ACH-000235,0.0310385871201
ACH-000237,-0.00233016652325
ACH-000238,0.152110595723
ACH-000243,-0.0270969395888
ACH-000244,-0.11594977023900001
ACH-000246,-0.061198373757
ACH-000248,0.0597509581335
ACH-000250,-0.12491627084000001
ACH-000251,0.164297756303
ACH-000253,-0.0818623321033
ACH-000255,-0.138000605343
ACH-000256,-0.121165471801
ACH-000257,0.376420350325
ACH-000258,0.32822409105300004
ACH-000259,-0.09069801902989999
ACH-000260,0.057610987939099995
ACH-000261,-0.0275850221985
ACH-000262,0.253142833001
ACH-000263,-0.472271847895
ACH-000264,-0.12145893093900001
ACH-000265,0.007146247733689999
ACH-000266,-0.0221987345662
ACH-000272,-0.0644536343215
ACH-000273,-0.111563320947
ACH-000274,-0.0748406395187
ACH-000277,-0.113801902845
ACH-000278,-0.15491382885
ACH-000279,-0.0311053990282
ACH-000280,-0.0576209708268
ACH-000281,-0.0283612670439
