,RUNX1T1 (862)
ACH-000512,-1.02613361418
ACH-000516,-0.17764209458
ACH-000517,-0.128532554941
ACH-000518,-0.217060491472
ACH-000520,0.0126520470485
ACH-000521,-0.0893164129511
ACH-000522,-0.216543807727
ACH-000524,-0.226260079674
ACH-000527,-0.18234189296300002
ACH-000528,-0.11454784405200001
ACH-000537,-0.118899968462
ACH-000541,-0.15390520929600002
ACH-000542,-0.296685556544
ACH-000544,0.0926544046511
ACH-000545,-0.164010677866
ACH-000547,-0.0683900795131
ACH-000548,-0.0995703213473
ACH-000549,-0.244487107247
ACH-000550,-0.14866213131699998
ACH-000552,-0.18513550758699998
ACH-000556,0.00477577278119
ACH-000557,-0.286136064084
ACH-000570,-0.0702416353533
ACH-000571,-0.0489168432835
ACH-000573,-0.242750915011
ACH-000576,-0.230192633189
ACH-000580,-0.055880987898500004
ACH-000584,-0.171998776217
ACH-000585,-0.043034685901
ACH-000588,0.0477234322468
ACH-000589,-0.000657959385338
ACH-000591,-0.150848839002
ACH-000593,-0.146290140234
ACH-000600,-0.06098496134359999
ACH-000601,-0.142712330917
ACH-000604,-0.258173023505
ACH-000605,-0.011232962900200002
ACH-000606,-0.050971675952
ACH-000608,-0.0647898251208
ACH-000614,-0.219963513687
ACH-000616,-0.158212052335
ACH-000618,-0.0358539472269
ACH-000619,-0.16909246341899997
ACH-000620,0.059005288147
ACH-000621,-0.021900835420400003
ACH-000622,-0.08261438935189999
ACH-000623,0.0309264273165
ACH-000624,-0.0694311607521
ACH-000627,-0.283266266379
ACH-000630,-0.103712508331
ACH-000632,-0.099411693444
ACH-000633,-0.109728880939
ACH-000637,-0.0141590685901
ACH-000638,-0.262239837175
ACH-000646,-0.167503407269
ACH-000647,-0.0847330135478
ACH-000648,-0.213229651169
ACH-000649,-0.180686262619
ACH-000651,-0.0005252862067740001
ACH-000652,-0.351970841201
ACH-000653,0.102437469603
ACH-000657,0.015780645937299997
ACH-000658,-0.14099217550999998
ACH-000661,-0.209413195199
ACH-000662,-0.35055310332500006
ACH-000663,-0.288115380736
ACH-000665,-0.0419837412677
ACH-000671,0.0201838435088
ACH-000673,-0.168415753138
ACH-000676,-0.112140857807
ACH-000677,-0.008020468587899999
ACH-000681,0.189390144535
ACH-000682,-0.0265277826417
ACH-000683,-0.0677989945005
ACH-000684,-0.047768177178600005
ACH-000688,-0.12621255582000002
ACH-000693,-0.129867549086
ACH-000694,0.0013895600062700001
ACH-000695,-0.09852346451860002
ACH-000696,-0.15827486903100002
ACH-000697,0.0253191391981
ACH-000699,-0.0805367728152
ACH-000701,-0.0600490278171
ACH-000706,-0.272124016453
ACH-000711,-0.192002599577
ACH-000713,0.0121895941295
ACH-000714,-0.0945864327049
ACH-000718,-0.143170619956
ACH-000720,-0.05911495615759999
ACH-000721,-0.057926109203500005
ACH-000724,0.153537326096
ACH-000725,0.046206761356499995
ACH-000732,-0.0666628820428
ACH-000734,-0.0857703077626
ACH-000735,-0.18833463664900002
ACH-000736,0.00578147737783
ACH-000738,-0.20912976827100002
ACH-000746,-0.22039513656100002
ACH-000747,0.07664573169200001
ACH-000748,-0.117385198842
ACH-000753,-0.109763636523
ACH-000756,-0.0301206312593
ACH-000757,-0.0533554778427
ACH-000758,0.0175379280893
ACH-000760,-0.0396672656858
ACH-000763,-0.09680290506969999
ACH-000764,0.139700800571
ACH-000765,-0.142418125619
ACH-000766,-0.0416187669731
ACH-000767,0.138833198291
ACH-000768,-0.0913362462555
ACH-000769,-0.302455570474
ACH-000770,-0.0340701947008
ACH-000771,-0.0999393450309
ACH-000773,-0.22959037033399998
ACH-000776,-0.26863937121
ACH-000777,-0.0760818949945
ACH-000778,-0.0559945445079
ACH-000781,-0.0777254949833
ACH-000782,0.0137915018386
ACH-000783,-0.170165396631
ACH-000784,-0.09688141311760001
ACH-000785,0.00994766692733
ACH-000787,0.0100095133401
ACH-000788,-0.0203247387145
ACH-000791,-0.018144822633599997
ACH-000792,-0.24063647794100002
ACH-000794,0.0181955509658
ACH-000796,-0.20008418410700002
ACH-000799,-0.0266322057393
ACH-000800,-0.0665535811331
ACH-000802,0.0348640698734
ACH-000804,-0.0576612082537
ACH-000805,0.0401101545068
ACH-000809,-0.166702407537
ACH-000810,-0.203996004878
ACH-000811,-0.07386678154639999
ACH-000817,-0.169520984752
ACH-000819,-0.0275104124284
ACH-000820,-0.26933898066899997
ACH-000821,-0.06690739236030001
ACH-000822,-0.16909470171399998
ACH-000823,-0.108621974481
ACH-000824,-0.09179717511749999
ACH-000827,-0.158768055634
ACH-000829,-0.143888478838
ACH-000831,-0.11880599803099999
ACH-000832,-0.11986335970300001
ACH-000833,-0.200103868358
ACH-000834,-0.050075120620599996
ACH-000835,-0.18916703778299998
ACH-000836,-0.192370480737
ACH-000837,-0.143399322357
ACH-000838,-0.167879842888
ACH-000839,0.090398359701
ACH-000840,0.05737237659469999
ACH-000841,-0.120896604127
ACH-000843,0.115207080245
ACH-000846,-0.37985730587300004
ACH-000847,0.09552416786739999
ACH-000848,-0.0854943846613
ACH-000849,0.046242459076
ACH-000851,-0.10277536040100001
ACH-000855,-0.0381630160011
ACH-000856,0.0753842292902
ACH-000858,-0.18347950807500002
ACH-000859,-0.23088379414000001
ACH-000861,-0.24498790304999998
ACH-000862,-0.0470741647707
ACH-000865,-0.14034186533
ACH-000866,-0.028652844649700002
ACH-000867,-0.156012524324
ACH-000869,-0.107755488257
ACH-000872,0.0202127051531
ACH-000873,-0.138376083619
ACH-000876,-0.06424948641850001
ACH-000878,-0.11999633112
ACH-000880,-0.10964431753699999
ACH-000881,-0.21702924656599998
ACH-000882,-0.211026808001
ACH-000884,-0.23186462547400002
ACH-000885,-0.112186596941
ACH-000887,-0.129256803836
ACH-000888,-0.06651584167999999
ACH-000889,-0.159048718447
ACH-000890,-0.238162325813
ACH-000896,-0.0738061101119
ACH-000898,0.047190755340900004
ACH-000900,-0.06368061908509999
ACH-000901,-0.09531396248330001
ACH-000905,-0.131343412223
ACH-000906,-0.110213601427
ACH-000907,-0.202942969186
ACH-000910,-0.209531757696
ACH-000911,-0.155564498719
ACH-000912,-0.07393196091139999
ACH-000913,-0.0454695947506
ACH-000915,-0.116209873625
ACH-000916,0.6134082772039999
ACH-000917,-0.027996307763400004
ACH-000921,0.00205385162449
ACH-000924,-0.0575754676128
ACH-000926,-0.11226678351399999
ACH-000928,-0.18495029357099999
ACH-000929,0.126432084692
ACH-000932,-0.0991896896392
ACH-000935,-0.149427537315
ACH-000936,-0.196235719472
ACH-000937,-0.00173853189446
ACH-000938,-0.14753584644
ACH-000939,0.116135619463
ACH-000941,-0.108070224669
ACH-000943,-0.210554110381
ACH-000946,-0.0386046461471
ACH-000947,-0.128114828847
ACH-000948,-0.13985824527000001
ACH-000950,-0.0348248533579
ACH-000953,-0.0899616076493
ACH-000957,0.034157676002
ACH-000958,-0.002127304102
ACH-000960,-0.0301073829204
ACH-000963,0.0516135201416
ACH-000968,-0.146921725731
ACH-000969,-0.187928094986
ACH-000973,-0.266088676281
ACH-000974,-0.019920183978799997
ACH-000975,-0.214867271122
ACH-000976,-0.09445184455430002
ACH-000978,0.575133191641
ACH-000980,-0.100137379598
ACH-000984,-0.0797984496992
ACH-000986,0.0145615113014
ACH-000988,-0.114704828805
ACH-000993,0.0126482253491
ACH-000994,-0.0469439564831
ACH-000996,-0.141264981609
ACH-001001,-0.0507062914963
ACH-001020,-0.172174580048
ACH-001028,-0.234328401741
ACH-001031,-0.141978704118
ACH-001038,-0.08777535187039999
ACH-001048,-0.131464792508
ACH-001050,-0.208923814255
ACH-001053,-0.10216885595799999
ACH-001054,0.0208032922177
ACH-001061,0.00951757796839
ACH-001067,-0.148308646037
ACH-001075,-0.14771051869899998
ACH-001096,0.12980869045399998
ACH-001128,-0.16804428641
ACH-001134,-0.0549337542239
ACH-001151,-0.17037725942200002
ACH-001163,-0.058951360511
ACH-001164,-0.111586910644
ACH-001173,-0.124144362467
ACH-001183,-0.22882341214699997
ACH-001184,-0.265591537594
ACH-001190,-0.058039345155499994
ACH-001192,-0.117847221951
ACH-001193,0.162587730023
ACH-001196,-0.18279569399099999
ACH-001197,0.017540380507300002
ACH-001205,-0.10499512311899999
ACH-001211,-0.08567448591150001
ACH-001212,0.12168167734400001
ACH-001228,-0.299521603981
ACH-001232,-0.140109456794
ACH-001239,-0.079560375559
ACH-001274,-0.272455476736
ACH-001275,0.11219377950099998
ACH-001277,-0.507547303821
ACH-001278,-0.17964743322
ACH-001280,-0.43403110494999997
ACH-001283,0.0038658932374699994
ACH-001289,0.014618352947200002
ACH-001295,-0.0638390634173
ACH-001300,-0.504229214272
ACH-001301,-0.130584985652
ACH-001302,0.100752431568
ACH-001303,-0.123765059765
ACH-001306,-0.10461241642
ACH-001318,-0.159838249243
ACH-001322,-0.288035874946
ACH-001328,0.023956407017
ACH-001332,-0.131439903152
ACH-001333,-0.23191534614999998
ACH-001336,-0.160302572792
ACH-001340,-0.0672936144584
ACH-001346,0.04859750039559999
ACH-001353,-0.11494879227299999
ACH-001354,-0.08591928978129999
ACH-001367,-0.107211756204
ACH-001368,-0.113299950564
ACH-001374,-0.300192825834
ACH-001375,0.0708521736252
ACH-001377,-0.26817577775699997
ACH-001380,-0.14337944262
ACH-001391,0.020308876908099998
ACH-001407,-0.042874979903100005
ACH-001408,-0.194982808151
ACH-001413,-0.029162040504900004
ACH-001430,-0.33407227468899997
ACH-001431,-0.14210350687200002
ACH-001450,-0.37970896428400003
ACH-001496,-0.0567804502223
ACH-001500,0.0038473717854599996
ACH-001521,0.08066093630210001
ACH-001523,-0.08429819276910001
ACH-001532,-0.10313680506
ACH-001536,-0.225629831225
ACH-001550,0.0263750782821
ACH-001552,0.013749821148899999
ACH-001554,0.05091715286730001
ACH-001645,-0.176734403065
ACH-001654,-0.197850207547
ACH-001715,-0.168808785496
ACH-001735,0.12638274583200002
ACH-001736,-0.0119396490725
ACH-001737,-0.16636409755599998
ACH-001740,-0.181084150517
ACH-001745,0.093138591622
ACH-001750,-0.0434765802795
ACH-001765,-0.115333340842
ACH-001956,-0.09637539697820001
ACH-001957,-0.211761296258
