,CNOT3 (4849)
ACH-000004,-1.26124715137
ACH-000007,-1.6058012157700001
ACH-000009,-1.46006235871
ACH-000011,-1.33603008661
ACH-000012,-1.3390071803799999
ACH-000013,-1.20652201741
ACH-000014,-1.2967797622700001
ACH-000015,-1.69263953722
ACH-000017,-1.5088545957700001
ACH-000018,-1.2040372186
ACH-000019,-1.66462972035
ACH-000021,-1.30085401021
ACH-000022,-1.61682290623
ACH-000025,-0.7438890433670001
ACH-000028,-1.3951139273500002
ACH-000030,-1.42787094527
ACH-000035,-1.20875923409
ACH-000036,-0.776392017334
ACH-000037,-1.48358443157
ACH-000039,-1.51088024181
ACH-000040,-1.34611287248
ACH-000041,-1.26498434664
ACH-000042,-1.4221950276800002
ACH-000045,-1.28108252782
ACH-000047,-1.3935225220700003
ACH-000052,-1.20339384878
ACH-000053,-1.31113561606
ACH-000054,-1.4733217291299998
ACH-000055,-1.5794434243900002
ACH-000060,-1.3110960326799999
ACH-000067,-1.37949194552
ACH-000070,-1.4916203515200002
ACH-000075,-1.43414974567
ACH-000078,-1.35697472294
ACH-000082,-1.7057830119600002
ACH-000085,-1.5006751060199999
ACH-000086,-1.3542865333
ACH-000087,-1.3647122176
ACH-000092,-1.37318158732
ACH-000095,-1.5968842679
ACH-000097,-1.9543864694
ACH-000098,-1.04310044405
ACH-000099,-1.25356118575
ACH-000108,-1.28928751781
ACH-000113,-1.60739465695
ACH-000115,-1.89144337852
ACH-000116,-1.3071091659
ACH-000118,-1.37984834597
ACH-000120,-1.4473041369100001
ACH-000123,-1.5545016150400002
ACH-000127,-1.31630009255
ACH-000128,-1.1532271826
ACH-000132,-0.966190492816
ACH-000133,-1.5005317974399999
ACH-000137,-1.2238275613299998
ACH-000138,-1.2408153884200002
ACH-000142,-0.9968338615060001
ACH-000143,-1.50315567218
ACH-000146,-1.8503397206
ACH-000148,-1.3811471989
ACH-000150,-1.29823297793
ACH-000152,-1.59871967885
ACH-000153,-1.7108864354799997
ACH-000159,-1.20928802965
ACH-000160,-1.86070425568
ACH-000163,-0.89148721566
ACH-000167,-1.56206512148
ACH-000168,-1.26495963588
ACH-000169,-1.42150803276
ACH-000178,-1.47318796571
ACH-000182,-1.6492433074700001
ACH-000183,-1.76425211643
