,AHRR (57491)
ACH-000330,-0.321079045055
ACH-000331,-0.11109863310000001
ACH-000332,-0.271242941297
ACH-000334,-0.20845283076999999
ACH-000335,-0.17009974526000002
ACH-000336,-0.8569179805730001
ACH-000337,-0.332892089303
ACH-000339,-0.0720565845322
ACH-000341,-0.023869083983400003
ACH-000348,-0.31209952364
ACH-000350,-0.211219607129
ACH-000352,-0.29778125266
ACH-000356,-0.5202822717660001
ACH-000361,0.013142562343899999
ACH-000362,-0.43521658589400003
ACH-000363,-0.273743115016
ACH-000364,-0.172261593766
ACH-000365,-0.316500443354
ACH-000366,-0.132018921925
ACH-000368,-0.21617166621599998
ACH-000374,-0.188515667018
ACH-000375,-0.166124780516
ACH-000376,-0.11635705170199999
ACH-000381,0.09621733851160001
ACH-000383,-0.23411000386599998
ACH-000387,-0.214528190855
ACH-000389,-0.335227206805
ACH-000390,-0.177481378141
ACH-000393,-0.326305015523
ACH-000395,-0.36526770272299997
ACH-000397,-0.18228285468400002
ACH-000401,0.24727036323000004
ACH-000402,-0.13643249839299998
ACH-000403,-0.149931688179
ACH-000404,-0.0237742943898
ACH-000406,-0.24233125273699999
ACH-000407,-0.12465603121300001
ACH-000408,-0.21417038177
ACH-000410,-0.10765644777200001
ACH-000411,-0.320668463301
ACH-000414,-0.25180355055799997
ACH-000415,-0.0474546487252
ACH-000416,-0.201422185152
ACH-000420,-0.254145767361
ACH-000421,-0.400288708163
ACH-000424,-0.0682243265331
ACH-000425,-0.33953308188500003
ACH-000426,-0.114746681928
ACH-000427,-0.413072227387
ACH-000433,-0.10833966273800001
ACH-000436,-0.175432474359
ACH-000444,-0.335394690189
ACH-000445,-0.103495776694
ACH-000448,-0.0812789780079
ACH-000450,0.0418298601561
ACH-000452,-0.241178651279
ACH-000454,0.021948376108400003
ACH-000458,-0.200624673873
ACH-000459,-0.28390387789
ACH-000460,-0.15880894539100002
ACH-000461,-0.0185292524414
ACH-000463,-0.236500948944
ACH-000464,-0.0591673323661
ACH-000466,-0.39086884609
ACH-000467,-0.0908756121754
ACH-000468,-0.390315617348
ACH-000469,-0.145752234404
ACH-000470,-0.293987637239
ACH-000471,-0.138443207447
ACH-000472,-0.428852909783
ACH-000473,-0.302107211348
ACH-000475,-0.28148606379
ACH-000476,-0.196479211847
ACH-000477,-0.0345839675445
ACH-000480,-0.39961805009499995
ACH-000481,-0.346122481808
ACH-000483,-0.232477790262
ACH-000484,-0.1023943788
ACH-000485,-0.245044194322
ACH-000486,-0.237038822627
ACH-000487,-0.22401112418400002
ACH-000488,-0.258446818106
ACH-000490,-0.175233049934
ACH-000491,-0.395961985191
ACH-000495,-0.299192493037
ACH-000496,0.09975989120619999
ACH-000499,-0.007995121812
ACH-000500,0.166515147615
ACH-000502,-0.241767992111
ACH-000503,-0.131113482613
ACH-000505,-0.152116840485
ACH-000507,-0.329184197762
ACH-000510,-0.0900350592395
ACH-000511,-0.230737455501
ACH-000512,-0.36882821924000003
ACH-000516,-0.0986066706653
ACH-000517,-0.264957382743
ACH-000518,-0.0851058654197
ACH-000520,-0.263869912196
ACH-000521,-0.211066018257
ACH-000522,-0.017413009497
ACH-000524,-0.243573924648
ACH-000527,-0.19856891317699998
ACH-000528,-0.297977858881
ACH-000537,-0.22628578503600003
ACH-000541,-0.0435784891825
ACH-000542,-0.198008319572
ACH-000544,-0.202688811747
ACH-000545,-0.117598103849
ACH-000547,-0.507371613214
ACH-000548,-0.22348647741900002
ACH-000549,-0.0507195383204
ACH-000550,-0.123991217414
ACH-000552,-0.173310902315
ACH-000556,-0.30739882177
ACH-000557,-0.175278951264
ACH-000570,-0.111438650055
ACH-000571,-0.447818833252
ACH-000573,-0.161941266975
ACH-000576,-0.146297508405
ACH-000580,-0.279965399191
ACH-000584,-0.07880100411799999
ACH-000585,-0.043071450532200004
ACH-000588,-0.16793061579799998
ACH-000589,-0.277220269644
ACH-000591,-0.201458221525
ACH-000593,-0.207788388341
ACH-000600,-0.179474712274
ACH-000601,-0.175429196787
ACH-000604,-0.251845635188
ACH-000605,-0.406714565448
ACH-000606,-0.14098272391799999
ACH-000608,-0.457218578106
ACH-000614,-0.35533684254000003
ACH-000616,-0.13255371057
ACH-000618,-0.22705626261300002
ACH-000619,-0.180968412009
ACH-000620,-0.331515370255
ACH-000621,-0.08052891049380001
ACH-000622,-0.128348571208
ACH-000623,-0.328095752973
ACH-000624,-0.274690178312
ACH-000627,-0.19994672287700002
ACH-000630,-0.271395376986
ACH-000632,-0.131928693955
ACH-000633,-0.308540746061
ACH-000637,-0.11598283718699999
ACH-000638,-0.0751082781525
ACH-000646,-0.0076822851587100005
ACH-000647,-0.0854694392735
ACH-000648,-0.08396654772220001
ACH-000649,-0.06827172378669999
ACH-000651,-0.18801041399799998
ACH-000652,-0.134546113905
ACH-000653,-0.357160205267
ACH-000657,-0.249079454667
ACH-000658,-0.30825971062199997
ACH-000661,-0.052311005769300006
ACH-000662,-0.120005901275
ACH-000663,-0.36831144667599997
ACH-000665,-0.06763229180580001
ACH-000671,-0.112985912819
ACH-000673,-0.17842975933
ACH-000676,-0.230275848691
ACH-000677,-0.13524227124000002
ACH-000681,-0.11119258489900001
ACH-000682,-0.310237210775
ACH-000683,-0.098854854629
ACH-000684,-0.163570680766
ACH-000688,-0.36827388810500006
ACH-000693,-0.16787984989399998
ACH-000694,-0.27256033737
ACH-000695,-0.213581762125
ACH-000696,-0.131777975697
ACH-000697,-0.19011564235199999
ACH-000699,-0.129164023881
ACH-000701,-0.0871280750684
ACH-000706,-0.26596501277199996
ACH-000711,-0.147247542447
ACH-000713,-0.336574847922
ACH-000714,-0.11813809073300001
ACH-000718,-0.281492276782
ACH-000720,-0.101372812031
ACH-000721,-0.23937413014400002
ACH-000724,-0.404978145663
ACH-000725,-0.072779586657
ACH-000732,-0.188011342527
ACH-000734,-0.281995089367
ACH-000735,-0.137940123434
ACH-000736,-0.35295000201800003
ACH-000738,-0.11172118831399999
ACH-000746,-0.29950504713000003
ACH-000747,-0.20817746254099997
ACH-000748,-0.192821874199
ACH-000753,-0.09342371420880001
ACH-000756,-0.334519919985
ACH-000757,-0.06362778037109999
ACH-000758,0.008542087448090001
ACH-000760,-0.180601488301
ACH-000763,-0.0479980578933
ACH-000764,-0.203995901219
ACH-000765,-0.0141540545805
ACH-000766,-0.19723015688499998
ACH-000767,-0.28146661578800003
ACH-000768,-0.08651149507230001
ACH-000769,-0.19268696254700002
ACH-000770,-0.09173330535520001
ACH-000771,-0.161281772858
ACH-000773,0.149726292648
ACH-000776,-0.28077380294
ACH-000777,-0.27179182461199997
ACH-000778,0.123523408463
ACH-000781,-0.101895167014
ACH-000782,-0.211408131289
ACH-000783,-0.32629800432399997
ACH-000784,-0.122468537761
ACH-000785,-0.311601219597
ACH-000787,0.014516864728000001
ACH-000788,-0.38109152361000004
ACH-000791,-0.130780419789
ACH-000792,0.0175698127227
ACH-000794,-0.185117682251
ACH-000796,-0.294899832507
ACH-000799,-0.12725045071399999
ACH-000800,-0.22332022608399998
ACH-000802,-0.248036755624
ACH-000804,-0.147259202447
ACH-000805,-0.427252035823
ACH-000809,-0.240043569637
ACH-000810,-0.30710082458
ACH-000811,-0.29317682944
ACH-000817,0.10528087316
ACH-000819,-0.5118607049399999
ACH-000820,-0.109572503903
ACH-000821,-0.265457944005
ACH-000822,-0.270184342785
ACH-000823,-0.017360679227
ACH-000824,-0.18883896479600001
ACH-000827,-0.25967338404
ACH-000829,-0.07036290159769999
ACH-000831,-0.16516222440099998
ACH-000832,-0.18739846278299999
ACH-000833,-0.0357274942796
ACH-000834,-0.244680846815
ACH-000835,0.00280505523546
ACH-000836,-0.18824790655
ACH-000837,-0.0876046904229
ACH-000838,0.113815677248
ACH-000839,-0.109577756213
ACH-000840,-0.218012694298
ACH-000841,-0.0920445432305
ACH-000843,-0.24041439873000003
ACH-000846,0.158220017006
ACH-000847,-0.08430531446049999
ACH-000848,-0.14880685629899998
ACH-000849,-0.281029755288
ACH-000851,0.09778619360030001
ACH-000855,0.026984276627000002
ACH-000856,-0.37652428696199997
ACH-000858,-0.250205686841
ACH-000859,-0.39198243159
ACH-000861,-0.18357849774999999
ACH-000862,-0.197508488264
ACH-000865,-0.199393613816
ACH-000866,-0.141356997455
ACH-000867,-0.229572487898
ACH-000869,-0.37388487725100006
ACH-000872,-0.158126168507
ACH-000873,-0.104966720217
ACH-000876,-0.0602254000155
ACH-000878,-0.23388656748599998
ACH-000880,-0.270971676165
ACH-000881,-0.19086159952999998
ACH-000882,-0.08671683468119999
ACH-000884,-0.320647891413
ACH-000885,-0.21495620533100002
ACH-000887,-0.210209729177
ACH-000888,-0.118552966213
ACH-000889,-0.10749144653500001
ACH-000890,0.103827204568
ACH-000896,-0.0910117236798
ACH-000898,-0.016595500018
ACH-000900,-0.14606508578500002
ACH-000901,-0.163909847201
ACH-000905,0.043858484716499994
ACH-000906,-0.160650496643
ACH-000907,-0.331740866552
ACH-000910,-0.254579753402
ACH-000911,-0.190902248163
ACH-000912,-0.268800220504
ACH-000913,-0.220317829787
ACH-000915,-0.190821505797
ACH-000916,-0.259145210103
ACH-000917,-0.18692058434
ACH-000921,-0.0654210019532
ACH-000924,-0.119998748992
ACH-000926,-0.119523485748
ACH-000928,-0.266581082499
ACH-000929,-0.32548090614999997
ACH-000932,-0.0964885366323
ACH-000935,-0.148282175831
ACH-000936,-0.10606985137199999
ACH-000937,-0.18270863186500003
ACH-000938,-0.163017924822
ACH-000939,-0.0576172626066
ACH-000941,-0.109903837886
ACH-000943,-0.262281390265
ACH-000946,-0.175584268424
ACH-000947,-0.203299002029
ACH-000948,-0.280316570027
ACH-000950,-0.16761668994999998
ACH-000953,-0.137773429774
ACH-000957,-0.203365405733
ACH-000958,0.09582160807019999
ACH-000960,-0.184163651041
ACH-000963,-0.249951885633
ACH-000968,-0.005355275444220001
ACH-000969,0.0920819480628
ACH-000973,-0.15900287382300002
ACH-000974,-0.333171806941
ACH-000975,-0.138785168422
ACH-000976,-0.159890075987
ACH-000978,-0.25657308865899997
ACH-000980,-0.281610732183
ACH-000984,-0.107740745901
ACH-000986,-0.18209330600499998
ACH-000988,-0.11029928602499998
ACH-000993,0.0031663802058299996
ACH-000994,-0.16023826509199998
ACH-000996,-0.266129277389
ACH-001001,-0.34091343249899997
ACH-001020,-0.025460872691000003
ACH-001028,-0.274732237209
ACH-001031,-0.383505676438
ACH-001038,-0.27724432813
ACH-001048,-0.211276932196
ACH-001050,-0.199646767191
ACH-001053,-0.363544232392
ACH-001054,-0.123381691886
ACH-001061,-0.102542545346
ACH-001067,-0.133350629486
ACH-001075,-0.40547980334
ACH-001096,-0.29264074194899997
ACH-001128,-0.30469617608800004
ACH-001134,-0.17046167009399998
ACH-001151,-0.152879941652
ACH-001163,-0.152676167169
ACH-001164,-0.23242645702
ACH-001173,-0.199817481319
ACH-001183,-0.0524929268333
ACH-001184,-0.36424109191799997
ACH-001190,0.0495259708588
ACH-001192,-0.0791218748503
ACH-001193,-0.220471512662
ACH-001196,-0.19426424663699998
ACH-001197,-0.377708418148
ACH-001205,-0.180074104986
ACH-001211,-0.0791815571749
ACH-001212,-0.12154762886600001
ACH-001228,-0.475850805712
ACH-001232,-0.08293914059600001
ACH-001239,-0.327429750052
ACH-001274,-0.18454002928399998
ACH-001275,-0.37066257244999995
ACH-001277,0.029273974069099998
ACH-001278,-0.5164383656270001
ACH-001280,-0.537210587734
ACH-001283,-0.119461520832
ACH-001289,-0.318807077468
ACH-001295,-0.155554707103
ACH-001300,-0.260755072325
ACH-001301,0.07559943658710001
ACH-001302,-0.398672468536
ACH-001303,-0.012509727086
ACH-001306,-0.263859677439
ACH-001318,-0.0692018747353
ACH-001322,-0.524293464633
ACH-001328,-0.10437886652
ACH-001332,-0.25010768983000004
ACH-001333,-0.024736303190900002
ACH-001336,-0.16384765549900002
ACH-001340,-0.356460878828
ACH-001346,-0.041785870152
ACH-001353,-0.258259093036
ACH-001354,-0.162870576977
ACH-001367,-0.292398237324
ACH-001368,-0.194310950189
ACH-001374,-0.132415248965
ACH-001375,-0.277311684896
ACH-001377,-0.306087118757
ACH-001380,-0.354251251888
ACH-001391,-0.663409514889
ACH-001407,-0.13525250770199998
ACH-001408,-0.150790017481
ACH-001413,-0.159074976767
ACH-001430,-0.0319875824419
ACH-001431,-0.08515834683620001
ACH-001450,-0.22015486874499998
ACH-001496,-0.17890360216600001
ACH-001500,-0.024795503570599998
ACH-001521,-0.67855410699
ACH-001523,-0.0887025382929
ACH-001532,-0.343357816929
ACH-001536,-0.388568801698
ACH-001550,-0.280130837009
ACH-001552,-0.445920043956
ACH-001554,-0.457937436942
ACH-001645,-0.256431721808
ACH-001654,-0.139004655732
ACH-001715,-0.067393743167
ACH-001735,-0.0943870296837
ACH-001736,-0.18279851573300002
ACH-001737,-0.306286084599
ACH-001740,-0.118112878192
ACH-001745,-0.37406543016599997
ACH-001750,-0.22769872758999998
ACH-001765,-0.114044846938
ACH-001956,-0.316838374651
ACH-001957,-0.136009017835
