,CAMK2A (815)
ACH-000004,0.021697552553
ACH-000007,0.131012190244
ACH-000009,0.0210810827997
ACH-000011,0.076887769811
ACH-000012,0.00628774879356
ACH-000013,0.00677810699246
ACH-000014,0.05874109280590001
ACH-000015,-0.0715035471446
ACH-000017,0.00871926323067
ACH-000018,0.220068999704
ACH-000019,-0.0661094538625
ACH-000021,0.0473711924469
ACH-000022,-0.0406146892534
ACH-000025,0.11318146833900002
ACH-000028,0.122628346732
ACH-000030,0.0534508125904
ACH-000035,-0.08393645261150001
ACH-000036,0.179852307815
ACH-000037,0.108265065659
ACH-000039,0.000618626777198
ACH-000040,0.24177082815499998
ACH-000041,0.124765911258
ACH-000042,0.0362732101255
ACH-000045,-0.12013324725999999
ACH-000047,0.00100716572189
ACH-000052,-0.0313205716443
ACH-000053,0.0228110308575
ACH-000054,0.023301907938900003
ACH-000055,0.0432718562462
ACH-000060,0.0600276807748
ACH-000067,-0.0635114582351
ACH-000070,0.117733973739
ACH-000075,-0.17670025307700002
ACH-000078,-0.0285711220241
ACH-000082,-0.0337004371975
ACH-000085,0.117674407223
ACH-000086,0.122706764715
ACH-000087,-0.0460816402477
ACH-000092,0.0375986460926
ACH-000095,0.0342998775096
ACH-000097,0.0358642744492
ACH-000098,0.10901135070599999
ACH-000099,-0.07131365385800001
ACH-000108,0.149634644528
ACH-000113,-0.135771178391
ACH-000115,0.21374325065000002
ACH-000116,0.0819649130625
ACH-000118,0.0363278945985
ACH-000120,0.013712634760799999
ACH-000123,-0.0354353822537
ACH-000127,-0.0291240114271
ACH-000128,-0.0593539739482
ACH-000132,0.0909436223973
ACH-000133,-0.008706355717200001
ACH-000137,0.046854042287499995
ACH-000138,0.09145784946930001
ACH-000142,0.132283623776
ACH-000143,-0.030096009744
ACH-000146,-0.07420275338139999
ACH-000148,0.034994043230300004
ACH-000150,0.000920767769263
ACH-000152,-0.09125055741520001
ACH-000153,-0.13530179342499998
ACH-000159,0.0854935408159
ACH-000160,0.0359511285166
ACH-000163,-0.055573600059099997
ACH-000167,0.0944901575183
ACH-000168,-0.023901143632299997
ACH-000169,0.0584122642155
ACH-000178,-0.036521329323
ACH-000182,0.00781240782997
ACH-000183,-0.10122672744200001
ACH-000188,0.0624862067591
ACH-000189,-0.139897076757
ACH-000190,0.00757665789047
ACH-000198,-0.0229248841168
ACH-000204,0.0304388299642
ACH-000206,0.09075818133239999
ACH-000207,0.199465641171
ACH-000211,-0.08032681299260001
ACH-000215,-0.00950434080671
ACH-000221,0.0355697331321
ACH-000222,-0.00663697587358
ACH-000223,-0.08359349030669999
ACH-000226,0.0176115640818
ACH-000227,-0.103356924791
ACH-000228,0.013169045307200002
ACH-000231,-0.0288734599199
ACH-000232,0.028262895790200002
ACH-000233,-0.0423803278126
ACH-000234,0.049448454362199995
ACH-000235,0.0397472300061
ACH-000237,0.08574947650630001
ACH-000238,-0.171207181394
ACH-000243,-0.012016907831899999
ACH-000244,0.009117616455680001
ACH-000246,-0.00105753773264
ACH-000248,-0.0706990301014
ACH-000250,0.025299260559700002
ACH-000251,0.141691186711
ACH-000253,0.149948830088
ACH-000255,-0.05551933354230001
ACH-000256,-0.053895245953400006
ACH-000257,-0.11611764058
ACH-000258,0.255561247699
ACH-000259,0.048761630566
ACH-000260,0.022475940726099996
ACH-000261,0.06789645741019999
ACH-000262,0.0666955822106
ACH-000263,0.246506617934
ACH-000264,-0.0213527345488
ACH-000265,-0.000211451634155
ACH-000266,0.08265642130039999
ACH-000272,-0.00462191381208
ACH-000273,-0.0417881653006
ACH-000274,-0.0533249730225
ACH-000277,0.00686484612148
ACH-000278,0.105457088457
ACH-000279,-0.0543801814376
ACH-000280,0.0760213198212
ACH-000281,0.0278781369558
ACH-000288,0.030952404594099998
ACH-000291,0.0816560426364
ACH-000293,0.028211862163200003
ACH-000294,0.101877552302
ACH-000295,0.24703490731999997
ACH-000296,0.0114255718175
ACH-000302,0.0753591559089
ACH-000304,0.244708011205
ACH-000307,0.147483082724
ACH-000308,0.0285390314206
ACH-000310,0.108280871627
ACH-000311,0.056214625675
ACH-000312,-0.028116092276400002
ACH-000315,-0.04193355953530001
ACH-000316,0.10269933804400001
ACH-000317,-0.059274946912000005
ACH-000318,0.0716917769022
ACH-000319,0.016215677956999998
ACH-000320,0.239375172569
ACH-000322,0.256240180748
ACH-000323,-0.00205141769547
ACH-000324,0.06983534925769999
ACH-000329,-0.018417962986
ACH-000330,-0.0231703592828
ACH-000331,-0.0324812915639
ACH-000332,0.023069839396299998
ACH-000334,-0.226731572667
ACH-000335,-0.114214754236
ACH-000336,0.283836330174
ACH-000337,-0.0796950361035
ACH-000339,0.0568292220135
ACH-000341,0.14173171162599998
ACH-000348,-0.023982959759
ACH-000350,-0.111137321968
ACH-000352,0.13466691512
ACH-000356,-0.07898279739269999
ACH-000361,0.181060678303
ACH-000362,-0.0162165497026
ACH-000363,-0.133912468242
ACH-000364,0.0632112174173
ACH-000365,0.0360233461335
ACH-000366,0.00973125497737
ACH-000368,-0.143383286984
ACH-000374,0.08856519003340001
ACH-000375,-0.00971919796994
