,UBR5 (51366)
ACH-000004,-1.0083476600299999
ACH-000007,-0.8781342359909999
ACH-000009,-0.457106406216
ACH-000011,-1.02731589018
ACH-000012,-0.347159643743
ACH-000013,-0.449578702385
ACH-000014,-0.5427969210670001
ACH-000015,-0.700027595872
ACH-000017,-0.606617146133
ACH-000018,-0.783022024162
ACH-000019,-0.9546325997059999
ACH-000021,-0.591217834574
ACH-000022,-0.084031631094
ACH-000025,-0.838547348443
ACH-000028,-0.7920222427850001
ACH-000030,-0.53640356797
ACH-000035,-0.358025695691
ACH-000036,-0.563835169641
ACH-000037,-0.305046495408
ACH-000039,-0.8100043189139999
ACH-000040,-0.547245788115
ACH-000041,-0.92588177942
ACH-000042,-0.9320163517360001
ACH-000045,-0.437595580781
ACH-000047,-0.598702487248
ACH-000052,-0.5653559350490001
ACH-000053,-0.53164141001
ACH-000054,-1.03597040484
ACH-000055,-1.02823534418
ACH-000060,-0.607985897855
ACH-000067,-0.590785691548
ACH-000070,-0.39013750246699996
ACH-000075,-0.8431270332690001
ACH-000078,-0.852573158225
ACH-000082,-0.9963888421930001
ACH-000085,-1.0937210777500002
ACH-000086,-0.39069914937
ACH-000087,-1.0312121161499999
ACH-000092,-0.856813950108
ACH-000095,-0.8999078965330001
ACH-000097,-1.1323300896100001
ACH-000098,-0.838446694505
ACH-000099,-0.669423711916
ACH-000108,-0.025889596927099995
ACH-000113,-0.620698848162
ACH-000115,-0.978392991134
ACH-000116,-1.30241039074
ACH-000118,-0.7174579345890001
ACH-000120,-1.1144951549200002
ACH-000123,-0.678732682473
ACH-000127,-0.162948431903
ACH-000128,-0.579621566634
ACH-000132,-0.6308042597110001
ACH-000133,-0.6286315924920001
ACH-000137,-0.388772019222
ACH-000138,-1.07402796897
ACH-000142,-0.533700616143
ACH-000143,-1.03694042809
ACH-000146,-0.518155429537
ACH-000148,-0.47096099667499997
ACH-000150,-0.296406023284
ACH-000152,-0.9511443049510001
ACH-000153,-0.849686469178
ACH-000159,-0.950148426986
ACH-000160,-0.33600327879
ACH-000163,-1.15139316769
ACH-000167,-0.419230447939
ACH-000168,-0.26810036609099996
ACH-000169,-0.363619617314
ACH-000178,-0.7269874609270001
ACH-000182,-0.823798129284
ACH-000183,-0.8577736490250001
ACH-000188,-0.873414862721
ACH-000189,-0.622836916961
ACH-000190,-0.334348269271
ACH-000198,-0.553107805387
ACH-000204,-0.547918259316
ACH-000206,-1.23527540142
ACH-000207,-1.36425626343
ACH-000211,-0.957026927777
ACH-000215,-0.13459730420399998
ACH-000221,-0.286301025443
ACH-000222,-1.04180791787
ACH-000223,-0.9412535916529999
ACH-000226,-0.750568307619
ACH-000227,-0.9859900524709999
ACH-000228,-1.06408436131
ACH-000231,-0.5464281364370001
ACH-000232,-0.979072091093
ACH-000233,-1.2075765218799999
ACH-000234,-0.630422342679
ACH-000235,-0.32938919700999997
ACH-000237,-0.677807369982
ACH-000238,-1.14349718177
ACH-000243,-1.2208360055399998
ACH-000244,-0.0938816700185
ACH-000246,-0.465794431249
ACH-000248,-0.719095104004
ACH-000250,-0.619148423341
ACH-000251,-0.823341412555
ACH-000253,-0.532525433728
ACH-000255,-0.505055382752
ACH-000256,-0.771990443491
ACH-000257,-0.510670163266
ACH-000258,-1.0864878764299999
ACH-000259,-0.8111863540880001
ACH-000260,-0.8147140675810001
ACH-000261,-0.99455163668
ACH-000262,-0.119465468151
ACH-000263,-0.563853489105
ACH-000264,-1.05444356799
ACH-000265,-0.724800051199
ACH-000266,-1.2044761881000001
ACH-000272,-0.323027391111
ACH-000273,-0.892940310081
ACH-000274,-0.620485559301
ACH-000277,-0.9527390450579999
ACH-000278,-0.631148839685
ACH-000279,-0.724116651813
ACH-000280,-0.772603484885
ACH-000281,-0.7350624401000001
ACH-000288,0.424147537337
ACH-000291,-0.876747913423
ACH-000293,-0.9640639458429999
ACH-000294,-0.7108557960169999
ACH-000295,-0.55005926347
ACH-000296,-0.508999536207
ACH-000302,-0.483886092716
ACH-000304,-1.36167743413
ACH-000307,-0.7612152961319999
ACH-000308,-0.639211668173
ACH-000310,-0.364320082961
ACH-000311,-1.03620918801
ACH-000312,-0.670277035751
ACH-000315,-0.8394973679009999
ACH-000316,-0.534009064924
ACH-000317,-0.620206860949
ACH-000318,-0.947290283648
ACH-000319,-0.760321217805
ACH-000320,-0.702279310015
ACH-000322,-0.752526007084
ACH-000323,-0.333828344148
ACH-000324,-1.1814630727700002
ACH-000329,-0.8525890648309999
ACH-000330,-1.10848509879
ACH-000331,-0.456902852452
ACH-000332,-0.5212841779990001
ACH-000334,-0.348452795441
ACH-000335,-0.504622948441
ACH-000336,-0.785907083879
ACH-000337,-0.842561281642
ACH-000339,-0.761938449282
ACH-000341,-0.576487197802
ACH-000348,-0.772258775985
ACH-000350,-0.868600031299
ACH-000352,-0.928160904838
ACH-000356,-0.583403245511
ACH-000361,-0.9488215067899999
ACH-000362,-0.294008980107
ACH-000363,-0.6751427164720001
ACH-000364,-1.0846746375799998
ACH-000365,-0.8210623799510001
ACH-000366,-0.662106421796
ACH-000368,-0.58916586054
ACH-000374,-0.9917358507549999
ACH-000375,-0.7926955112880001
ACH-000376,-0.44415217057800005
ACH-000381,-0.626516208075
ACH-000383,-0.663530090089
ACH-000387,-0.786128782578
ACH-000389,-0.435267449066
ACH-000390,-0.695696563716
ACH-000393,-0.927628324549
ACH-000395,-0.620233708894
ACH-000397,-1.06306970884
ACH-000401,-0.648768342085
ACH-000402,-0.231348032918
ACH-000403,-0.613080073715
ACH-000404,-0.140246119121
ACH-000406,-0.51776393777
ACH-000407,-0.35131836806
ACH-000408,-1.03840832396
ACH-000410,-0.5540161118370001
ACH-000411,-0.563121388598
ACH-000414,-0.7361262573549999
ACH-000415,-0.957578023217
ACH-000416,-0.504242978886
ACH-000420,0.0796849284901
ACH-000421,-0.817024587648
ACH-000424,-0.5882112853779999
ACH-000425,-0.9449315374799999
ACH-000426,-1.2347697886799998
ACH-000427,-0.6437941231459999
ACH-000433,-0.370082042165
ACH-000436,-1.202637059
ACH-000444,-1.1835259416
ACH-000445,-0.6241763616730001
ACH-000448,-0.599548956476
ACH-000450,-0.166965498783
ACH-000452,-0.8474192860259999
ACH-000454,-1.0532817757
ACH-000458,-0.6646963076919999
ACH-000459,-0.796995751108
ACH-000460,-1.2060757073200001
ACH-000461,-0.917917712006
ACH-000463,-0.381204249358
ACH-000464,-0.0779642886578
ACH-000466,-0.362594256646
ACH-000467,-0.953124408009
ACH-000468,-0.523094106556
ACH-000469,-0.9938773382870001
ACH-000470,-1.0597806399
ACH-000471,-0.765432581001
ACH-000472,-0.70093602785
ACH-000473,-0.492918031768
ACH-000475,-0.354867835728
ACH-000476,-0.981086572377
ACH-000477,-0.5188905546729999
ACH-000480,-0.447415500838
ACH-000481,-0.6649842184920001
ACH-000483,-0.7037621445899999
ACH-000484,0.312944667676
ACH-000485,-0.8412509520679999
ACH-000486,-0.5104147546360001
ACH-000487,-0.904193331883
ACH-000488,-0.899243237473
ACH-000490,-0.715606281701
ACH-000491,-0.602589034851
ACH-000495,-1.0597164266799999
ACH-000496,-0.758767062158
ACH-000499,-0.654919803948
ACH-000500,-0.503774389942
ACH-000502,-0.805526037071
ACH-000503,-1.06632972415
ACH-000505,-0.900982257104
ACH-000507,-0.730910029911
ACH-000510,-0.8361102305500001
ACH-000511,-0.8610929506730001
ACH-000512,-0.8862822113950001
ACH-000516,-0.870395328559
ACH-000517,-0.15605941611
ACH-000518,-1.06497371073
ACH-000520,-0.560582043258
ACH-000521,-0.647689254502
ACH-000522,-0.545420251897
ACH-000524,-0.70319817385
ACH-000527,-0.51084178876
ACH-000528,-0.7717626602159999
ACH-000537,-0.562866187255
ACH-000541,-0.767284102164
ACH-000542,-0.779795533022
ACH-000544,-1.2082316177099999
ACH-000545,-0.7004669067910001
ACH-000547,-0.948492574145
ACH-000548,-0.8335320093970001
ACH-000549,-0.739681548545
ACH-000550,0.0864642938951
ACH-000552,-0.875982184489
ACH-000556,-0.595579299787
ACH-000557,-0.9453532811799998
ACH-000570,-0.138721089934
ACH-000571,-0.782743547959
ACH-000573,-0.401976051984
ACH-000576,-0.911752197767
ACH-000580,-1.25770045373
ACH-000584,-1.1123858499500001
ACH-000585,-1.1389212116299998
ACH-000588,-0.594227668448
ACH-000589,-0.820024553156
ACH-000591,-0.307162438418
ACH-000593,-0.472980967079
ACH-000600,-0.40493025563199997
ACH-000601,-0.718481488785
ACH-000604,-0.7766352556049999
ACH-000605,-0.87116407859
ACH-000606,-0.9736500295489999
ACH-000608,-0.706258827341
ACH-000614,-0.0054106163948
ACH-000616,-0.888234411092
ACH-000618,-1.1892775701
ACH-000619,-0.9213630151700001
ACH-000620,-1.10324979162
ACH-000621,-0.887345721065
ACH-000622,-0.216966689058
ACH-000623,-0.42361985861100004
ACH-000624,-1.0941445825
ACH-000627,-0.922270781329
ACH-000630,-0.108339112675
ACH-000632,-0.538068900722
ACH-000633,-0.825938602402
ACH-000637,-0.7195028522329999
ACH-000638,-1.22732120251
ACH-000646,-1.46349705873
ACH-000647,-0.499156434112
