,BAIAP2L2 (80115)
ACH-000004,-0.08231672757860001
ACH-000007,0.371576745717
ACH-000009,0.08621431530539998
ACH-000011,-0.0561920739667
ACH-000012,-0.128179853332
ACH-000013,-0.23738000952100002
ACH-000014,0.0745342490323
ACH-000015,-0.203562068879
ACH-000017,-0.367240338998
ACH-000018,-0.0249546459253
ACH-000019,-0.0669738342124
ACH-000021,0.11545952567
ACH-000022,-0.025808495186
ACH-000025,-0.182594115842
ACH-000028,-0.158631911895
ACH-000030,-0.292795658917
ACH-000035,-0.248321855892
ACH-000036,-0.09901746947519999
ACH-000037,-0.26258743186
ACH-000039,-0.12799560068
ACH-000040,0.07373986712569999
ACH-000041,-0.19465502363099998
ACH-000042,-0.24423342540999998
ACH-000045,-0.212366976625
ACH-000047,0.0481088878265
ACH-000052,-0.203398632608
ACH-000053,-0.017503144422
ACH-000054,-0.211841800383
ACH-000055,-0.156756362209
ACH-000060,-0.356224310965
ACH-000067,0.022592168976
ACH-000070,-0.136056673782
ACH-000075,-0.221818141197
ACH-000078,-0.026938887151900005
ACH-000082,0.102764481997
ACH-000085,0.0371128289547
ACH-000086,0.148872677945
ACH-000087,0.0977243842502
ACH-000092,-0.0315582185604
ACH-000095,-0.0254988428576
ACH-000097,-0.039697925801
ACH-000098,-0.012389853293999999
ACH-000099,-0.0336221515929
ACH-000108,0.282474019443
ACH-000113,0.0827340621465
ACH-000115,-0.237731766224
ACH-000116,-0.022543881364299998
ACH-000118,-0.0883810318406
ACH-000120,0.04780768767080001
ACH-000123,-0.164664695619
ACH-000127,0.00915406337783
ACH-000128,-0.0517109446708
ACH-000132,0.0185943104255
ACH-000133,-0.0232625680386
ACH-000137,0.022718763542800002
ACH-000138,0.190615249725
ACH-000142,0.150065943818
ACH-000143,0.0399496668533
ACH-000146,-0.0156109616588
ACH-000148,0.19527120427900002
ACH-000150,-0.0989699343984
ACH-000152,-0.0945626239548
ACH-000153,-0.22885587421599998
ACH-000159,0.16046534267
ACH-000160,-0.07531371603249999
ACH-000163,0.029410417079599998
ACH-000167,1.04550577045
ACH-000168,-0.0332900322327
ACH-000169,0.0511654498661
ACH-000178,0.0798643489139
ACH-000182,-0.08815003292510001
ACH-000183,-0.11504023513
ACH-000188,-0.0463323090228
ACH-000189,0.291000776032
ACH-000190,-0.0802457261252
ACH-000198,-0.07289316840769999
ACH-000204,-0.122310852906
ACH-000206,0.20611624762400002
ACH-000207,0.192255785009
ACH-000211,-0.00346029495227
ACH-000215,-0.0266790562727
ACH-000221,-0.141423428512
ACH-000222,0.167350895458
ACH-000223,0.12614087353599998
ACH-000226,-0.126032620891
ACH-000227,-0.0363908441249
ACH-000228,0.047985159870999994
ACH-000231,-0.08230733165839998
ACH-000232,-0.150383703156
ACH-000233,-0.119058755515
ACH-000234,0.25133296744000005
ACH-000235,0.018201457112
ACH-000237,-0.098906388852
ACH-000238,-0.156167127765
ACH-000243,0.0162525747507
ACH-000244,-0.319706799972
ACH-000246,0.01892831844
ACH-000248,-0.122649053528
ACH-000250,0.042522625918399996
ACH-000251,0.133668003335
ACH-000253,-0.0465937591304
ACH-000255,-0.142051983305
ACH-000256,-0.238608632277
ACH-000257,0.196122771416
ACH-000258,-0.45910533431100004
ACH-000259,0.142171136686
ACH-000260,-0.120860579039
ACH-000261,-0.0890254431242
ACH-000262,0.0967935679596
ACH-000263,0.049756651793800004
ACH-000264,0.0480855082915
ACH-000265,0.0550703815644
ACH-000266,0.043488592611
ACH-000272,0.15689487030500002
ACH-000273,0.037994312578400004
ACH-000274,-0.184869178904
ACH-000277,0.150180656995
ACH-000278,-0.252033978939
ACH-000279,-0.142159114041
ACH-000280,-0.10019955655
ACH-000281,0.143559397128
ACH-000288,0.0289085846437
ACH-000291,-0.118122817266
ACH-000293,0.138539469042
ACH-000294,0.12247639969900001
ACH-000295,0.16968884734
ACH-000296,-0.0279688893805
ACH-000302,-0.139161899338
ACH-000304,-0.168521279183
ACH-000307,0.0794287415524
ACH-000308,-0.005720788074920001
ACH-000310,0.054273319582900006
ACH-000311,0.0765498406804
ACH-000312,-0.11325188131
ACH-000315,0.035358558101800004
ACH-000316,0.00806378128837
ACH-000317,-0.00896000018022
ACH-000318,-0.0650221241325
ACH-000319,-0.133554697342
ACH-000320,0.302860662676
ACH-000322,-0.00206514716731
ACH-000323,-0.190055720515
ACH-000324,-0.141556573236
ACH-000329,-0.025240438922900003
ACH-000330,-0.11713734567800001
ACH-000331,0.0825761752783
ACH-000332,0.0294247502893
ACH-000334,0.168408084324
ACH-000335,0.24315779817299998
ACH-000336,-0.11860032556700001
ACH-000337,-0.0786444740395
ACH-000339,0.0550187042284
ACH-000341,-0.0725863765492
ACH-000348,0.131420466622
ACH-000350,0.00659551264316
ACH-000352,0.00938600222382
ACH-000356,0.0871067655882
ACH-000361,-0.238793333781
ACH-000362,-0.0183436342803
ACH-000363,-0.09222487795749999
ACH-000364,0.181748255359
ACH-000365,0.014738968775400001
ACH-000366,-0.051264454962300005
ACH-000368,-0.208470004839
ACH-000374,0.0191798958905
ACH-000375,-0.232938334232
ACH-000376,-0.184539082923
ACH-000381,-0.030779525706700003
ACH-000383,0.0613127050954
ACH-000387,-0.041812827776000004
ACH-000389,-0.0256440136913
ACH-000390,-0.0341720264475
ACH-000393,-0.0156503236005
ACH-000395,-0.195681868301
ACH-000397,-0.0019964770836400003
ACH-000401,-0.138551862321
ACH-000402,0.33106376406599997
ACH-000403,0.0745604421524
ACH-000404,-0.029106721941599998
ACH-000406,-0.0168649883535
ACH-000407,-0.0251526460355
ACH-000408,-0.140930131672
ACH-000410,0.0601014471323
ACH-000411,0.134176008394
ACH-000414,0.0582474466795
ACH-000415,0.118821017492
ACH-000416,-0.0411758749391
ACH-000420,0.24393643876899998
ACH-000421,-0.0685739089592
ACH-000424,0.042471182278199994
ACH-000425,-0.223864883371
ACH-000426,0.100711741773
