,WDSUB1 (151525)
ACH-000004,-0.0339638224935
ACH-000007,-0.15851930152000002
ACH-000009,-0.17957335387099999
ACH-000011,-0.037128275992099995
ACH-000012,-0.0665801534255
ACH-000013,-0.09247543169880001
ACH-000014,0.09223048203600001
ACH-000015,-0.0133599856323
ACH-000017,0.138047974321
ACH-000018,-0.21891747981100002
ACH-000019,-0.0308450931956
ACH-000021,0.048935970994300006
ACH-000022,0.0254997474592
ACH-000025,0.029039097307700004
ACH-000028,-0.24943361332800001
ACH-000030,-0.06180513753669999
ACH-000035,-0.0070899509520699995
ACH-000036,-0.266533984337
ACH-000037,-0.240728514193
ACH-000039,-0.34212072093699997
ACH-000040,-0.10820260660599999
ACH-000041,-0.147725561621
ACH-000042,-0.0461835725923
ACH-000045,-0.166623928828
ACH-000047,-0.204642736999
ACH-000052,-0.0650218515752
ACH-000053,-0.0144937840569
ACH-000054,-0.20196749860100002
ACH-000055,-0.20791507981
ACH-000060,-0.189984726297
ACH-000067,-0.238378721116
ACH-000070,-0.0241132914463
ACH-000075,-0.342944818367
ACH-000078,-0.0187912106983
ACH-000082,0.0213052650522
ACH-000085,-0.154633973851
ACH-000086,0.021786570081700003
ACH-000087,-0.188593987806
ACH-000092,-0.09894361799889999
ACH-000095,-0.0656712455948
ACH-000097,-0.120541885702
ACH-000098,-0.0628613314873
ACH-000099,-0.063079918033
ACH-000108,-0.07266206473110001
ACH-000113,0.030463107826799996
ACH-000115,-0.10400197634
ACH-000116,-0.12258876319
ACH-000118,-0.006622366885619999
ACH-000120,-0.131114627009
ACH-000123,-0.0622228990736
ACH-000127,0.00528063683919
ACH-000128,0.00850562506689
ACH-000132,-0.297251551926
ACH-000133,-0.08997195229010001
ACH-000137,-0.039972558186
ACH-000138,-0.0435562938805
ACH-000142,0.04629346040249999
ACH-000143,0.018684473264500002
ACH-000146,0.0479974894818
ACH-000148,-0.0807215753584
ACH-000150,-0.053145869066900005
ACH-000152,-0.0544182536372
ACH-000153,-0.178774090707
ACH-000159,-0.10338281750299999
ACH-000160,-0.038861661484800004
ACH-000163,-0.049227947038099996
ACH-000167,-0.0846610453842
ACH-000168,0.0446621114515
ACH-000169,0.014589199132
ACH-000178,-0.058868842393
ACH-000182,-0.124788369636
ACH-000183,-0.187017271393
ACH-000188,0.013020086950700002
ACH-000189,0.15204309878
ACH-000190,-0.09852137669160001
ACH-000198,-0.0501852295689
ACH-000204,-0.277061003122
ACH-000206,-0.0199532135074
ACH-000207,0.0637923669877
ACH-000211,-0.0843549395771
ACH-000215,-0.21183772851500002
ACH-000221,0.035037020399
ACH-000222,0.000470705918817
ACH-000223,-0.0874227870904
ACH-000226,-0.0135079770666
ACH-000227,-0.13146318751900002
ACH-000228,-0.154753865509
ACH-000231,-0.0927327115512
ACH-000232,-0.08942138656290001
ACH-000233,-0.0192635976597
ACH-000234,-0.121876899069
ACH-000235,0.0199211695139
ACH-000237,-0.0177571712215
ACH-000238,-0.0396540350501
ACH-000243,0.10014578417199999
ACH-000244,-0.137721568028
ACH-000246,-0.0290093464999
ACH-000248,-0.209716469792
ACH-000250,-0.0583188281195
ACH-000251,-0.186328940676
ACH-000253,-0.0198625480954
ACH-000255,-0.266243485322
ACH-000256,-0.103709542225
ACH-000257,-0.226453191893
ACH-000258,0.0439131774294
ACH-000259,0.0259240402781
ACH-000260,-0.244608885339
ACH-000261,-0.051725489357400005
ACH-000262,0.10082466395999999
ACH-000263,-0.12258739597400001
ACH-000264,-0.0249892351652
ACH-000265,-0.174278083088
ACH-000266,-0.0297770751351
ACH-000272,-0.122352290038
ACH-000273,0.0606967430777
ACH-000274,-0.117095136938
ACH-000277,-0.18759983945999997
ACH-000278,0.00157641440799
ACH-000279,-0.0386740019473
ACH-000280,-0.0794794880066
ACH-000281,-0.07924972208
ACH-000288,-0.058561972710699996
ACH-000291,-0.0897749049768
ACH-000293,0.26488677576999997
ACH-000294,0.15050984505
ACH-000295,0.199873830761
ACH-000296,-0.15708171882400002
ACH-000302,-0.16690331652899998
ACH-000304,-0.204066853226
ACH-000307,-0.149713027237
ACH-000308,-0.141724697751
ACH-000310,-0.18710056406800002
